area_id,area_name,b19025b001,b19025b001_moe
1,Rogers Park,275379500,31169110
2,West Ridge,159552200,38270230
3,Uptown,154731900,23580353
4,Lincoln Square,42192800,19954970
5,North Center,2869900,1998709
6,Lake View,74715600,20552135
7,Lincoln Park,43206100,14460419
8,Near North Side,160267100,38509642
13,North Park,1508100,1248317
14,Albany Park,24143600,8526386
15,Portage Park,2773000,2539734
16,Irving Park,22140000,7922857
18,Montclare,9402100,6791469
19,Belmont Cragin,34763200,9846301
20,Hermosa,957300,1085622
21,Avondale,34149700,15425091
22,Logan Square,69487500,14243827
23,Humboldt Park,249486900,33591635
24,West Town,129408600,23260875
25,Austin,1170163800,49578024
26,West Garfield Park,185807500,15778900
27,East Garfield Park,229420700,26915981
28,Near West Side,301952400,33524549
29,North Lawndale,363327500,38060252
30,South Lawndale,33602100,10642588
31,Lower West Side,18510100,8209896
32,Loop,113787300,34877337
33,Near South Side,205521100,36430879
34,Armour Square,16303100,3987092
35,Douglas,318144900,26821404
36,Oakland,100340100,15703607
37,Fuller Park,25586800,4109534
38,Grand Boulevard,429017700,35887222
39,Kenwood,388902700,46771016
40,Washington Park,139209500,15483388
41,Hyde Park,364070400,106030571
42,Woodlawn,374905800,33579624
43,South Shore,827112200,44026595
44,Chatham,586450700,34769194
45,Avalon Park,212112300,21335994
46,South Chicago,370694100,33828943
47,Burnside,40147100,9592858
48,Calumet Heights,378141200,34426128
49,Roseland,734891500,39202066
50,Pullman,112475200,10551767
51,South Deering,145038000,14193413
52,East Side,8421800,4893255
53,West Pullman,440403300,28907700
54,Riverdale,50968400,8646539
55,Hegewisch,17243900,15486014
56,Garfield Ridge,46318000,12087065
58,Brighton Park,3356500,2724937
59,McKinley Park,1544600,2016478
60,Bridgeport,10612300,5180291
61,New City,132352300,18161782
62,West Elsdon,9062000,7473612
63,Gage Park,24252900,6610376
65,West Lawn,22868500,7516661
66,Chicago Lawn,383895600,31515197
67,West Englewood,350971400,20182811
68,Englewood,312153200,37365329
69,Greater Grand Crossing,512459500,33119647
70,Ashburn,588098600,42744103
71,Auburn Gresham,705036800,35525530
72,Beverly,246584400,29259349
73,Washington Heights,469823900,27087830
74,Mount Greenwood,19152000,7731761
75,Morgan Park,323242200,29545244
76,O'Hare,7033800,5969139
77,Edgewater,157654500,25054013
