area_id,area_name,b05011001,b05011001_moe,b05011002,b05011002_moe,b05011003,b05011003_moe,b05011004,b05011004_moe,b05011005,b05011005_moe,b05011006,b05011006_moe,b05011007,b05011007_moe,b05011008,b05011008_moe,b05011009,b05011009_moe,b05011010,b05011010_moe,b05011011,b05011011_moe
1,Rogers Park,16697,1574,11379,1448,5318,652,275,128,1302,344,967,269,1007,243,285,128,528,193,317,156,637,252
2,West Ridge,33287,2132,17518,1895,15769,1106,634,282,2916,490,3780,588,3065,519,1217,303,1515,297,809,274,1833,325
3,Uptown,13760,1183,7343,971,6417,704,125,83,1380,400,1031,265,1678,381,622,196,723,209,325,138,533,179
4,Lincoln Square,10385,1016,5231,785,5154,653,197,109,851,241,1183,380,796,230,491,168,446,184,543,173,647,176
5,North Center,3815,501,1295,313,2520,369,40,50,368,129,366,123,365,123,151,87,443,155,272,109,515,188
6,Lake View,11570,874,5557,640,6013,596,267,123,1341,341,870,235,880,212,660,179,613,190,434,158,948,205
7,Lincoln Park,6602,660,3278,513,3324,430,106,77,597,173,466,142,785,246,200,105,221,113,228,123,721,188
8,Near North Side,14156,1176,7182,902,6974,763,334,205,1416,369,1026,264,1189,303,430,186,604,225,423,182,1552,312
9,Edison Park,1450,344,280,179,1170,282,42,55,68,50,245,128,127,79,84,62,52,38,72,66,480,155
10,Norwood Park,8310,823,2646,539,5664,569,143,106,1221,318,740,286,664,211,488,164,538,164,419,150,1451,263
11,Jefferson Park,7625,901,3429,654,4196,546,221,122,1081,303,795,275,656,190,438,168,392,172,96,81,517,139
12,Forest Glen,3389,412,589,226,2800,331,45,50,533,235,283,129,468,155,194,92,380,127,241,102,656,169
13,North Park,7272,827,2740,469,4532,607,51,61,971,318,1016,326,587,192,324,131,499,175,478,226,606,177
14,Albany Park,24848,1669,15930,1572,8918,947,360,139,2390,471,2045,546,1411,332,882,248,935,252,425,147,470,162
15,Portage Park,20497,1337,9529,932,10968,934,438,162,2237,407,2237,428,2105,403,1424,368,542,164,656,209,1329,293
16,Irving Park,18010,1360,10525,1126,7485,783,366,157,1728,364,1355,312,1231,280,737,218,743,235,400,152,925,216
17,Dunning,14997,1051,6603,788,8394,739,378,158,2415,474,1825,309,1119,302,605,169,511,150,351,131,1190,218
18,Montclare,4377,579,2439,473,1938,343,99,107,441,152,401,115,203,99,270,122,199,143,147,87,178,85
19,Belmont Cragin,30139,1690,20017,1527,10122,856,472,157,2049,373,1909,362,2408,370,1208,309,701,217,458,154,917,224
20,Hermosa,8885,957,5879,863,3006,448,108,71,834,219,634,187,648,204,152,81,273,137,106,74,251,140
21,Avondale,16548,1439,11409,1346,5139,615,119,67,841,206,1196,329,1205,284,376,147,584,263,277,174,541,178
