area_id,area_name,b25104001,b25104001_moe,b25104002,b25104002_moe,b25104003,b25104003_moe,b25104004,b25104004_moe,b25104005,b25104005_moe,b25104006,b25104006_moe,b25104007,b25104007_moe,b25104008,b25104008_moe,b25104009,b25104009_moe,b25104010,b25104010_moe,b25104011,b25104011_moe,b25104012,b25104012_moe,b25104013,b25104013_moe,b25104014,b25104014_moe,b25104015,b25104015_moe
1,Rogers Park,23981,550,90,93,337,151,497,159,360,140,352,139,1220,268,2072,340,2674,374,3093,407,2526,364,5133,463,2806,339,2616,327,205,90
2,West Ridge,24402,485,120,101,164,92,312,151,565,151,747,192,966,215,1034,238,1898,328,2284,375,2336,362,6495,553,2689,384,4339,435,453,171
3,Uptown,29441,501,256,153,944,246,1505,284,1012,239,1173,268,1912,336,1902,314,2379,365,1985,341,1905,283,5980,487,3345,383,4857,430,286,128
4,Lincoln Square,17622,376,0,40,24,47,44,46,90,62,423,180,500,163,640,167,1429,263,1938,315,1886,284,4641,406,2182,319,3685,358,140,78
5,North Center,14724,323,19,51,141,72,76,58,28,42,141,58,251,102,269,98,573,143,865,195,874,186,3562,342,2226,281,5586,356,113,81
6,Lake View,52568,659,69,78,248,110,459,148,484,137,672,239,625,164,1401,284,2630,389,3869,466,3872,418,13590,714,8799,597,15541,654,309,115
7,Lincoln Park,32194,546,35,57,225,104,572,150,250,105,271,113,514,174,647,176,1307,254,1569,322,1535,282,6485,499,5649,502,12795,556,340,137
8,Near North Side,50758,883,131,104,714,234,943,250,623,218,467,165,715,232,541,173,1095,293,1428,309,1698,303,11102,781,10971,785,19465,841,865,221
9,Edison Park,4608,141,0,25,19,31,26,31,93,51,126,60,322,115,208,82,207,75,291,106,338,112,756,165,841,190,1360,178,21,29
10,Norwood Park,14646,262,0,39,38,48,210,87,405,119,718,146,987,180,1172,243,804,184,548,159,982,218,2495,326,1935,302,3959,348,393,156
11,Jefferson Park,9943,274,0,29,50,52,138,81,167,74,438,132,678,165,650,157,944,196,514,146,661,199,2168,298,954,194,2508,298,73,49
12,Forest Glen,6793,159,0,29,5,28,8,30,84,52,90,49,301,94,393,107,333,126,604,139,338,127,932,162,505,150,3122,230,78,57
13,North Park,6436,188,15,33,50,58,108,52,276,103,348,116,372,139,403,138,370,120,607,153,385,138,1337,207,567,149,1524,206,74,52
14,Albany Park,16804,326,0,45,137,76,195,107,287,137,381,123,694,196,1335,267,1819,312,1566,288,2122,335,3790,408,1585,245,2812,315,81,58
15,Portage Park,22505,401,0,47,18,47,296,130,500,146,882,187,1143,221,1752,257,1975,305,1795,299,1492,280,4597,462,2791,338,4959,412,305,125
16,Irving Park,20177,401,19,48,43,49,138,66,173,89,348,114,703,165,1104,225,1737,284,2009,320,1543,295,5234,455,2102,300,4649,413,375,126
17,Dunning,15141,266,4,39,20,43,254,91,411,125,639,137,1151,185,1259,219,1061,212,765,188,851,204,2774,321,2304,285,3408,313,240,107
18,Montclare,4425,173,0,23,20,28,16,32,80,48,229,108,221,93,304,123,483,127,364,126,240,121,727,198,571,162,1121,185,49,41
19,Belmont Cragin,21570,412,0,52,18,52,228,125,278,102,568,156,922,201,1611,274,2151,310,1829,285,1677,285,4700,463,3010,355,4170,420,408,159
20,Hermosa,7070,219,0,29,39,54,79,64,94,53,223,105,275,114,383,139,497,153,880,204,612,164,1563,255,899,188,1488,226,38,37
21,Avondale,13801,329,8,39,0,38,94,65,120,68,337,135,580,160,1197,266,1152,238,1317,252,1486,264,3165,349,1189,220,2971,333,185,80
22,Logan Square,29492,477,20,64,350,123,359,114,278,102,493,152,1131,216,1609,266,2179,305,2488,317,2344,312,7368,502,3803,361,6759,405,311,115
23,Humboldt Park,16778,419,34,59,138,78,519,143,302,113,505,139,1000,229,1112,226,1022,217,1637,289,1650,283,4912,436,1946,283,1703,264,298,125
24,West Town,37287,534,68,77,442,145,875,216,391,131,585,160,731,179,1407,256,1459,235,2277,292,2784,343,8802,524,5062,404,11956,559,448,138
25,Austin,32428,573,84,95,286,130,686,184,969,206,1290,239,1810,295,2317,335,2705,372,3376,403,2892,398,8312,574,3300,355,4032,383,369,134
