area_id,area_name,b25077001,b25077001_moe
1,Rogers Park,3017800,211623
2,West Ridge,3667200,152372
3,Uptown,3465600,156736
4,Lincoln Square,4165200,234237
5,North Center,7115700,286953
6,Lake View,14762400,403528
7,Lincoln Park,10885100,474777
8,Near North Side,8884200,374593
9,Edison Park,1046800,48704
10,Norwood Park,2516600,121683
11,Jefferson Park,1760800,69230
12,Forest Glen,1714500,64842
13,North Park,1316300,67454
14,Albany Park,2927200,177034
15,Portage Park,3899200,117837
16,Irving Park,4802000,200730
17,Dunning,2842900,80965
18,Montclare,473700,34454
19,Belmont Cragin,3997700,189667
20,Hermosa,1626200,85999
21,Avondale,3015100,160559
22,Logan Square,10099400,361951
23,Humboldt Park,3134800,258467
24,West Town,12407200,346779
25,Austin,4718200,270249
26,West Garfield Park,1946500,217665
27,East Garfield Park,2450700,232203
28,Near West Side,6479300,350414
29,North Lawndale,2799900,322675
30,South Lawndale,3151600,222188
31,Lower West Side,2878800,186305
32,Loop,1889600,156573
33,Near South Side,1075900,44265
34,Armour Square,1055100,123428
35,Douglas,2275100,580721
36,Oakland,705200,385390
37,Fuller Park,230100,49035
38,Grand Boulevard,2732100,222861
39,Kenwood,2401000,261006
40,Washington Park,1071800,199089
41,Hyde Park,3283700,287327
42,Woodlawn,2028600,210069
43,South Shore,2889100,365330
44,Chatham,1540200,116450
45,Avalon Park,343100,18382
46,South Chicago,1333100,253645
47,Burnside,132300,18848
48,Calumet Heights,856200,56757
49,Roseland,1951000,93329
50,Pullman,388200,27143
51,South Deering,503400,42166
52,East Side,843400,35195
53,West Pullman,1019500,49008
54,Riverdale,178800,22145
55,Hegewisch,309100,16410
56,Garfield Ridge,2138500,71174
57,Archer Heights,1089200,71147
58,Brighton Park,1898500,98677
59,McKinley Park,1108500,64175
60,Bridgeport,2854600,126559
61,New City,2688900,178188
62,West Elsdon,785400,39927
63,Gage Park,1464900,57881
64,Clearing,1477000,120863
65,West Lawn,1095100,50785
66,Chicago Lawn,1547700,109538
67,West Englewood,2118400,136000
68,Englewood,1408200,139839
69,Greater Grand Crossing,1716000,178571
70,Ashburn,1456800,44919
71,Auburn Gresham,2250100,145195
72,Beverly,2159000,78912
73,Washington Heights,1220400,43851
74,Mount Greenwood,981700,28359
75,Morgan Park,1216900,45052
76,O'Hare,723500,288235
77,Edgewater,4232500,216945
