area_id,area_name,b06012001,b06012001_moe,b06012002,b06012002_moe,b06012003,b06012003_moe,b06012004,b06012004_moe,b06012005,b06012005_moe,b06012006,b06012006_moe,b06012007,b06012007_moe,b06012008,b06012008_moe,b06012009,b06012009_moe,b06012010,b06012010_moe,b06012011,b06012011_moe,b06012012,b06012012_moe,b06012013,b06012013_moe,b06012014,b06012014_moe,b06012015,b06012015_moe,b06012016,b06012016_moe,b06012017,b06012017_moe,b06012018,b06012018_moe,b06012019,b06012019_moe,b06012020,b06012020_moe
11,Jefferson Park,26678,1234,1871,448,2467,624,22340,1377,16464,1103,1304,350,1348,383,13812,1101,2020,442,66,55,120,88,1834,436,569,241,63,64,63,80,443,224,7625,901,438,177,936,342,6251,924
12,Forest Glen,18542,646,1267,407,870,327,16405,793,13231,717,883,335,543,218,11805,750,1758,279,70,60,60,47,1628,277,164,91,0,29,0,29,164,91,3389,412,314,151,267,184,2808,364
13,North Park,18260,1001,2274,570,1723,463,14263,1114,8775,763,914,276,899,350,6962,711,2180,342,237,147,111,71,1832,304,213,98,30,53,22,42,161,78,7092,819,1093,382,691,246,5308,792
14,Albany Park,52900,2050,11305,1631,6502,1101,35093,2121,21591,1325,4532,1021,2573,538,14486,1165,5330,533,839,299,428,159,4063,453,1300,430,241,165,158,99,901,396,24679,1669,5693,993,3343,726,15643,1444
15,Portage Park,63447,1847,8609,1327,5975,1129,48863,1904,36176,1645,5074,1060,3240,770,27862,1520,4894,581,652,252,460,182,3782,508,1930,450,450,188,126,137,1354,376,20447,1331,2433,486,2149,466,15865,1218
16,Irving Park,56150,1948,8080,1133,6405,1063,41665,2012,29968,1498,4311,839,3094,619,22563,1401,6882,600,831,273,645,256,5406,499,1342,285,122,70,199,101,1021,257,17958,1360,2816,561,2467,579,12675,1261
17,Dunning,41996,1248,4105,754,2708,557,35183,1291,23463,1149,2368,542,1367,331,19728,1151,2437,349,261,103,92,59,2084,329,1136,285,60,57,56,52,1020,278,14960,1049,1416,355,1193,371,12351,991
18,Montclare,12204,834,1622,466,1414,495,9168,872,6454,622,795,300,713,278,4946,606,965,301,86,73,149,117,730,252,432,161,92,58,114,74,226,144,4353,581,649,277,438,223,3266,555
19,Belmont Cragin,77540,2541,15765,1900,12898,1780,48877,2446,39084,1908,8698,1303,6869,1058,23517,1570,3994,576,1031,333,319,142,2644,437,4360,578,566,202,540,176,3254,509,30102,1689,5470,852,5170,928,19462,1446
20,Hermosa,25046,1271,4995,928,4110,875,15941,1377,12497,926,2518,590,2351,568,7628,860,867,256,132,70,63,52,672,245,2797,556,659,337,383,167,1755,422,8885,957,1686,418,1313,390,5886,859
21,Avondale,41433,1880,7019,1273,6335,1205,28079,1682,20351,1221,3212,683,3245,753,13894,1086,3167,419,489,184,278,165,2400,338,1367,364,240,160,200,130,927,289,16548,1439,3078,774,2612,554,10858,1225
22,Logan Square,73411,1989,15065,1534,8853,1219,49493,1759,37325,1551,8156,1078,4531,728,24638,1251,15970,817,2119,373,1005,240,12846,693,4371,512,1450,323,596,223,2325,363,15745,1187,3340,607,2721,631,9684,929
23,Humboldt Park,53973,2189,18503,1860,8854,1344,26616,1944,33002,1900,12887,1602,5198,936,14917,1355,7436,740,1966,351,1549,465,3921,563,3920,536,1465,392,371,157,2084,387,9615,1071,2185,561,1736,502,5694,860
24,West Town,83726,2002,14326,1368,6741,884,62659,1778,41738,1682,7554,1043,3206,583,30978,1414,24829,1034,3017,473,1310,273,20502,910,3694,504,1050,273,791,262,1853,357,13465,980,2705,472,1434,369,9326,813
25,Austin,97028,2734,29702,2321,14212,1561,53114,2318,72329,2610,23887,2080,10398,1313,38044,2053,20011,1072,4962,637,3245,487,11804,823,803,233,72,89,200,144,531,192,3885,715,781,295,369,196,2735,597
26,West Garfield Park,19268,1306,8432,1075,3283,751,7553,906,15385,1262,7152,1033,2453,654,5780,774,3771,426,1271,230,830,267,1670,282,69,81,2,36,0,35,67,80,43,46,7,33,0,35,36,46
27,East Garfield Park,20918,1333,9499,1147,2739,643,8680,974,17070,1322,8043,1100,2312,615,6715,891,3332,369,1333,260,423,113,1576,290,71,70,55,70,0,38,16,39,445,187,68,67,4,38,373,177
28,Near West Side,51578,1582,12999,1204,3535,628,35044,1272,28571,1392,8492,1034,2201,517,17878,1017,14461,836,2707,417,944,235,10810,690,590,195,177,108,30,62,383,159,7956,742,1623,439,360,148,5973,622
29,North Lawndale,35476,1831,16075,1415,5905,1019,13496,1298,28119,1733,13502,1316,4372,899,10245,1139,6495,566,2383,390,1365,292,2747,378,41,49,11,42,3,42,27,45,821,270,179,126,165,161,477,231
30,South Lawndale,62100,2252,20422,1865,14195,1713,27483,2022,28254,1629,10484,1219,6177,992,11593,1130,2950,486,868,243,508,194,1574,369,616,210,248,127,129,113,239,115,30280,1462,8822,990,7381,1033,14077,1212
31,Lower West Side,36565,1701,9983,1190,5842,887,20740,1511,16746,1118,4938,743,2575,479,9233,858,3725,458,1147,284,620,196,1958,291,617,241,131,74,107,137,379,160,15477,1088,3767,576,2540,502,9170,987
32,Loop,23559,1213,3414,677,444,165,19701,1140,9610,890,1169,309,238,139,8203,847,9007,984,1434,541,142,79,7431,836,279,146,8,30,0,30,271,146,4663,658,803,341,64,70,3796,565
33,Near South Side,20061,1152,2525,718,900,376,16636,1227,9338,825,1075,370,541,312,7722,799,6709,997,1084,596,183,81,5442,768,121,77,44,55,0,24,77,56,3893,690,322,199,176,204,3395,625
34,Armour Square,13710,850,5147,696,2064,465,6499,885,5017,607,1534,366,478,170,3005,541,1208,249,395,143,196,86,617,180,218,140,9,21,40,44,169,137,7267,660,3209,606,1350,344,2708,528
35,Douglas,16603,758,5361,679,1336,304,9906,695,9980,694,3166,481,714,215,6100,606,3754,347,978,195,331,102,2445,319,217,135,83,109,14,40,120,84,2652,515,1134,349,277,171,1241,285
36,Oakland,6233,462,2530,519,874,307,2829,448,4698,436,1967,447,719,306,2012,383,1165,197,452,122,155,83,558,163,35,39,0,19,0,19,35,39,335,155,111,113,0,19,224,108
37,Fuller Park,2924,543,1203,441,587,329,1134,338,2163,530,822,422,519,312,822,280,593,131,292,101,65,41,236,79,9,19,0,16,0,16,9,19,159,102,89,107,3,13,67,84
38,Grand Boulevard,22761,1146,7010,894,2816,615,12935,981,17339,1042,5722,847,2025,530,9592,826,4731,429,1173,209,723,170,2835,378,108,64,0,43,0,43,108,64,583,181,115,77,68,87,400,149
39,Kenwood,17917,908,4318,692,2022,466,11577,830,10912,832,2896,597,1481,440,6535,643,4655,452,868,233,373,114,3414,412,205,127,44,57,0,31,161,117,2145,358,510,202,168,105,1467,298
40,Washington Park,11078,835,4899,713,1669,467,4510,639,9181,806,4247,663,1418,440,3516,558,1746,231,650,189,251,95,845,171,38,46,2,25,0,27,36,47,113,69,0,27,0,27,113,69
41,Hyde Park,23930,984,4956,722,1406,332,17568,803,10803,716,1892,407,649,251,8262,628,8595,600,1976,362,457,140,6162,484,365,141,67,52,35,53,263,129,4167,484,1021,290,265,118,2881,384
42,Woodlawn,23433,1243,7576,915,3948,810,11909,991,17154,1185,5916,830,3072,705,8166,856,5254,532,1436,229,864,358,2954,380,61,58,7,36,0,36,54,58,964,235,217,101,12,35,735,211
43,South Shore,46731,2005,14242,1382,4733,930,27756,1718,35419,1916,11491,1313,3386,757,20542,1532,9721,706,2317,348,1317,311,6087,622,186,140,19,50,2,43,165,138,1405,407,415,204,28,60,962,319
44,Chatham,33097,1617,9642,1324,3295,671,20160,1379,25998,1602,8273,1221,2350,555,15375,1309,6639,553,1322,294,726,199,4591,469,207,147,0,37,97,123,110,89,253,131,47,59,122,111,84,56
45,Avalon Park,9512,741,1784,501,838,351,6890,683,7106,724,1561,477,620,312,4925,624,2224,277,223,103,218,147,1783,267,13,24,0,19,0,19,13,24,169,92,0,19,0,19,169,92
46,South Chicago,29403,1591,9884,1226,4172,896,15347,1349,20414,1410,7597,1069,2696,651,10121,1102,5088,519,1249,287,555,198,3284,443,262,148,41,57,37,50,184,136,3639,656,997,291,884,390,1758,457
47,Burnside,3508,686,1668,820,347,165,1493,366,2734,699,1487,773,159,101,1088,330,664,145,181,96,142,76,341,128,10,18,0,11,0,11,10,18,100,88,0,11,46,57,54,59
48,Calumet Heights,14352,808,2013,546,1105,397,11234,731,9785,783,1577,475,656,258,7552,766,3761,386,317,166,218,113,3226,351,51,65,51,65,0,27,0,27,755,333,68,61,231,274,456,197
49,Roseland,44569,1648,10390,1168,6255,1176,27924,1620,33326,1618,8371,1036,4997,1091,19958,1493,10497,689,1914,343,1143,246,7440,617,102,74,10,45,25,56,67,61,644,205,95,81,90,87,459,175
50,Pullman,7249,585,1824,485,544,205,4881,540,5409,559,1581,478,335,147,3493,486,1567,205,231,80,155,70,1181,181,27,34,0,19,0,19,27,34,246,135,12,25,54,84,180,105
51,South Deering,16438,1030,5211,989,2595,617,8632,943,11271,923,3899,852,1447,406,5925,776,2780,381,647,211,495,158,1638,319,84,83,41,51,0,25,43,68,2303,442,624,256,653,288,1026,273
52,East Side,23480,1385,5639,1019,3558,934,14283,1109,13711,1035,3347,745,2101,594,8263,846,2098,384,728,290,212,116,1158,236,337,169,14,29,0,29,323,168,7334,780,1550,379,1245,470,4539,549
53,West Pullman,30605,1647,9213,1443,3900,923,17492,1313,23067,1625,7851,1380,2787,834,12429,1213,6565,588,1157,306,837,237,4571,503,96,83,28,54,0,39,68,75,877,290,177,156,276,195,424,174
54,Riverdale,6793,724,3962,714,1036,434,1795,448,5707,722,3501,686,851,396,1355,373,1032,222,461,226,185,109,386,147,0,16,0,16,0,16,0,16,54,41,0,16,0,16,54,41
55,Hegewisch,10062,920,1869,520,1449,804,6744,954,6874,751,1393,435,868,570,4613,714,1995,522,163,118,358,315,1474,438,81,56,24,31,26,41,31,31,1112,308,289,174,197,191,626,182
56,Garfield Ridge,33811,1072,2866,725,2595,644,28350,1236,23514,1045,2070,622,1544,450,19900,1061,2309,317,214,123,168,88,1927,301,335,134,0,42,48,69,287,124,7653,722,582,221,835,298,6236,663
57,Archer Heights,13352,774,1854,547,2061,607,9437,845,7041,570,975,315,1083,377,4983,563,494,160,82,89,76,71,336,129,197,115,33,43,34,58,130,97,5620,570,764,290,868,296,3988,493
58,Brighton Park,43782,1777,11226,1412,9418,1362,23138,1713,22236,1293,6155,902,4559,780,11522,1112,1785,400,429,169,388,199,968,311,569,174,131,105,42,56,396,139,19192,1180,4511,655,4429,744,10252,963
59,McKinley Park,16434,925,3291,731,2656,592,10487,921,8994,733,1659,423,1463,443,5872,686,1207,223,248,118,169,89,790,184,217,97,79,62,15,25,123,80,6016,602,1305,399,1009,284,3702,516
60,Bridgeport,32396,1330,6587,926,4177,727,21632,1241,18420,1038,3572,643,2095,459,12753,906,2515,377,522,189,159,86,1834,322,391,164,75,106,57,60,259,121,11070,874,2418,483,1866,392,6786,720
61,New City,41778,1835,13669,1533,8167,1146,19942,1379,25795,1520,8921,1182,4998,811,11876,973,3542,436,1173,274,644,184,1725,302,424,195,114,86,65,65,245,126,12017,876,3461,574,2460,487,6096,759
62,West Elsdon,18901,1093,3393,871,2669,929,12839,1022,9970,797,1863,552,1476,544,6631,687,1169,248,119,83,151,105,899,222,223,149,61,81,0,27,162,116,7539,719,1350,422,1042,438,5147,628
63,Gage Park,39211,1715,9529,1389,10068,1467,19614,1627,18893,1109,4761,827,4485,725,9647,946,1852,340,418,190,535,185,899,239,345,137,103,79,30,50,212,109,18121,1220,4247,744,5018,891,8856,1019
64,Clearing,22702,982,2045,499,1874,559,18783,1032,16363,995,1113,330,1204,419,14046,999,1173,247,177,122,38,36,958,215,177,101,64,72,0,31,113,66,4989,650,691,278,632,242,3666,559
65,West Lawn,32880,1271,5709,1120,5000,1033,22171,1476,18915,1046,2895,694,2849,634,13171,1018,1637,370,437,230,194,99,1006,290,410,153,66,68,34,56,310,134,11918,941,2311,584,1923,509,7684,877
66,Chicago Lawn,54528,2189,17070,2071,8016,1319,29442,2021,36543,1912,12884,1761,5123,943,18536,1482,5692,595,1550,293,756,208,3386,523,631,252,283,183,13,51,335,148,11662,1038,2353,558,2124,584,7185,901
67,West Englewood,35088,1605,13971,1398,6396,950,14721,1205,27201,1496,11765,1300,4944,811,10492,1045,7120,546,1921,331,1367,291,3832,404,84,85,30,57,0,48,54,62,683,274,255,138,85,91,343,205
68,Englewood,28590,1509,13660,1310,3884,741,11046,1102,22953,1444,11544,1216,3030,679,8379,947,5420,512,2042,327,854,226,2524,377,31,42,16,38,0,36,15,41,186,125,58,82,0,36,128,100
69,Greater Grand Crossing,32395,1520,11061,1264,3991,705,17343,1257,25290,1445,9278,1140,3219,643,12793,1092,6702,613,1768,392,738,185,4196,508,50,48,11,41,0,38,39,46,353,191,4,37,34,53,315,187
70,Ashburn,42262,1618,5240,1047,3374,870,33648,1753,31048,1484,3784,825,2125,571,25139,1550,4746,595,336,170,308,147,4102,572,326,166,27,55,0,41,299,164,6142,726,1093,314,941,369,4108,651
71,Auburn Gresham,49378,1874,14872,1528,6750,992,27756,1691,38099,1856,12561,1417,5393,900,20145,1563,10800,691,2159,337,1317,255,7324,638,41,54,32,53,0,46,9,46,438,194,120,122,40,67,278,147
72,Beverly,21211,810,950,308,887,339,19374,881,17311,830,699,260,583,276,16029,861,3058,360,238,97,268,133,2552,340,102,52,1,27,1,27,100,52,740,173,12,34,35,40,693,169
73,Washington Heights,25707,1148,5109,993,2298,549,18300,1330,18491,1083,4062,869,1689,480,12740,1160,6938,489,1008,251,586,186,5344,499,102,74,0,33,23,45,79,66,176,98,39,64,0,33,137,79
74,Mount Greenwood,17950,773,536,269,346,193,17068,780,16533,797,515,269,295,185,15723,790,900,220,13,22,37,34,850,218,52,59,0,25,0,25,52,59,465,169,8,27,14,31,443,168
75,Morgan Park,22290,1060,3385,646,1932,649,16973,1076,17683,955,2621,539,1517,596,13545,967,3983,391,645,217,380,129,2958,348,45,47,2,27,0,31,43,48,579,228,117,93,35,53,427,173
76,O'Hare,13687,1091,2416,1103,1431,493,9840,939,5901,864,1137,826,632,287,4132,541,866,282,95,103,82,104,689,254,542,258,0,38,0,38,542,258,6378,774,1184,414,717,276,4477,780
77,Edgewater,52996,1679,9882,1092,5482,870,37632,1591,20432,1139,3648,657,1868,441,14916,972,15009,841,1976,402,1017,262,12016,746,896,222,161,129,159,103,576,169,16659,1342,4097,651,2438,595,10124,1064
