area_id,area_name,b02009001,b02009001_moe
1,Rogers Park,17418,1515
2,West Ridge,9000,1385
3,Uptown,12032,1246
4,Lincoln Square,2065,552
5,North Center,716,216
6,Lake View,4249,638
7,Lincoln Park,2985,472
8,Near North Side,8195,901
9,Edison Park,23,40
10,Norwood Park,396,228
11,Jefferson Park,577,323
12,Forest Glen,319,207
13,North Park,411,161
14,Albany Park,2645,657
15,Portage Park,1269,472
16,Irving Park,2279,500
17,Dunning,512,264
18,Montclare,621,175
19,Belmont Cragin,4474,993
20,Hermosa,511,212
21,Avondale,1816,558
22,Logan Square,5950,890
23,Humboldt Park,24259,1794
24,West Town,8124,1058
25,Austin,85332,2689
26,West Garfield Park,18870,1317
27,East Garfield Park,20161,1361
28,Near West Side,18267,1270
29,North Lawndale,33571,1839
30,South Lawndale,8170,612
31,Lower West Side,1758,437
32,Loop,3378,777
33,Near South Side,5843,719
34,Armour Square,1745,329
35,Douglas,13857,755
36,Oakland,5867,497
37,Fuller Park,2700,528
38,Grand Boulevard,21515,1109
39,Kenwood,13146,888
40,Washington Park,11063,828
41,Hyde Park,9452,716
42,Woodlawn,21727,1275
43,South Shore,46108,2005
44,Chatham,32962,1621
45,Avalon Park,9408,752
46,South Chicago,21767,1534
47,Burnside,3488,687
48,Calumet Heights,13703,802
49,Roseland,44315,1654
50,Pullman,6200,555
51,South Deering,10372,825
52,East Side,958,416
53,West Pullman,29139,1627
54,Riverdale,6681,731
55,Hegewisch,1351,668
56,Garfield Ridge,2471,573
57,Archer Heights,258,223
58,Brighton Park,657,302
59,McKinley Park,852,373
60,Bridgeport,1071,305
61,New City,13404,1444
62,West Elsdon,539,301
63,Gage Park,2061,395
64,Clearing,257,158
65,West Lawn,1264,362
66,Chicago Lawn,29777,1840
67,West Englewood,34012,1586
68,Englewood,28275,1525
69,Greater Grand Crossing,32163,1536
70,Ashburn,22505,1519
71,Auburn Gresham,49131,1881
72,Beverly,7669,741
73,Washington Heights,25603,1158
74,Mount Greenwood,980,325
75,Morgan Park,14920,1104
76,O'Hare,246,141
77,Edgewater,9064,967
