area_id,area_name,b11009001,b11009001_moe,b11009002,b11009002_moe,b11009003,b11009003_moe,b11009004,b11009004_moe,b11009005,b11009005_moe,b11009006,b11009006_moe,b11009007,b11009007_moe
1,Rogers Park,23981,550,2268,316,588,159,709,202,127,67,844,209,21713,607
2,West Ridge,24402,485,1323,304,156,80,654,229,86,82,427,161,23079,546
3,Uptown,29441,501,2273,306,485,120,642,170,200,85,946,211,27168,564
4,Lincoln Square,17622,376,1570,263,188,86,652,187,75,46,655,185,16052,425
5,North Center,14724,323,1272,201,62,54,526,139,38,49,646,140,13452,354
6,Lake View,52568,659,4235,429,973,192,1527,277,138,95,1597,253,48333,748
7,Lincoln Park,32194,546,1861,289,102,64,948,197,21,52,790,207,30333,611
8,Near North Side,50758,883,2199,396,237,116,1078,307,34,65,850,224,48559,928
9,Edison Park,4608,141,188,90,12,29,100,67,8,24,68,60,4420,177
10,Norwood Park,14646,262,370,152,0,39,179,109,17,45,174,112,14276,299
11,Jefferson Park,9943,274,344,142,13,34,202,117,23,35,106,79,9599,296
12,Forest Glen,6793,159,208,99,8,32,57,64,29,33,114,73,6585,181
13,North Park,6436,188,234,85,36,42,101,58,18,35,79,57,6202,197
14,Albany Park,16804,326,1745,309,109,75,1065,251,58,58,513,170,15059,405
15,Portage Park,22505,401,1584,278,63,59,621,185,80,74,820,202,20921,472
16,Irving Park,20177,401,1519,259,71,54,698,192,83,56,667,185,18658,457
17,Dunning,15141,266,489,123,31,44,202,86,42,51,214,88,14652,288
18,Montclare,4425,173,218,108,14,27,133,84,0,23,71,64,4207,203
19,Belmont Cragin,21570,412,2210,357,50,78,1319,286,26,67,815,207,19360,500
20,Hermosa,7070,219,682,188,0,29,333,136,24,47,325,138,6388,273
21,Avondale,13801,329,904,187,79,61,439,143,39,46,347,110,12897,370
22,Logan Square,29492,477,3194,341,160,85,1552,237,113,67,1369,229,26298,554
23,Humboldt Park,16778,419,1640,282,27,57,678,190,42,59,893,216,15138,489
24,West Town,37287,534,3611,345,244,103,1440,238,171,81,1756,253,33676,598
25,Austin,32428,573,2473,343,79,85,973,223,77,85,1344,246,29955,617
26,West Garfield Park,5714,265,504,129,34,45,102,58,0,35,368,113,5210,275
27,East Garfield Park,6896,277,539,139,0,38,263,99,28,42,248,100,6357,286
28,Near West Side,25665,497,1724,254,165,82,831,181,47,57,681,164,23941,513
29,North Lawndale,10852,381,846,179,15,44,330,114,18,42,483,141,10006,392
30,South Lawndale,16454,435,1800,280,20,52,869,198,19,48,892,209,14654,480
31,Lower West Side,12255,332,1357,233,4,41,725,182,32,50,596,157,10898,374
32,Loop,14557,598,946,265,138,87,375,165,8,28,425,186,13611,634
33,Near South Side,11517,470,976,250,93,70,332,129,14,29,537,235,10541,489
34,Armour Square,5359,184,89,57,0,27,43,45,27,38,19,29,5270,184
35,Douglas,9023,275,309,105,17,37,154,84,5,34,133,71,8714,291
36,Oakland,2743,141,73,55,8,20,16,29,10,23,39,43,2670,144
37,Fuller Park,1146,113,40,32,0,16,19,29,0,16,21,21,1106,115
38,Grand Boulevard,9878,323,409,128,6,42,165,87,20,42,218,97,9469,332
39,Kenwood,9116,306,472,141,52,65,99,63,0,31,321,114,8644,310
40,Washington Park,4142,214,256,92,0,27,68,50,0,27,188,78,3886,217
41,Hyde Park,12539,327,724,172,36,47,398,142,13,42,277,89,11815,348
42,Woodlawn,10302,343,504,149,82,93,156,91,22,44,244,104,9798,358
43,South Shore,21700,578,1179,245,25,61,527,173,96,84,531,157,20521,599
44,Chatham,14098,418,710,208,28,51,289,132,42,63,351,141,13388,443
45,Avalon Park,3871,220,263,130,16,31,102,91,0,19,145,99,3608,239
46,South Chicago,10770,408,521,147,0,37,282,112,0,37,239,97,10249,417
47,Burnside,1056,98,8,17,0,11,0,11,0,11,8,17,1048,100
48,Calumet Heights,5586,174,244,95,0,27,49,46,16,36,179,82,5342,201
49,Roseland,15524,379,956,216,19,43,321,143,30,47,586,167,14568,407
50,Pullman,2984,134,95,73,9,19,53,53,0,19,33,41,2889,143
51,South Deering,5332,164,216,97,10,28,59,47,33,46,114,79,5116,184
52,East Side,6900,215,507,158,0,29,324,137,0,29,183,88,6393,249
53,West Pullman,9375,323,564,204,0,39,153,132,23,48,388,156,8811,350
54,Riverdale,2322,166,114,76,0,16,49,54,24,40,41,42,2208,173
55,Hegewisch,3694,195,324,132,0,19,162,104,0,19,162,125,3370,215
56,Garfield Ridge,11952,202,420,131,19,44,213,99,30,50,158,78,11532,235
57,Archer Heights,3740,135,218,92,0,27,175,82,0,27,43,43,3522,159
58,Brighton Park,11572,326,1121,226,0,43,600,179,11,43,510,153,10451,374
59,McKinley Park,5185,166,380,119,5,23,230,105,0,25,145,70,4805,194
