area_id,area_name,b27011001,b27011001_moe,b27011002,b27011002_moe,b27011003,b27011003_moe,b27011004,b27011004_moe,b27011005,b27011005_moe,b27011006,b27011006_moe,b27011007,b27011007_moe,b27011008,b27011008_moe,b27011009,b27011009_moe,b27011010,b27011010_moe,b27011011,b27011011_moe,b27011012,b27011012_moe,b27011013,b27011013_moe,b27011014,b27011014_moe,b27011015,b27011015_moe,b27011016,b27011016_moe,b27011017,b27011017_moe,b27011018,b27011018_moe,b27011019,b27011019_moe,b27011020,b27011020_moe,b27011021,b27011021_moe,b27011022,b27011022_moe,b27011023,b27011023_moe,b27011024,b27011024_moe,b27011025,b27011025_moe,b27011026,b27011026_moe,b27011027,b27011027_moe,b27011028,b27011028_moe,b27011029,b27011029_moe,b27011030,b27011030_moe,b27011031,b27011031_moe,b27011032,b27011032_moe,b27011033,b27011033_moe,b27011034,b27011034_moe,b27011035,b27011035_moe
1,Rogers Park,45057,1602,32996,1292,30213,1249,29530,1242,20730,1034,19243,1018,1669,309,8800,915,683,161,634,156,366,121,493,140,49,63,2783,400,2725,397,1175,257,715,205,542,170,1550,313,58,62,58,62,44,60,58,62,0,48,12061,1013,9115,927,6003,743,3304,482,2911,598,3112,546,2946,399,2872,404,1027,228,2861,404,74,77
2,West Ridge,53708,1768,34778,1440,31746,1379,30460,1392,21334,1165,18992,1149,2773,520,9126,967,1286,273,1170,235,778,178,1003,216,116,145,3032,490,2906,481,1376,350,954,287,422,193,1530,352,126,88,109,86,82,80,109,86,17,56,18930,1225,11551,998,6925,737,3681,512,3675,567,4626,757,7379,638,6820,588,3105,351,6776,586,559,283
3,Uptown,47109,1383,35107,1212,32031,1151,31275,1146,24602,1002,23718,993,1212,304,6673,830,756,199,756,199,507,156,622,171,0,48,3076,468,3025,468,1524,318,951,233,587,219,1501,327,51,58,51,58,38,57,51,58,0,48,12002,913,7715,824,5542,685,2056,367,3696,611,2173,455,4287,500,4091,487,1201,231,4042,486,196,145
4,Lincoln Square,31798,981,25343,862,23274,821,22659,806,18494,785,17944,766,649,207,4165,554,615,185,580,176,326,104,522,167,35,56,2069,340,2013,338,1010,227,741,185,405,171,1003,263,56,58,56,58,7,41,56,58,0,40,6455,614,3787,433,2749,366,1869,303,988,233,1038,264,2668,394,2653,393,1255,240,2627,390,15,41
5,North Center,27159,813,22016,753,20866,734,20484,734,18502,712,18354,712,282,96,1982,367,382,113,367,113,285,100,320,104,15,43,1150,243,1116,241,692,173,646,167,55,58,424,146,34,44,34,44,25,44,34,44,0,43,5143,480,3058,389,2549,329,2180,300,483,174,509,203,2085,280,2085,280,1002,170,2072,282,0,43
6,Lake View,86624,1481,72338,1421,68904,1433,67599,1433,61603,1422,61178,1423,753,195,5996,614,1305,276,1295,276,1015,256,1142,263,10,68,3434,410,3377,412,2171,308,1964,293,237,119,1206,282,57,86,57,86,25,70,57,86,0,66,14286,863,9120,757,7544,658,6514,611,1357,293,1576,353,5166,421,5126,422,2593,341,5071,420,40,73
7,Lincoln Park,55157,1305,43502,1145,41301,1133,40093,1124,37814,1119,37657,1121,402,148,2279,382,1208,206,1208,206,874,173,1089,194,0,51,2201,307,2179,306,1710,273,1521,257,237,100,469,148,22,54,22,54,0,51,22,54,0,51,11655,762,8366,695,7693,668,6800,626,1055,258,673,224,3289,350,3289,350,1893,281,3204,346,0,51
8,Near North Side,74423,1573,54949,1506,51121,1476,47320,1453,44653,1414,44309,1412,544,200,2667,475,3801,454,3743,448,2933,405,3461,430,58,93,3828,552,3611,539,2356,416,2009,390,365,148,1255,308,217,127,205,127,98,102,205,127,12,56,19474,1044,11259,844,9826,782,8529,726,1478,328,1433,367,8215,585,8121,566,5170,487,8038,560,94,91
9,Edison Park,8869,402,6278,394,5898,384,5761,384,5128,384,5054,385,218,110,633,241,137,64,137,64,129,63,117,62,0,25,380,123,380,123,226,89,187,73,39,49,154,88,0,25,0,25,0,25,0,25,0,25,2591,255,1061,224,974,208,800,184,247,130,87,61,1530,152,1513,153,1204,169,1503,154,17,34
10,Norwood Park,29497,847,19690,813,17939,817,17201,815,15364,768,14930,771,626,232,1837,364,738,183,738,183,592,168,691,181,0,39,1751,285,1645,286,1113,217,931,196,200,120,532,184,106,67,106,67,40,47,106,67,0,39,9807,534,3711,460,2918,386,2342,345,696,186,793,221,6096,362,6088,361,4557,327,6013,365,8,39
