area_id,area_name,b25040001,b25040001_moe,b25040002,b25040002_moe,b25040003,b25040003_moe,b25040004,b25040004_moe,b25040005,b25040005_moe,b25040006,b25040006_moe,b25040007,b25040007_moe,b25040008,b25040008_moe,b25040009,b25040009_moe,b25040010,b25040010_moe
1,Rogers Park,23981,550,19847,615,251,96,3000,406,80,60,0,48,14,50,0,48,416,137,373,123
2,West Ridge,24402,485,21291,576,311,120,2473,372,95,76,15,56,0,51,0,51,101,73,116,80
3,Uptown,29441,501,22617,644,374,123,5407,476,77,64,19,53,0,48,15,51,410,137,522,139
4,Lincoln Square,17622,376,15756,439,247,90,1227,244,29,46,0,40,0,40,0,40,118,61,245,115
5,North Center,14724,323,13606,359,174,75,830,163,11,45,0,43,0,43,0,43,64,59,39,48
6,Lake View,52568,659,39897,823,672,148,9935,633,448,159,13,69,14,66,17,70,718,174,854,184
7,Lincoln Park,32194,546,23245,662,423,132,7330,550,398,214,14,57,0,51,0,51,496,147,288,106
8,Near North Side,50758,883,22843,907,282,113,26015,984,276,120,112,103,0,54,37,73,486,163,707,211
9,Edison Park,4608,141,4412,157,17,32,117,63,0,25,0,25,0,25,0,25,52,46,10,26
10,Norwood Park,14646,262,13652,312,137,85,755,179,16,43,0,39,15,43,0,39,48,55,23,45
11,Jefferson Park,9943,274,9444,297,118,80,369,122,0,29,0,29,0,29,0,29,0,29,12,34
12,Forest Glen,6793,159,6538,174,22,31,200,79,14,34,0,29,0,29,0,29,19,32,0,29
13,North Park,6436,188,5288,236,123,65,995,175,0,27,0,27,0,27,9,27,0,27,21,28
14,Albany Park,16804,326,15407,395,113,70,1160,241,8,46,0,45,0,45,0,45,31,48,85,71
15,Portage Park,22505,401,21678,429,158,73,509,152,23,49,16,51,0,47,0,47,99,64,22,50
16,Irving Park,20177,401,18876,446,209,92,937,190,29,49,11,47,0,47,0,47,65,52,50,48
17,Dunning,15141,266,14364,313,88,66,604,177,0,40,0,40,10,40,0,40,8,39,67,55
18,Montclare,4425,173,3949,219,0,23,435,125,0,23,0,23,0,23,0,23,36,34,5,18
19,Belmont Cragin,21570,412,20398,455,52,55,1093,220,0,52,0,52,0,52,0,52,27,53,0,52
20,Hermosa,7070,219,6705,239,32,36,283,109,0,29,0,29,0,29,0,29,20,37,30,38
21,Avondale,13801,329,12896,370,87,73,665,184,10,40,0,38,0,38,0,38,54,50,89,71
22,Logan Square,29492,477,27891,506,187,84,1238,196,28,60,5,57,0,57,0,57,64,68,79,65
23,Humboldt Park,16778,419,15422,465,143,84,1074,223,0,51,0,51,0,51,0,51,54,67,85,61
24,West Town,37287,534,34303,582,317,102,2469,296,0,62,0,62,0,62,10,63,88,77,100,91
25,Austin,32428,573,29725,619,265,98,2132,292,40,67,11,61,28,67,0,61,97,84,130,75
26,West Garfield Park,5714,265,5341,272,51,49,284,99,0,35,0,35,0,35,0,35,15,35,23,36
27,East Garfield Park,6896,277,6003,288,20,38,812,150,11,40,0,38,5,37,0,38,21,42,24,39
28,Near West Side,25665,497,18805,551,167,80,6453,452,4,51,0,52,0,52,0,52,146,72,90,63
29,North Lawndale,10852,381,9906,381,89,50,772,162,23,45,0,43,0,43,0,43,25,50,37,48
30,South Lawndale,16454,435,16049,441,60,60,313,102,0,48,0,48,0,48,0,48,10,48,22,52
31,Lower West Side,12255,332,11834,343,33,47,349,109,0,42,0,42,5,41,0,42,10,42,24,46
32,Loop,14557,598,5372,592,79,57,8877,608,57,52,16,37,0,30,0,30,25,39,131,93
33,Near South Side,11517,470,8118,528,74,64,3228,432,0,24,0,24,0,24,0,24,38,38,59,56
34,Armour Square,5359,184,4332,214,39,31,968,183,11,29,0,27,0,27,0,27,5,27,4,26
35,Douglas,9023,275,7390,321,59,45,1270,185,49,42,0,35,0,35,0,35,120,61,135,53
36,Oakland,2743,141,2249,172,36,31,370,112,21,30,0,19,9,21,0,19,45,46,13,20
37,Fuller Park,1146,113,1025,115,24,26,85,42,0,16,0,16,0,16,0,16,0,16,12,16
38,Grand Boulevard,9878,323,7837,333,110,65,1852,205,20,53,0,43,0,43,0,43,14,44,45,49
39,Kenwood,9116,306,6437,347,58,43,2146,302,108,63,0,31,0,31,0,31,208,120,159,63
40,Washington Park,4142,214,3305,226,47,53,661,133,0,27,2,25,0,27,7,27,42,41,78,51
41,Hyde Park,12539,327,9784,385,197,71,1635,231,273,103,24,43,0,38,0,38,435,139,191,76
42,Woodlawn,10302,343,8269,361,104,61,1432,217,25,39,0,36,0,36,4,35,238,103,230,85
43,South Shore,21700,578,17486,660,237,96,2932,358,33,57,12,46,0,44,10,46,695,218,295,112
44,Chatham,14098,418,12600,464,175,80,923,193,83,82,0,37,0,37,0,37,185,128,132,70
45,Avalon Park,3871,220,3703,233,12,22,125,67,0,19,0,19,0,19,0,19,23,26,8,21
46,South Chicago,10770,408,9830,433,46,43,740,173,0,37,0,37,0,37,0,37,100,97,54,55
47,Burnside,1056,98,940,116,8,13,100,57,8,15,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,5586,174,5359,190,35,39,153,83,19,30,0,27,0,27,0,27,0,27,20,37
49,Roseland,15524,379,14457,403,120,72,885,204,18,43,0,41,0,41,0,41,12,44,32,44
50,Pullman,2984,134,2595,147,12,24,359,100,0,19,0,19,0,19,0,19,7,20,11,22
51,South Deering,5332,164,5022,187,25,26,139,60,0,25,0,25,41,53,0,25,61,45,44,37
52,East Side,6900,215,6741,229,21,34,128,75,0,29,0,29,0,29,0,29,0,29,10,31
53,West Pullman,9375,323,8837,328,86,54,391,129,15,43,0,39,0,39,0,39,5,38,41,46
54,Riverdale,2322,166,1991,195,19,30,270,113,0,16,0,16,0,16,0,16,19,33,23,26
55,Hegewisch,3694,195,3465,213,0,19,229,135,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,11952,202,11510,227,68,55,315,104,10,43,0,42,0,42,0,42,0,42,49,48
57,Archer Heights,3740,135,3601,144,0,27,139,78,0,27,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,11572,326,11093,340,27,47,433,140,0,43,0,43,0,43,0,43,5,44,14,43
59,McKinley Park,5185,166,4999,181,3,23,167,83,10,27,0,25,0,25,0,25,0,25,6,24
60,Bridgeport,12140,316,11403,349,146,88,581,148,0,37,0,37,10,38,0,37,0,37,0,37
61,New City,11621,370,11114,375,60,55,388,111,9,48,0,47,0,47,0,47,19,49,31,50
62,West Elsdon,5027,151,4671,171,38,41,299,107,0,27,0,27,0,27,0,27,0,27,19,31
63,Gage Park,9405,238,9026,268,60,45,309,103,10,41,0,41,0,41,0,41,0,41,0,41
64,Clearing,8389,219,7686,253,43,40,591,138,22,39,0,31,13,37,0,31,21,35,13,34
65,West Lawn,9111,215,8618,236,0,34,449,119,0,34,0,34,0,34,0,34,0,34,44,49
66,Chicago Lawn,15416,427,14580,439,143,87,549,156,16,50,0,49,0,49,0,49,40,54,88,65
