area_id,area_name,b25040001,b25040001_moe,b25040002,b25040002_moe,b25040003,b25040003_moe,b25040004,b25040004_moe,b25040005,b25040005_moe,b25040006,b25040006_moe,b25040007,b25040007_moe,b25040008,b25040008_moe,b25040009,b25040009_moe,b25040010,b25040010_moe
67,West Englewood,10364,339,9823,344,51,59,410,112,36,64,0,48,0,48,4,47,26,53,14,47
68,Englewood,9803,383,8486,378,70,49,905,169,8,37,0,36,17,42,0,36,0,36,317,118
69,Greater Grand Crossing,12605,368,11227,400,76,52,1045,206,10,40,0,38,7,38,8,38,140,79,92,51
70,Ashburn,12780,230,12218,266,89,50,445,127,7,41,0,41,0,41,0,41,0,41,21,49
71,Auburn Gresham,17173,440,15538,459,203,78,1145,209,18,47,0,46,0,46,0,46,120,62,149,86
72,Beverly,7705,196,7406,210,33,38,239,95,0,29,0,29,7,29,0,29,20,32,0,29
73,Washington Heights,9308,303,8769,306,73,45,338,124,13,38,0,33,0,33,0,33,29,44,86,66
74,Mount Greenwood,6589,208,6314,224,112,76,140,72,0,25,0,25,0,25,0,25,23,34,0,25
75,Morgan Park,8009,269,7523,285,50,41,389,142,0,31,0,31,0,31,0,31,6,29,41,44
76,O'Hare,6108,207,5319,282,64,62,635,209,17,46,0,38,0,38,0,38,34,47,39,47
77,Edgewater,29110,543,20670,649,288,114,7166,500,104,90,16,57,0,48,0,48,417,145,449,144
