area_id,area_name,b23004001,b23004001_moe,b23004002,b23004002_moe,b23004003,b23004003_moe,b23004004,b23004004_moe,b23004005,b23004005_moe,b23004006,b23004006_moe,b23004007,b23004007_moe,b23004008,b23004008_moe,b23004009,b23004009_moe,b23004010,b23004010_moe,b23004011,b23004011_moe,b23004012,b23004012_moe,b23004013,b23004013_moe,b23004014,b23004014_moe,b23004015,b23004015_moe,b23004016,b23004016_moe,b23004017,b23004017_moe,b23004018,b23004018_moe,b23004019,b23004019_moe
1,Rogers Park,4328,465,779,171,645,157,602,149,573,146,29,54,43,67,134,79,110,75,110,75,0,48,24,51,3549,444,1785,278,14,50,1771,279,1764,321,15,54,1749,320
2,West Ridge,9303,716,1727,319,1445,298,1174,265,1087,258,87,81,271,138,282,109,199,97,199,97,0,51,83,70,7576,632,3694,526,24,58,3670,525,3882,445,15,55,3867,446
3,Uptown,5668,541,876,209,733,196,651,191,613,187,38,57,82,65,143,83,143,83,143,83,0,48,0,48,4792,519,2197,355,13,49,2184,352,2595,374,0,48,2595,374
4,Lincoln Square,3526,390,717,200,649,192,575,179,568,179,7,41,74,56,68,61,47,61,47,61,0,40,21,40,2809,398,1584,319,49,58,1535,322,1225,248,0,40,1225,248
5,North Center,2501,296,466,124,395,115,361,111,353,110,8,42,34,44,71,56,29,43,29,43,0,43,42,54,2035,280,1191,223,26,45,1165,223,844,190,0,43,844,190
6,Lake View,6575,471,1516,289,1224,248,1059,235,1034,234,25,70,165,96,292,147,271,146,271,146,0,66,21,69,5059,423,2266,329,32,81,2234,326,2793,323,0,66,2793,323
7,Lincoln Park,4986,431,1389,215,1155,204,1022,198,1008,196,14,54,133,69,234,89,200,82,200,82,0,51,34,59,3597,396,1864,277,8,51,1856,277,1733,293,0,51,1733,293
8,Near North Side,12331,673,4578,491,3649,459,3179,433,3100,427,79,98,470,165,929,194,721,184,701,181,20,61,208,109,7753,552,3868,460,118,92,3750,452,3885,434,0,54,3885,434
9,Edison Park,1667,153,208,76,176,69,116,61,116,61,0,25,60,38,32,30,21,29,21,29,0,25,11,26,1459,150,552,135,0,25,552,135,907,153,0,25,907,153
10,Norwood Park,7350,397,964,202,811,190,735,186,643,175,92,64,76,59,153,74,95,64,95,64,0,39,58,52,6386,413,2268,290,14,41,2254,290,4118,411,0,39,4118,411
11,Jefferson Park,3706,402,477,139,432,130,360,122,334,120,26,36,72,49,45,47,0,29,0,29,0,29,45,47,3229,386,1294,242,63,45,1231,239,1935,313,0,29,1935,313
12,Forest Glen,3073,204,649,134,506,127,396,107,359,103,37,38,110,62,143,66,120,61,105,61,15,34,23,34,2424,203,964,189,37,57,927,171,1460,228,0,29,1460,228
13,North Park,3061,345,633,163,544,150,544,150,544,150,0,27,0,27,89,65,51,46,41,44,10,27,38,51,2428,330,999,238,11,28,988,236,1429,266,16,34,1413,261
