area_id,area_name,b11011001,b11011001_moe,b11011002,b11011002_moe,b11011003,b11011003_moe,b11011004,b11011004_moe,b11011005,b11011005_moe,b11011006,b11011006_moe,b11011007,b11011007_moe,b11011008,b11011008_moe,b11011009,b11011009_moe,b11011010,b11011010_moe,b11011011,b11011011_moe,b11011012,b11011012_moe,b11011013,b11011013_moe,b11011014,b11011014_moe,b11011015,b11011015_moe,b11011016,b11011016_moe,b11011017,b11011017_moe,b11011018,b11011018_moe,b11011019,b11011019_moe
1,Rogers Park,23981,550,10091,605,6200,531,1431,242,4751,488,18,54,3891,444,1284,291,160,92,1124,277,0,48,2607,360,172,96,2435,357,0,48,13890,663,602,152,13273,661,15,51
2,West Ridge,24402,485,16321,613,12078,623,4359,370,7681,583,38,79,4243,467,1214,279,333,131,881,250,0,51,3029,399,649,185,2377,364,3,52,8081,558,1219,229,6821,527,41,84
3,Uptown,29441,501,9232,572,6145,487,765,161,5380,472,0,48,3087,413,994,246,76,71,918,242,0,48,2093,358,172,93,1908,349,13,47,20209,662,389,133,19820,655,0,48
4,Lincoln Square,17622,376,8394,466,6684,435,2084,233,4600,415,0,40,1710,300,484,193,52,53,432,188,0,40,1226,227,190,85,1036,210,0,40,9228,493,590,142,8616,485,22,51
5,North Center,14724,323,7252,362,6063,334,2997,250,3066,293,0,43,1189,207,321,110,66,55,255,102,0,43,868,178,275,105,593,148,0,43,7472,391,833,167,6599,388,40,62
6,Lake View,52568,659,14864,634,12649,591,3362,290,9162,544,125,134,2215,317,768,194,81,80,687,187,0,66,1447,268,199,96,1230,255,18,73,37704,825,1369,246,36288,830,47,79
7,Lincoln Park,32194,546,10261,528,8914,522,4396,315,4518,455,0,51,1347,218,354,125,133,83,221,105,0,51,993,180,372,112,614,146,7,51,21933,645,1616,241,20224,629,93,95
8,Near North Side,50758,883,15079,781,12697,740,1126,238,11550,714,21,57,2382,364,582,198,57,73,512,193,13,57,1800,300,196,96,1604,289,0,54,35679,1047,899,214,34763,1044,17,59
9,Edison Park,4608,141,2829,194,2266,186,2004,180,262,105,0,25,563,149,214,101,136,86,78,55,0,25,349,124,271,98,78,77,0,25,1779,205,826,159,953,161,0,25
10,Norwood Park,14646,262,9614,389,7522,401,6453,352,1031,253,38,66,2092,318,594,169,391,135,203,122,0,39,1498,273,987,215,502,172,9,40,5032,384,2858,309,2174,276,0,39
11,Jefferson Park,9943,274,6374,356,4846,355,3258,297,1585,261,3,31,1528,275,548,175,147,74,401,159,0,29,980,218,350,121,630,180,0,29,3569,346,1172,210,2397,306,0,29
12,Forest Glen,6793,159,4867,213,4268,237,4032,232,236,99,0,29,599,156,187,101,187,101,0,29,0,29,412,125,355,114,57,58,0,29,1926,235,1287,205,639,178,0,29
13,North Park,6436,188,4250,254,3236,266,1701,196,1512,252,23,44,1014,207,409,149,163,98,246,111,0,27,605,155,217,83,359,132,29,52,2186,238,311,99,1875,227,0,27
14,Albany Park,16804,326,10842,482,7230,432,2139,238,5091,416,0,45,3612,398,1711,312,132,72,1579,308,0,45,1901,294,238,94,1663,283,0,45,5962,462,739,151,5189,450,34,68
15,Portage Park,22505,401,14935,511,10374,510,6223,380,4113,441,38,66,4561,445,902,192,380,129,522,159,0,47,3659,417,1264,237,2395,358,0,47,7570,499,2038,253,5519,455,13,49
16,Irving Park,20177,401,12442,497,8528,499,3649,320,4879,448,0,47,3914,411,1384,276,345,147,1039,240,0,47,2530,336,546,144,1984,311,0,47,7735,463,1283,195,6452,446,0,47
17,Dunning,15141,266,10702,388,7769,396,6125,356,1644,265,0,40,2933,346,846,212,708,205,138,76,0,40,2087,283,1332,216,747,181,8,41,4439,364,2498,281,1893,260,48,86
18,Montclare,4425,173,2909,245,2047,242,1111,192,936,202,0,23,862,187,294,118,146,66,148,98,0,23,568,155,409,137,159,98,0,23,1516,203,566,140,923,156,27,48
19,Belmont Cragin,21570,412,16806,526,9774,531,4825,374,4912,456,37,65,7032,541,2452,363,831,201,1621,304,0,52,4580,460,1504,262,3020,396,56,80,4764,411,1466,245,3262,350,36,64
20,Hermosa,7070,219,5456,268,3318,303,1242,215,2076,283,0,29,2138,279,632,164,216,93,404,138,12,33,1506,257,444,151,1062,217,0,29,1614,222,244,98,1332,214,38,66
21,Avondale,13801,329,8793,441,5615,417,1511,228,4065,388,39,72,3178,367,1064,234,217,120,847,214,0,38,2114,300,379,138,1735,273,0,38,5008,409,806,182,4202,384,0,38
