area_id,area_name,b21005001,b21005001_moe,b21005002,b21005002_moe,b21005003,b21005003_moe,b21005004,b21005004_moe,b21005005,b21005005_moe,b21005006,b21005006_moe,b21005007,b21005007_moe,b21005008,b21005008_moe,b21005009,b21005009_moe,b21005010,b21005010_moe,b21005011,b21005011_moe,b21005012,b21005012_moe,b21005013,b21005013_moe,b21005014,b21005014_moe,b21005015,b21005015_moe,b21005016,b21005016_moe,b21005017,b21005017_moe,b21005018,b21005018_moe,b21005019,b21005019_moe,b21005020,b21005020_moe,b21005021,b21005021_moe,b21005022,b21005022_moe,b21005023,b21005023_moe,b21005024,b21005024_moe,b21005025,b21005025_moe,b21005026,b21005026_moe,b21005027,b21005027_moe,b21005028,b21005028_moe,b21005029,b21005029_moe,b21005030,b21005030_moe,b21005031,b21005031_moe,b21005032,b21005032_moe,b21005033,b21005033_moe,b21005034,b21005034_moe
11,Jefferson Park,17253,895,5990,625,25,36,25,36,25,36,0,29,0,29,5965,627,4976,601,4203,527,773,246,989,227,7972,622,210,105,210,105,210,105,0,29,0,29,7762,622,6663,564,6049,547,614,196,1099,230,3291,430,240,100,151,78,123,69,28,45,89,56,3051,416,2171,339,1845,310,326,154,880,251
12,Forest Glen,11032,471,3059,380,30,39,30,39,30,39,0,29,0,29,3029,381,2465,340,2154,320,311,149,564,171,5457,363,119,72,104,68,104,68,0,29,15,35,5338,368,4735,336,4564,322,171,95,603,169,2516,282,172,67,127,57,107,55,20,34,45,42,2344,270,1790,241,1732,237,58,38,554,123
13,North Park,11427,733,4478,537,83,101,22,33,22,33,0,27,61,100,4395,512,3119,449,2741,450,378,133,1276,274,5115,476,178,111,178,111,178,111,0,27,0,27,4937,483,4048,425,3638,407,410,174,889,231,1834,282,76,50,52,38,45,37,7,27,24,34,1758,274,1141,210,1060,202,81,57,617,170
14,Albany Park,36638,1457,17133,1096,235,122,179,107,179,107,0,45,56,65,16898,1106,13301,1010,11977,967,1324,296,3597,464,15135,899,276,135,221,122,176,103,45,77,55,69,14859,891,12706,845,11561,794,1145,285,2153,352,4370,510,344,136,274,126,274,126,0,45,70,73,4026,487,2704,365,2364,351,340,127,1322,270
15,Portage Park,41925,1306,15159,968,107,78,107,78,107,78,0,47,0,47,15052,963,12455,895,10595,830,1860,321,2597,425,18982,942,440,185,418,180,390,166,28,53,22,58,18542,935,16012,891,14323,828,1689,336,2530,344,7784,609,515,137,257,106,244,105,13,49,258,98,7269,589,5189,497,4658,492,531,168,2080,320
16,Irving Park,38597,1399,16346,1048,228,122,168,106,155,105,13,49,60,65,16118,1047,13448,984,12022,922,1426,285,2670,443,16687,914,534,182,397,143,397,143,0,47,137,97,16153,904,13617,821,12344,740,1273,289,2536,333,5564,536,508,138,321,104,263,95,58,57,187,95,5056,510,3562,406,3155,387,407,157,1494,291
17,Dunning,27956,956,10110,770,87,69,87,69,87,69,0,40,0,40,10023,765,8296,708,7353,689,943,202,1727,291,12166,726,270,103,260,101,243,99,17,40,10,40,11896,723,10252,682,9458,665,794,176,1644,257,5680,487,376,106,239,86,193,77,46,50,137,66,5304,468,3857,405,3484,393,373,125,1447,252
18,Montclare,7619,576,3070,418,40,37,30,33,30,33,0,23,10,22,3030,413,2445,368,1901,336,544,178,585,249,3072,380,142,84,142,84,114,77,28,35,0,23,2930,367,2452,314,2238,298,214,97,478,163,1477,292,96,61,36,35,36,35,0,23,60,46,1381,277,979,242,912,243,67,45,402,133
19,Belmont Cragin,48856,1730,20783,1220,164,100,135,90,135,90,0,52,29,69,20619,1212,15744,1017,13145,948,2599,412,4875,622,21367,1063,319,139,242,121,216,98,26,64,77,85,21048,1057,17142,950,15058,889,2084,359,3906,477,6706,589,373,134,167,97,152,96,15,52,206,99,6333,570,4011,460,3420,434,591,186,2322,354
20,Hermosa,15934,875,6642,640,108,88,61,71,61,71,0,29,47,61,6534,628,5294,566,4410,521,884,225,1240,277,6988,565,92,72,75,67,75,67,0,29,17,38,6896,560,5631,487,5020,447,611,172,1265,314,2304,360,87,60,47,50,38,48,9,32,40,43,2217,350,1310,251,1226,240,84,66,907,231
21,Avondale,28666,1329,14306,1059,162,82,152,81,145,81,7,38,10,40,14144,1064,11522,915,10358,891,1164,261,2622,438,10643,781,251,113,211,95,172,90,39,42,40,70,10392,787,8544,710,7873,665,671,203,1848,316,3717,475,169,95,134,91,127,88,7,40,35,44,3548,453,2341,334,2150,324,191,99,1207,265
22,Logan Square,54480,1481,29223,1228,353,159,273,132,262,131,11,58,80,104,28870,1215,24556,1087,22954,1051,1602,289,4314,529,19946,928,551,164,438,152,389,142,49,78,113,84,19395,923,15519,820,13921,793,1598,274,3876,422,5311,504,310,117,192,94,166,89,26,64,118,87,5001,491,3025,408,2701,385,324,139,1976,296
23,Humboldt Park,33710,1407,15357,982,103,80,81,73,63,70,18,52,22,58,15254,972,10173,803,7956,724,2217,376,5081,587,13038,857,621,187,481,160,463,158,18,53,140,98,12417,836,8208,661,7264,637,944,220,4209,558,5315,548,278,125,120,80,112,80,8,51,158,102,5037,531,2325,347,2108,334,217,100,2712,404
24,West Town,65787,1543,38064,1349,299,123,275,123,274,121,1,64,24,63,37765,1347,33026,1241,31005,1179,2021,369,4739,572,22275,938,386,134,345,132,334,131,11,64,41,67,21889,934,18786,871,17532,844,1254,223,3103,385,5448,519,405,124,228,90,203,85,25,68,177,102,5043,505,3127,365,2901,348,226,95,1916,313
25,Austin,60955,1766,23831,1224,234,109,207,107,179,98,28,73,27,67,23597,1220,16722,1005,11677,849,5045,585,6875,694,25469,1124,1052,252,815,223,603,184,212,137,237,131,24417,1090,17641,902,14332,818,3309,438,6776,696,11655,727,1174,231,483,139,447,135,36,67,691,194,10481,684,5537,507,4833,484,704,174,4944,497
26,West Garfield Park,10922,794,4720,508,40,50,40,50,40,50,0,35,0,35,4680,504,2603,365,1830,317,773,216,2077,356,4658,452,306,115,204,93,195,91,9,36,102,74,4352,432,2623,330,1964,282,659,170,1729,274,1544,242,135,75,68,58,68,58,0,35,67,56,1409,232,682,144,574,139,108,60,727,184
27,East Garfield Park,12079,797,5250,544,47,69,12,41,12,41,0,38,35,67,5203,544,2640,335,1997,296,643,173,2563,452,5208,475,211,88,160,80,155,79,5,37,51,50,4997,460,3620,396,3075,383,545,183,1377,243,1621,251,180,85,117,71,87,65,30,47,63,60,1441,227,461,142,366,114,95,69,980,183
28,Near West Side,42058,1319,24669,1162,352,141,306,133,225,115,81,81,46,72,24317,1158,18898,967,17101,909,1797,291,5419,661,12866,764,412,137,328,125,244,115,84,75,84,72,12454,741,10521,678,9449,621,1072,248,1933,297,4523,444,439,118,216,88,189,80,27,59,223,96,4084,419,2780,367,2519,348,261,105,1304,223
29,North Lawndale,20669,1141,9162,759,127,99,63,76,29,54,34,69,64,74,9035,740,4724,493,3441,430,1283,236,4311,513,8426,602,427,156,291,115,228,101,63,69,136,91,7999,583,5026,469,4152,426,874,178,2973,360,3081,356,384,128,142,82,123,77,19,51,242,107,2697,333,1155,206,1061,201,94,60,1542,255
30,South Lawndale,46684,1591,24157,1247,111,85,99,83,99,83,0,48,12,51,24046,1243,14236,1035,11596,918,2640,418,9810,650,17839,848,176,97,132,87,123,85,9,50,44,63,17663,849,11428,687,10169,649,1259,260,6235,477,4688,522,66,60,16,47,16,47,0,48,50,60,4622,520,2449,354,1938,306,511,167,2173,342
31,Lower West Side,24666,1211,12805,951,109,78,105,77,80,75,25,45,4,41,12696,939,10848,857,8985,754,1863,351,1848,327,8954,684,204,113,204,113,197,113,7,40,0,42,8750,682,7115,597,6090,545,1025,227,1635,282,2907,368,100,69,91,68,73,61,18,50,9,42,2807,363,1828,291,1620,279,208,105,979,231
32,Loop,22797,1315,13438,1182,31,44,31,44,14,35,17,39,0,30,13407,1181,9368,865,8791,863,577,225,4039,687,5983,674,112,94,34,39,34,39,0,30,78,90,5871,669,5020,602,4770,590,250,156,851,278,3376,560,141,81,107,70,107,70,0,30,34,44,3235,543,2389,438,2278,441,111,96,846,256
33,Near South Side,15824,957,7427,885,86,99,86,99,22,28,64,96,0,24,7341,884,6311,764,5965,767,346,148,1030,399,6347,661,87,66,67,59,67,59,0,24,20,31,6260,645,5694,666,5460,667,234,99,566,214,2050,369,69,51,69,51,69,51,0,24,0,24,1981,364,1414,313,1371,313,43,39,567,187
34,Armour Square,8460,656,3256,447,95,108,95,108,95,108,0,27,0,27,3161,433,2416,364,1941,309,475,167,745,198,3499,436,43,38,32,35,23,36,9,26,11,30,3456,434,3092,416,2612,375,480,195,364,111,1705,300,95,82,79,81,75,81,4,26,16,28,1610,306,974,244,851,236,123,71,636,166
35,Douglas,13252,703,6687,641,33,51,33,51,33,51,0,35,0,35,6654,639,4317,459,3397,416,920,204,2337,420,4506,382,313,120,239,110,217,107,22,39,74,55,4193,375,3442,339,2929,324,513,142,751,173,2059,285,164,72,104,67,104,67,0,35,60,45,1895,279,1067,217,855,177,212,102,828,187
36,Oakland,3728,336,1490,255,24,30,24,30,24,30,0,19,0,19,1466,251,1115,213,726,195,389,144,351,146,1631,240,65,50,65,50,65,50,0,19,0,19,1566,235,1338,226,1016,202,322,113,228,98,607,142,78,60,48,51,21,44,27,32,30,35,529,124,254,87,165,66,89,56,275,105
37,Fuller Park,1612,314,633,195,31,49,0,16,0,16,0,16,31,49,602,195,408,139,263,107,145,107,194,103,725,156,55,46,55,46,17,16,38,43,0,16,670,156,422,134,322,113,100,70,248,85,254,68,28,27,11,20,0,16,11,20,17,21,226,63,107,43,76,36,31,27,119,49
38,Grand Boulevard,13978,738,5576,529,131,108,131,108,126,108,5,42,0,43,5445,499,4412,463,3063,368,1349,268,1033,238,6397,474,470,131,351,118,278,110,73,58,119,66,5927,450,4826,426,3886,378,940,231,1101,221,2005,263,248,107,109,72,63,59,46,60,139,74,1757,234,976,182,807,165,169,89,781,167
39,Kenwood,11741,653,4961,523,125,131,86,77,86,77,0,31,39,69,4836,502,3298,432,2532,356,766,263,1538,287,4765,459,101,53,34,34,34,34,0,31,67,48,4664,456,3595,404,3205,373,390,144,1069,242,2015,263,180,81,102,58,75,48,27,42,78,60,1835,250,1245,217,1102,204,143,72,590,149
40,Washington Park,6380,534,2750,353,65,53,39,49,39,49,0,27,26,35,2685,346,2031,283,1292,210,739,192,654,169,2609,303,112,60,90,52,73,44,17,34,22,36,2497,301,1796,247,1433,227,363,102,701,169,1021,180,147,75,57,45,52,46,5,26,90,62,874,180,408,130,273,90,135,82,466,136
41,Hyde Park,19595,1017,10708,897,34,56,34,56,34,56,0,38,0,38,10674,895,6483,513,5853,490,630,172,4191,616,6145,539,258,118,223,113,207,111,16,40,35,54,5887,523,5115,472,4708,450,407,133,772,208,2742,330,231,112,119,90,93,86,26,42,112,76,2511,315,1903,276,1795,272,108,68,608,159
42,Woodlawn,15587,818,6670,546,196,129,165,109,105,93,60,72,31,53,6474,542,4381,468,3129,392,1252,249,2093,306,6285,516,382,171,346,168,341,167,5,36,36,45,5903,484,4755,443,3735,395,1020,228,1148,227,2632,318,261,102,62,51,29,45,33,43,199,92,2371,299,1281,233,1088,221,193,86,1090,217
43,South Shore,30543,1348,11033,917,414,182,413,183,315,179,98,96,1,43,10619,897,8244,734,5947,605,2297,412,2375,465,13505,872,841,229,643,200,593,194,50,55,198,117,12664,838,10049,784,8486,736,1563,309,2615,383,6005,570,576,154,295,109,225,96,70,67,281,111,5429,545,2840,393,2460,362,380,134,2589,357
44,Chatham,19852,1063,6977,660,164,104,109,86,28,46,81,81,55,69,6813,651,5429,563,3496,464,1933,391,1384,333,8921,709,657,198,509,173,443,164,66,67,148,94,8264,684,6073,576,5043,521,1030,278,2191,368,3954,420,486,151,322,131,250,115,72,74,164,77,3468,394,2081,296,1655,276,426,145,1387,265
45,Avalon Park,5834,518,1837,378,0,19,0,19,0,19,0,19,0,19,1837,378,1361,318,951,276,410,157,476,136,2971,371,100,69,68,56,68,56,0,19,32,42,2871,360,2381,345,1877,318,504,178,490,168,1026,217,123,79,43,65,43,65,0,19,80,52,903,204,622,169,544,151,78,68,281,120
46,South Chicago,17337,1049,6576,687,77,81,77,81,68,81,9,38,0,37,6499,678,4094,497,3068,465,1026,234,2405,464,7723,637,302,137,247,134,214,124,33,49,55,54,7421,621,5093,492,4285,454,808,213,2328,369,3038,388,348,123,231,114,190,117,41,47,117,66,2690,362,1381,243,1145,221,236,96,1309,265
47,Burnside,2010,327,892,269,0,11,0,11,0,11,0,11,0,11,892,269,642,213,482,175,160,105,250,124,647,183,25,29,25,29,25,29,0,11,0,11,622,186,430,169,332,140,98,90,192,92,471,98,63,48,36,37,36,37,0,11,27,25,408,77,262,77,262,77,0,11,146,81
48,Calumet Heights,8050,546,2251,334,40,64,0,27,0,27,0,27,40,64,2211,323,1544,243,1003,226,541,159,667,227,3883,424,166,101,137,79,73,55,64,61,29,43,3717,405,3294,383,2781,365,513,200,423,146,1916,311,201,80,76,45,76,45,0,27,125,69,1715,298,928,249,811,231,117,76,787,192
49,Roseland,26603,1087,9650,730,294,153,253,145,215,137,38,59,41,65,9356,695,5484,575,3859,475,1625,312,3872,461,11800,740,654,169,554,159,361,135,193,94,100,65,11146,727,8084,594,6846,554,1238,228,3062,401,5153,456,637,166,280,95,222,87,58,53,357,141,4516,419,2301,304,2033,288,268,99,2215,293
50,Pullman,4462,356,1652,275,22,33,22,33,22,33,0,19,0,19,1630,277,1211,237,821,179,390,141,419,141,1933,254,138,70,131,68,131,68,0,19,7,19,1795,242,1531,219,1168,192,363,117,264,110,877,156,136,69,73,48,73,48,0,19,63,55,741,133,521,113,457,108,64,39,220,86
51,South Deering,9943,658,3652,500,80,60,63,56,63,56,0,25,17,34,3572,484,2301,392,1721,364,580,196,1271,325,4500,434,206,115,110,74,110,74,0,25,96,85,4294,430,3128,366,2740,340,388,129,1166,269,1791,252,90,53,52,44,52,44,0,25,38,36,1701,247,925,200,860,195,65,42,776,178
52,East Side,13447,781,5359,663,52,55,52,55,43,55,9,28,0,29,5307,652,3880,548,3357,525,523,147,1427,278,5946,548,273,113,260,111,236,107,24,36,13,34,5673,539,4349,447,3885,434,464,141,1324,245,2142,323,150,74,60,39,60,39,0,29,90,63,1992,307,1256,233,1124,220,132,70,736,177
53,West Pullman,17833,1019,6914,683,100,68,79,60,61,56,18,41,21,47,6814,683,4273,507,3142,452,1131,285,2541,488,7358,618,638,200,432,171,334,160,98,76,206,111,6720,585,5023,509,4261,471,762,205,1697,314,3561,410,538,156,198,95,162,91,36,49,340,127,3023,367,1556,256,1363,241,193,81,1467,269
54,Riverdale,3306,374,1503,244,47,52,47,52,32,41,15,29,0,16,1456,246,994,238,565,156,429,159,462,156,1360,237,35,50,35,50,27,41,8,19,0,16,1325,236,707,183,518,156,189,94,618,197,443,122,67,42,44,44,44,44,0,16,23,36,376,124,240,110,206,94,34,44,136,76
55,Hegewisch,5808,644,1971,379,0,19,0,19,0,19,0,19,0,19,1971,379,1339,315,1146,301,193,114,632,205,2967,426,158,103,158,103,151,102,7,19,0,19,2809,399,2232,326,2065,332,167,93,577,175,870,287,133,88,109,82,109,82,0,19,24,30,737,264,377,134,345,130,32,33,360,220
56,Garfield Ridge,21003,788,7083,593,219,134,219,134,209,133,10,44,0,42,6864,582,5565,528,4824,493,741,195,1299,275,9767,607,305,112,295,110,288,110,7,42,10,44,9462,605,8127,557,7412,525,715,195,1335,247,4153,434,414,134,268,102,257,101,11,44,146,91,3739,420,2491,307,2170,285,321,129,1248,235
57,Archer Heights,8163,524,3573,413,43,49,43,49,17,34,26,45,0,27,3530,404,2812,345,2293,332,519,164,718,168,3487,310,62,47,62,47,62,47,0,27,0,27,3425,310,2852,296,2453,260,399,141,573,137,1103,203,97,51,46,36,21,28,25,36,51,38,1006,195,620,142,561,132,59,58,386,118
58,Brighton Park,26777,1158,12082,881,86,73,77,71,48,67,29,50,9,45,11996,878,8890,710,7506,661,1384,284,3106,423,11605,743,226,95,226,95,216,91,10,45,0,43,11379,740,8705,640,7728,593,977,222,2674,346,3090,368,91,61,48,54,39,53,9,45,43,41,2999,367,2045,316,1821,292,224,105,954,216
59,McKinley Park,10581,612,4365,463,101,72,89,70,89,70,0,25,12,29,4264,458,3246,372,2812,353,434,118,1018,253,4462,427,111,63,105,63,103,64,2,19,6,18,4351,424,3702,388,3283,344,419,142,649,159,1754,269,92,53,41,31,41,31,0,25,51,47,1662,262,965,196,752,178,213,92,697,177
60,Bridgeport,22266,959,9375,698,75,52,55,50,55,50,0,37,20,38,9300,695,7368,601,6083,543,1285,274,1932,320,9019,592,269,96,269,96,244,93,25,44,0,37,8750,589,7581,555,6862,522,719,183,1169,215,3872,367,477,131,250,98,247,97,3,36,227,97,3395,344,2309,279,2068,262,241,93,1086,194
61,New City,25733,1259,11882,875,109,75,90,69,68,65,22,52,19,53,11773,868,8554,705,6218,598,2336,369,3219,394,10723,685,266,119,244,116,156,88,88,73,22,50,10457,685,7718,541,6227,479,1491,260,2739,371,3128,362,315,121,144,96,122,93,22,51,171,84,2813,346,1465,239,1274,217,191,94,1348,230
62,West Elsdon,11817,641,5092,468,46,53,46,53,12,32,34,51,0,27,5046,477,3700,401,3088,375,612,158,1346,265,5111,446,160,117,160,117,82,66,78,81,0,27,4951,435,4037,399,3420,346,617,191,914,216,1614,257,66,41,18,28,13,31,5,24,48,37,1548,255,1112,210,983,197,129,62,436,136
63,Gage Park,24181,1207,11565,881,126,93,117,92,89,88,28,46,9,42,11439,867,8619,750,6879,707,1740,322,2820,394,9878,673,123,75,99,71,80,66,19,48,24,44,9755,672,7519,604,6377,538,1142,255,2236,290,2738,360,57,44,21,39,15,39,6,41,36,43,2681,361,1616,253,1378,238,238,96,1065,212
64,Clearing,14180,709,5852,622,28,54,28,54,28,54,0,31,0,31,5824,613,5002,568,4446,515,556,183,822,214,5852,506,209,113,182,108,181,108,1,27,27,44,5643,515,4897,478,4523,481,374,115,746,182,2476,335,259,92,178,80,173,80,5,30,81,49,2217,321,1546,279,1418,254,128,92,671,164
65,West Lawn,19888,878,8725,742,140,71,140,71,133,69,7,31,0,34,8585,744,5900,610,5219,608,681,181,2685,432,8581,575,143,88,129,85,129,85,0,34,14,39,8438,569,6948,522,6406,509,542,166,1490,248,2582,372,228,85,144,71,113,61,31,49,84,49,2354,362,1487,278,1383,263,104,77,867,196
66,Chicago Lawn,32548,1343,13871,956,87,70,87,70,66,62,21,56,0,49,13784,958,8945,814,6871,726,2074,362,4839,546,14029,742,505,169,444,163,349,141,95,88,61,61,13524,733,9923,639,8540,605,1383,262,3601,473,4648,452,267,128,153,79,145,78,8,48,114,99,4381,436,2565,339,2371,325,194,98,1816,287
67,West Englewood,20919,1069,8991,737,104,90,104,90,88,86,16,54,0,48,8887,731,5756,571,3022,402,2734,370,3131,439,8468,595,470,152,289,105,174,90,115,69,181,118,7998,581,5494,439,3898,373,1596,254,2504,390,3460,386,284,110,92,66,91,66,1,47,192,98,3176,371,1422,223,1220,210,202,78,1754,279
68,Englewood,16543,991,6732,630,129,83,117,81,62,61,55,64,12,40,6603,624,3509,432,1939,322,1570,258,3094,464,6707,531,234,123,167,92,104,79,63,57,67,69,6473,513,4659,441,3862,405,797,191,1814,293,3104,379,529,154,176,92,127,87,49,46,353,124,2575,331,945,197,757,173,188,93,1630,271
69,Greater Grand Crossing,19391,948,6805,597,118,91,118,91,118,91,0,38,0,38,6687,592,4983,496,3434,423,1549,261,1704,326,8585,617,436,137,326,120,261,109,65,55,110,78,8149,600,6370,530,5117,479,1253,266,1779,318,4001,406,473,131,269,95,228,88,41,51,204,97,3528,384,1801,264,1572,246,229,101,1727,297
70,Ashburn,26983,1078,9725,854,28,49,28,49,18,47,10,43,0,41,9697,851,7058,754,5735,707,1323,279,2639,442,12376,696,595,181,514,159,422,149,92,72,81,93,11781,669,9754,615,9096,598,658,170,2027,342,4882,544,560,156,448,143,416,145,32,43,112,75,4322,536,2775,423,2501,390,274,124,1547,336
71,Auburn Gresham,28827,1254,10579,775,214,148,214,148,156,125,58,91,0,46,10365,772,7269,641,4020,485,3249,446,3096,451,13243,865,781,231,508,169,438,162,70,63,273,162,12462,826,9388,732,7615,637,1773,311,3074,436,5005,472,461,139,118,69,92,62,26,54,343,122,4544,445,2616,343,2213,310,403,144,1928,301
72,Beverly,12632,554,3034,358,26,31,20,32,10,30,10,31,6,28,3008,356,2276,307,1930,285,346,131,732,192,6744,418,266,95,222,86,222,86,0,29,44,45,6478,418,5645,394,5332,388,313,103,833,163,2854,265,302,90,208,76,208,76,0,29,94,53,2552,251,1815,203,1700,200,115,58,737,161
73,Washington Heights,14933,814,4955,551,108,74,108,74,44,50,64,61,0,33,4847,543,3680,437,2375,355,1305,268,1167,295,6580,513,536,216,405,197,344,194,61,51,131,89,6044,484,4876,457,4169,431,707,196,1168,250,3398,382,484,157,261,118,223,111,38,52,223,94,2914,319,1687,254,1515,242,172,83,1227,213
74,Mount Greenwood,11672,501,3874,431,87,60,87,60,75,57,12,29,0,25,3787,421,3005,370,2661,365,344,140,782,187,5891,413,342,129,319,124,316,123,3,23,23,40,5549,396,4977,375,4605,373,372,121,572,154,1907,278,207,72,112,57,112,57,0,25,95,50,1700,267,1202,228,1088,207,114,94,498,139
75,Morgan Park,13534,701,4172,427,117,73,117,73,91,61,26,50,0,31,4055,417,3012,380,2393,418,619,186,1043,246,6688,536,464,194,452,193,382,185,70,59,12,34,6224,531,5326,455,4574,432,752,200,898,235,2674,331,249,114,211,110,211,110,0,31,38,40,2425,301,1538,238,1376,227,162,83,887,200
76,O'Hare,9523,685,4164,591,11,41,11,41,11,41,0,38,0,38,4153,590,3208,473,2949,468,259,125,945,310,3737,529,75,81,75,81,75,81,0,38,0,38,3662,529,2858,468,2642,452,216,125,804,254,1622,353,241,126,215,124,215,124,0,38,26,44,1381,355,1054,311,1017,311,37,50,327,145
77,Edgewater,42150,1338,19296,1151,282,135,242,110,214,102,28,64,40,68,19014,1145,14609,980,13187,915,1422,348,4405,607,16352,902,394,154,302,139,275,134,27,59,92,78,15958,889,13678,823,12493,807,1185,242,2280,359,6502,625,305,118,120,75,87,65,33,61,185,99,6197,619,4189,483,3900,464,289,112,2008,396
