area_id,area_name,c27005001,c27005001_moe,c27005002,c27005002_moe,c27005003,c27005003_moe,c27005004,c27005004_moe,c27005005,c27005005_moe,c27005006,c27005006_moe,c27005007,c27005007_moe,c27005008,c27005008_moe,c27005009,c27005009_moe,c27005010,c27005010_moe,c27005011,c27005011_moe,c27005012,c27005012_moe,c27005013,c27005013_moe,c27005014,c27005014_moe,c27005015,c27005015_moe,c27005016,c27005016_moe,c27005017,c27005017_moe,c27005018,c27005018_moe,c27005019,c27005019_moe,c27005020,c27005020_moe,c27005021,c27005021_moe
1,Rogers Park,56493,2171,28398,1311,5719,626,236,121,5483,617,21140,1015,1482,286,19658,1001,1539,256,282,111,1257,241,28095,1411,5717,659,307,209,5410,618,20230,1112,1812,329,18418,1063,2148,302,409,121,1739,292
2,West Ridge,72744,2584,35480,1555,9182,880,397,184,8785,869,22673,1085,1752,408,20921,1028,3625,405,1021,202,2604,369,37264,1544,9854,913,374,186,9480,908,22244,1025,1453,309,20791,1022,5166,491,1449,208,3717,467
3,Uptown,53670,1701,28324,1220,3701,526,356,162,3345,496,22795,1050,1857,370,20938,1036,1828,307,354,119,1474,295,25346,1095,2860,488,121,90,2739,483,19220,847,1525,298,17695,848,3266,432,495,134,2771,424
4,Lincoln Square,38116,1327,18919,850,3174,480,229,99,2945,482,14173,612,1401,265,12772,614,1572,248,436,126,1136,227,19197,880,3144,470,318,204,2826,430,14286,625,1335,228,12951,621,1767,265,527,123,1240,252
5,North Center,33402,1096,16644,751,3239,338,361,151,2878,319,12346,648,1370,231,10976,653,1059,181,314,101,745,169,16758,773,3004,429,215,89,2789,425,12312,533,1232,196,11080,540,1442,214,335,98,1107,205
6,Lake View,96425,1729,47189,1391,4629,526,406,133,4223,517,39709,1257,4624,501,35085,1215,2851,291,804,191,2047,248,49236,1438,5172,480,509,210,4663,451,40387,1270,5500,559,34887,1205,3677,343,1111,196,2566,314
7,Lincoln Park,64028,1704,31324,1161,4602,472,461,177,4141,471,24341,999,3800,443,20541,981,2381,272,773,174,1608,236,32704,1205,4269,534,453,154,3816,524,26297,982,4124,445,22173,941,2138,263,748,151,1390,229
8,Near North Side,80315,1814,36801,1353,2932,434,439,162,2493,424,28513,1180,4514,540,23999,1101,5356,447,1973,305,3383,387,43514,1395,2960,512,351,149,2609,498,33677,1200,5701,569,27976,1141,6877,497,2947,346,3930,436
9,Edison Park,11135,498,5169,358,1053,188,31,41,1022,189,3483,287,338,129,3145,297,633,110,313,88,320,90,5966,353,1213,206,130,135,1083,184,3719,287,411,136,3308,302,1034,121,444,92,590,125
10,Norwood Park,36933,1214,17999,779,3978,489,611,280,3367,450,11341,578,1099,248,10242,596,2680,245,999,183,1681,224,18934,822,3458,478,245,158,3213,475,11216,555,1188,263,10028,585,4260,293,1776,246,2484,256
11,Jefferson Park,26760,1243,13423,782,3163,481,154,93,3009,471,8723,556,749,210,7974,562,1537,246,635,156,902,211,13337,715,2639,380,187,104,2452,366,8529,542,561,188,7968,548,2169,272,924,193,1245,221
12,Forest Glen,18542,646,9116,458,2192,265,50,44,2142,267,5574,343,687,196,4887,331,1350,140,463,108,887,133,9426,455,2245,260,112,88,2133,264,5458,281,676,201,4782,286,1723,174,683,158,1040,154
13,North Park,18562,1003,9003,632,2138,351,139,77,1999,350,5736,479,753,177,4983,495,1129,205,297,111,832,198,9559,628,2113,365,87,64,2026,362,5631,454,681,176,4950,431,1815,236,501,121,1314,222
14,Albany Park,53540,2062,28116,1362,6936,726,331,251,6605,715,19685,1080,1010,218,18675,1087,1495,245,359,120,1136,237,25424,1268,6417,703,187,97,6230,708,16785,842,1096,212,15689,834,2222,288,593,143,1629,291
15,Portage Park,63461,1849,30498,1107,7573,756,343,182,7230,733,20321,800,1312,270,19009,784,2604,315,779,175,1825,274,32963,1270,7061,694,361,168,6700,679,21535,878,1846,402,19689,828,4367,374,1427,223,2940,331
16,Irving Park,56160,1945,28260,1260,6169,575,180,91,5989,570,19887,989,1426,310,18461,971,2204,299,499,142,1705,277,27900,1219,6838,724,156,82,6682,734,18625,787,1519,279,17106,787,2437,294,689,167,1748,253
17,Dunning,41997,1248,20862,842,4341,479,334,157,4007,474,14069,638,1245,262,12824,646,2452,254,798,160,1654,218,21135,797,3450,393,243,138,3207,379,13779,613,1358,253,12421,626,3906,263,1552,213,2354,237
18,Montclare,12279,836,5948,502,1553,308,38,44,1515,303,3694,382,409,173,3285,376,701,161,205,98,496,135,6331,508,1463,307,34,47,1429,303,3884,331,426,186,3458,343,984,189,321,111,663,158
19,Belmont Cragin,77642,2549,38310,1533,10985,870,221,162,10764,861,24933,1161,770,202,24163,1156,2392,287,539,157,1853,258,39332,1500,12235,907,166,101,12069,906,23763,930,743,195,23020,928,3334,349,873,168,2461,317
20,Hermosa,25068,1269,12326,816,3635,455,73,68,3562,455,7889,612,328,140,7561,599,802,195,128,70,674,182,12742,843,3634,493,83,63,3551,494,8045,541,362,129,7683,546,1063,218,130,66,933,211
21,Avondale,41526,1885,21521,1188,5047,593,141,125,4906,586,15307,948,925,289,14382,934,1167,225,114,60,1053,222,20005,1189,4597,633,218,133,4379,619,13359,768,774,198,12585,775,2049,300,356,114,1693,290
22,Logan Square,73495,1997,37525,1308,7374,710,356,117,7018,706,28161,1046,2547,320,25614,1038,1990,282,272,99,1718,273,35970,1276,7177,633,274,102,6903,628,26205,949,2216,332,23989,945,2588,308,497,142,2091,293
23,Humboldt Park,54341,2208,26310,1347,8800,913,394,220,8406,889,15577,926,1315,275,14262,903,1933,269,167,88,1766,262,28031,1336,7585,816,402,217,7183,787,18132,869,1114,278,17018,840,2314,274,267,114,2047,263
24,West Town,83695,2001,42621,1379,6876,659,570,186,6306,646,33740,1156,4217,460,29523,1123,2005,284,360,123,1645,263,41074,1286,6186,639,540,210,5646,607,31942,1005,4526,497,27416,944,2946,311,641,148,2305,279
25,Austin,97389,2742,45114,1622,13843,1029,387,137,13456,1031,27468,1175,1262,250,26206,1166,3803,350,622,141,3181,341,52275,1768,12573,948,342,130,12231,948,33084,1147,1467,291,31617,1138,6618,463,1054,206,5564,445
26,West Garfield Park,19358,1315,9268,767,3486,479,169,125,3317,459,5107,518,287,171,4820,501,675,137,112,59,563,133,10090,763,3277,418,252,141,3025,405,5815,469,419,175,5396,459,998,159,139,58,859,148
27,East Garfield Park,21012,1341,8997,802,3651,459,182,148,3469,445,4618,517,162,77,4456,511,728,167,79,63,649,158,12015,810,3792,503,368,269,3424,455,7183,461,297,113,6886,457,1040,150,109,54,931,147
