area_id,area_name,b27020001,b27020001_moe,b27020002,b27020002_moe,b27020003,b27020003_moe,b27020004,b27020004_moe,b27020005,b27020005_moe,b27020006,b27020006_moe,b27020007,b27020007_moe,b27020008,b27020008_moe,b27020009,b27020009_moe,b27020010,b27020010_moe,b27020011,b27020011_moe,b27020012,b27020012_moe,b27020013,b27020013_moe,b27020014,b27020014_moe,b27020015,b27020015_moe,b27020016,b27020016_moe,b27020017,b27020017_moe
1,Rogers Park,56493,2171,39968,1756,33247,1593,23400,1357,11332,1109,6721,738,16525,1566,5215,643,4052,581,3100,533,1365,294,1163,299,11310,1444,4854,998,2260,440,2662,913,6456,889
2,West Ridge,72744,2584,39541,1857,34784,1810,23898,1600,14516,1373,4757,736,33203,2128,15695,1102,12569,1010,8003,822,5879,677,3126,532,17508,1895,8217,1126,4241,743,4190,885,9291,1409
3,Uptown,53670,1701,40129,1559,33942,1448,26487,1286,9186,967,6187,764,13541,1178,6269,700,5178,648,2883,515,2763,467,1091,261,7272,967,3630,565,2714,482,976,273,3642,773
4,Lincoln Square,38116,1327,27773,1118,24607,1097,21154,1039,4793,758,3166,449,10343,1014,5118,654,3855,525,2545,380,1778,396,1263,356,5225,785,3197,551,2387,457,1012,351,2028,480
5,North Center,33402,1096,29587,1050,27341,1035,25881,1019,2692,383,2246,408,3815,501,2520,369,2208,338,1687,278,833,222,312,164,1295,313,873,230,778,199,140,100,422,207
6,Lake View,96425,1729,84855,1735,78018,1753,73689,1751,7582,689,6837,676,11570,874,6013,596,5324,533,4319,483,1818,306,689,210,5557,640,4143,525,3858,511,394,142,1414,366
7,Lincoln Park,64028,1704,57494,1691,54668,1683,51732,1700,5787,546,2826,437,6534,658,3267,427,3067,412,2665,378,653,177,200,116,3267,512,2805,485,2705,478,113,91,462,183
8,Near North Side,80315,1814,66170,1795,62264,1785,55768,1743,13894,952,3906,540,14145,1174,6967,763,6474,731,5521,674,1771,311,493,205,7178,902,5866,746,5674,734,258,144,1312,453
9,Edison Park,11135,498,9685,627,9057,575,8502,598,1770,319,628,268,1450,344,1170,282,1050,256,891,245,482,155,120,111,280,179,137,89,119,89,27,31,143,156
10,Norwood Park,36933,1214,28684,1157,26827,1063,24144,1067,7118,646,1857,504,8249,824,5622,569,5092,542,4137,528,1910,297,530,207,2627,539,1503,394,929,251,676,317,1124,329
11,Jefferson Park,26760,1243,19135,1221,17343,1153,14131,1057,5304,702,1792,536,7625,901,4196,546,3411,481,2735,446,1095,217,785,234,3429,654,1648,377,1477,371,213,92,1781,517
12,Forest Glen,18542,646,15153,703,14521,735,12967,784,3242,373,632,208,3389,412,2800,331,2579,343,2112,302,837,207,221,166,589,226,454,183,345,133,144,135,135,92
13,North Park,18562,1003,11350,797,10394,738,8356,746,2994,455,956,253,7212,825,4472,604,3867,529,2737,433,1680,362,605,197,2740,469,1478,336,889,246,646,235,1262,334
14,Albany Park,53540,2062,28753,1431,24987,1354,15284,1162,10770,1166,3766,553,24787,1670,8866,948,6476,755,4602,668,2430,391,2390,609,15921,1572,5217,618,3117,446,2214,469,10704,1346
15,Portage Park,63461,1849,42991,1753,37964,1656,26675,1405,15575,1389,5027,659,20470,1336,10941,932,8897,831,6761,752,2989,447,2044,387,9529,932,4993,615,3759,537,1432,317,4536,687
16,Irving Park,56160,1945,38181,1542,32757,1525,23957,1325,10810,1073,5424,619,17979,1359,7454,781,5470,598,3939,512,2075,336,1984,487,10525,1126,4579,583,3581,555,1107,296,5946,938
17,Dunning,41997,1248,27037,1243,23842,1212,19187,1171,7997,799,3195,452,14960,1049,8393,739,6830,707,5354,664,2500,340,1563,352,6567,786,2785,435,2078,370,867,250,3782,624
18,Montclare,12279,836,7926,730,6981,677,4310,589,3420,492,945,280,4353,581,1914,343,1525,328,1137,275,531,195,389,145,2439,473,1059,293,868,268,271,147,1380,351
19,Belmont Cragin,77642,2549,47539,2095,39854,1858,20104,1469,22257,1606,7685,988,30103,1689,10102,857,8277,758,6070,668,2791,414,1825,329,20001,1527,8529,857,5869,706,2792,475,11472,1184
20,Hermosa,25068,1269,16183,1035,13442,959,6333,723,7648,873,2741,467,8885,957,3006,448,2176,389,1470,285,875,236,830,239,5879,863,2838,562,2003,476,906,274,3041,588
21,Avondale,41526,1885,24978,1291,19912,1233,12860,992,8070,993,5066,626,16548,1439,5139,615,3996,521,2833,481,1432,261,1143,295,11409,1346,3960,651,2643,535,1436,368,7449,1121
22,Logan Square,73495,1997,57750,1698,47820,1559,34965,1318,14468,1157,9930,964,15745,1187,5253,562,4095,483,3078,407,1421,280,1158,267,10492,1071,4076,539,3130,470,1075,272,6416,919
23,Humboldt Park,54341,2208,44694,2127,35995,1933,14523,1247,23576,1741,8699,965,9647,1076,3252,546,2383,428,1612,374,887,223,869,255,6395,1020,2997,588,1657,340,1404,462,3398,649
24,West Town,83695,2001,70230,1877,60802,1700,50082,1546,12890,1199,9428,858,13465,980,5716,564,4817,495,3575,433,1819,283,899,245,7749,810,4112,516,3164,453,1092,255,3637,621
25,Austin,97389,2742,93504,2708,72679,2425,34330,1663,43211,2178,20825,1232,3885,715,1491,309,1277,285,795,214,571,215,214,124,2394,633,1015,291,810,270,230,127,1379,517
26,West Garfield Park,19358,1315,19315,1315,15517,1110,5644,726,11123,1067,3798,648,43,46,25,37,10,34,5,34,5,34,15,38,18,41,17,43,17,43,0,35,1,33
27,East Garfield Park,21012,1341,20567,1344,16956,1185,6079,763,11698,1091,3611,550,445,187,218,103,212,103,196,100,16,45,6,39,227,137,161,112,138,111,74,90,66,56
28,Near West Side,53295,1645,44975,1595,40098,1507,31416,1294,10545,981,4877,705,8320,750,3142,406,2821,363,2593,343,392,128,321,168,5178,637,4730,622,4615,615,261,111,448,174
29,North Lawndale,35623,1845,34802,1829,27851,1552,9841,946,19489,1421,6951,852,821,270,299,113,182,84,136,80,63,56,117,92,522,204,221,117,195,115,46,54,301,162
30,South Lawndale,62390,2266,32100,1721,26743,1589,8176,975,19420,1351,5357,608,30290,1463,6559,576,5052,523,3228,413,2458,363,1507,288,23731,1448,7941,753,3817,528,4240,571,15790,1251
31,Lower West Side,36577,1700,21100,1222,17269,1106,8494,701,9443,955,3831,527,15477,1088,4240,486,3182,433,2044,331,1402,268,1058,234,11237,1038,4004,475,2359,374,1844,296,7233,894
32,Loop,25786,1427,20789,1400,19374,1361,18465,1353,2136,364,1415,406,4997,689,1898,411,1768,394,1699,384,415,183,130,90,3099,582,2861,560,2689,536,212,170,238,152
33,Near South Side,20076,1151,16183,1070,15037,1072,13186,1169,2448,453,1146,320,3893,690,1679,402,1595,406,1426,399,324,178,84,63,2214,565,2006,551,1821,512,185,215,208,154
34,Armour Square,13710,850,6443,694,5159,637,3185,531,2558,433,1284,279,7267,660,3539,445,2933,411,1242,314,2093,309,606,226,3728,586,1328,298,609,197,749,215,2400,514
35,Douglas,18357,845,15212,775,13205,726,8630,623,6055,531,2007,320,3145,569,531,174,453,167,395,162,85,55,78,61,2614,551,2052,487,2004,484,48,49,562,234
36,Oakland,6260,469,5925,435,5042,416,2522,457,2754,432,883,260,335,155,115,67,79,58,41,40,46,45,36,38,220,106,126,69,66,44,83,62,94,63
37,Fuller Park,2924,543,2765,537,2263,497,907,258,1613,464,502,122,159,102,14,17,11,19,0,16,11,19,3,13,145,102,54,61,20,34,34,54,91,71
38,Grand Boulevard,22964,1171,22381,1139,18517,1068,10219,798,10047,878,3864,494,583,181,269,102,188,84,152,82,39,45,81,75,314,149,185,102,143,86,69,68,129,101
39,Kenwood,17937,907,15792,888,13926,867,9575,738,6084,663,1866,350,2145,358,778,244,697,239,579,179,243,160,81,59,1367,298,1095,267,1014,255,104,75,272,131
40,Washington Park,11141,835,11028,825,9068,797,2928,396,6748,743,1960,355,113,69,61,40,61,40,52,39,9,28,0,27,52,58,25,42,18,40,7,29,27,37
41,Hyde Park,26427,1183,21899,1105,20241,1091,17949,1060,4788,493,1658,312,4528,509,1582,297,1498,290,1410,263,353,142,84,63,2946,430,2523,380,2353,345,191,121,423,187
42,Woodlawn,24291,1269,23156,1257,19010,1134,9794,750,10874,1001,4146,509,1135,251,415,141,367,136,329,133,45,42,48,47,720,213,447,153,415,148,46,55,273,138
43,South Shore,46965,2020,45560,2000,36416,1814,20496,1347,19662,1474,9144,915,1405,407,599,211,446,181,295,156,151,101,153,109,806,317,222,128,142,97,92,93,584,289
44,Chatham,33244,1627,32991,1628,27215,1519,15341,1096,15122,1325,5776,744,253,131,180,124,79,62,67,61,17,36,101,88,73,46,44,42,44,42,15,37,29,40
45,Avalon Park,9617,760,9448,753,7843,672,5280,611,3952,506,1605,452,169,92,58,37,58,37,47,36,21,23,0,19,111,76,66,59,66,59,0,19,45,58
46,South Chicago,29402,1591,25763,1482,21537,1323,10038,918,14081,1240,4226,613,3639,656,1098,295,838,262,514,231,383,131,260,130,2541,584,1208,353,610,250,626,203,1333,377
47,Burnside,3508,686,3408,682,2666,536,1229,244,1771,535,742,293,100,88,57,54,57,54,32,45,42,43,0,11,43,58,0,11,0,11,0,11,43,58
48,Calumet Heights,14382,814,13627,797,11827,657,8333,636,6250,558,1800,432,755,333,381,155,323,139,206,103,189,126,58,55,374,283,329,263,236,175,112,121,45,44
49,Roseland,45004,1655,44309,1658,36126,1495,21132,1221,20292,1180,8183,768,695,212,360,151,299,137,190,109,160,98,61,70,335,130,239,107,153,91,114,79,96,72
