area_id,area_name,b17019001,b17019001_moe,b17019002,b17019002_moe,b17019003,b17019003_moe,b17019004,b17019004_moe,b17019005,b17019005_moe,b17019006,b17019006_moe,b17019007,b17019007_moe,b17019008,b17019008_moe,b17019009,b17019009_moe,b17019010,b17019010_moe,b17019011,b17019011_moe,b17019012,b17019012_moe,b17019013,b17019013_moe,b17019014,b17019014_moe,b17019015,b17019015_moe,b17019016,b17019016_moe,b17019017,b17019017_moe,b17019018,b17019018_moe,b17019019,b17019019_moe,b17019020,b17019020_moe,b17019021,b17019021_moe,b17019022,b17019022_moe,b17019023,b17019023_moe
1,Rogers Park,10091,605,2189,357,908,234,105,83,803,224,1281,292,214,140,10,48,204,139,1067,260,55,81,1012,253,7902,531,5292,478,2890,346,2402,384,2610,360,1070,260,225,112,845,239,1540,264,372,122,1168,238
2,West Ridge,16321,613,2690,405,1602,324,208,114,1394,308,1088,271,234,145,26,59,208,141,854,238,97,101,757,221,13631,597,10476,594,6587,459,3889,497,3155,397,980,238,570,169,410,179,2175,325,1141,230,1034,238
3,Uptown,9232,572,1657,320,616,190,0,48,616,190,1041,261,230,146,0,48,230,146,811,226,61,64,750,221,7575,535,5529,458,3122,317,2407,354,2046,349,764,210,223,113,541,185,1282,297,408,156,874,244
4,Lincoln Square,8394,466,701,206,402,171,113,114,289,139,299,125,36,69,0,40,36,69,263,111,34,53,229,105,7693,444,6282,409,3860,338,2422,306,1411,283,448,184,225,126,223,137,963,211,255,98,708,196
5,North Center,7252,362,171,77,69,50,55,49,14,43,102,71,12,42,5,42,7,43,90,71,28,45,62,67,7081,360,5994,335,4632,310,1362,216,1087,199,309,109,157,91,152,73,778,169,488,139,290,104
6,Lake View,14864,634,638,189,203,89,28,69,175,87,435,179,82,86,10,67,72,85,353,170,35,76,318,165,14226,619,12446,591,8586,479,3860,407,1780,284,686,186,188,94,498,170,1094,222,403,130,691,189
7,Lincoln Park,10261,528,379,123,85,69,39,64,46,56,294,114,68,78,0,51,68,78,226,94,39,53,187,91,9882,528,8829,522,7037,445,1792,319,1053,194,286,109,220,101,66,65,767,163,400,110,367,122
8,Near North Side,15079,781,1201,251,349,158,74,87,275,142,852,200,101,93,0,54,101,93,751,183,24,58,727,182,13878,760,12348,726,8607,590,3741,541,1530,313,481,182,179,116,302,152,1049,250,317,142,732,207
9,Edison Park,2829,194,37,34,30,31,30,31,0,25,7,25,0,25,0,25,0,25,7,25,7,25,0,25,2792,195,2236,186,2055,185,181,87,556,148,214,101,90,42,124,89,342,123,258,99,84,78
10,Norwood Park,9614,389,351,121,220,101,220,101,0,39,131,76,0,39,0,39,0,39,131,76,42,49,89,70,9263,401,7302,411,6456,373,846,238,1961,312,594,169,431,142,163,110,1367,265,994,219,373,154
11,Jefferson Park,6374,356,311,117,120,62,35,38,85,53,191,108,76,80,0,29,76,80,115,78,74,70,41,45,6063,356,4726,353,3733,324,993,219,1337,257,472,155,252,98,220,120,865,205,472,141,393,152
12,Forest Glen,4867,213,263,114,143,79,126,73,17,39,120,82,28,45,28,45,0,29,92,75,53,60,39,53,4604,227,4125,239,3937,238,188,94,479,130,159,93,159,93,0,29,320,98,306,96,14,36
