area_id,area_name,b25105001,b25105001_moe
1,Rogers Park,11215,265
2,West Ridge,16282,579
3,Uptown,11688,586
4,Lincoln Square,12903,494
5,North Center,23286,976
6,Lake View,54209,1459
7,Lincoln Park,36889,1122
8,Near North Side,34121,910
9,Edison Park,4349,365
10,Norwood Park,10551,719
11,Jefferson Park,6694,361
12,Forest Glen,6988,742
13,North Park,4576,353
14,Albany Park,11191,429
15,Portage Park,16196,783
16,Irving Park,18524,810
17,Dunning,13265,727
18,Montclare,2256,248
19,Belmont Cragin,18667,734
20,Hermosa,6469,377
21,Avondale,10750,369
22,Logan Square,33932,980
23,Humboldt Park,15764,622
24,West Town,45102,1345
25,Austin,24853,665
26,West Garfield Park,9477,424
27,East Garfield Park,11944,724
28,Near West Side,25876,1391
29,North Lawndale,14671,515
30,South Lawndale,13969,562
31,Lower West Side,9216,274
32,Loop,9254,353
33,Near South Side,5305,570
34,Armour Square,3253,291
35,Douglas,8446,965
36,Oakland,2566,334
37,Fuller Park,1452,335
38,Grand Boulevard,12523,856
39,Kenwood,7942,800
40,Washington Park,5701,343
41,Hyde Park,13372,571
42,Woodlawn,10099,559
43,South Shore,13542,455
44,Chatham,8942,397
45,Avalon Park,2384,253
46,South Chicago,8440,349
47,Burnside,859,185
48,Calumet Heights,5537,405
49,Roseland,14986,513
50,Pullman,2800,132
51,South Deering,3684,193
52,East Side,5525,331
53,West Pullman,8735,340
54,Riverdale,761,89
55,Hegewisch,1967,193
56,Garfield Ridge,11992,700
57,Archer Heights,5616,568
58,Brighton Park,8658,517
59,McKinley Park,5035,476
60,Bridgeport,9390,386
61,New City,15143,726
62,West Elsdon,4717,354
63,Gage Park,7923,421
64,Clearing,8426,486
65,West Lawn,8119,428
66,Chicago Lawn,10732,304
67,West Englewood,18415,707
68,Englewood,9300,469
69,Greater Grand Crossing,10232,365
70,Ashburn,11460,396
71,Auburn Gresham,14668,517
72,Beverly,11010,764
73,Washington Heights,8208,532
74,Mount Greenwood,5634,263
75,Morgan Park,6988,391
76,O'Hare,4068,1259
77,Edgewater,17403,575
