area_id,area_name,b19051001,b19051001_moe,b19051002,b19051002_moe,b19051003,b19051003_moe
BK09,Brooklyn Heights-Cobble Hill,11346,374,9630,428,1716,262
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25070,401,17529,527,7541,448
BK19,Brighton Beach,13764,343,8760,430,5004,352
BK21,Seagate-Coney Island,11215,272,6697,396,4518,360
BK23,West Brighton,8026,219,4452,375,3574,333
BK25,Homecrest,15435,318,11016,413,4419,336
BK26,Gravesend,11068,297,6729,407,4339,369
BK27,Bath Beach,10726,270,7365,380,3361,316
BK28,Bensonhurst West,29717,419,22551,562,7166,435
BK29,Bensonhurst East,21737,342,16192,470,5545,364
BK30,Dyker Heights,14966,279,11555,380,3411,301
BK31,Bay Ridge,34990,426,26983,569,8007,448
BK32,Sunset Park West,17023,319,14191,400,2832,308
BK33,Carroll Gardens-Columbia Street-Red Hook,17628,387,14290,458,3338,326
BK34,Sunset Park East,20544,327,17135,417,3409,315
BK35,Stuyvesant Heights,24360,452,16989,573,7371,489
BK37,Park Slope-Gowanus,31068,489,27780,581,3288,366
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,15085,316,12308,393,2777,284
BK40,Windsor Terrace,9510,205,8068,268,1442,202
BK41,Kensington-Ocean Parkway,12037,287,9848,355,2189,247
BK42,Flatbush,37482,454,30694,613,6788,491
BK43,Midwood,18430,320,13793,410,4637,315
BK44,Madison,15022,240,11482,325,3540,273
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,16432,289,13162,383,3270,296
BK46,Ocean Parkway South,6607,235,4947,260,1660,188
BK50,Canarsie,27669,396,23894,486,3775,320
BK58,Flatlands,23279,315,19675,420,3604,309
BK60,Prospect Lefferts Gardens-Wingate,26016,421,21128,568,4888,436
BK61,Crown Heights North,40818,573,30494,715,10324,590
BK63,Crown Heights South,14662,272,11305,412,3357,341
BK64,Prospect Heights,9394,270,8276,327,1118,234
BK68,Fort Greene,11560,313,8967,343,2593,274
BK69,Clinton Hill,14937,368,11863,434,3074,317
BK72,Williamsburg,8299,215,6354,292,1945,232
BK73,North Side-South Side,19172,372,15944,482,3228,351
BK75,Bedford,24225,451,18619,558,5606,425
BK76,Greenpoint,15124,380,12700,434,2424,306
BK77,Bushwick North,18885,343,15040,465,3845,369
BK78,Bushwick South,24164,448,18029,556,6135,438
BK79,Ocean Hill,11686,319,8275,399,3411,346
BK81,Brownsville,20316,363,13366,491,6950,454
BK82,East New York,30771,490,21744,632,9027,531
BK83,Cypress Hills-City Line,13634,342,10907,402,2727,304
BK85,East New York (Pennsylvania Ave),9841,248,7297,335,2544,288
BK88,Borough Park,28325,452,22569,540,5756,392
BK90,East Williamsburg,14888,297,11519,421,3369,333
BK91,East Flatbush-Farragut,18217,316,14835,412,3382,321
BK93,Starrett City,6378,158,3444,294,2934,294
BK95,Erasmus,10222,280,8309,351,1913,265
BK96,Rugby-Remsen Village,20055,391,16203,494,3852,382
BK99,park-cemetery-etc-Brooklyn,170,87,153,84,17,46
BX01,Claremont-Bathgate,9847,204,6393,338,3454,312
BX03,Eastchester-Edenwald-Baychester,11599,292,9086,408,2513,330
BX05,Bedford Park-Fordham North,18253,328,13771,481,4482,434
BX06,Belmont,8319,249,5322,318,2997,302
BX07,Bronxdale,13479,269,9670,385,3809,340
BX08,West Farms-Bronx River,11448,307,8483,383,2965,312
BX09,Soundview-Castle Hill-Clason Point-Harding Park,18657,296,13331,485,5326,433
BX10,Pelham Bay-Country Club-City Island,11247,321,7952,419,3295,347
BX13,Co-op City,18258,352,12561,584,5697,505
BX14,East Concourse-Concourse Village,21343,360,15263,519,6080,467
BX17,East Tremont,14245,288,9047,435,5198,421
BX22,North Riverdale-Fieldston-Riverdale,10909,339,8115,396,2794,295
BX26,Highbridge,12711,253,9201,376,3510,338
BX27,Hunts Point,8877,186,6012,281,2865,275
BX28,Van Cortlandt Village,17347,329,13886,427,3461,331
BX29,Spuyten Duyvil-Kingsbridge,12741,319,9573,357,3168,289
BX30,Kingsbridge Heights,10599,266,8158,345,2441,293
BX31,Allerton-Pelham Gardens,9707,198,7412,311,2295,248
