area_id,area_name,b01002b001,b01002b001_moe,b01002b002,b01002b002_moe,b01002b003,b01002b003_moe
BK09,Brooklyn Heights-Cobble Hill,206,34,186,26,262,85
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,438,79,411,107,475,91
BK19,Brighton Beach,135,85,105,102,153,66
BK21,Seagate-Coney Island,339,27,322,50,346,28
BK23,West Brighton,67,32,31,56,67,32
BK25,Homecrest,148,75,134,55,230,39
BK26,Gravesend,94,47,86,38,150,14
BK27,Bath Beach,103,73,117,133,143,73
BK28,Bensonhurst West,136,54,143,75,118,67
BK29,Bensonhurst East,246,55,280,118,231,75
BK30,Dyker Heights,92,35,61,53,113,39
BK31,Bay Ridge,484,61,463,61,559,133
BK32,Sunset Park West,473,99,433,91,571,132
BK33,Carroll Gardens-Columbia Street-Red Hook,389,47,400,71,417,87
BK34,Sunset Park East,336,64,286,57,373,67
BK35,Stuyvesant Heights,626,27,580,40,651,33
BK37,Park Slope-Gowanus,790,85,699,110,779,106
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,354,36,330,47,393,50
BK40,Windsor Terrace,213,69,240,63,186,66
BK41,Kensington-Ocean Parkway,283,37,277,88,303,47
BK42,Flatbush,923,50,832,68,978,61
BK43,Midwood,372,53,379,81,449,64
BK44,Madison,24,34,21,6,47,2
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,188,30,180,28,229,48
BK46,Ocean Parkway South,30,49,30,29,48,56
BK50,Canarsie,1132,35,1017,50,1205,42
BK58,Flatlands,941,30,860,52,1014,51
BK60,Prospect Lefferts Gardens-Wingate,712,32,634,48,767,35
BK61,Crown Heights North,1000,28,930,47,1059,36
BK63,Crown Heights South,353,21,307,38,385,29
BK64,Prospect Heights,265,33,262,38,288,40
BK68,Fort Greene,392,31,343,39,444,42
BK69,Clinton Hill,414,19,384,25,444,25
BK72,Williamsburg,200,43,234,120,208,50
BK73,North Side-South Side,280,51,235,76,305,72
BK75,Bedford,644,41,616,84,679,95
BK76,Greenpoint,42,15,42,10,24,30
BK77,Bushwick North,392,36,371,52,412,43
BK78,Bushwick South,633,47,589,51,677,75
BK79,Ocean Hill,328,22,309,31,342,30
BK81,Brownsville,468,20,395,31,525,27
BK82,East New York,854,32,780,45,901,38
BK83,Cypress Hills-City Line,491,38,459,41,511,46
BK85,East New York (Pennsylvania Ave),259,17,219,21,298,20
BK88,Borough Park,346,111,339,85,256,82
BK90,East Williamsburg,202,39,190,39,255,35
BK91,East Flatbush-Farragut,737,30,697,43,761,37
BK93,Starrett City,71,11,45,13,83,8
BK95,Erasmus,245,11,225,14,263,14
BK96,Rugby-Remsen Village,666,21,588,38,703,24
BK99,park-cemetery-etc-Brooklyn,25,0,25,0,22,26
BX01,Claremont-Bathgate,224,13,214,18,238,36
BX03,Eastchester-Edenwald-Baychester,292,20,254,38,317,23
BX05,Bedford Park-Fordham North,380,30,330,46,397,36
