area_id,area_name,b25006001,b25006001_moe,b25006002,b25006002_moe,b25006003,b25006003_moe,b25006004,b25006004_moe,b25006005,b25006005_moe,b25006006,b25006006_moe,b25006007,b25006007_moe,b25006008,b25006008_moe,b25006009,b25006009_moe,b25006010,b25006010_moe
BK09,Brooklyn Heights-Cobble Hill,11346,374,9525,404,512,161,41,46,854,214,0,29,190,134,224,129,34,50,190,122
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25070,401,20171,468,1727,246,16,60,2686,262,20,63,325,159,125,84,28,58,97,81
BK19,Brighton Beach,13764,343,11970,386,198,107,0,38,1145,188,0,38,147,94,304,139,63,50,241,133
BK21,Seagate-Coney Island,11215,272,5471,368,3789,318,71,64,856,144,17,45,924,229,87,62,25,44,62,56
BK23,West Brighton,8026,219,7830,238,141,100,0,27,41,40,0,27,0,27,14,31,14,31,0,27
BK25,Homecrest,15435,318,13544,369,207,109,44,55,1194,208,0,48,315,136,131,89,5,47,126,89
BK26,Gravesend,11068,297,7724,339,914,197,32,47,1778,230,0,36,543,159,77,55,28,45,49,46
BK27,Bath Beach,10726,270,7470,350,197,112,26,52,2483,253,0,40,429,173,121,68,45,48,76,62
BK28,Bensonhurst West,29717,419,19542,516,289,116,171,116,8458,437,0,64,1019,236,238,95,62,70,176,88
BK29,Bensonhurst East,21737,342,14230,441,223,103,36,57,6379,386,0,51,633,175,236,97,33,54,203,93
BK30,Dyker Heights,14966,279,10266,349,190,101,38,65,4008,287,21,59,372,141,71,60,15,50,56,60
BK31,Bay Ridge,34990,426,28149,541,801,190,132,100,3807,340,24,75,1626,293,451,131,134,79,317,118
BK32,Sunset Park West,17023,319,8318,433,824,181,304,140,2344,249,0,49,4864,404,369,128,111,73,258,110
BK33,Carroll Gardens-Columbia Street-Red Hook,17628,387,12642,454,1801,227,0,45,870,217,0,45,1899,327,416,146,158,96,258,107
BK34,Sunset Park East,20544,327,7824,420,656,175,256,122,8598,370,6,58,2900,329,304,105,79,75,225,90
BK35,Stuyvesant Heights,24360,452,2950,353,18662,535,54,65,590,154,10,52,1688,282,406,133,155,89,251,106
BK37,Park Slope-Gowanus,31068,489,23765,607,1999,294,119,116,2079,324,0,58,2343,355,763,179,213,108,550,155
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,15085,316,8442,368,3372,251,21,45,1193,178,0,42,1549,231,508,147,245,116,263,102
BK40,Windsor Terrace,9510,205,7323,309,688,188,71,54,904,197,0,32,422,152,102,81,26,39,76,77
BK41,Kensington-Ocean Parkway,12037,287,7403,365,1068,231,8,39,2338,274,0,40,970,234,250,114,10,40,240,113
BK42,Flatbush,37482,454,10990,501,20036,580,126,112,2489,281,80,92,3108,411,653,173,213,113,440,138
BK43,Midwood,18430,320,15189,390,1073,197,0,51,1358,192,0,51,554,199,256,100,59,61,197,93
BK44,Madison,15022,240,12053,325,207,104,19,55,2438,242,0,46,200,100,105,65,12,49,93,63
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,16432,289,13487,349,1867,262,3,54,636,139,35,72,295,129,109,71,30,59,79,65
BK46,Ocean Parkway South,6607,235,5951,232,59,46,25,38,229,82,0,36,286,128,57,48,0,36,57,48
BK50,Canarsie,27669,396,2753,274,22861,491,20,72,687,155,0,70,1142,226,206,99,60,76,146,93
BK58,Flatlands,23279,315,5231,318,16610,430,43,71,554,117,0,62,537,161,304,108,76,70,228,104
