area_id,area_name,b19202a001,b19202a001_moe
BK09,Brooklyn Heights-Cobble Hill,454422,47593
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,548490,86370
BK19,Brighton Beach,151891,46921
BK21,Seagate-Coney Island,141670,64121
BK23,West Brighton,78163,11506
BK25,Homecrest,411240,58977
BK26,Gravesend,155555,23458
BK27,Bath Beach,341208,52783
BK28,Bensonhurst West,685157,110602
BK29,Bensonhurst East,420781,51437
BK30,Dyker Heights,737210,138846
BK31,Bay Ridge,1139978,77308
BK32,Sunset Park West,552853,100022
BK33,Carroll Gardens-Columbia Street-Red Hook,817789,87986
BK34,Sunset Park East,431180,104860
BK35,Stuyvesant Heights,545077,394325
BK37,Park Slope-Gowanus,1553892,111401
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,993207,136685
BK40,Windsor Terrace,381730,64228
BK41,Kensington-Ocean Parkway,277488,63616
BK42,Flatbush,1088402,180234
BK43,Midwood,439845,123702
BK44,Madison,472257,136021
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,708808,94598
BK46,Ocean Parkway South,209627,436958
BK50,Canarsie,683948,280291
BK58,Flatlands,681886,204690
BK60,Prospect Lefferts Gardens-Wingate,557730,209468
BK61,Crown Heights North,957674,263824
BK63,Crown Heights South,253436,182713
BK64,Prospect Heights,493071,54496
BK68,Fort Greene,613882,96942
BK69,Clinton Hill,680798,91890
BK72,Williamsburg,62748,9232
BK73,North Side-South Side,753663,92094
BK75,Bedford,950576,399361
BK76,Greenpoint,704387,80445
BK77,Bushwick North,498368,124277
BK78,Bushwick South,741507,150654
BK79,Ocean Hill,131881,89453
BK81,Brownsville,86363,76927
BK82,East New York,649476,193231
BK83,Cypress Hills-City Line,465515,125628
BK85,East New York (Pennsylvania Ave),103823,55003
BK88,Borough Park,694691,249310
BK90,East Williamsburg,530208,51042
BK91,East Flatbush-Farragut,124276,59304
BK93,Starrett City,21812,5554
BK95,Erasmus,50614,68815
BK96,Rugby-Remsen Village,101147,104703
BK99,park-cemetery-etc-Brooklyn,72321,27720
BX01,Claremont-Bathgate,121146,44505
BX03,Eastchester-Edenwald-Baychester,189849,92646
BX05,Bedford Park-Fordham North,258443,105300
BX06,Belmont,69458,45052
BX07,Bronxdale,125565,38769
BX08,West Farms-Bronx River,94514,189460
BX09,Soundview-Castle Hill-Clason Point-Harding Park,277445,68292
BX10,Pelham Bay-Country Club-City Island,210925,59376
BX13,Co-op City,85025,31689
BX14,East Concourse-Concourse Village,302905,189371
BX17,East Tremont,218482,129696
BX22,North Riverdale-Fieldston-Riverdale,414115,39844
BX26,Highbridge,118348,105692
BX27,Hunts Point,114937,94592
BX28,Van Cortlandt Village,251811,77244
BX29,Spuyten Duyvil-Kingsbridge,392437,82100
BX30,Kingsbridge Heights,121284,49257
BX31,Allerton-Pelham Gardens,266454,135560
BX33,Longwood,55761,20477
BX34,Melrose South-Mott Haven North,109363,82404
BX35,Morrisania-Melrose,157275,110747
BX36,University Heights-Morris Heights,232415,111917
BX37,Van Nest-Morris Park-Westchester Square,349076,80836
BX39,Mott Haven-Port Morris,231797,79293
BX40,Fordham South,50481,18573
BX41,Mount Hope,175137,116960
BX43,Norwood,156284,72977
BX44,Williamsbridge-Olinville,382494,134913
BX46,Parkchester,183472,67629
BX49,Pelham Parkway,294179,72408
BX52,Schuylerville-Throgs Neck-Edgewater Park,508766,113319
BX55,Soundview-Bruckner,195026,54582
BX59,Westchester-Unionport,142314,111527
BX62,Woodlawn-Wakefield,484126,229048
BX63,West Concourse,104761,75555
BX75,Crotona Park East,64306,61130
BX99,park-cemetery-etc-Bronx,42917,33383
MN01,Marble Hill-Inwood,273279,54330
MN03,Central Harlem North-Polo Grounds,823701,249965
MN04,Hamilton Heights,315644,95929
MN06,Manhattanville,130536,60904
MN09,Morningside Heights,477813,182400
MN11,Central Harlem South,653536,286348
MN12,Upper West Side,1167097,71891
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,1325649,120192
MN14,Lincoln Square,707127,107765
MN15,Clinton,482519,64993
MN17,Midtown-Midtown South,1564164,315713
MN19,Turtle Bay-East Midtown,962031,98265
MN20,Murray Hill-Kips Bay,514863,54572
MN21,Gramercy,348363,31638
MN22,East Village,525615,70795
MN23,West Village,1225347,85975
MN24,SoHo-TriBeCa-Civic Center-Little Italy,983892,120271
MN25,Battery Park City-Lower Manhattan,669516,64150
MN27,Chinatown,453097,59192
MN28,Lower East Side,690728,125876
MN31,Lenox Hill-Roosevelt Island,741260,65712
MN32,Yorkville,669441,39603
MN33,East Harlem South,528822,128489
MN34,East Harlem North,230361,110474
MN35,Washington Heights North,445021,55761
MN36,Washington Heights South,363912,98354
MN40,Upper East Side-Carnegie Hill,1312220,191420
MN50,Stuyvesant Town-Cooper Village,157721,18056
QN01,South Jamaica,46852,69385
QN02,Springfield Gardens North,9214,4899
QN05,Rosedale,202170,87174
QN06,Jamaica Estates-Holliswood,352796,130453
QN07,Hollis,69975,166946
QN08,St. Albans,16875,41984
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,335313,49418
QN12,Hammels-Arverne-Edgemere,194761,97951
QN15,Far Rockaway-Bayswater,142591,56997
QN17,Forest Hills,1180494,128990
QN18,Rego Park,313948,63254
QN19,Glendale,372913,71827
QN20,Ridgewood,587277,88343
QN21,Middle Village,648345,119604
QN22,Flushing,331885,164345
QN23,College Point,237118,64402
QN25,Corona,261448,110802
QN26,North Corona,545293,222364
QN27,East Elmhurst,179598,403236
QN28,Jackson Heights,642494,112955
QN29,Elmhurst,617539,89448
QN30,Maspeth,503488,76395
QN31,Hunters Point-Sunnyside-West Maspeth,834666,82425
QN34,Queens Village,376041,135598
QN35,Briarwood-Jamaica Hills,378191,172747
