area_id,area_name,b23006001,b23006001_moe,b23006002,b23006002_moe,b23006003,b23006003_moe,b23006004,b23006004_moe,b23006005,b23006005_moe,b23006006,b23006006_moe,b23006007,b23006007_moe,b23006008,b23006008_moe,b23006009,b23006009_moe,b23006010,b23006010_moe,b23006011,b23006011_moe,b23006012,b23006012_moe,b23006013,b23006013_moe,b23006014,b23006014_moe,b23006015,b23006015_moe,b23006016,b23006016_moe,b23006017,b23006017_moe,b23006018,b23006018_moe,b23006019,b23006019_moe,b23006020,b23006020_moe,b23006021,b23006021_moe,b23006022,b23006022_moe,b23006023,b23006023_moe,b23006024,b23006024_moe,b23006025,b23006025_moe,b23006026,b23006026_moe,b23006027,b23006027_moe,b23006028,b23006028_moe,b23006029,b23006029_moe
BK09,Brooklyn Heights-Cobble Hill,15416,758,157,82,97,67,0,29,97,67,62,56,35,41,60,45,881,277,432,161,0,29,432,161,427,160,5,30,449,227,1544,306,1160,256,0,29,1160,256,1045,248,115,70,384,150,12834,672,11281,641,0,29,11281,641,10750,637,531,181,1553,253
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,34079,1077,3545,462,2083,353,0,55,2083,353,1812,328,271,123,1462,277,8700,720,5746,553,0,55,5746,553,5291,527,455,140,2954,413,7632,645,6037,590,0,55,6037,590,5507,571,530,173,1595,269,14202,868,12280,792,0,55,12280,792,11462,765,818,238,1922,308
BK19,Brighton Beach,16884,815,1828,359,1142,259,0,38,1142,259,990,249,152,78,686,196,4369,510,2997,403,0,38,2997,403,2631,375,366,132,1372,270,3741,481,2798,424,17,45,2781,421,2579,402,202,140,943,246,6946,575,5657,533,27,48,5630,536,5411,518,219,110,1289,260
BK21,Seagate-Coney Island,14284,878,4056,514,2562,396,0,38,2562,396,2031,338,531,213,1494,309,4629,633,3396,586,0,38,3396,586,2778,383,618,382,1233,260,3241,449,2484,408,10,39,2474,408,2033,363,441,164,757,193,2358,384,1856,324,0,38,1856,324,1578,311,278,151,502,160
BK23,West Brighton,7452,675,365,176,275,155,0,27,275,155,232,145,43,64,90,76,1549,313,1198,284,0,27,1198,284,1118,273,80,65,351,122,1878,338,1355,273,10,29,1345,272,1223,249,122,99,523,186,3660,545,3039,475,52,66,2987,487,2873,476,114,68,621,195
BK25,Homecrest,21129,831,3024,450,2119,378,0,48,2119,378,1960,362,159,79,905,194,6007,567,4129,470,0,48,4129,470,3837,446,292,134,1878,270,4857,465,3521,416,0,48,3521,416,3279,400,242,95,1336,212,7241,556,6095,494,0,48,6095,494,5469,470,626,171,1146,213
BK26,Gravesend,14156,771,3625,475,2246,373,0,36,2246,373,1855,346,391,168,1379,271,3582,448,2395,339,0,36,2395,339,2148,317,247,116,1187,270,3035,384,2275,337,0,36,2275,337,2091,324,184,75,760,184,3914,492,3541,459,0,36,3541,459,3357,444,184,87,373,124
BK27,Bath Beach,16002,863,3439,502,1949,382,0,40,1949,382,1684,344,265,117,1490,268,4740,567,3214,445,0,40,3214,445,3087,436,127,69,1526,300,3042,363,2323,328,0,40,2323,328,2147,316,176,72,719,172,4781,541,4019,497,0,40,4019,497,3858,483,161,82,762,176
BK28,Bensonhurst West,47392,1388,13335,1001,8583,800,0,64,8583,800,7508,745,1075,249,4752,467,14456,861,10576,737,0,64,10576,737,9888,716,688,167,3880,417,8892,658,6850,544,0,64,6850,544,6328,520,522,145,2042,339,10709,711,9114,643,21,66,9093,641,8400,612,693,164,1595,266
BK29,Bensonhurst East,34321,1138,9612,838,6373,671,0,51,6373,671,5627,604,746,240,3239,376,9838,756,7010,604,0,51,7010,604,6475,584,535,176,2828,371,6031,513,4913,451,0,51,4913,451,4575,428,338,128,1118,211,8840,654,7741,605,0,51,7741,605,7204,582,537,155,1099,209
BK30,Dyker Heights,24528,957,6446,678,4703,582,0,51,4703,582,4280,548,423,171,1743,311,6489,610,4853,528,0,51,4853,528,4528,513,325,113,1636,283,4828,454,3879,403,0,51,3879,403,3657,392,222,100,949,215,6765,518,5516,470,0,51,5516,470,5137,450,379,122,1249,227
BK31,Bay Ridge,48405,1158,5721,617,3234,450,0,66,3234,450,2930,427,304,142,2487,391,9518,741,6537,570,7,65,6530,570,5875,538,655,179,2981,386,9761,656,7716,576,127,107,7589,561,6951,536,638,159,2045,288,23405,929,20111,846,109,86,20002,843,18808,824,1194,209,3294,378
BK32,Sunset Park West,31443,1114,11753,871,7965,716,0,49,7965,716,7120,673,845,209,3788,431,6500,636,4617,511,0,49,4617,511,4169,483,448,158,1883,295,5453,533,4166,452,1,48,4165,452,3647,434,518,147,1287,272,7737,614,6743,569,0,49,6743,569,6410,550,333,121,994,217
BK33,Carroll Gardens-Columbia Street-Red Hook,25136,896,2190,378,1130,273,0,45,1130,273,853,215,277,135,1060,253,3073,408,2110,344,0,45,2110,344,1756,331,354,132,963,235,3593,451,2960,410,8,45,2952,410,2694,398,258,121,633,178,16280,716,14930,698,0,45,14930,698,14270,691,660,192,1350,240
BK34,Sunset Park East,40143,1316,20494,1175,15597,1051,0,59,15597,1051,13716,947,1881,336,4897,433,8695,718,6641,632,0,59,6641,632,6056,590,585,179,2054,327,4931,492,3976,435,0,59,3976,435,3724,425,252,110,955,209,6023,553,5048,515,7,57,5041,515,4703,500,338,122,975,202
BK35,Stuyvesant Heights,34790,1184,6991,687,3590,506,0,51,3590,506,2650,428,940,270,3401,444,10313,778,7433,671,25,63,7408,670,6343,620,1065,217,2880,385,9021,700,7059,614,6,51,7053,614,6203,586,850,194,1962,335,8465,678,7266,606,0,51,7266,606,6746,584,520,164,1199,263
BK37,Park Slope-Gowanus,48471,1227,2632,465,1683,370,0,58,1683,370,1390,340,293,135,949,239,3659,469,2478,397,0,58,2478,397,2338,388,140,91,1181,250,5823,592,4937,550,30,75,4907,539,4489,514,418,147,886,199,36357,1105,33471,1073,0,58,33471,1073,31914,1052,1557,281,2886,377
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,22710,910,2700,377,1499,276,0,42,1499,276,1126,244,373,142,1201,255,3162,399,1659,288,0,42,1659,288,1429,273,230,108,1503,294,3602,432,2684,358,0,42,2684,358,2326,325,358,139,918,250,13246,656,12107,623,0,42,12107,623,11590,617,517,166,1139,220
BK40,Windsor Terrace,13753,566,804,221,426,167,0,32,426,167,415,166,11,31,378,151,2013,317,1635,271,0,32,1635,271,1492,267,143,97,378,143,2245,349,1903,332,0,32,1903,332,1863,331,40,37,342,124,8691,579,7906,569,0,32,7906,569,7576,561,330,113,785,207
BK41,Kensington-Ocean Parkway,19271,841,3301,485,2056,385,0,40,2056,385,1770,343,286,136,1245,242,4552,576,3214,457,0,40,3214,457,2947,417,267,154,1338,264,4241,508,3302,462,0,40,3302,462,3055,435,247,130,939,198,7177,623,5868,551,0,40,5868,551,5529,534,339,123,1309,268
