area_id,area_name,b23004001,b23004001_moe,b23004002,b23004002_moe,b23004003,b23004003_moe,b23004004,b23004004_moe,b23004005,b23004005_moe,b23004006,b23004006_moe,b23004007,b23004007_moe,b23004008,b23004008_moe,b23004009,b23004009_moe,b23004010,b23004010_moe,b23004011,b23004011_moe,b23004012,b23004012_moe,b23004013,b23004013_moe,b23004014,b23004014_moe,b23004015,b23004015_moe,b23004016,b23004016_moe,b23004017,b23004017_moe,b23004018,b23004018_moe,b23004019,b23004019_moe
BK09,Brooklyn Heights-Cobble Hill,2881,356,836,192,624,166,549,155,540,154,9,30,75,50,212,106,181,100,181,100,0,29,31,44,2045,312,986,234,6,28,980,235,1059,234,0,29,1059,234
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,11460,652,1242,194,969,174,930,172,905,170,25,56,39,56,273,93,196,83,178,80,18,56,77,58,10218,645,4321,443,27,58,4294,442,5897,506,20,57,5877,505
BK19,Brighton Beach,6768,458,543,144,426,131,400,128,395,128,5,37,26,41,117,64,77,56,67,55,10,39,40,49,6225,447,2345,322,10,38,2335,322,3880,373,9,39,3871,372
BK21,Seagate-Coney Island,6171,495,457,136,452,136,372,122,368,122,4,37,80,61,5,37,5,37,5,37,0,38,0,38,5714,484,2728,402,19,39,2709,402,2986,370,0,38,2986,370
BK23,West Brighton,5966,454,614,169,537,162,455,147,403,140,52,64,82,65,77,64,77,64,77,64,0,27,0,27,5352,450,2534,425,10,29,2524,424,2818,359,0,27,2818,359
BK25,Homecrest,6968,502,643,131,518,122,473,118,473,118,0,48,45,53,125,61,107,58,107,58,0,48,18,49,6325,491,3241,409,10,49,3231,409,3084,337,9,49,3075,336
BK26,Gravesend,6241,501,352,96,312,93,277,90,259,86,18,37,35,38,40,38,31,38,31,38,0,36,9,36,5889,500,3191,490,0,36,3191,490,2698,371,0,36,2698,371
BK27,Bath Beach,5249,433,462,127,404,120,396,120,390,120,6,39,8,37,58,45,43,45,43,45,0,40,15,40,4787,419,2378,317,15,38,2363,317,2409,297,0,40,2409,297
BK28,Bensonhurst West,13244,754,1252,235,1029,223,913,214,838,210,75,63,116,78,223,86,157,79,126,76,31,67,66,68,11992,725,5843,499,46,66,5797,498,6149,563,0,64,6149,563
BK29,Bensonhurst East,10206,617,763,163,685,154,590,143,590,143,0,51,95,64,78,61,73,61,73,61,0,51,5,50,9443,607,4738,469,19,50,4719,469,4705,422,9,52,4696,422
BK30,Dyker Heights,7271,510,728,161,594,143,480,125,465,123,15,51,114,77,134,74,101,73,96,74,5,50,33,51,6543,492,3001,356,6,50,2995,355,3542,367,5,50,3537,367
BK31,Bay Ridge,11734,582,1523,209,1345,198,1144,179,1132,178,12,65,201,96,178,78,138,73,138,73,0,66,40,67,10211,567,4571,422,50,67,4521,422,5640,435,10,65,5630,435
BK32,Sunset Park West,4395,474,386,110,350,106,278,98,260,97,18,51,72,55,36,51,36,51,36,51,0,49,0,49,4009,461,1937,292,43,58,1894,291,2072,337,8,50,2064,338
BK33,Carroll Gardens-Columbia Street-Red Hook,4128,420,508,128,392,112,322,102,322,102,0,45,70,52,116,66,81,58,81,58,0,45,35,50,3620,396,1664,300,7,44,1657,300,1956,319,24,58,1932,318
BK34,Sunset Park East,5759,489,643,166,482,152,442,148,384,142,58,67,40,57,161,87,149,86,149,86,0,59,12,58,5116,464,2437,337,0,59,2437,337,2679,333,5,57,2674,332
BK35,Stuyvesant Heights,6210,457,720,186,686,181,675,180,675,180,0,51,11,52,34,60,33,62,33,62,0,51,1,50,5490,434,3275,369,21,54,3254,368,2215,283,0,51,2215,283
BK37,Park Slope-Gowanus,6011,473,1781,297,1604,282,1469,274,1461,274,8,58,135,67,177,86,134,81,121,78,13,60,43,60,4230,417,1927,262,7,57,1920,262,2303,332,0,58,2303,332
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3269,348,522,153,426,135,371,129,360,129,11,40,55,52,96,70,88,67,88,67,0,42,8,42,2747,329,1431,216,26,51,1405,214,1316,244,0,42,1316,244
BK40,Windsor Terrace,2574,276,493,151,449,149,421,147,398,146,23,35,28,38,44,38,35,36,35,36,0,32,9,32,2081,232,812,159,13,36,799,156,1269,207,0,32,1269,207
BK41,Kensington-Ocean Parkway,3697,353,473,133,387,121,338,116,338,116,0,40,49,46,86,54,64,50,64,50,0,40,22,43,3224,327,1559,256,8,40,1551,256,1665,274,0,40,1665,274
BK42,Flatbush,9854,567,1984,281,1671,254,1567,249,1513,244,54,79,104,70,313,127,287,125,267,125,20,69,26,70,7870,518,4284,422,82,85,4202,414,3586,353,0,68,3586,353
BK43,Midwood,7014,427,1108,197,934,189,838,174,817,172,21,51,96,66,174,69,165,69,159,68,6,50,9,50,5906,407,2232,267,7,49,2225,267,3674,350,16,52,3658,352
BK44,Madison,5956,396,521,111,394,98,331,90,318,88,13,45,63,43,127,59,98,55,98,55,0,46,29,46,5435,392,1878,235,22,50,1856,234,3557,370,0,46,3557,370
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,6624,475,1241,212,1009,192,899,184,875,183,24,55,110,69,232,103,157,89,146,88,11,55,75,73,5383,448,2032,293,16,55,2016,292,3351,354,3,54,3348,354
BK46,Ocean Parkway South,2632,260,355,88,317,86,259,77,250,76,9,37,58,38,38,35,30,33,26,32,4,35,8,36,2277,249,860,174,13,40,847,173,1417,207,0,36,1417,207
BK50,Canarsie,7884,540,1345,224,1238,217,1118,210,1107,209,11,69,120,83,107,80,83,80,83,80,0,70,24,71,6539,494,3342,339,65,82,3277,336,3197,356,12,70,3185,355
BK58,Flatlands,8431,494,1561,215,1462,210,1131,187,1117,187,14,64,331,116,99,71,82,69,82,69,0,62,17,63,6870,448,3607,346,28,70,3579,344,3263,337,12,64,3251,337
BK60,Prospect Lefferts Gardens-Wingate,8620,627,1446,257,1307,248,1127,230,1107,227,20,59,180,94,139,84,102,79,102,79,0,58,37,65,7174,619,3714,472,30,57,3684,472,3460,437,16,60,3444,438
BK61,Crown Heights North,11128,608,1451,239,1307,230,1103,211,1075,209,28,72,204,100,144,82,115,80,92,79,23,68,29,67,9677,574,5050,450,95,98,4955,451,4627,441,0,67,4627,441
BK63,Crown Heights South,4017,363,693,165,637,154,590,150,586,149,4,39,47,44,56,59,29,41,22,40,7,40,27,57,3324,343,1628,258,19,43,1609,255,1696,269,0,40,1696,269
BK64,Prospect Heights,1637,258,318,103,300,103,241,91,234,91,7,31,59,48,18,33,18,33,18,33,0,32,0,32,1319,237,694,178,0,32,694,178,625,171,0,32,625,171
