area_id,area_name,b25024001,b25024001_moe,b25024002,b25024002_moe,b25024003,b25024003_moe,b25024004,b25024004_moe,b25024005,b25024005_moe,b25024006,b25024006_moe,b25024007,b25024007_moe,b25024008,b25024008_moe,b25024009,b25024009_moe,b25024010,b25024010_moe,b25024011,b25024011_moe
BK09,Brooklyn Heights-Cobble Hill,12735,227,98,74,451,157,462,156,1155,219,1897,274,1541,258,2125,299,5006,351,0,29,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,27414,276,3628,306,4077,346,5406,427,1854,285,783,181,459,148,3303,282,7823,431,64,71,17,55
BK19,Brighton Beach,15273,248,858,202,612,143,1474,231,1546,248,645,161,349,102,2161,291,7628,357,0,38,0,38
BK21,Seagate-Coney Island,12177,192,575,158,1271,183,728,153,797,204,597,178,197,83,845,152,7143,265,24,55,0,38
BK23,West Brighton,8564,84,41,56,9,28,19,29,81,74,16,34,31,37,369,133,7998,172,0,27,0,27
BK25,Homecrest,16879,245,2128,252,1640,225,3428,327,1779,259,729,176,493,140,1791,218,4864,302,19,50,8,48
BK26,Gravesend,11490,266,640,140,752,167,2018,281,2131,271,307,114,253,108,865,227,4507,329,17,36,0,36
BK27,Bath Beach,11640,187,705,165,1486,205,3330,293,2340,266,825,187,554,120,1555,205,826,146,19,40,0,40
BK28,Bensonhurst West,31897,314,1752,231,3343,312,7476,467,8333,487,2820,307,1195,202,4048,348,2872,254,58,75,0,64
BK29,Bensonhurst East,23270,249,1303,196,2271,248,5892,407,5681,406,1641,253,653,155,3275,289,2487,245,63,72,4,50
BK30,Dyker Heights,16052,198,1598,224,2753,248,4288,346,3976,339,1466,216,788,161,665,137,473,115,45,60,0,51
BK31,Bay Ridge,37125,309,2552,273,3884,332,6071,471,3412,366,3402,338,1595,229,6663,444,9540,450,6,66,0,66
BK32,Sunset Park West,18372,233,365,113,1100,191,3495,335,5001,386,4452,336,1502,232,1238,195,1219,169,0,49,0,49
BK33,Carroll Gardens-Columbia Street-Red Hook,19399,222,283,114,1160,225,2554,299,5856,418,3550,326,1124,223,3498,263,1302,205,72,92,0,45
BK34,Sunset Park East,21906,240,539,145,951,168,4336,361,6435,441,4391,367,1819,241,2541,264,879,191,15,62,0,59
BK35,Stuyvesant Heights,28484,301,515,160,1431,232,5641,461,8523,513,4805,415,2029,297,2479,278,3061,306,0,51,0,51
BK37,Park Slope-Gowanus,33650,336,664,184,3292,366,4925,427,8107,527,8383,532,3493,396,2734,298,2031,239,21,58,0,58
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,17033,209,235,96,589,126,1326,215,2266,263,1618,225,939,180,2967,300,7084,343,9,43,0,42
BK40,Windsor Terrace,10030,98,423,137,1309,209,2089,274,1250,206,871,186,307,114,1085,198,2696,233,0,32,0,32
BK41,Kensington-Ocean Parkway,12560,224,858,185,747,171,1690,261,1984,248,639,160,532,139,2053,265,4057,313,0,40,0,40
BK42,Flatbush,40161,279,2819,283,866,188,3407,378,2010,315,1106,211,2633,347,9557,601,17706,626,37,77,20,75
BK43,Midwood,19756,213,3661,269,1324,190,2113,277,1098,223,485,146,613,146,4061,346,6401,383,0,51,0,51
BK44,Madison,15876,137,2997,246,2266,216,2850,296,643,176,430,134,338,106,2108,233,4229,277,15,50,0,46
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,17523,185,4043,310,5389,311,5246,384,2369,263,114,78,35,64,139,88,164,80,24,55,0,55
BK46,Ocean Parkway South,7199,185,1224,186,680,135,1632,226,724,147,195,95,173,84,912,153,1625,181,34,45,0,36
BK50,Canarsie,29800,283,2596,281,3746,327,14898,516,4306,388,659,154,718,147,1080,158,1788,167,9,70,0,70
BK58,Flatlands,24682,206,4125,350,6157,381,6526,417,1684,241,259,106,548,145,1957,217,3422,274,4,65,0,62
BK60,Prospect Lefferts Gardens-Wingate,28089,288,822,216,2046,283,2713,340,2542,326,1917,288,1309,235,5378,458,11269,554,35,62,58,83
BK61,Crown Heights North,46002,372,1021,237,1774,256,5883,491,8298,541,6831,512,5875,447,9035,563,7199,458,24,71,62,97
BK63,Crown Heights South,15630,172,430,143,1067,184,1441,234,834,178,674,164,915,189,3873,339,6385,358,0,40,11,41
BK64,Prospect Heights,10271,154,139,88,421,134,979,214,1752,227,1765,270,1461,249,1833,243,1921,269,0,32,0,32
BK68,Fort Greene,13108,174,157,91,360,142,1131,200,2667,266,1437,224,842,172,2159,240,4336,322,0,38,19,47
BK69,Clinton Hill,17006,278,334,125,922,198,1893,270,4182,361,2263,288,1213,210,1758,227,4386,307,12,41,43,60
BK72,Williamsburg,8939,156,319,127,338,122,748,156,2276,226,776,149,466,98,1603,226,2358,210,43,45,12,39
BK73,North Side-South Side,20944,290,497,159,416,143,1247,239,3156,329,3991,356,2111,279,6368,405,3054,273,104,103,0,48
BK75,Bedford,28254,314,468,147,1263,232,3612,368,8866,503,3724,352,3836,344,3730,286,2713,265,16,59,26,61
BK76,Greenpoint,17302,246,363,125,522,149,1997,273,4409,383,7816,434,1183,233,489,135,484,127,39,52,0,42
BK77,Bushwick North,20718,204,195,101,460,117,2325,299,4515,378,10891,448,797,178,854,183,639,160,42,69,0,54
BK78,Bushwick South,27577,307,669,175,1023,196,5237,419,6564,481,5243,406,2649,333,2662,329,3472,306,58,65,0,56
BK79,Ocean Hill,13695,205,331,120,649,155,2754,288,3667,356,1862,265,1228,207,1280,212,1869,200,42,60,13,42
BK81,Brownsville,22293,208,485,146,1942,231,2289,293,3671,335,1751,279,1547,257,3931,426,6677,419,0,51,0,51
BK82,East New York,34953,293,1632,263,2886,314,9004,548,7746,506,2226,303,1420,221,2587,291,7430,386,22,69,0,65
BK83,Cypress Hills-City Line,15892,212,1375,219,1337,195,6630,418,4083,363,945,192,285,109,589,148,608,133,40,64,0,49
BK85,East New York (Pennsylvania Ave),10604,203,391,128,1171,177,1765,261,3008,301,1265,217,748,148,919,196,1337,170,0,36,0,36
BK88,Borough Park,30704,339,1741,248,3099,299,7852,487,8605,503,2150,278,941,178,3806,304,2471,264,39,81,0,68
BK90,East Williamsburg,15814,208,339,129,647,151,1679,218,2673,304,4470,373,1062,209,1460,239,3463,265,0,40,21,43
BK91,East Flatbush-Farragut,19507,224,2144,251,4385,337,4063,353,2470,311,653,164,353,104,3577,299,1790,255,72,73,0,54
