area_id,area_name,b25004001,b25004001_moe,b25004002,b25004002_moe,b25004003,b25004003_moe,b25004004,b25004004_moe,b25004005,b25004005_moe,b25004006,b25004006_moe,b25004007,b25004007_moe,b25004008,b25004008_moe
BK09,Brooklyn Heights-Cobble Hill,1389,308,63,83,21,43,90,86,86,101,91,65,0,29,1038,277
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,2344,350,652,205,15,58,464,148,58,76,191,119,0,55,964,231
BK19,Brighton Beach,1509,287,533,194,27,54,463,186,33,51,148,90,0,38,305,118
BK21,Seagate-Coney Island,962,227,476,160,0,38,65,71,0,38,117,87,0,38,304,141
BK23,West Brighton,538,223,134,131,0,27,66,79,89,81,34,60,0,27,215,150
BK25,Homecrest,1444,260,424,157,34,63,175,116,143,94,154,86,0,48,514,155
BK26,Gravesend,422,161,106,85,0,36,111,90,53,58,0,36,0,36,152,103
BK27,Bath Beach,914,216,239,122,115,82,238,116,52,59,30,45,0,40,240,105
BK28,Bensonhurst West,2180,318,769,205,27,71,250,129,92,93,124,90,11,65,907,206
BK29,Bensonhurst East,1533,272,600,174,69,74,214,104,66,77,145,99,0,51,439,152
BK30,Dyker Heights,1086,223,318,122,52,61,76,76,145,112,103,77,0,51,392,135
BK31,Bay Ridge,2135,329,667,198,111,101,275,135,126,100,342,142,0,66,614,185
BK32,Sunset Park West,1349,226,489,147,88,84,90,81,34,59,35,60,0,49,613,153
BK33,Carroll Gardens-Columbia Street-Red Hook,1771,338,396,170,31,59,202,137,32,62,34,50,0,45,1076,279
BK34,Sunset Park East,1362,243,473,146,61,72,133,89,68,76,155,88,0,59,472,152
BK35,Stuyvesant Heights,4124,377,1420,247,143,85,361,134,207,103,52,67,0,51,1941,281
BK37,Park Slope-Gowanus,2582,392,525,195,134,107,165,121,110,91,123,104,0,58,1525,309
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1948,272,253,117,71,64,192,81,77,76,28,53,0,42,1327,239
BK40,Windsor Terrace,520,184,115,98,34,47,70,62,80,85,23,46,0,32,198,112
BK41,Kensington-Ocean Parkway,523,190,260,124,91,110,38,59,0,40,56,64,0,40,78,83
BK42,Flatbush,2679,375,1517,294,360,150,155,108,100,97,92,82,7,68,448,163
BK43,Midwood,1326,265,284,130,53,65,57,65,135,107,250,126,0,51,547,183
BK44,Madison,854,211,135,94,13,49,149,105,25,52,40,64,0,46,492,169
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,1091,238,127,91,28,70,85,84,47,75,179,117,0,55,625,186
BK46,Ocean Parkway South,592,171,178,107,50,54,53,58,36,57,71,62,0,36,204,102
BK50,Canarsie,2131,294,507,157,331,141,257,122,71,84,36,73,0,70,929,193
BK58,Flatlands,1403,239,268,116,19,64,276,122,43,68,138,100,0,62,659,177
BK60,Prospect Lefferts Gardens-Wingate,2073,323,845,224,232,110,146,105,62,76,62,77,0,58,726,198
BK61,Crown Heights North,5184,468,1918,301,454,165,364,139,393,151,173,112,9,67,1873,301
BK63,Crown Heights South,968,217,265,120,217,118,60,66,19,48,87,63,0,40,320,135
BK64,Prospect Heights,877,231,491,196,26,40,104,97,8,33,15,38,0,32,233,112
BK68,Fort Greene,1548,274,426,156,23,51,132,81,25,53,100,99,0,38,842,212
BK69,Clinton Hill,2069,295,916,207,142,93,49,65,78,79,75,75,0,40,809,197
