area_id,area_name,b12005001,b12005001_moe,b12005002,b12005002_moe,b12005003,b12005003_moe,b12005004,b12005004_moe,b12005005,b12005005_moe,b12005006,b12005006_moe,b12005007,b12005007_moe,b12005008,b12005008_moe,b12005009,b12005009_moe,b12005010,b12005010_moe,b12005011,b12005011_moe,b12005012,b12005012_moe,b12005013,b12005013_moe,b12005014,b12005014_moe,b12005015,b12005015_moe,b12005016,b12005016_moe
BK99,park-cemetery-etc-Brooklyn,318,158,213,122,205,121,8,40,16,45,16,45,0,40,0,40,0,40,0,40,28,46,11,40,17,46,61,94,54,94,7,40
BX01,Claremont-Bathgate,22945,969,13424,821,10481,810,2943,480,5101,618,2005,366,3096,520,1450,282,922,238,528,168,1038,222,824,199,214,94,1932,298,1197,232,735,188
BX03,Eastchester-Edenwald-Baychester,28917,1387,14455,1006,9396,829,5059,743,9390,880,3656,601,5734,715,1409,295,717,237,692,204,1500,276,807,187,693,201,2163,388,1021,246,1142,318
BX05,Bedford Park-Fordham North,40043,1536,20567,1183,12719,923,7848,939,11592,1003,3493,556,8099,842,2295,369,914,224,1381,313,1622,301,820,202,802,231,3967,481,1938,359,2029,347
BX06,Belmont,19757,1008,11859,806,9024,760,2835,519,4265,648,1327,329,2938,543,1467,306,710,220,757,235,833,198,441,147,392,138,1333,271,622,183,711,214
BX07,Bronxdale,27540,1180,12519,870,8652,684,3867,680,8807,938,3103,464,5704,855,1416,303,756,208,660,223,1823,283,1126,221,697,188,2975,400,1721,295,1254,273
BX08,West Farms-Bronx River,27129,1292,13184,1009,8172,767,5012,823,8792,942,3403,517,5389,807,1257,267,468,145,789,221,1431,255,898,197,533,187,2465,340,1562,280,903,215
BX09,Soundview-Castle Hill-Clason Point-Harding Park,43228,1598,21876,1309,18829,1197,3047,537,11736,970,6637,723,5099,696,2593,392,1761,330,832,218,2795,374,2193,330,602,208,4228,469,3061,419,1167,241
BX10,Pelham Bay-Country Club-City Island,22755,1109,8606,850,7597,785,1009,308,8689,821,6210,737,2479,483,674,209,386,157,288,148,2115,303,1590,256,525,181,2671,408,2201,357,470,204
BX13,Co-op City,37859,1442,15352,1143,12457,1088,2895,641,12153,1158,8083,1001,4070,709,2273,503,1543,434,730,269,3217,456,2456,388,761,294,4864,654,3402,596,1462,321
BX14,East Concourse-Concourse Village,49322,1714,24616,1331,16732,1169,7884,956,13399,1053,4135,601,9264,934,3899,530,1886,385,2013,383,2601,351,1751,276,850,224,4807,575,2252,403,2555,425
BX17,East Tremont,31353,1304,17113,1072,13076,924,4037,788,6767,738,2359,412,4408,635,2610,401,1451,280,1159,319,1699,265,970,194,729,192,3164,390,1596,270,1568,297
BX22,North Riverdale-Fieldston-Riverdale,22767,922,8870,732,7827,684,1043,262,9096,647,6109,560,2987,400,474,154,219,98,255,123,2204,287,1678,256,526,146,2123,351,1589,325,534,145
BX26,Highbridge,27576,1052,13390,882,8710,775,4680,619,7367,730,2122,392,5245,632,2539,330,1137,233,1402,270,1287,250,703,179,584,174,2993,392,1177,257,1816,316
BX27,Hunts Point,20246,882,11525,794,8745,697,2780,479,4591,508,2275,374,2316,381,1469,253,800,204,669,176,880,159,635,137,245,98,1781,275,911,195,870,189
BX28,Van Cortlandt Village,39985,1462,18178,1166,12252,987,5926,744,12806,996,4516,612,8290,862,2607,378,829,216,1778,316,2057,346,1137,254,920,215,4337,510,2224,392,2113,341
BX29,Spuyten Duyvil-Kingsbridge,24926,874,8816,640,6813,573,2003,348,10874,705,6460,581,4414,518,955,220,417,138,538,170,2331,288,1590,238,741,172,1950,275,1205,220,745,188
BX30,Kingsbridge Heights,24518,1213,12483,992,7150,803,5333,750,6673,804,1883,383,4790,725,1568,295,546,208,1022,217,1895,298,1144,226,751,204,1899,310,905,198,994,246
BX31,Allerton-Pelham Gardens,27125,1152,10025,730,7838,661,2187,411,11588,789,5161,523,6427,679,1002,248,560,176,442,182,2484,313,1514,232,970,215,2026,303,1350,254,676,176
BX33,Longwood,18501,980,10070,743,7687,679,2383,444,4509,624,1657,331,2852,563,1161,232,732,181,429,158,837,185,424,136,413,136,1924,285,928,192,996,225
BX34,Melrose South-Mott Haven North,27901,1204,14989,1106,10101,928,4888,819,6974,797,3014,488,3960,642,1908,321,1027,238,881,234,1499,320,994,275,505,172,2531,344,1416,265,1115,268
BX35,Morrisania-Melrose,28686,1161,15882,969,11995,843,3887,623,6869,752,2641,447,4228,624,1745,285,1090,233,655,177,1622,261,1054,214,568,156,2568,345,1323,250,1245,268
BX36,University Heights-Morris Heights,41481,1482,22018,1199,14099,1053,7919,915,11056,973,3019,520,8037,837,2716,375,1086,219,1630,311,1375,246,926,197,449,155,4316,492,1934,339,2382,371
BX37,Van Nest-Morris Park-Westchester Square,23592,1030,10426,781,7871,699,2555,428,8820,680,4273,476,4547,546,844,228,380,124,464,196,1503,241,1000,192,503,154,1999,290,1444,265,555,157
BX39,Mott Haven-Port Morris,39442,1394,22595,1198,16280,1021,6315,820,9144,784,4272,525,4872,624,2400,341,1346,257,1054,228,2032,280,1620,249,412,139,3271,391,2092,305,1179,259
BX40,Fordham South,18863,1072,11303,899,7215,782,4088,695,4423,627,868,246,3555,613,980,222,430,162,550,173,659,204,360,148,299,140,1498,318,756,258,742,203
BX41,Mount Hope,40263,1419,20984,1145,12426,901,8558,906,11138,904,2551,399,8587,821,2942,362,1055,223,1887,302,1571,258,723,174,848,201,3628,404,1347,253,2281,332
BX43,Norwood,31135,1414,15399,1058,9823,815,5576,922,9796,1007,3070,538,6726,927,1450,311,772,229,678,208,1492,285,809,179,683,215,2998,480,1542,336,1456,337
BX44,Williamsbridge-Olinville,47587,1511,22871,1132,15461,995,7410,704,14283,968,4553,545,9730,813,2810,363,1296,240,1514,273,2862,350,1620,255,1242,248,4761,439,1898,276,2863,351
BX46,Parkchester,24273,919,10216,745,7458,717,2758,502,8240,823,3913,577,4327,617,1135,258,769,213,366,145,1427,321,992,289,435,169,3255,471,1997,365,1258,316
BX49,Pelham Parkway,24786,988,9733,797,6628,659,3105,562,10467,824,3894,541,6573,716,760,192,535,168,225,101,1747,289,1167,242,580,180,2079,382,1241,295,838,229
BX52,Schuylerville-Throgs Neck-Edgewater Park,37844,1338,14923,991,13588,976,1335,359,15665,1051,11096,883,4569,708,1330,293,1082,273,248,116,2880,366,2338,334,542,150,3046,417,2500,369,546,210
BX55,Soundview-Bruckner,27375,1210,13512,943,8354,749,5158,789,8190,758,2624,443,5566,666,1353,283,621,180,732,223,1402,242,746,175,656,181,2918,388,1673,305,1245,251
BX59,Westchester-Unionport,21461,1069,10529,851,7987,731,2542,599,6966,721,2845,458,4121,566,1128,234,804,212,324,146,1049,198,689,150,360,127,1789,287,1121,220,668,215
BX62,Woodlawn-Wakefield,37172,1284,16768,1015,10921,885,5847,629,13054,887,4379,550,8675,792,1466,273,610,182,856,197,2493,344,1086,218,1407,288,3391,424,1465,295,1926,329
BX63,West Concourse,29389,1168,14321,1019,8064,748,6257,795,9037,814,1924,405,7113,761,2056,420,587,225,1469,343,1278,269,528,165,750,228,2697,418,854,209,1843,385
BX75,Crotona Park East,14605,750,7165,634,4979,541,2186,431,3799,495,1312,281,2487,415,1263,263,448,144,815,226,977,226,401,115,576,203,1401,244,599,159,802,204
BX98,Rikers Island,9741,583,8215,496,7065,447,1150,185,1225,193,866,165,359,90,103,64,91,62,12,16,50,33,50,33,0,17,148,64,124,60,24,23
BX99,park-cemetery-etc-Bronx,1042,199,381,125,293,115,88,63,334,122,86,62,248,112,131,75,72,63,59,54,36,38,36,38,0,32,160,96,45,50,115,87
MN01,Marble Hill-Inwood,41143,1718,18591,1527,11228,963,7363,1302,12401,1040,3641,542,8760,904,2825,481,609,184,2216,443,1781,319,642,191,1139,271,5545,607,1854,347,3691,535
MN03,Central Harlem North-Polo Grounds,64442,1837,36725,1608,30530,1501,6195,847,14031,1203,8033,890,5998,800,3417,480,2362,412,1055,267,4483,460,3862,438,621,189,5786,582,3798,449,1988,407
MN04,Hamilton Heights,42718,1648,23611,1470,17005,1271,6606,840,10353,1002,3855,576,6498,823,2350,406,802,240,1548,333,2084,314,1144,226,940,228,4320,578,1954,370,2366,446
MN06,Manhattanville,19665,1010,10827,866,7385,754,3442,609,5070,597,1599,324,3471,507,1138,254,429,139,709,205,1007,242,460,151,547,191,1623,321,617,195,1006,258
MN09,Morningside Heights,49611,2052,30615,1942,23249,1751,7366,885,12806,1025,7175,729,5631,685,1296,349,574,203,722,288,1916,318,1227,237,689,214,2978,408,2079,343,899,210
MN11,Central Harlem South,38037,1298,21874,1141,18305,1077,3569,496,9563,778,5383,591,4180,521,1808,330,1117,252,691,224,1713,283,1308,234,405,173,3079,417,1999,306,1080,262
MN12,Upper West Side,117363,2411,50699,2160,41909,2082,8790,865,46236,1898,33867,1580,12369,1114,2495,458,1414,329,1081,330,5982,607,4108,496,1874,367,11951,892,8379,717,3572,564
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,63498,1597,37367,1488,29950,1413,7417,782,17466,1252,12041,1049,5425,634,1349,323,805,240,544,216,1674,288,1324,257,350,150,5642,576,4115,506,1527,298
MN14,Lincoln Square,52260,1795,22336,1599,18922,1583,3414,476,22093,1412,15209,1271,6884,797,501,184,380,155,121,101,2354,369,1879,335,475,163,4976,624,3854,561,1122,295
MN15,Clinton,40470,1295,24784,1188,19310,1080,5474,668,9422,961,5085,704,4337,648,990,268,565,203,425,165,1249,248,711,196,538,176,4025,534,2778,451,1247,286
MN17,Midtown-Midtown South,26661,1050,14657,1021,10690,947,3967,492,8939,769,5751,642,3188,449,335,142,233,129,102,76,641,178,393,152,248,101,2089,322,1203,251,886,209
MN19,Turtle Bay-East Midtown,44948,1510,20600,1154,16117,1082,4483,614,17567,1175,11867,1013,5700,706,313,116,230,98,83,67,1884,323,1355,265,529,182,4584,582,3380,531,1204,276
MN20,Murray Hill-Kips Bay,45698,1739,27498,1626,22964,1520,4534,775,13202,1067,8778,905,4424,643,423,172,263,141,160,98,1326,278,805,236,521,171,3249,473,2150,357,1099,292
MN21,Gramercy,24652,1209,15897,1199,13236,1083,2661,445,6215,789,4855,717,1360,298,284,149,109,70,175,130,555,153,426,137,129,77,1701,322,1297,291,404,155
MN22,East Village,41517,1836,27583,1896,22608,1510,4975,864,8622,918,5131,697,3491,548,569,182,343,136,226,120,1594,333,1069,290,525,183,3149,475,2079,373,1070,282
MN23,West Village,61943,1739,35427,1613,29971,1510,5456,688,18876,1307,13734,1077,5142,742,589,190,483,175,106,86,1906,303,1399,270,507,174,5145,551,4184,490,961,264
MN24,SoHo-TriBeCa-Civic Center-Little Italy,35365,1417,17973,1222,14590,1140,3383,481,13062,986,7787,713,5275,688,591,196,285,135,306,132,1382,257,607,173,775,202,2357,345,1731,298,626,162
MN25,Battery Park City-Lower Manhattan,32982,1233,16295,1124,12196,1017,4099,558,12932,1108,7693,842,5239,793,361,175,217,146,144,103,1134,253,628,176,506,177,2260,394,1625,349,635,201
MN27,Chinatown,41115,1494,16953,1042,11165,854,5788,677,17335,1205,2444,423,14891,1170,1028,234,517,168,511,160,2938,381,537,161,2401,360,2861,419,1122,254,1739,330
MN28,Lower East Side,64771,1690,29375,1418,24374,1369,5001,635,21593,1194,9200,831,12393,1041,2484,423,1563,326,921,249,5075,506,3003,406,2072,320,6244,629,4099,512,2145,393
MN31,Lenox Hill-Roosevelt Island,72067,2104,33160,1699,25829,1533,7331,912,28711,1679,19140,1457,9571,969,1095,344,631,219,464,240,2959,510,1940,365,1019,348,6142,715,4259,581,1883,416
MN32,Yorkville,69302,1719,31295,1528,26188,1409,5107,726,27651,1619,19347,1339,8304,942,1186,269,703,199,483,180,3477,517,2236,376,1241,395,5693,680,4415,646,1278,302
MN33,East Harlem South,50260,1645,26065,1423,19460,1211,6605,859,13366,1023,6938,720,6428,802,1887,328,1204,262,683,205,3654,394,2838,349,816,216,5288,614,3537,523,1751,362
MN34,East Harlem North,47866,1650,27184,1460,21653,1246,5531,913,10503,966,4668,642,5835,793,2221,368,1451,277,770,248,3337,437,2770,395,567,180,4621,495,3266,431,1355,287
MN35,Washington Heights North,60497,1880,27476,1431,18189,1124,9287,1006,19457,1343,6568,652,12889,1160,3415,563,528,184,2887,532,3168,431,958,234,2210,366,6981,681,2478,407,4503,553
MN36,Washington Heights South,76393,2366,37852,1862,22240,1355,15612,1602,20645,1345,5405,686,15240,1231,4812,611,1224,302,3588,536,4256,550,1173,264,3083,516,8828,843,2214,379,6614,743
MN40,Upper East Side-Carnegie Hill,49735,1407,14149,947,12107,874,2042,392,27974,1281,22329,1157,5645,615,553,172,344,139,209,105,3062,373,2481,335,581,164,3997,463,3115,392,882,244
MN50,Stuyvesant Town-Cooper Village,20135,1002,10808,982,9082,1055,1726,533,6271,808,4539,694,1732,481,217,145,165,113,52,85,1344,346,905,216,439,279,1495,313,1147,247,348,181
MN99,park-cemetery-etc-Manhattan,1480,509,1181,480,1071,444,110,74,136,92,116,86,20,38,34,45,34,45,0,32,25,49,25,49,0,32,104,64,85,64,19,40
QN01,South Jamaica,28818,1198,13612,903,10033,798,3579,479,9162,754,3474,482,5688,640,1411,261,704,169,707,209,2049,280,1381,243,668,174,2584,337,1324,237,1260,263
QN02,Springfield Gardens North,21800,1175,10058,907,7970,934,2088,451,6236,847,3337,651,2899,569,967,263,410,184,557,200,2072,364,1269,276,803,258,2467,424,1555,369,912,264
QN03,Springfield Gardens South-Brookville,15646,864,6999,583,4640,543,2359,451,5655,564,2361,383,3294,473,653,219,294,132,359,137,882,172,444,116,438,136,1457,267,677,192,780,188
QN05,Rosedale,21960,1000,9454,733,6085,622,3369,492,8451,708,2497,440,5954,630,910,255,252,139,658,219,1248,226,611,154,637,174,1897,399,546,171,1351,368
QN06,Jamaica Estates-Holliswood,21423,777,6797,630,4408,539,2389,428,10696,687,3558,508,7138,637,591,158,292,114,299,111,1368,242,882,211,486,131,1971,386,620,194,1351,346
QN07,Hollis,18139,831,7916,669,5156,554,2760,515,6501,550,1793,297,4708,487,871,207,280,112,591,176,1180,190,641,150,539,137,1671,300,646,173,1025,255
QN08,St. Albans,41574,1286,18043,916,12767,802,5276,564,14173,871,6180,620,7993,732,2008,313,1086,246,922,215,3113,340,2256,284,857,201,4237,429,2030,278,2207,349
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,24187,951,7314,640,6687,607,627,241,12323,759,10247,710,2076,418,453,164,355,149,98,72,1929,263,1509,230,420,151,2168,302,1629,265,539,181
QN12,Hammels-Arverne-Edgemere,27105,1143,13099,931,10638,822,2461,464,8103,760,4161,581,3942,598,1401,277,980,223,421,162,1863,291,1385,261,478,145,2639,342,1540,264,1099,238
QN15,Far Rockaway-Bayswater,37891,1503,16655,1132,11836,970,4819,776,13445,1018,5820,590,7625,834,1913,377,948,305,965,237,2801,361,1249,245,1552,293,3077,414,1460,290,1617,327
QN17,Forest Hills,72379,1495,21859,1101,13792,902,8067,740,37661,1462,13520,985,24141,1255,1417,287,524,199,893,229,5535,493,2290,337,3245,390,5907,560,2984,416,2923,374
QN18,Rego Park,23706,765,7582,553,4220,476,3362,414,11925,776,3200,467,8725,708,465,145,141,77,324,127,1637,257,471,146,1166,235,2097,306,749,194,1348,245
QN19,Glendale,26086,1004,8657,676,6790,622,1867,338,12677,783,7154,624,5523,612,632,176,435,148,197,100,2072,278,1300,227,772,186,2048,298,1253,231,795,192
QN20,Ridgewood,56287,1488,22733,1187,13966,939,8767,889,24850,1280,7982,711,16868,1115,1514,256,670,170,844,201,3093,343,1493,245,1600,264,4097,442,2105,310,1992,312
QN21,Middle Village,33085,1040,9894,705,7967,597,1927,390,17546,827,9635,656,7911,726,557,159,221,99,336,130,2784,315,1625,232,1159,210,2304,293,1569,252,735,168
QN22,Flushing,60572,1867,19105,1200,7007,754,12098,1056,30980,1399,3717,527,27263,1399,1792,329,455,157,1337,282,4105,445,1134,223,2971,396,4590,571,1165,274,3425,506
QN23,College Point,19882,1027,6685,649,4642,552,2043,389,9628,828,2865,409,6763,741,462,152,204,95,258,119,1352,213,879,161,473,160,1755,322,910,214,845,231
QN25,Corona,43074,1670,17504,1227,7011,732,10493,1094,17493,1106,2896,507,14597,1081,1908,347,460,218,1448,281,2316,344,735,205,1581,286,3853,480,1084,258,2769,417
QN26,North Corona,39696,1942,18912,1372,3947,550,14965,1367,15684,1078,1121,267,14563,1055,1668,317,94,77,1574,312,1005,222,216,76,789,214,2427,405,340,126,2087,380
QN27,East Elmhurst,18567,1015,8378,716,4051,533,4327,569,6729,639,1244,282,5485,595,951,217,282,117,669,185,941,189,466,116,475,161,1568,284,541,146,1027,245
QN28,Jackson Heights,88554,2263,35793,1680,15703,1043,20090,1469,38571,1566,6138,703,32433,1537,2496,432,615,213,1881,379,4679,485,1332,241,3347,422,7015,668,1694,326,5321,592
QN29,Elmhurst,71128,2082,29992,1762,9112,935,20880,1525,30694,1357,2289,392,28405,1308,2262,393,249,172,2013,361,3374,406,420,129,2954,387,4806,567,947,308,3859,496
QN30,Maspeth,22950,859,7683,544,5219,444,2464,343,11520,663,4821,470,6699,564,559,137,324,102,235,93,1432,203,1039,182,393,107,1756,256,978,189,778,188
QN31,Hunters Point-Sunnyside-West Maspeth,52733,1492,21831,1214,12343,927,9488,927,22260,1157,6663,672,15597,1024,1605,292,509,177,1096,239,2345,333,703,171,1642,295,4692,525,1701,297,2991,432
QN33,Cambria Heights,17610,773,6573,610,4704,494,1869,369,7316,506,2756,348,4560,482,590,144,325,110,265,101,1419,213,831,165,588,145,1712,246,938,189,774,179
QN34,Queens Village,48039,1374,18018,911,11360,745,6658,674,21940,927,5171,549,16769,900,1427,258,500,151,927,214,2736,330,1132,208,1604,278,3918,404,1217,222,2701,370
QN35,Briarwood-Jamaica Hills,32871,1191,12044,897,6917,660,5127,672,15971,955,3503,481,12468,862,733,208,203,109,530,177,1874,298,616,169,1258,247,2249,331,934,210,1315,276
QN37,Kew Gardens Hills,28889,1078,9295,803,6786,748,2509,410,14810,880,6502,629,8308,730,554,191,195,101,359,156,2168,360,874,211,1294,291,2062,322,1195,250,867,216
