area_id,area_name,b07011001,b07011001_moe,b07011002,b07011002_moe,b07011003,b07011003_moe,b07011004,b07011004_moe,b07011005,b07011005_moe,b07011006,b07011006_moe
BX26,Highbridge,29000,4294,30496,7050,14819,22557,44031,40801,47302,8777,54408,2396
BX27,Hunts Point,28734,2709,31201,4374,19688,7499,28956,30392,39457,15749,12167,36434
BX28,Van Cortlandt Village,40242,6051,40988,6032,45125,20722,50884,54207,31789,50105,44903,33559
BX29,Spuyten Duyvil-Kingsbridge,81820,10123,80685,16242,78273,31185,64963,35858,137957,54829,130213,195630
BX30,Kingsbridge Heights,15692,1812,16326,3489,13686,4823,20215,12559,15682,9819,10907,9217
BX33,Longwood,17207,3173,17373,3769,18274,5309,13229,15906,6875,5330,37857,57946
BX37,Van Nest-Morris Park-Westchester Square,20633,4028,20015,3777,12153,75734,32721,18857,55298,56896,14609,5471
BX40,Fordham South,31798,3289,34060,3140,17794,4273,26945,33313,26477,75487,11955,28342
BX41,Mount Hope,14685,2345,14192,2714,14011,3162,16500,27871,28516,7082,17396,286
BX43,Norwood,43863,5406,43118,5173,66397,30560,63978,59935,41007,61835,58458,39467
BX49,Pelham Parkway,61177,9845,57411,9789,65563,56416,68869,56454,74018,50566,101779,36601
BX52,Schuylerville-Throgs Neck-Edgewater Park,28109,6926,30273,9248,31702,5076,6250,152935,4808,34794,5125,7820
BX62,Woodlawn-Wakefield,25506,4672,24858,5259,50125,48959,58000,9681,42986,10491,14792,52408
BX63,West Concourse,17765,1736,18251,1431,15083,12409,6779,3675,23367,24754,6413,25069
MN01,Marble Hill-Inwood,41417,8920,40469,9757,63691,23358,59189,72955,61830,61917,18413,47569
MN03,Central Harlem North-Polo Grounds,104793,12847,104595,15582,128324,37723,110073,251186,116867,84228,206458,135170
MN04,Hamilton Heights,69783,11118,75471,10913,77879,43835,74028,115865,56780,22044,30391,110523
MN09,Morningside Heights,190153,18936,233390,25157,154085,59432,108251,65780,96682,32241,102273,152998
MN11,Central Harlem South,96301,14013,97025,13873,131140,182294,68208,82366,102617,63963,50424,36075
MN12,Upper West Side,803207,35532,810850,40413,937794,230258,954194,495885,789944,264592,868270,446847
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,559321,41084,554736,45361,713918,152458,533671,267457,457289,123878,442602,302593
MN14,Lincoln Square,379135,37823,399404,39037,392947,174943,317447,253156,218406,62008,646047,372172
MN15,Clinton,314214,25875,307987,39143,372340,95341,298865,179554,314646,104342,395936,146275
MN17,Midtown-Midtown South,547799,82601,556394,183423,675112,144825,518771,298626,316010,160037,350809,242357
MN19,Turtle Bay-East Midtown,390188,29952,398489,21867,417444,120939,503632,323398,281869,53911,416122,257190
MN20,Murray Hill-Kips Bay,355412,23458,367694,28489,353330,48057,287477,48745,299902,104396,328390,222579
MN21,Gramercy,200667,18943,201846,26547,223135,46477,103636,126265,213286,79453,149705,168753
MN22,East Village,298697,23746,339064,31356,314740,63619,165454,77749,170852,107401,242776,205674
MN23,West Village,729769,39793,756725,46522,805049,233638,563363,159527,617810,334953,617060,333443
MN24,SoHo-TriBeCa-Civic Center-Little Italy,252315,28370,252574,37255,404458,92556,228054,53351,225632,80101,242276,171782
MN25,Battery Park City-Lower Manhattan,466521,32567,512584,40206,428122,87574,399209,390602,364102,86258,414111,273291
MN27,Chinatown,96616,9373,94147,11062,123511,54881,108711,76077,192228,72910,148393,55173
MN28,Lower East Side,124639,11504,116348,11933,116417,63662,172089,155953,356424,97970,176775,159529
MN31,Lenox Hill-Roosevelt Island,458976,16404,471725,21594,440820,51122,346831,187989,385310,242188,397818,215822
MN32,Yorkville,431332,19962,444772,24977,469103,92251,318370,151709,337741,90758,524848,313663
MN33,East Harlem South,149598,12461,159049,13463,240092,85700,55170,52683,176136,120902,138860,469658
MN34,East Harlem North,42172,5261,40809,4960,40154,18885,47488,32059,215930,136336,217822,230234
MN35,Washington Heights North,107008,11600,106725,12264,85086,24577,170680,155298,240591,154364,49567,147659
MN36,Washington Heights South,135196,8797,138583,9983,147300,56070,166730,51200,132423,51588,88364,89987
MN40,Upper East Side-Carnegie Hill,342871,20834,347463,28684,337217,196646,296123,253608,256915,180461,286914,309110
MN50,Stuyvesant Town-Cooper Village,57541,5834,61039,6214,51528,26132,51875,45282,36412,14436,6911,19148
QN01,South Jamaica,24328,6049,24867,8072,19063,16368,31632,9383,2813,2107,4875,3480
QN05,Rosedale,40105,2868,40893,3174,28750,27337,39479,15169,30893,1517,15536,21155
QN06,Jamaica Estates-Holliswood,33333,10723,30398,9307,159107,152807,18333,27857,50926,35877,21250,40979
QN15,Far Rockaway-Bayswater,22577,3402,23527,3557,21500,4935,16196,44038,6632,1635,55217,17632
QN17,Forest Hills,141426,13600,141383,19248,154218,63568,312920,182674,136995,98213,181994,118106
QN19,Glendale,31737,4136,32140,3861,92589,47442,34712,16931,20956,9581,16250,30022
QN20,Ridgewood,57424,5992,57921,8421,54958,29504,84077,50413,76625,65663,33167,15274
QN22,Flushing,106108,8901,107863,8357,87113,37860,141959,59613,207941,43324,177675,101944
QN28,Jackson Heights,79651,8480,81088,9747,80200,24823,100707,22119,49896,49783,131917,110526
QN31,Hunters Point-Sunnyside-West Maspeth,150437,7917,147968,8656,199289,97358,171247,81831,211717,72264,97986,64220
QN35,Briarwood-Jamaica Hills,40502,5711,40602,6894,24107,21701,40446,37619,48607,21545,53951,9721
QN42,Oakland Gardens,30141,11930,29821,11233,32500,32024,84055,41835,33719,59702,5000,2049
QN46,Bayside-Bayside Hills,59781,8410,60875,7994,53298,98108,57375,43477,55156,58298,32651,3530
QN47,Ft. Totten-Bay Terrace-Clearview,44361,6968,40092,10259,57639,12640,50570,16525,27422,593029,61552,41291
QN48,Auburndale,37755,5490,37336,5125,73250,29286,50750,46664,21103,4250,210781,172328
QN51,Murray Hill,19594,3703,19359,4618,30962,8486,11961,744,29318,49941,11467,6677
QN54,Richmond Hill,20420,1881,20244,3136,26602,9245,42684,7724,18234,1201,15089,6032
QN56,Ozone Park,23845,5114,25000,5933,21667,6200,35875,31285,12321,198707,3611,597
QN60,Kew Gardens,38933,8771,37561,9040,49839,2772,46546,142316,14087,35095,140500,81759
QN61,Jamaica,39470,3557,40589,4102,33869,39142,37381,28043,39201,21474,10762,3416
QN63,Woodside,57546,5991,58806,5666,40491,19791,72631,41956,49152,62422,24297,106203
QN66,Laurelton,31054,4194,30625,5685,30938,14264,36250,11802,21845,79376,35526,28575
QN70,Astoria,186644,14368,184444,14269,183761,72674,220188,40355,281619,143406,169726,95069
QN71,Old Astoria,30632,2514,29783,3530,67813,56368,41691,12001,16406,10832,9875,4933
QN72,Steinway,134791,16006,135751,15194,166694,74621,201460,77442,101102,28946,142477,79115
SI05,New Springville-Bloomfield-Travis,47540,7188,50467,5963,43574,2780,13625,3641,6750,107795,76806,48267
SI32,Rossville-Woodrow,49057,4106,49182,4393,50431,15748,37448,20466,53625,22268,43672,487
