area_id,area_name,c27007001,c27007001_moe,c27007002,c27007002_moe,c27007003,c27007003_moe,c27007004,c27007004_moe,c27007005,c27007005_moe,c27007006,c27007006_moe,c27007007,c27007007_moe,c27007008,c27007008_moe,c27007009,c27007009_moe,c27007010,c27007010_moe,c27007011,c27007011_moe,c27007012,c27007012_moe,c27007013,c27007013_moe,c27007014,c27007014_moe,c27007015,c27007015_moe,c27007016,c27007016_moe,c27007017,c27007017_moe,c27007018,c27007018_moe,c27007019,c27007019_moe,c27007020,c27007020_moe,c27007021,c27007021_moe
BK09,Brooklyn Heights-Cobble Hill,23498,1176,11805,792,1575,318,141,83,1434,309,8901,619,220,98,8681,612,1329,226,150,105,1179,200,11693,644,1431,222,40,42,1391,218,8710,519,251,111,8459,507,1552,275,107,55,1445,272
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,61288,1616,28604,1040,5832,618,2025,424,3807,468,18282,762,2882,421,15400,733,4490,365,1522,247,2968,291,32684,1097,5452,579,1603,355,3849,498,20510,766,4292,484,16218,748,6722,462,2449,334,4273,356
BK19,Brighton Beach,31530,1324,14441,819,2612,394,1020,254,1592,351,9360,609,1758,296,7602,567,2469,271,1539,220,930,182,17089,793,2642,418,974,260,1668,353,10148,604,2181,340,7967,582,4299,339,2891,311,1408,231
BK21,Seagate-Coney Island,29406,1273,13579,846,3216,497,1802,389,1414,366,8067,718,2777,529,5290,602,2296,299,1604,271,692,165,15827,793,3239,477,1816,399,1423,326,9227,607,3845,467,5382,531,3361,317,2473,285,888,181
BK23,West Brighton,15410,683,6490,437,661,155,199,100,462,143,3420,411,464,138,2956,399,2409,275,734,188,1675,280,8920,499,626,187,138,79,488,175,4737,474,548,165,4189,460,3557,314,1455,245,2102,283
BK25,Homecrest,41893,1458,20736,892,5126,559,1845,361,3281,464,12627,633,2624,348,10003,577,2983,291,942,175,2041,251,21157,817,5010,548,1758,332,3252,464,12162,532,2416,300,9746,514,3985,312,1510,219,2475,263
BK26,Gravesend,27759,1258,12635,731,2320,423,1193,358,1127,276,7551,548,2045,355,5506,451,2764,319,1001,195,1763,290,15124,795,2883,454,1251,344,1632,369,8764,536,2661,372,6103,449,3477,305,1537,240,1940,268
BK27,Bath Beach,29100,1245,14358,791,3054,422,1261,326,1793,309,9103,620,1922,302,7181,570,2201,261,637,142,1564,224,14742,689,2636,360,1062,225,1574,292,9255,549,2274,372,6981,542,2851,277,1194,206,1657,228
BK28,Bensonhurst West,86412,2161,41776,1354,8782,674,4540,540,4242,478,27587,1076,6939,635,20648,971,5407,418,1678,248,3729,334,44636,1292,9346,730,4682,567,4664,515,27595,895,8196,631,19399,813,7695,502,2809,351,4886,364
BK29,Bensonhurst East,61057,1648,30037,1009,5940,536,2963,411,2977,395,19479,790,4482,468,14997,714,4618,363,1606,222,3012,312,31020,1010,5676,531,2262,405,3414,395,19765,791,5670,554,14095,711,5579,381,2342,253,3237,315
