area_id,area_name,b09010001,b09010001_moe,b09010002,b09010002_moe,b09010003,b09010003_moe,b09010004,b09010004_moe,b09010005,b09010005_moe,b09010006,b09010006_moe,b09010007,b09010007_moe,b09010008,b09010008_moe,b09010009,b09010009_moe,b09010010,b09010010_moe,b09010011,b09010011_moe,b09010012,b09010012_moe,b09010013,b09010013_moe
BK09,Brooklyn Heights-Cobble Hill,2985,422,47,55,47,55,5,31,0,29,42,54,0,29,2938,420,2938,420,2669,407,150,91,119,85,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,11261,846,2815,561,2800,560,1250,334,470,327,1080,384,15,59,8446,776,8446,776,6441,676,533,233,1472,431,0,55
BK19,Brighton Beach,5245,643,1364,337,1364,337,1056,300,134,114,174,123,0,38,3881,607,3848,606,3152,580,272,164,424,188,33,52
BK21,Seagate-Coney Island,6453,766,3306,614,3306,614,1198,429,34,51,2074,488,0,38,3147,578,3147,578,1821,456,100,86,1226,379,0,38
BK23,West Brighton,1287,245,250,120,250,120,100,82,0,27,150,93,0,27,1037,240,1037,240,797,236,23,35,217,124,0,27
BK25,Homecrest,10131,900,1844,439,1825,438,1289,347,43,68,493,268,19,56,8287,842,8279,841,7362,809,242,141,675,284,8,48
BK26,Gravesend,5203,703,2190,559,2190,559,1374,384,10,38,806,416,0,36,3013,511,3002,511,2433,479,43,54,526,221,11,38
BK27,Bath Beach,5690,629,1284,379,1284,379,973,357,81,84,230,131,0,40,4406,559,4406,559,3916,548,45,54,445,171,0,40
BK28,Bensonhurst West,18127,1055,5673,759,5665,759,4511,683,330,183,824,292,8,64,12454,893,12454,893,10581,869,666,247,1207,321,0,64
BK29,Bensonhurst East,11616,804,3537,530,3537,530,2813,496,123,88,601,208,0,51,8079,709,8018,707,6869,677,385,176,764,243,61,89
BK30,Dyker Heights,9291,779,2782,612,2759,609,2082,577,78,81,599,223,23,62,6509,640,6496,640,5617,606,200,174,679,214,13,54
BK31,Bay Ridge,17032,1084,3630,645,3630,645,2179,510,448,264,1003,352,0,66,13402,1016,13353,1017,11431,965,261,135,1661,438,49,74
BK32,Sunset Park West,12821,907,5964,720,5947,720,3064,574,864,354,2019,472,17,55,6857,712,6843,712,4916,648,614,251,1313,350,14,53
BK33,Carroll Gardens-Columbia Street-Red Hook,7662,664,1699,401,1699,401,265,182,260,229,1174,347,0,45,5963,607,5963,607,4118,471,310,182,1535,415,0,45
BK34,Sunset Park East,17667,1107,8051,931,8036,931,5377,821,526,193,2133,473,15,62,9616,846,9536,847,7107,792,886,285,1543,345,80,83
BK35,Stuyvesant Heights,16199,1163,8984,1049,8970,1049,1638,460,339,184,6993,977,14,54,7215,843,7194,841,3026,538,673,232,3495,622,21,57
BK37,Park Slope-Gowanus,12931,917,1286,397,1286,397,645,255,108,119,533,296,0,58,11645,863,11632,863,9470,811,622,241,1540,326,13,60
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,6343,605,2556,523,2542,522,322,149,62,63,2158,513,14,45,3787,445,3787,445,2836,388,116,79,835,245,0,42
BK40,Windsor Terrace,4183,546,480,240,480,240,229,129,40,42,211,203,0,32,3703,528,3694,528,2919,478,227,167,548,224,9,33
BK41,Kensington-Ocean Parkway,9656,883,3431,681,3426,681,2926,651,85,80,415,246,5,39,6225,778,6221,778,5164,750,315,179,742,364,4,40
BK42,Flatbush,25571,1436,10303,1161,10288,1162,5209,892,655,238,4424,769,15,72,15268,1155,15246,1154,9248,1003,1223,344,4775,667,22,70
BK43,Midwood,13301,1035,3052,686,3038,685,2187,631,177,189,674,211,14,54,10249,892,10249,892,9523,871,150,149,576,245,0,51
BK44,Madison,8334,715,1064,292,1064,292,821,273,27,63,216,111,0,46,7270,709,7270,709,6431,709,272,174,567,190,0,46
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,12201,843,1368,385,1368,385,946,349,82,106,340,172,0,55,10833,805,10833,805,8808,822,558,261,1467,379,0,55
BK46,Ocean Parkway South,5557,681,888,349,888,349,819,345,16,42,53,59,0,36,4669,639,4669,639,4315,629,111,98,243,112,0,36
BK50,Canarsie,21204,1110,5157,669,5157,669,1872,440,98,87,3187,527,0,70,16047,991,15984,991,9216,857,1326,366,5442,616,63,90
BK58,Flatlands,16871,939,4771,735,4771,735,1877,465,164,109,2730,557,0,62,12100,791,12012,788,7678,721,912,282,3422,445,88,112
BK60,Prospect Lefferts Gardens-Wingate,15250,1118,5707,814,5687,813,1626,467,461,269,3600,657,20,66,9543,989,9517,991,5075,775,508,217,3934,708,26,67
BK61,Crown Heights North,22622,1278,9913,1034,9861,1032,1886,524,762,344,7213,866,52,87,12709,1064,12709,1064,5071,758,1192,367,6446,767,0,67
BK63,Crown Heights South,11164,974,3844,691,3838,692,2047,556,147,154,1644,430,6,40,7320,887,7293,886,5119,825,556,252,1618,324,27,47
BK64,Prospect Heights,2981,387,549,229,549,229,94,76,99,109,356,192,0,32,2432,380,2432,380,1652,318,292,198,488,185,0,32
BK68,Fort Greene,4642,506,2231,434,2223,433,345,174,131,171,1747,381,8,38,2411,416,2411,416,1279,257,196,191,936,275,0,38
BK69,Clinton Hill,5884,627,2056,458,2056,458,906,316,180,229,970,308,0,40,3828,555,3809,554,2527,502,148,87,1134,263,19,42
BK72,Williamsburg,15676,1186,10862,1174,10846,1174,9702,1127,393,253,751,351,16,40,4814,769,4814,769,4258,718,242,204,314,164,0,36
BK73,North Side-South Side,9027,877,5256,699,5191,693,3300,600,537,302,1354,346,65,111,3771,661,3771,661,2568,552,346,267,857,260,0,48
BK75,Bedford,21515,1134,11992,1010,11932,1007,6107,717,530,295,5295,772,60,102,9523,993,9441,987,5867,841,363,163,3211,542,82,142
BK76,Greenpoint,3301,489,332,177,332,177,214,151,9,43,109,97,0,42,2969,472,2969,472,2450,451,123,75,396,154,0,42
BK77,Bushwick North,15385,1023,9669,983,9669,983,3180,688,1730,481,4759,726,0,54,5716,708,5696,708,3074,588,802,256,1820,381,20,54
BK78,Bushwick South,17790,1115,10159,999,10143,999,3015,591,592,241,6536,863,16,61,7631,827,7491,824,4121,697,620,261,2750,489,140,127
