area_id,area_name,b18101001,b18101001_moe,b18101002,b18101002_moe,b18101003,b18101003_moe,b18101004,b18101004_moe,b18101005,b18101005_moe,b18101006,b18101006_moe,b18101007,b18101007_moe,b18101008,b18101008_moe,b18101009,b18101009_moe,b18101010,b18101010_moe,b18101011,b18101011_moe,b18101012,b18101012_moe,b18101013,b18101013_moe,b18101014,b18101014_moe,b18101015,b18101015_moe,b18101016,b18101016_moe,b18101017,b18101017_moe,b18101018,b18101018_moe,b18101019,b18101019_moe,b18101020,b18101020_moe,b18101021,b18101021_moe,b18101022,b18101022_moe,b18101023,b18101023_moe,b18101024,b18101024_moe,b18101025,b18101025_moe,b18101026,b18101026_moe,b18101027,b18101027_moe,b18101028,b18101028_moe,b18101029,b18101029_moe,b18101030,b18101030_moe,b18101031,b18101031_moe,b18101032,b18101032_moe,b18101033,b18101033_moe,b18101034,b18101034_moe,b18101035,b18101035_moe,b18101036,b18101036_moe,b18101037,b18101037_moe,b18101038,b18101038_moe,b18101039,b18101039_moe
BK09,Brooklyn Heights-Cobble Hill,23498,1176,11805,792,709,162,24,37,685,160,866,252,39,46,827,248,3953,461,170,117,3783,449,4948,433,304,132,4644,421,845,173,103,61,742,167,484,147,171,81,313,120,11693,644,829,177,13,35,816,179,602,176,7,30,595,175,4051,418,174,124,3877,397,4659,404,251,121,4408,394,765,171,168,101,597,148,787,217,344,145,443,157
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,61288,1616,28604,1040,1482,349,22,59,1460,348,4350,497,112,93,4238,492,5822,525,199,89,5623,525,12460,565,1165,236,11295,565,2281,282,611,143,1670,248,2209,269,1415,216,794,173,32684,1097,1657,324,0,55,1657,324,3795,464,57,62,3738,461,6662,543,250,122,6412,535,13848,597,1438,229,12410,587,2956,299,933,180,2023,252,3766,377,2623,328,1143,187
BK19,Brighton Beach,31530,1324,14441,819,845,235,8,38,837,235,1767,298,28,48,1739,293,3586,463,111,69,3475,459,5774,438,487,160,5287,421,1026,187,444,109,582,145,1443,223,1135,210,308,98,17089,793,721,210,0,38,721,210,1921,347,71,67,1850,342,3141,392,10,37,3131,392,7007,442,687,177,6320,438,1745,246,962,175,783,175,2554,288,2225,278,329,112
BK21,Seagate-Coney Island,29406,1273,13579,846,663,195,4,37,659,195,2553,437,258,139,2295,413,3303,541,192,101,3111,534,4764,447,734,208,4030,407,1281,240,491,156,790,186,1015,226,622,190,393,129,15827,793,686,216,0,38,686,216,2553,377,49,51,2504,369,2737,388,80,69,2657,389,6490,419,1215,215,5275,427,1744,270,517,127,1227,250,1617,236,1211,206,406,147
BK23,West Brighton,15410,683,6490,437,94,58,0,27,94,58,567,145,13,31,554,142,796,198,54,57,742,188,2624,353,332,113,2292,348,1364,264,274,118,1090,235,1045,198,554,138,491,143,8920,499,277,165,0,27,277,165,349,139,0,27,349,139,1069,234,70,94,999,235,3668,366,525,148,3143,355,1707,276,622,147,1085,235,1850,266,1365,245,485,160
BK25,Homecrest,41893,1458,20736,892,1205,262,27,63,1178,251,3921,461,164,90,3757,452,4748,480,139,81,4609,476,7879,444,764,187,7115,447,1642,242,396,121,1246,217,1341,196,776,158,565,127,21157,817,1393,262,0,48,1393,262,3617,433,42,53,3575,432,4641,391,30,50,4611,389,7521,422,655,144,6866,418,2117,259,469,122,1648,238,1868,231,1160,196,708,142
BK26,Gravesend,27759,1258,12635,731,635,186,0,36,635,186,1685,334,110,69,1575,330,2827,386,148,71,2679,374,4724,377,627,190,4097,357,1527,284,140,80,1387,275,1237,229,812,196,425,129,15124,795,801,211,0,36,801,211,2082,408,38,42,2044,409,2912,356,100,64,2812,350,5852,390,783,173,5069,389,1976,293,618,158,1358,257,1501,239,1113,214,388,123
BK27,Bath Beach,29100,1245,14358,791,1090,231,0,40,1090,231,1964,360,37,41,1927,360,3578,471,79,58,3499,469,5525,391,545,142,4980,377,1237,203,185,65,1052,190,964,176,461,128,503,130,14742,689,717,194,25,55,692,190,1919,283,20,39,1899,282,3361,386,102,66,3259,375,5894,417,510,126,5384,406,1511,225,364,118,1147,194,1340,206,890,175,450,114
BK28,Bensonhurst West,86412,2161,41776,1354,2373,345,0,64,2373,345,6409,568,106,76,6303,567,10932,848,218,110,10714,834,16655,679,1220,217,15435,660,3018,324,591,142,2427,297,2389,305,1119,226,1270,203,44636,1292,2718,357,0,64,2718,357,6628,612,89,75,6539,607,10816,670,254,121,10562,667,16779,635,1367,220,15412,630,3837,342,1006,185,2831,295,3858,397,2162,322,1696,243
BK29,Bensonhurst East,61057,1648,30037,1009,1672,305,0,51,1672,305,4268,441,53,55,4215,442,7184,616,97,64,7087,611,12295,565,813,171,11482,562,2595,293,508,119,2087,269,2023,261,981,183,1042,197,31020,1010,1655,283,0,51,1655,283,4021,461,92,67,3929,459,7251,563,116,74,7135,558,12514,598,984,177,11530,593,2828,291,654,133,2174,269,2751,280,1676,222,1075,182
