area_id,area_name,c27016001,c27016001_moe,c27016002,c27016002_moe,c27016003,c27016003_moe,c27016004,c27016004_moe,c27016005,c27016005_moe,c27016006,c27016006_moe,c27016007,c27016007_moe,c27016008,c27016008_moe,c27016009,c27016009_moe,c27016010,c27016010_moe,c27016011,c27016011_moe,c27016012,c27016012_moe,c27016013,c27016013_moe,c27016014,c27016014_moe,c27016015,c27016015_moe,c27016016,c27016016_moe,c27016017,c27016017_moe,c27016018,c27016018_moe,c27016019,c27016019_moe,c27016020,c27016020_moe,c27016021,c27016021_moe,c27016022,c27016022_moe,c27016023,c27016023_moe,c27016024,c27016024_moe,c27016025,c27016025_moe,c27016026,c27016026_moe,c27016027,c27016027_moe,c27016028,c27016028_moe,c27016029,c27016029_moe,c27016030,c27016030_moe,c27016031,c27016031_moe,c27016032,c27016032_moe,c27016033,c27016033_moe,c27016034,c27016034_moe,c27016035,c27016035_moe,c27016036,c27016036_moe,c27016037,c27016037_moe,c27016038,c27016038_moe,c27016039,c27016039_moe,c27016040,c27016040_moe,c27016041,c27016041_moe
BK34,Sunset Park East,70985,2035,33905,2062,10240,984,9632,938,608,239,20850,1346,13753,1085,7097,832,2815,370,2646,360,169,107,12090,1399,3190,534,3047,532,143,101,8049,999,5211,778,2838,563,851,224,728,198,123,115,15390,1441,2731,459,2567,448,164,119,11571,1137,8181,891,3390,611,1088,234,1080,234,8,58,9600,1077,1047,254,995,245,52,84,7548,854,6002,703,1546,432,1005,234,921,225,84,99
BK35,Stuyvesant Heights,63988,2067,23911,1720,8011,990,7512,928,499,293,13309,961,10513,810,2796,518,2591,338,2532,331,59,66,6635,931,1565,377,1488,370,77,86,4167,624,2949,496,1218,353,903,194,903,194,0,51,19081,1663,4239,672,3913,642,326,160,13292,1109,10431,950,2861,472,1550,271,1520,269,30,60,14361,1317,2194,408,2128,403,66,74,11001,971,9753,874,1248,299,1166,228,1166,228,0,51
BK37,Park Slope-Gowanus,72593,1867,8093,960,1445,408,1364,407,81,99,5468,656,3447,480,2021,417,1180,229,1171,228,9,58,3293,599,484,205,484,205,0,58,2394,442,1813,406,581,166,415,133,415,133,0,58,14616,1282,2143,454,1979,439,164,121,11021,963,8279,767,2742,514,1452,318,1401,313,51,88,46591,1771,8817,756,8770,756,47,65,34830,1265,33201,1219,1629,332,2944,355,2920,353,24,68
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,34501,1222,9286,962,2183,499,2025,490,158,144,5882,639,4808,555,1074,273,1221,270,1172,268,49,54,3394,672,816,298,777,298,39,57,2120,416,1671,374,449,146,458,140,458,140,0,42,5116,677,684,182,616,176,68,61,3865,551,3109,485,756,216,567,156,567,156,0,42,16705,1028,2585,347,2517,349,68,78,13363,803,12675,789,688,214,757,162,749,162,8,42
BK40,Windsor Terrace,22554,968,3476,738,837,377,781,366,56,93,2019,419,1442,354,577,214,620,144,606,144,14,37,981,260,132,77,107,65,25,50,516,160,293,106,223,112,333,130,333,130,0,32,4863,706,811,271,811,271,0,32,3390,515,3070,508,320,123,662,185,662,185,0,32,13234,895,2394,336,2394,336,0,32,9885,670,9301,641,584,195,955,211,942,210,13,35
BK41,Kensington-Ocean Parkway,35903,1499,13631,1423,4646,789,4460,764,186,134,7397,775,5641,633,1756,464,1588,314,1541,312,47,63,4585,966,1456,452,1456,452,0,40,2833,569,1998,452,835,311,296,118,296,118,0,40,9014,1177,2123,538,1991,511,132,80,5832,768,4243,620,1589,371,1059,229,993,220,66,62,8673,1060,1358,344,1348,344,10,42,6648,800,5695,715,953,272,667,165,615,153,52,59
BK42,Flatbush,104572,2569,33899,2237,10997,1157,10620,1141,377,198,19373,1330,13313,1017,6060,797,3529,402,3355,402,174,109,14854,1895,4472,788,4145,749,327,209,9375,1230,6880,978,2495,520,1007,227,990,226,17,69,31454,2155,6446,771,6046,741,400,183,22050,1539,16240,1228,5810,874,2958,368,2874,358,84,84,24365,1677,3451,550,3302,525,149,120,18746,1277,16521,1133,2225,471,2168,310,2150,309,18,72
BK43,Midwood,51101,1607,15527,1390,4655,798,4481,797,174,131,7792,759,5947,654,1845,416,3080,336,3060,335,20,49,5734,938,1807,511,1807,511,0,51,3461,534,2781,461,680,297,466,127,449,126,17,55,13174,1283,3508,631,3425,619,83,107,8154,856,6850,778,1304,291,1512,243,1472,238,40,70,16666,1177,3246,480,3176,474,70,82,11614,866,10928,821,686,215,1806,257,1806,257,0,51
BK44,Madison,39955,1276,8496,962,2003,453,1921,449,82,92,4351,600,3790,563,561,187,2142,251,2098,250,44,58,5470,921,1478,448,1446,449,32,57,3053,528,2713,495,340,150,939,241,939,241,0,46,10481,1153,2236,429,2165,425,71,64,6878,798,5841,725,1037,300,1367,245,1367,245,0,46,15508,1046,2592,355,2563,352,29,50,11408,773,10546,741,862,261,1508,263,1508,263,0,46
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,48307,1466,6574,1115,2250,550,2172,550,78,80,3230,614,2823,585,407,152,1094,247,1072,246,22,58,3652,797,909,327,901,326,8,55,1741,473,1615,460,126,86,1002,232,968,228,34,72,14151,1322,4274,650,4236,652,38,75,7758,797,7002,750,756,220,2119,329,2119,329,0,55,23930,1372,4768,560,4655,561,113,91,16753,975,15672,946,1081,290,2409,311,2362,304,47,64
BK46,Ocean Parkway South,19483,1094,4393,726,1459,443,1274,396,185,233,2158,364,1687,326,471,189,776,170,776,170,0,36,2436,554,662,260,649,255,13,39,1315,350,1016,294,299,134,459,137,459,137,0,36,6521,906,2147,455,2045,432,102,78,3731,570,3194,504,537,242,643,154,643,154,0,36,6133,779,1264,353,1255,353,9,36,4115,530,3809,503,306,127,754,156,754,156,0,36
BK50,Canarsie,85476,2070,18274,1585,5483,754,4982,717,501,212,10443,962,7950,817,2493,440,2348,371,2291,369,57,77,8173,1028,2464,463,2333,453,131,109,4863,659,3847,569,1016,259,846,175,835,174,11,71,27130,1823,7238,749,6666,693,572,216,17801,1246,14723,1068,3078,455,2091,293,2064,290,27,72,31899,1833,5882,630,5657,613,225,124,23745,1359,21388,1244,2357,393,2272,332,2245,330,27,72
BK58,Flatlands,70659,1710,12637,1376,4576,727,4401,705,175,158,6798,754,5408,643,1390,321,1263,207,1238,207,25,70,7297,1012,2073,390,1997,384,76,80,4243,659,3416,565,827,253,981,190,977,190,4,61,22433,1553,5167,586,4925,565,242,156,14410,1080,12050,953,2360,426,2856,350,2784,346,72,73,28292,1688,4873,593,4813,590,60,75,20093,1241,18925,1180,1168,238,3326,361,3304,358,22,65
BK60,Prospect Lefferts Gardens-Wingate,68604,2199,20555,1744,5966,857,5670,850,296,211,11920,1064,8192,883,3728,597,2669,442,2597,423,72,74,9669,1295,2372,539,2192,528,180,119,5961,853,4393,744,1568,380,1336,274,1276,270,60,74,22356,1908,4370,715,4302,711,68,72,15519,1314,11736,1055,3783,654,2467,409,2338,369,129,110,16024,1488,2320,486,2248,473,72,85,11930,1084,10337,978,1593,370,1774,316,1774,316,0,58
BK61,Crown Heights North,99124,2358,37215,2126,10964,1063,10498,1051,466,187,21358,1353,15686,1102,5672,647,4893,478,4741,468,152,115,12574,1375,3580,660,3323,624,257,223,7333,836,5028,631,2305,465,1661,273,1604,268,57,81,28651,1826,5360,649,5098,629,262,135,20707,1370,15385,1102,5322,723,2584,361,2534,357,50,78,20684,1525,2449,493,2367,476,82,98,16499,1188,14304,1034,2195,502,1736,302,1680,301,56,83
BK63,Crown Heights South,40975,1600,13894,1511,4225,777,4104,765,121,87,8211,902,5749,703,2462,535,1458,252,1454,252,4,38,5746,1048,1875,538,1847,538,28,45,3305,598,2698,533,607,210,566,170,566,170,0,40,12049,1433,3100,656,3092,656,8,40,7822,966,6275,829,1547,431,1127,218,1121,217,6,40,9286,1119,1892,500,1867,500,25,52,6528,765,5741,697,787,234,866,212,866,212,0,40
BK64,Prospect Heights,20404,948,3393,586,602,229,602,229,0,32,2270,424,1739,384,531,180,521,177,521,177,0,32,1253,350,198,119,198,119,0,32,927,270,662,229,265,138,128,85,128,85,0,32,4371,715,457,210,445,209,12,37,3442,541,2768,468,674,204,472,161,459,160,13,33,11387,869,1693,342,1673,341,20,42,9178,636,8767,638,411,130,516,157,516,157,0,32
BK68,Fort Greene,25323,1045,7242,903,2089,423,1994,420,95,94,4296,577,3351,442,945,335,857,165,847,163,10,39,1871,433,337,173,324,172,13,42,1154,302,844,252,310,150,380,122,380,122,0,38,5846,804,950,307,939,308,11,40,4314,575,3259,430,1055,333,582,153,582,153,0,38,10364,801,1296,267,1244,263,52,49,8440,609,7677,570,763,254,628,187,602,183,26,53
BK69,Clinton Hill,34864,1415,9287,1008,2158,457,2066,424,92,102,6349,758,4457,625,1892,433,780,150,764,148,16,45,2817,576,395,176,372,172,23,52,1942,404,1235,308,707,252,480,186,480,186,0,40,8396,948,1327,352,1108,309,219,156,5975,687,4349,571,1626,366,1094,235,1094,235,0,40,14364,1091,1991,357,1923,347,68,69,11443,841,10325,776,1118,301,930,215,930,215,0,40
BK72,Williamsburg,32628,1528,22520,1807,11546,1268,11424,1254,122,130,9716,736,9099,712,617,212,1258,202,1246,199,12,38,3701,804,1701,457,1633,446,68,63,1775,391,1643,375,132,88,225,106,225,106,0,36,4482,876,1928,513,1821,493,107,75,2266,424,2015,395,251,130,288,132,277,131,11,38,1925,626,501,318,501,318,0,36,1211,344,1106,321,105,84,213,101,213,101,0,36
BK73,North Side-South Side,45944,1503,16964,1370,5488,780,5389,778,99,76,9706,804,7273,692,2433,412,1770,312,1762,313,8,48,4694,796,829,378,692,352,137,147,3447,547,2156,406,1291,302,418,137,418,137,0,48,10963,1074,1500,350,1403,330,97,130,8755,844,6728,723,2027,400,708,207,675,208,33,51,13323,905,1129,254,1111,253,18,54,11872,762,10692,747,1180,250,322,163,322,163,0,48
BK75,Bedford,69607,2011,30194,1672,12515,993,11998,970,517,237,15623,964,12506,842,3117,475,2056,284,2001,279,55,74,9831,1296,3312,608,3103,598,209,119,5789,824,4609,738,1180,262,730,172,686,165,44,76,17135,1558,3773,621,3635,612,138,91,12203,1123,9220,895,2983,547,1159,234,1159,234,0,56,12447,1145,1705,355,1652,347,53,66,9649,863,8677,787,972,246,1093,233,1093,233,0,56
BK76,Greenpoint,31466,1170,6287,783,753,261,753,261,0,42,4439,619,2539,451,1900,439,1095,238,1076,237,19,44,2898,581,440,241,440,241,0,42,2056,409,1182,285,874,268,402,128,401,127,1,41,8842,922,1027,279,929,271,98,90,7234,741,5318,627,1916,379,581,138,581,138,0,42,13439,951,1062,250,1028,238,34,62,11754,823,10170,770,1584,310,623,154,593,152,30,45
BK77,Bushwick North,61633,1916,27712,2045,8928,994,8636,985,292,149,17083,1278,9630,885,7453,883,1701,254,1680,251,21,56,9960,1310,2299,462,2191,456,108,86,7122,952,2918,496,4204,753,539,193,484,185,55,70,16508,1547,3435,601,3249,583,186,115,12279,1144,7323,820,4956,742,794,195,786,194,8,52,7453,1000,717,238,696,237,21,59,6181,808,4333,614,1848,459,555,174,555,174,0,54
BK78,Bushwick South,70595,2204,28141,1826,8786,920,8435,909,351,155,16331,1138,11853,990,4478,570,3024,373,2987,367,37,79,10436,1377,2814,627,2765,627,49,71,6521,866,4471,698,2050,469,1101,223,1066,220,35,68,21774,1879,4863,707,4455,674,408,196,15688,1378,10822,1054,4866,733,1223,239,1178,236,45,66,10244,1173,1034,269,909,254,125,111,8492,982,6758,850,1734,487,718,173,691,168,27,70
BK79,Ocean Hill,31722,1393,12296,1175,4378,656,4190,647,188,99,6591,698,4729,592,1862,377,1327,222,1327,222,0,38,4514,908,1551,420,1422,407,129,99,2603,526,1911,401,692,250,360,119,360,119,0,38,8736,1033,2082,394,1975,379,107,82,5718,713,4787,605,931,263,936,198,918,196,18,46,6176,892,1178,328,1163,327,15,44,4480,653,3966,591,514,193,518,161,509,160,9,38
BK81,Brownsville,54722,1789,26859,1880,9812,1045,9250,1011,562,242,14529,1094,11759,954,2770,494,2518,300,2473,296,45,63,8046,1083,2234,465,2137,455,97,72,4779,695,3992,622,787,216,1033,254,1026,251,7,52,11834,1164,2805,470,2666,462,139,92,7805,796,6163,674,1642,347,1224,229,1214,228,10,52,7983,1033,1444,342,1329,322,115,117,5857,778,4967,691,890,284,682,157,654,152,28,58
BK82,East New York,91346,2421,39319,2253,15154,1284,14551,1254,603,299,20696,1272,16433,1090,4263,649,3469,400,3301,392,168,107,12662,1466,3486,594,3346,572,140,105,8002,992,6019,857,1983,417,1174,253,1147,249,27,77,25257,1880,6044,726,5816,709,228,139,16753,1288,14132,1146,2621,461,2460,386,2376,368,84,90,14108,1326,2278,406,2217,402,61,88,10469,1021,9337,922,1132,297,1361,270,1361,270,0,65
BK83,Cypress Hills-City Line,47369,1748,18162,1638,7042,870,6817,848,225,154,10076,921,7607,749,2469,444,1044,202,933,188,111,85,6076,1017,1803,412,1698,395,105,112,3848,631,2758,546,1090,347,425,151,425,151,0,49,14980,1477,3304,515,3181,508,123,98,10589,1067,7913,829,2676,531,1087,213,1043,211,44,58,8151,1068,1197,289,1147,287,50,62,6170,821,5277,709,893,261,784,190,779,190,5,49
BK85,East New York (Pennsylvania Ave),29322,1159,13757,1210,5641,681,5289,662,352,193,7282,717,5495,583,1787,355,834,169,824,168,10,38,3582,736,1095,366,1086,365,9,37,2284,473,1580,367,704,263,203,84,203,84,0,36,7435,976,1894,376,1797,375,97,74,5020,692,3963,573,1057,300,521,144,485,139,36,46,4548,717,802,241,769,238,33,51,3342,520,2942,476,400,175,404,133,394,131,10,38
BK88,Borough Park,105583,2859,49286,2784,23784,1797,23371,1792,413,194,22061,1269,17900,1107,4161,650,3441,444,3354,438,87,100,14542,1610,5444,869,5386,864,58,79,7466,894,5537,748,1929,466,1632,282,1607,281,25,71,25237,1980,8000,1007,7881,1003,119,93,14873,1226,12013,1054,2860,572,2364,338,2364,338,0,68,16518,1496,2879,633,2874,632,5,67,11316,1056,10270,985,1046,327,2323,299,2323,299,0,68
BK90,East Williamsburg,33131,1146,10818,964,2003,362,1991,362,12,42,6827,710,4980,536,1847,391,1988,328,1966,329,22,50,3858,716,558,237,471,224,87,102,2449,531,1542,400,907,340,851,222,843,221,8,40,8428,886,1130,321,1050,317,80,67,6397,688,5050,604,1347,318,901,205,887,206,14,43,10027,868,513,167,513,167,0,40,8827,764,7756,674,1071,288,687,173,687,173,0,40
BK91,East Flatbush-Farragut,52605,1673,9390,1037,2762,537,2656,517,106,119,5327,603,3576,498,1751,320,1301,229,1285,228,16,58,6358,900,1658,349,1574,344,84,94,3720,585,2689,488,1031,292,980,212,958,210,22,57,17842,1601,4317,625,4074,616,243,141,11311,1046,9140,892,2171,438,2214,326,2174,325,40,62,19015,1540,2648,424,2610,421,38,65,13993,1217,12557,1097,1436,317,2374,301,2351,300,23,62
BK93,Starrett City,12813,807,5254,906,810,301,810,301,0,24,2277,688,1912,634,365,195,2167,281,2167,281,0,24,1575,536,296,178,296,178,0,24,809,346,747,341,62,65,470,209,470,209,0,24,3900,917,1067,376,1067,376,0,24,2356,616,2088,516,268,228,477,168,477,168,0,24,2084,616,482,262,452,253,30,52,1447,408,1320,370,127,100,155,88,155,88,0,24
BK95,Erasmus,29616,1500,9563,1209,3108,580,2857,571,251,140,5502,729,3841,604,1661,351,953,216,876,206,77,64,3667,765,1019,393,984,386,35,49,2300,477,1464,349,836,248,348,111,327,108,21,46,9665,1160,2204,497,2187,497,17,43,6485,762,4513,621,1972,378,976,213,930,212,46,46,6721,1035,976,299,923,297,53,62,4979,731,3918,614,1061,303,766,218,766,218,0,36
BK96,Rugby-Remsen Village,55952,1868,13580,1401,3534,611,3368,596,166,122,8029,867,5608,735,2421,382,2017,372,1925,362,92,87,6691,969,1944,447,1863,443,81,90,3939,588,2867,496,1072,278,808,215,808,215,0,54,19436,1619,4655,628,4409,617,246,128,12591,1072,9634,896,2957,506,2190,340,2153,336,37,65,16245,1374,2275,365,2145,351,130,87,11854,1079,10108,983,1746,351,2116,298,2094,296,22,62
BK99,park-cemetery-etc-Brooklyn,416,260,181,198,116,145,116,145,0,40,65,71,65,71,0,40,0,40,0,40,0,40,39,59,0,40,0,40,0,40,39,59,39,59,0,40,0,40,0,40,0,40,105,79,12,40,12,40,0,40,76,70,76,70,0,40,17,46,17,46,0,40,91,71,0,40,0,40,0,40,91,71,76,68,15,44,0,40,0,40,0,40
BX01,Claremont-Bathgate,30188,1345,16880,1407,6553,825,6387,818,166,97,9083,800,7519,714,1564,381,1244,243,1230,240,14,52,4730,848,1322,347,1255,338,67,114,3051,552,2352,496,699,202,357,175,357,175,0,40,6908,974,1582,357,1447,336,135,129,5000,729,3725,583,1275,352,326,120,326,120,0,40,1670,468,162,91,134,81,28,58,1376,400,1100,343,276,179,132,80,132,80,0,40
BX03,Eastchester-Edenwald-Baychester,36207,1791,9597,1337,3837,757,3752,763,85,97,4884,691,3763,581,1121,384,876,246,726,193,150,163,4492,1152,1522,534,1470,534,52,56,2543,698,1583,430,960,431,427,152,427,152,0,40,12964,1649,3033,610,2838,594,195,153,8624,1160,7201,1030,1423,397,1307,287,1267,281,40,61,9154,1276,1612,436,1612,436,0,40,6623,959,5892,823,731,301,919,218,911,216,8,44
BX05,Bedford Park-Fordham North,52343,1959,24640,2011,8968,1081,8439,1059,529,238,13982,1231,10026,957,3956,626,1690,308,1567,289,123,107,7807,1207,1706,402,1576,378,130,129,5472,920,3176,629,2296,602,629,195,629,195,0,50,12505,1495,2881,514,2756,509,125,93,8822,1137,6406,893,2416,529,802,218,795,218,7,48,7391,1134,1208,400,1171,377,37,75,5626,813,4550,649,1076,411,557,207,539,205,18,56
BX06,Belmont,23002,1316,13989,1360,5186,792,4901,761,285,159,7717,778,5823,684,1894,434,1086,197,1079,197,7,35,3368,881,1054,370,1039,368,15,38,2107,564,1199,338,908,419,207,96,188,92,19,42,4468,840,718,228,699,228,19,34,3175,645,2134,449,1041,388,575,198,575,198,0,34,1177,453,100,76,100,76,0,34,974,354,831,272,143,145,103,77,81,70,22,47
BX07,Bronxdale,33314,1339,11182,1108,3447,555,3286,543,161,106,5976,631,4321,524,1655,378,1759,266,1683,253,76,62,5094,1000,1232,390,1145,386,87,79,3103,657,1915,475,1188,360,759,217,759,217,0,38,10947,1274,2459,445,2307,430,152,111,7461,1042,5008,672,2453,741,1027,204,1011,204,16,41,6091,773,576,193,558,190,18,47,5008,665,4202,545,806,339,507,158,507,158,0,38
BX08,West Farms-Bronx River,35225,1705,15927,1566,5775,880,5645,868,130,103,8856,913,6234,729,2622,554,1296,239,1253,230,43,74,4002,872,1002,352,974,350,28,47,2624,575,1369,388,1255,398,376,156,376,156,0,40,9545,1270,2163,476,1834,417,329,229,6622,914,4293,643,2329,604,760,233,742,229,18,46,5751,915,780,260,764,259,16,47,4402,711,3252,560,1150,418,569,185,569,185,0,40
BX09,Soundview-Castle Hill-Clason Point-Harding Park,53477,1865,18120,1593,5890,828,5759,818,131,125,9808,1019,8011,822,1797,437,2422,356,2419,354,3,50,6506,1069,1496,463,1471,461,25,62,3852,682,3103,603,749,282,1158,263,1100,257,58,76,15402,1550,4201,685,4035,663,166,115,9829,1028,8150,904,1679,482,1372,243,1372,243,0,50,13449,1470,1690,352,1676,349,14,51,10104,1155,8672,1041,1432,365,1655,313,1655,313,0,50
BX10,Pelham Bay-Country Club-City Island,25884,1306,3821,725,729,374,635,366,94,75,1838,428,1293,367,545,239,1254,259,1254,259,0,34,2923,814,498,249,498,249,0,34,1364,502,1244,483,120,83,1061,319,1061,319,0,34,8026,1109,1416,386,1279,362,137,161,5151,805,4375,723,776,301,1459,285,1459,285,0,34,11114,1267,1678,463,1666,461,12,46,8108,949,7723,906,385,150,1328,257,1328,257,0,34
BX13,Co-op City,42667,1751,7349,1220,1872,593,1672,556,200,209,3833,749,2761,540,1072,468,1644,352,1644,352,0,33,5033,1003,831,364,831,364,0,33,2415,585,2000,552,415,152,1787,377,1787,377,0,33,13867,1767,2513,572,2385,552,128,122,8913,1297,7711,1132,1202,403,2441,466,2441,466,0,33,16418,1748,2575,600,2568,600,7,31,11500,1284,10678,1205,822,304,2343,458,2305,448,38,66
BX14,East Concourse-Concourse Village,62099,2128,29440,2162,10455,1199,10034,1198,421,243,16319,1260,12880,1142,3439,616,2666,347,2652,346,14,52,10112,1418,2731,601,2653,598,78,79,6431,923,4305,666,2126,508,950,255,877,233,73,86,15342,1795,2951,576,2888,567,63,77,10948,1314,8092,1054,2856,583,1443,331,1443,331,0,51,7205,997,733,244,694,235,39,76,5599,823,4562,691,1037,298,873,229,873,229,0,51
