area_id,area_name,b99193001,b99193001_moe,b99193002,b99193002_moe,b99193003,b99193003_moe,b99193004,b99193004_moe,b99193005,b99193005_moe,b99193006,b99193006_moe,b99193007,b99193007_moe,b99193008,b99193008_moe
BK09,Brooklyn Heights-Cobble Hill,4784,-1,3877,-1,85,-1,277,-1,79,-1,119,-1,111,-1,236,-1
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,16523,-1,9520,-1,528,-1,421,-1,466,-1,452,-1,651,-1,4485,-1
BK19,Brighton Beach,7845,-1,4735,-1,208,-1,162,-1,83,-1,198,-1,302,-1,2157,-1
BK21,Seagate-Coney Island,7427,-1,4574,-1,249,-1,158,-1,177,-1,225,-1,406,-1,1638,-1
BK23,West Brighton,4649,-1,3010,-1,127,-1,58,-1,143,-1,70,-1,349,-1,892,-1
BK25,Homecrest,10589,-1,6427,-1,252,-1,225,-1,215,-1,378,-1,626,-1,2466,-1
BK26,Gravesend,7477,-1,4901,-1,251,-1,225,-1,116,-1,297,-1,374,-1,1313,-1
BK27,Bath Beach,7451,-1,4471,-1,226,-1,320,-1,168,-1,136,-1,227,-1,1903,-1
BK28,Bensonhurst West,21426,-1,12617,-1,603,-1,525,-1,499,-1,680,-1,1302,-1,5200,-1
BK29,Bensonhurst East,15789,-1,10496,-1,362,-1,421,-1,326,-1,385,-1,865,-1,2934,-1
BK30,Dyker Heights,10939,-1,7256,-1,245,-1,243,-1,284,-1,458,-1,735,-1,1718,-1
BK31,Bay Ridge,19449,-1,12666,-1,507,-1,524,-1,432,-1,601,-1,1035,-1,3684,-1
BK32,Sunset Park West,11384,-1,7377,-1,210,-1,206,-1,286,-1,521,-1,911,-1,1873,-1
BK33,Carroll Gardens-Columbia Street-Red Hook,9142,-1,6860,-1,248,-1,241,-1,236,-1,413,-1,416,-1,728,-1
BK34,Sunset Park East,15596,-1,9840,-1,353,-1,199,-1,585,-1,745,-1,1481,-1,2393,-1
BK35,Stuyvesant Heights,14657,-1,7555,-1,468,-1,437,-1,621,-1,719,-1,1286,-1,3571,-1
BK37,Park Slope-Gowanus,15944,-1,12677,-1,259,-1,474,-1,378,-1,362,-1,808,-1,986,-1
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,7392,-1,5305,-1,216,-1,238,-1,95,-1,275,-1,503,-1,760,-1
BK40,Windsor Terrace,5467,-1,3911,-1,258,-1,229,-1,137,-1,184,-1,222,-1,526,-1
BK41,Kensington-Ocean Parkway,8026,-1,5439,-1,242,-1,170,-1,159,-1,432,-1,517,-1,1067,-1
BK42,Flatbush,23765,-1,12582,-1,854,-1,785,-1,607,-1,1306,-1,2305,-1,5326,-1
BK43,Midwood,12300,-1,7355,-1,371,-1,381,-1,283,-1,235,-1,535,-1,3140,-1
BK44,Madison,10465,-1,5360,-1,485,-1,222,-1,232,-1,282,-1,470,-1,3414,-1
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,12613,-1,7639,-1,468,-1,566,-1,374,-1,275,-1,685,-1,2606,-1
BK46,Ocean Parkway South,4740,-1,2640,-1,216,-1,123,-1,124,-1,84,-1,354,-1,1199,-1
BK50,Canarsie,21561,-1,10567,-1,634,-1,640,-1,886,-1,1122,-1,1726,-1,5986,-1
BK58,Flatlands,17775,-1,8745,-1,580,-1,426,-1,709,-1,798,-1,1602,-1,4915,-1
BK60,Prospect Lefferts Gardens-Wingate,16019,-1,8674,-1,431,-1,653,-1,645,-1,960,-1,1510,-1,3146,-1
BK61,Crown Heights North,22559,-1,12572,-1,625,-1,507,-1,456,-1,1293,-1,2067,-1,5039,-1
BK63,Crown Heights South,8910,-1,5209,-1,303,-1,276,-1,292,-1,523,-1,606,-1,1701,-1
BK64,Prospect Heights,4055,-1,2923,-1,126,-1,143,-1,124,-1,114,-1,258,-1,367,-1
BK68,Fort Greene,5436,-1,3522,-1,125,-1,256,-1,220,-1,153,-1,384,-1,776,-1
BK69,Clinton Hill,6536,-1,4040,-1,186,-1,102,-1,203,-1,257,-1,432,-1,1316,-1
BK72,Williamsburg,6813,-1,3418,-1,195,-1,92,-1,101,-1,143,-1,366,-1,2498,-1
BK73,North Side-South Side,8691,-1,4756,-1,326,-1,81,-1,200,-1,454,-1,571,-1,2303,-1
BK75,Bedford,14903,-1,8186,-1,428,-1,294,-1,452,-1,558,-1,1266,-1,3719,-1
BK76,Greenpoint,6330,-1,3473,-1,263,-1,190,-1,171,-1,220,-1,240,-1,1773,-1
BK77,Bushwick North,13415,-1,8502,-1,215,-1,209,-1,335,-1,563,-1,1104,-1,2487,-1
BK78,Bushwick South,15324,-1,8032,-1,462,-1,240,-1,400,-1,891,-1,1473,-1,3826,-1
BK79,Ocean Hill,7869,-1,3896,-1,260,-1,249,-1,192,-1,580,-1,813,-1,1879,-1
BK81,Brownsville,14001,-1,6696,-1,519,-1,269,-1,320,-1,640,-1,1612,-1,3945,-1
BK82,East New York,21990,-1,9688,-1,1087,-1,385,-1,608,-1,885,-1,1644,-1,7693,-1
BK83,Cypress Hills-City Line,10976,-1,4709,-1,482,-1,271,-1,275,-1,432,-1,745,-1,4062,-1
BK85,East New York (Pennsylvania Ave),7255,-1,3392,-1,174,-1,108,-1,183,-1,184,-1,817,-1,2397,-1
BK88,Borough Park,22238,-1,13468,-1,608,-1,351,-1,448,-1,738,-1,1174,-1,5451,-1
BK90,East Williamsburg,6765,-1,3807,-1,97,-1,182,-1,217,-1,252,-1,592,-1,1618,-1
BK91,East Flatbush-Farragut,12779,-1,5997,-1,428,-1,319,-1,446,-1,715,-1,1769,-1,3105,-1
BK93,Starrett City,3242,-1,1980,-1,151,-1,153,-1,10,-1,170,-1,151,-1,627,-1
BK95,Erasmus,6973,-1,3732,-1,150,-1,170,-1,182,-1,601,-1,833,-1,1305,-1
BK96,Rugby-Remsen Village,14302,-1,6105,-1,491,-1,322,-1,575,-1,1015,-1,1773,-1,4021,-1
BK99,park-cemetery-etc-Brooklyn,72,-1,42,-1,19,-1,11,-1,0,-1,0,-1,0,-1,0,-1
BX01,Claremont-Bathgate,6738,-1,4603,-1,348,-1,133,-1,213,-1,156,-1,564,-1,721,-1
BX03,Eastchester-Edenwald-Baychester,8388,-1,4657,-1,223,-1,204,-1,256,-1,445,-1,611,-1,1992,-1
BX05,Bedford Park-Fordham North,11906,-1,8941,-1,376,-1,182,-1,309,-1,341,-1,563,-1,1194,-1
BX06,Belmont,4922,-1,3794,-1,70,-1,76,-1,79,-1,74,-1,310,-1,519,-1
BX07,Bronxdale,8202,-1,4623,-1,369,-1,254,-1,249,-1,323,-1,805,-1,1579,-1
BX08,West Farms-Bronx River,7915,-1,4603,-1,206,-1,276,-1,212,-1,417,-1,864,-1,1337,-1
BX09,Soundview-Castle Hill-Clason Point-Harding Park,12938,-1,8400,-1,600,-1,316,-1,307,-1,492,-1,1021,-1,1802,-1
BX10,Pelham Bay-Country Club-City Island,6207,-1,3469,-1,162,-1,124,-1,233,-1,427,-1,433,-1,1359,-1
BX13,Co-op City,10262,-1,5892,-1,474,-1,575,-1,390,-1,391,-1,654,-1,1886,-1
BX14,East Concourse-Concourse Village,13285,-1,8645,-1,396,-1,303,-1,452,-1,808,-1,1338,-1,1343,-1
BX17,East Tremont,9534,-1,6684,-1,321,-1,281,-1,185,-1,277,-1,583,-1,1203,-1
BX22,North Riverdale-Fieldston-Riverdale,5579,-1,4401,-1,115,-1,164,-1,59,-1,139,-1,135,-1,566,-1
BX26,Highbridge,8181,-1,5662,-1,253,-1,151,-1,237,-1,181,-1,633,-1,1064,-1
BX27,Hunts Point,6064,-1,4399,-1,128,-1,119,-1,152,-1,228,-1,659,-1,379,-1
BX28,Van Cortlandt Village,11616,-1,7415,-1,342,-1,324,-1,266,-1,701,-1,1078,-1,1490,-1
BX29,Spuyten Duyvil-Kingsbridge,7154,-1,5618,-1,190,-1,291,-1,56,-1,186,-1,176,-1,637,-1
BX30,Kingsbridge Heights,6801,-1,3988,-1,210,-1,87,-1,158,-1,345,-1,969,-1,1044,-1
BX31,Allerton-Pelham Gardens,7267,-1,3255,-1,195,-1,420,-1,200,-1,483,-1,469,-1,2245,-1
BX33,Longwood,5574,-1,4010,-1,126,-1,181,-1,165,-1,183,-1,428,-1,481,-1
BX34,Melrose South-Mott Haven North,8506,-1,6017,-1,208,-1,197,-1,117,-1,322,-1,836,-1,809,-1
BX35,Morrisania-Melrose,8728,-1,6116,-1,233,-1,168,-1,212,-1,466,-1,695,-1,838,-1
BX36,University Heights-Morris Heights,12024,-1,7831,-1,362,-1,188,-1,198,-1,573,-1,1576,-1,1296,-1
BX37,Van Nest-Morris Park-Westchester Square,6712,-1,3805,-1,256,-1,130,-1,179,-1,278,-1,522,-1,1542,-1
BX39,Mott Haven-Port Morris,11940,-1,8405,-1,300,-1,235,-1,198,-1,378,-1,1118,-1,1306,-1
BX40,Fordham South,5682,-1,3932,-1,49,-1,181,-1,88,-1,223,-1,559,-1,650,-1
BX41,Mount Hope,11684,-1,7861,-1,407,-1,203,-1,420,-1,383,-1,947,-1,1463,-1
BX43,Norwood,8988,-1,5160,-1,380,-1,209,-1,294,-1,404,-1,743,-1,1798,-1
BX44,Williamsbridge-Olinville,13650,-1,7261,-1,424,-1,308,-1,426,-1,732,-1,1265,-1,3234,-1
BX46,Parkchester,7307,-1,4902,-1,235,-1,173,-1,186,-1,244,-1,515,-1,1052,-1
BX49,Pelham Parkway,6979,-1,4352,-1,205,-1,141,-1,167,-1,381,-1,220,-1,1513,-1
BX52,Schuylerville-Throgs Neck-Edgewater Park,11362,-1,6571,-1,322,-1,453,-1,363,-1,542,-1,673,-1,2438,-1
BX55,Soundview-Bruckner,7915,-1,4461,-1,256,-1,156,-1,253,-1,551,-1,880,-1,1358,-1
BX59,Westchester-Unionport,6290,-1,3610,-1,190,-1,174,-1,208,-1,393,-1,455,-1,1260,-1
BX62,Woodlawn-Wakefield,10561,-1,6898,-1,205,-1,289,-1,342,-1,654,-1,733,-1,1440,-1
BX63,West Concourse,9026,-1,6656,-1,132,-1,72,-1,201,-1,427,-1,641,-1,897,-1
BX75,Crotona Park East,4652,-1,3167,-1,96,-1,52,-1,124,-1,312,-1,334,-1,567,-1
BX98,Rikers Island,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
BX99,park-cemetery-etc-Bronx,264,-1,123,-1,38,-1,2,-1,0,-1,6,-1,0,-1,95,-1
MN01,Marble Hill-Inwood,10790,-1,6509,-1,309,-1,195,-1,594,-1,658,-1,1339,-1,1186,-1
MN03,Central Harlem North-Polo Grounds,16244,-1,9810,-1,627,-1,490,-1,483,-1,629,-1,1460,-1,2745,-1
MN04,Hamilton Heights,9900,-1,6185,-1,327,-1,370,-1,343,-1,408,-1,697,-1,1570,-1
MN06,Manhattanville,4668,-1,2870,-1,120,-1,112,-1,143,-1,167,-1,442,-1,814,-1
MN09,Morningside Heights,8860,-1,6643,-1,301,-1,325,-1,138,-1,279,-1,270,-1,904,-1
MN11,Central Harlem South,9201,-1,5658,-1,260,-1,130,-1,245,-1,372,-1,789,-1,1747,-1
MN12,Upper West Side,27834,-1,20429,-1,892,-1,1127,-1,580,-1,837,-1,1308,-1,2661,-1
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,10454,-1,7709,-1,406,-1,352,-1,84,-1,203,-1,306,-1,1394,-1
MN14,Lincoln Square,12290,-1,9493,-1,205,-1,580,-1,264,-1,168,-1,416,-1,1164,-1
MN15,Clinton,5861,-1,4003,-1,241,-1,199,-1,39,-1,294,-1,365,-1,720,-1
MN17,Midtown-Midtown South,4653,-1,3482,-1,145,-1,210,-1,53,-1,69,-1,72,-1,622,-1
MN19,Turtle Bay-East Midtown,9162,-1,6865,-1,257,-1,261,-1,96,-1,195,-1,430,-1,1058,-1
MN20,Murray Hill-Kips Bay,7280,-1,5179,-1,165,-1,298,-1,97,-1,296,-1,470,-1,775,-1
MN21,Gramercy,3612,-1,3010,-1,86,-1,100,-1,47,-1,95,-1,22,-1,252,-1
MN22,East Village,5202,-1,3773,-1,248,-1,95,-1,76,-1,81,-1,234,-1,695,-1
MN23,West Village,9844,-1,7474,-1,439,-1,349,-1,235,-1,272,-1,246,-1,829,-1
MN24,SoHo-TriBeCa-Civic Center-Little Italy,7241,-1,4923,-1,119,-1,286,-1,153,-1,283,-1,537,-1,940,-1
MN25,Battery Park City-Lower Manhattan,7108,-1,5459,-1,164,-1,316,-1,41,-1,84,-1,243,-1,801,-1
MN27,Chinatown,9746,-1,6217,-1,408,-1,213,-1,135,-1,199,-1,856,-1,1718,-1
MN28,Lower East Side,16221,-1,10878,-1,688,-1,508,-1,420,-1,438,-1,1168,-1,2121,-1
MN31,Lenox Hill-Roosevelt Island,15753,-1,11763,-1,391,-1,542,-1,408,-1,358,-1,512,-1,1779,-1
MN32,Yorkville,15781,-1,11943,-1,321,-1,815,-1,226,-1,274,-1,364,-1,1838,-1
MN33,East Harlem South,12506,-1,7300,-1,588,-1,480,-1,366,-1,447,-1,1162,-1,2163,-1
MN34,East Harlem North,13006,-1,7393,-1,472,-1,318,-1,326,-1,359,-1,1232,-1,2906,-1
MN35,Washington Heights North,14239,-1,8123,-1,432,-1,309,-1,396,-1,1270,-1,1844,-1,1865,-1
MN36,Washington Heights South,16495,-1,9926,-1,559,-1,475,-1,635,-1,784,-1,2493,-1,1623,-1
MN40,Upper East Side-Carnegie Hill,14891,-1,9664,-1,521,-1,766,-1,284,-1,358,-1,580,-1,2718,-1
MN50,Stuyvesant Town-Cooper Village,3951,-1,2828,-1,65,-1,141,-1,195,-1,76,-1,152,-1,494,-1
MN99,park-cemetery-etc-Manhattan,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
QN01,South Jamaica,8478,-1,3642,-1,238,-1,510,-1,355,-1,573,-1,1262,-1,1898,-1
QN02,Springfield Gardens North,6309,-1,2789,-1,184,-1,188,-1,342,-1,447,-1,895,-1,1464,-1
QN03,Springfield Gardens South-Brookville,4406,-1,2149,-1,97,-1,248,-1,285,-1,331,-1,517,-1,779,-1
QN05,Rosedale,6540,-1,3130,-1,181,-1,460,-1,382,-1,529,-1,785,-1,1073,-1
QN06,Jamaica Estates-Holliswood,6527,-1,4510,-1,176,-1,209,-1,114,-1,261,-1,435,-1,822,-1
QN07,Hollis,4873,-1,2524,-1,196,-1,356,-1,229,-1,468,-1,431,-1,669,-1
QN08,St. Albans,11777,-1,5584,-1,298,-1,479,-1,708,-1,790,-1,1793,-1,2125,-1
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,7368,-1,3930,-1,165,-1,405,-1,207,-1,210,-1,519,-1,1932,-1
QN12,Hammels-Arverne-Edgemere,8296,-1,3303,-1,385,-1,263,-1,313,-1,284,-1,884,-1,2864,-1
