area_id,area_name,b14005001,b14005001_moe,b14005002,b14005002_moe,b14005003,b14005003_moe,b14005004,b14005004_moe,b14005005,b14005005_moe,b14005006,b14005006_moe,b14005007,b14005007_moe,b14005008,b14005008_moe,b14005009,b14005009_moe,b14005010,b14005010_moe,b14005011,b14005011_moe,b14005012,b14005012_moe,b14005013,b14005013_moe,b14005014,b14005014_moe,b14005015,b14005015_moe,b14005016,b14005016_moe,b14005017,b14005017_moe,b14005018,b14005018_moe,b14005019,b14005019_moe,b14005020,b14005020_moe,b14005021,b14005021_moe,b14005022,b14005022_moe,b14005023,b14005023_moe,b14005024,b14005024_moe,b14005025,b14005025_moe,b14005026,b14005026_moe,b14005027,b14005027_moe,b14005028,b14005028_moe,b14005029,b14005029_moe
BK09,Brooklyn Heights-Cobble Hill,989,322,504,199,463,193,129,122,0,29,334,131,41,53,41,53,6,28,29,52,6,30,0,29,0,29,0,29,0,29,485,189,433,178,98,75,0,29,335,149,52,55,52,55,29,44,23,44,0,29,0,29,0,29,0,29,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,2446,355,1372,286,1203,264,78,89,44,66,1081,252,169,106,164,105,10,54,29,63,125,98,5,54,0,55,0,55,5,54,1074,216,1018,213,153,94,45,66,820,192,56,65,42,65,34,65,0,55,8,55,14,55,0,55,0,55,14,55
BK19,Brighton Beach,1269,259,683,193,512,154,48,48,24,44,440,149,171,109,52,61,36,57,0,38,16,44,119,98,68,82,0,38,51,65,586,171,559,170,67,60,0,38,492,168,27,47,17,46,0,38,0,38,17,46,10,40,0,38,0,38,10,40
BK21,Seagate-Coney Island,2139,381,1258,285,1132,273,121,102,44,47,967,239,126,77,43,50,0,38,25,50,18,37,83,70,0,38,0,38,83,70,881,218,754,206,50,54,14,41,690,198,127,97,64,70,20,47,13,42,31,62,63,74,40,65,21,52,2,36
BK23,West Brighton,311,130,194,110,172,108,28,38,0,27,144,104,22,33,15,31,0,27,0,27,15,31,7,27,0,27,7,27,0,27,117,60,117,60,65,46,0,27,52,41,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
BK25,Homecrest,2137,295,1165,216,1058,210,126,78,36,57,896,198,107,66,99,65,42,55,8,48,49,56,8,49,0,48,0,48,8,49,972,182,879,175,125,80,35,55,719,158,93,65,88,66,64,63,2,47,22,51,5,47,0,48,0,48,5,47
BK26,Gravesend,1182,262,519,162,476,160,61,80,30,53,385,143,43,52,43,52,0,36,0,36,43,52,0,36,0,36,0,36,0,36,663,200,617,195,104,77,51,59,462,179,46,54,41,55,15,36,26,55,0,36,5,35,0,36,0,36,5,35
BK27,Bath Beach,1021,225,530,143,508,142,122,62,8,40,378,121,22,41,22,41,13,40,5,38,4,39,0,40,0,40,0,40,0,40,491,137,481,137,111,70,16,41,354,117,10,40,10,40,10,40,0,40,0,40,0,40,0,40,0,40,0,40
BK28,Bensonhurst West,4239,459,1922,295,1714,279,62,69,70,74,1582,272,208,117,149,105,96,102,12,66,41,65,59,78,27,76,17,65,15,64,2317,331,2089,322,221,94,89,89,1779,299,228,102,184,98,71,82,48,71,65,76,44,69,15,66,0,64,29,66
BK29,Bensonhurst East,2367,323,1166,245,944,204,108,78,125,100,711,173,222,113,157,96,62,67,43,63,52,76,65,79,35,64,30,68,0,51,1201,226,1127,217,119,81,76,78,932,198,74,70,47,66,27,59,0,51,20,59,27,55,0,51,10,52,17,55
BK30,Dyker Heights,2019,300,1047,214,976,208,87,70,10,52,879,187,71,60,30,50,21,49,0,51,9,52,41,60,4,50,0,51,37,60,972,180,881,163,102,67,80,65,699,149,91,77,53,67,17,56,0,51,36,63,38,64,19,58,0,51,19,57
BK31,Bay Ridge,3600,455,1731,281,1531,264,159,95,135,81,1237,245,200,116,74,87,61,85,0,66,13,68,126,100,25,76,34,79,67,81,1869,312,1695,297,283,140,19,68,1393,255,174,98,103,86,6,66,10,67,87,86,71,79,0,66,11,67,60,78
BK32,Sunset Park West,2606,394,1298,278,870,197,71,64,15,53,784,189,428,190,61,66,43,60,0,49,18,56,367,185,193,165,2,47,172,96,1308,269,1032,223,236,107,101,78,695,182,276,121,83,70,10,50,42,65,31,55,193,109,29,58,33,65,131,95
BK33,Carroll Gardens-Columbia Street-Red Hook,1186,268,632,202,595,195,68,75,107,111,420,159,37,65,0,45,0,45,0,45,0,45,37,65,0,45,0,45,37,65,554,185,451,155,72,74,42,81,337,131,103,100,65,79,10,47,55,77,0,45,38,75,38,75,0,45,0,45
BK34,Sunset Park East,3858,468,1936,335,1546,293,157,128,58,70,1331,246,390,153,188,101,67,78,25,69,96,78,202,128,66,78,35,70,101,84,1922,300,1736,288,158,78,94,72,1484,267,186,91,73,85,15,62,0,59,58,83,113,85,51,70,0,59,62,76
BK35,Stuyvesant Heights,3502,463,1741,310,1350,267,68,67,80,92,1202,246,391,154,233,120,21,61,76,71,136,102,158,106,0,51,78,79,80,77,1761,306,1465,274,145,94,164,97,1156,245,296,133,179,104,36,67,30,54,113,93,117,95,0,51,34,67,83,77
BK37,Park Slope-Gowanus,2029,343,832,195,702,163,124,96,24,58,554,144,130,110,128,111,0,58,77,92,51,84,2,55,0,58,0,58,2,55,1197,262,1146,256,204,105,164,137,778,199,51,64,33,62,17,59,0,58,16,60,18,59,0,58,0,58,18,59
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1189,243,630,183,437,146,107,96,53,56,277,109,193,117,151,99,11,44,102,91,38,55,42,57,0,42,0,42,42,57,559,175,531,173,146,112,32,46,353,133,28,47,7,42,0,42,7,42,0,42,21,47,0,42,21,47,0,42
BK40,Windsor Terrace,615,187,368,130,342,126,29,45,0,32,313,121,26,40,12,34,0,32,0,32,12,34,14,37,0,32,14,37,0,32,247,108,247,108,25,51,81,66,141,81,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32
BK41,Kensington-Ocean Parkway,2004,316,1151,239,1017,223,142,70,38,49,837,204,134,81,72,72,20,41,0,40,52,68,62,54,42,51,13,42,7,35,853,199,746,187,147,83,19,41,580,167,107,73,100,73,54,55,0,40,46,60,7,40,7,40,0,40,0,40
BK42,Flatbush,6313,628,3052,420,2349,349,195,107,60,79,2094,332,703,207,362,144,44,78,53,87,265,128,341,150,94,92,62,83,185,127,3261,453,2851,416,227,120,83,88,2541,394,410,177,325,156,37,74,44,82,244,144,85,102,0,68,0,68,85,102
BK43,Midwood,3051,371,1695,247,1354,209,41,52,15,51,1298,207,341,144,239,131,20,51,0,51,219,128,102,78,30,69,10,51,62,62,1356,245,1150,221,126,66,0,51,1024,214,206,109,174,94,50,66,5,50,119,83,32,60,19,58,0,51,13,53
BK44,Madison,2054,297,1144,207,1046,197,108,81,17,48,921,182,98,77,91,77,23,58,12,49,56,67,7,46,0,46,7,46,0,46,910,188,815,177,134,74,21,50,660,160,95,70,65,67,0,46,0,46,65,67,30,50,10,48,7,46,13,48
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,2498,341,1450,273,1356,268,100,70,40,60,1216,264,94,77,55,70,55,70,0,55,0,55,39,62,0,55,9,55,30,62,1048,205,946,197,130,66,13,54,803,186,102,82,55,72,31,66,10,57,14,58,47,67,0,55,42,67,5,54
BK46,Ocean Parkway South,1381,262,630,164,435,118,30,35,11,38,394,116,195,119,94,66,23,43,8,36,63,61,101,85,28,55,32,61,41,55,751,189,716,186,116,59,7,36,593,175,35,45,35,45,18,36,17,43,0,36,0,36,0,36,0,36,0,36
BK50,Canarsie,5876,531,3177,383,2841,364,157,97,156,96,2528,345,336,140,296,136,121,96,37,70,138,105,40,77,0,70,0,70,40,77,2699,354,2397,330,243,120,163,102,1991,302,302,128,180,106,53,83,0,70,127,96,122,96,15,73,25,75,82,89
BK58,Flatlands,4321,411,2069,277,1827,257,291,120,12,62,1524,239,242,108,139,90,67,82,6,62,66,73,103,84,9,63,10,63,84,82,2252,293,1996,276,179,94,157,102,1660,252,256,131,150,98,67,81,4,62,79,83,106,106,41,76,0,62,65,95
BK60,Prospect Lefferts Gardens-Wingate,3563,479,1814,336,1461,286,174,112,170,112,1117,250,353,157,269,143,93,89,40,84,136,106,84,85,16,63,11,59,57,78,1749,339,1442,310,213,117,197,122,1032,255,307,124,189,107,58,87,65,72,66,69,118,80,25,61,49,70,44,65
BK61,Crown Heights North,5980,584,3040,395,2410,360,166,98,223,137,2021,341,630,163,421,137,87,84,38,72,296,119,209,110,33,77,9,71,167,100,2940,374,2434,338,249,116,238,146,1947,310,506,168,355,140,86,83,51,76,218,122,151,110,12,69,49,80,90,98
BK63,Crown Heights South,2326,392,1107,241,855,202,46,61,67,56,742,194,252,111,173,93,79,69,21,45,73,67,79,66,0,40,15,38,64,67,1219,262,998,239,104,71,56,52,838,228,221,116,132,94,77,70,19,48,36,61,89,63,29,47,0,40,60,56
BK64,Prospect Heights,516,166,203,91,168,80,38,45,25,46,105,68,35,49,10,34,10,34,0,32,0,32,25,47,0,32,0,32,25,47,313,139,282,131,97,75,26,38,159,107,31,49,31,49,31,49,0,32,0,32,0,32,0,32,0,32,0,32
BK68,Fort Greene,1357,303,597,168,480,147,64,56,26,49,390,142,117,76,49,49,21,42,1,37,27,47,68,69,49,65,0,38,19,44,760,256,633,228,87,112,101,107,445,150,127,107,0,38,0,38,0,38,0,38,127,107,23,53,0,38,104,114
BK69,Clinton Hill,1645,348,794,206,705,195,35,52,45,54,625,186,89,70,27,47,16,45,0,40,11,42,62,65,16,43,0,40,46,65,851,233,823,234,114,81,62,65,647,207,28,44,27,45,0,40,7,40,20,46,1,38,0,40,0,40,1,38
