area_id,area_name,b25085001,b25085001_moe,b25085002,b25085002_moe,b25085003,b25085003_moe,b25085004,b25085004_moe,b25085005,b25085005_moe,b25085006,b25085006_moe,b25085007,b25085007_moe,b25085008,b25085008_moe,b25085009,b25085009_moe,b25085010,b25085010_moe,b25085011,b25085011_moe,b25085012,b25085012_moe,b25085013,b25085013_moe,b25085014,b25085014_moe,b25085015,b25085015_moe,b25085016,b25085016_moe,b25085017,b25085017_moe,b25085018,b25085018_moe,b25085019,b25085019_moe,b25085020,b25085020_moe,b25085021,b25085021_moe,b25085022,b25085022_moe,b25085023,b25085023_moe,b25085024,b25085024_moe,b25085025,b25085025_moe
BK09,Brooklyn Heights-Cobble Hill,176,129,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,44,76,0,29,0,29,0,29,0,29,28,42,104,104
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,522,158,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,18,61,0,55,0,55,0,55,0,55,0,55,26,60,0,55,52,78,115,100,0,55,0,55,64,77,84,91,158,87,5,54
BK19,Brighton Beach,496,189,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,21,48,0,38,0,38,43,59,0,38,0,38,104,83,52,58,184,137,63,71,29,48
BK21,Seagate-Coney Island,65,71,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,22,50,0,38,0,38,0,38,0,38,0,38,16,45,27,58,0,38,0,38,0,38
BK23,West Brighton,155,110,0,27,0,27,0,27,55,60,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,30,54,0,27,0,27,0,27,0,27,0,27,38,67,32,56,0,27,0,27,0,27
BK25,Homecrest,318,142,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,43,67,0,48,0,48,56,71,0,48,97,87,104,97,18,53
BK26,Gravesend,164,103,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,40,61,22,47,29,57,47,64,26,45
BK27,Bath Beach,290,123,0,40,0,40,0,40,0,40,0,40,0,40,0,40,10,41,0,40,0,40,0,40,0,40,35,68,11,42,0,40,0,40,18,46,21,49,0,40,0,40,80,78,31,62,64,61,20,46
BK28,Bensonhurst West,342,145,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,19,70,0,64,0,64,0,64,21,71,30,76,0,64,0,64,0,64,84,83,165,116,23,73
BK29,Bensonhurst East,280,119,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,20,56,43,70,32,62,84,76,78,80,23,62
BK30,Dyker Heights,221,125,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,40,66,100,96,28,66,53,74
BK31,Bay Ridge,401,155,0,66,0,66,0,66,0,66,0,66,43,81,0,66,34,83,0,66,0,66,0,66,0,66,0,66,17,70,0,66,0,66,0,66,36,75,30,73,122,109,0,66,63,81,38,76,18,71
BK32,Sunset Park West,124,87,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,11,51,0,49,0,49,9,51,0,49,0,49,0,49,0,49,0,49,0,49,0,49,85,80,0,49,19,56
BK33,Carroll Gardens-Columbia Street-Red Hook,234,144,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,25,59,110,109,0,45,11,47,59,84,29,63
BK34,Sunset Park East,201,101,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,20,64,31,65,21,65,80,77,33,67,16,62
BK35,Stuyvesant Heights,568,162,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,39,67,0,51,22,64,87,85,16,55,15,55,55,64,15,55,88,80,215,101,16,55
BK37,Park Slope-Gowanus,275,140,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,53,84,0,58,144,109,62,81,16,62
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,269,103,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,80,77,26,52,45,53,75,62,43,62
BK40,Windsor Terrace,150,101,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,26,48,0,32,57,67,0,32,67,77
BK41,Kensington-Ocean Parkway,38,59,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,38,59,0,40,0,40
BK42,Flatbush,255,129,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,55,83,38,79,0,68,0,68,0,68,35,78,23,76,56,84,24,77,24,78
BK43,Midwood,192,114,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,14,54,0,51,0,51,0,51,0,51,29,61,0,51,0,51,0,51,0,51,129,105,0,51,0,51,20,55
BK44,Madison,174,108,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,5,46,28,63,0,46,31,66,0,46,0,46,26,61,59,73,13,50,12,49
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,132,98,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,31,71,0,55,0,55,0,55,68,83,33,63,0,55,0,55
BK46,Ocean Parkway South,89,73,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,41,56,48,58,0,36
BK50,Canarsie,328,130,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,16,74,19,75,0,70,0,70,17,75,50,77,31,76,179,107,0,70,16,72
BK58,Flatlands,319,126,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,54,84,0,62,0,62,20,70,14,65,0,62,22,70,36,74,0,62,31,72,78,72,44,74,20,66,0,62
BK60,Prospect Lefferts Gardens-Wingate,208,118,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,29,73,0,58,0,58,0,58,0,58,0,58,50,71,30,69,0,58,0,58,99,90
BK61,Crown Heights North,757,196,0,67,0,67,0,67,19,72,0,67,0,67,0,67,0,67,0,67,0,67,0,67,0,67,0,67,0,67,19,73,11,68,0,67,24,75,0,67,236,118,133,100,141,102,107,97,67,84
BK63,Crown Heights South,79,71,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,19,49,0,40,0,40,0,40,16,46,25,54,0,40,19,48,0,40
BK64,Prospect Heights,112,98,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,37,46,0,32,75,91,0,32,0,32
BK68,Fort Greene,157,89,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,99,77,29,55,29,49,0,38,0,38
BK69,Clinton Hill,127,95,0,40,0,40,28,58,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,34,64,0,40,0,40,41,59,24,53
BK72,Williamsburg,15,40,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,15,40,0,36,0,36
BK73,North Side-South Side,362,128,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,22,53,31,66,92,87,160,99,57,71
BK75,Bedford,377,136,0,56,0,56,18,62,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,17,61,0,56,0,56,0,56,38,69,21,63,51,68,104,85,128,94
BK76,Greenpoint,312,131,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,62,64,0,42,250,124,0,42,0,42
BK77,Bushwick North,94,81,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,15,56,0,54,0,54,0,54,28,65,0,54,37,66,14,56,0,54
BK78,Bushwick South,244,114,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,54,73,87,81,60,71,16,61,27,69
