area_id,area_name,b992512001,b992512001_moe,b992512002,b992512002_moe,b992512003,b992512003_moe
BK09,Brooklyn Heights-Cobble Hill,11346,-1,30,-1,11316,-1
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25070,-1,525,-1,24545,-1
BK19,Brighton Beach,13764,-1,235,-1,13529,-1
BK21,Seagate-Coney Island,11215,-1,186,-1,11029,-1
BK23,West Brighton,8026,-1,166,-1,7860,-1
BK25,Homecrest,15435,-1,353,-1,15082,-1
BK26,Gravesend,11068,-1,272,-1,10796,-1
BK27,Bath Beach,10726,-1,280,-1,10446,-1
BK28,Bensonhurst West,29717,-1,510,-1,29207,-1
BK29,Bensonhurst East,21737,-1,459,-1,21278,-1
BK30,Dyker Heights,14966,-1,247,-1,14719,-1
BK31,Bay Ridge,34990,-1,960,-1,34030,-1
BK32,Sunset Park West,17023,-1,278,-1,16745,-1
BK33,Carroll Gardens-Columbia Street-Red Hook,17628,-1,165,-1,17463,-1
BK34,Sunset Park East,20544,-1,370,-1,20174,-1
BK35,Stuyvesant Heights,24360,-1,471,-1,23889,-1
BK37,Park Slope-Gowanus,31068,-1,430,-1,30638,-1
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,15085,-1,391,-1,14694,-1
BK40,Windsor Terrace,9510,-1,152,-1,9358,-1
BK41,Kensington-Ocean Parkway,12037,-1,170,-1,11867,-1
BK42,Flatbush,37482,-1,687,-1,36795,-1
BK43,Midwood,18430,-1,474,-1,17956,-1
BK44,Madison,15022,-1,516,-1,14506,-1
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,16432,-1,229,-1,16203,-1
BK46,Ocean Parkway South,6607,-1,198,-1,6409,-1
BK50,Canarsie,27669,-1,725,-1,26944,-1
BK58,Flatlands,23279,-1,489,-1,22790,-1
BK60,Prospect Lefferts Gardens-Wingate,26016,-1,544,-1,25472,-1
BK61,Crown Heights North,40818,-1,771,-1,40047,-1
BK63,Crown Heights South,14662,-1,152,-1,14510,-1
BK64,Prospect Heights,9394,-1,43,-1,9351,-1
BK68,Fort Greene,11560,-1,282,-1,11278,-1
BK69,Clinton Hill,14937,-1,133,-1,14804,-1
BK72,Williamsburg,8299,-1,60,-1,8239,-1
BK73,North Side-South Side,19172,-1,203,-1,18969,-1
BK75,Bedford,24225,-1,352,-1,23873,-1
BK76,Greenpoint,15124,-1,192,-1,14932,-1
BK77,Bushwick North,18885,-1,203,-1,18682,-1
BK78,Bushwick South,24164,-1,424,-1,23740,-1
BK79,Ocean Hill,11686,-1,255,-1,11431,-1
BK81,Brownsville,20316,-1,242,-1,20074,-1
BK82,East New York,30771,-1,832,-1,29939,-1
BK83,Cypress Hills-City Line,13634,-1,525,-1,13109,-1
BK85,East New York (Pennsylvania Ave),9841,-1,101,-1,9740,-1
BK88,Borough Park,28325,-1,533,-1,27792,-1
BK90,East Williamsburg,14888,-1,261,-1,14627,-1
BK91,East Flatbush-Farragut,18217,-1,298,-1,17919,-1
BK93,Starrett City,6378,-1,230,-1,6148,-1
BK95,Erasmus,10222,-1,192,-1,10030,-1
BK96,Rugby-Remsen Village,20055,-1,344,-1,19711,-1
BK99,park-cemetery-etc-Brooklyn,170,-1,0,-1,170,-1
BX01,Claremont-Bathgate,9847,-1,165,-1,9682,-1
BX03,Eastchester-Edenwald-Baychester,11599,-1,116,-1,11483,-1
BX05,Bedford Park-Fordham North,18253,-1,381,-1,17872,-1
BX06,Belmont,8319,-1,144,-1,8175,-1
BX07,Bronxdale,13479,-1,239,-1,13240,-1
BX08,West Farms-Bronx River,11448,-1,140,-1,11308,-1
BX09,Soundview-Castle Hill-Clason Point-Harding Park,18657,-1,271,-1,18386,-1
BX10,Pelham Bay-Country Club-City Island,11247,-1,179,-1,11068,-1
BX13,Co-op City,18258,-1,216,-1,18042,-1
BX14,East Concourse-Concourse Village,21343,-1,336,-1,21007,-1
BX17,East Tremont,14245,-1,281,-1,13964,-1
BX22,North Riverdale-Fieldston-Riverdale,10909,-1,282,-1,10627,-1
BX26,Highbridge,12711,-1,178,-1,12533,-1
BX27,Hunts Point,8877,-1,132,-1,8745,-1
BX28,Van Cortlandt Village,17347,-1,238,-1,17109,-1
BX29,Spuyten Duyvil-Kingsbridge,12741,-1,137,-1,12604,-1
BX30,Kingsbridge Heights,10599,-1,176,-1,10423,-1
BX31,Allerton-Pelham Gardens,9707,-1,141,-1,9566,-1
BX33,Longwood,8318,-1,137,-1,8181,-1
BX34,Melrose South-Mott Haven North,12776,-1,216,-1,12560,-1
BX35,Morrisania-Melrose,12475,-1,206,-1,12269,-1
BX36,University Heights-Morris Heights,17631,-1,357,-1,17274,-1
BX37,Van Nest-Morris Park-Westchester Square,9657,-1,99,-1,9558,-1
BX39,Mott Haven-Port Morris,17497,-1,259,-1,17238,-1
BX40,Fordham South,8338,-1,98,-1,8240,-1
BX41,Mount Hope,16528,-1,306,-1,16222,-1
BX43,Norwood,14192,-1,202,-1,13990,-1
BX44,Williamsbridge-Olinville,20322,-1,403,-1,19919,-1
BX46,Parkchester,12590,-1,219,-1,12371,-1
BX49,Pelham Parkway,11364,-1,109,-1,11255,-1
BX52,Schuylerville-Throgs Neck-Edgewater Park,16655,-1,293,-1,16362,-1
BX55,Soundview-Bruckner,11247,-1,100,-1,11147,-1
BX59,Westchester-Unionport,8788,-1,99,-1,8689,-1
BX62,Woodlawn-Wakefield,15128,-1,215,-1,14913,-1
BX63,West Concourse,12795,-1,126,-1,12669,-1
BX75,Crotona Park East,6912,-1,76,-1,6836,-1
BX98,Rikers Island,0,-1,0,-1,0,-1
BX99,park-cemetery-etc-Bronx,482,-1,7,-1,475,-1
MN01,Marble Hill-Inwood,18168,-1,267,-1,17901,-1
MN03,Central Harlem North-Polo Grounds,33203,-1,364,-1,32839,-1
MN04,Hamilton Heights,18678,-1,263,-1,18415,-1
MN06,Manhattanville,8130,-1,97,-1,8033,-1
MN09,Morningside Heights,20166,-1,198,-1,19968,-1
MN11,Central Harlem South,18506,-1,287,-1,18219,-1
MN12,Upper West Side,66941,-1,620,-1,66321,-1
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,39072,-1,310,-1,38762,-1
MN14,Lincoln Square,32169,-1,317,-1,31852,-1
MN15,Clinton,25261,-1,295,-1,24966,-1
MN17,Midtown-Midtown South,15964,-1,246,-1,15718,-1
MN19,Turtle Bay-East Midtown,29094,-1,281,-1,28813,-1
MN20,Murray Hill-Kips Bay,26173,-1,243,-1,25930,-1
MN21,Gramercy,14877,-1,186,-1,14691,-1
MN22,East Village,22306,-1,279,-1,22027,-1
MN23,West Village,37218,-1,366,-1,36852,-1
MN24,SoHo-TriBeCa-Civic Center-Little Italy,18761,-1,258,-1,18503,-1
MN25,Battery Park City-Lower Manhattan,18931,-1,208,-1,18723,-1
MN27,Chinatown,18107,-1,354,-1,17753,-1
MN28,Lower East Side,30216,-1,605,-1,29611,-1
MN31,Lenox Hill-Roosevelt Island,43515,-1,501,-1,43014,-1
MN32,Yorkville,43613,-1,576,-1,43037,-1
MN33,East Harlem South,22874,-1,218,-1,22656,-1
MN34,East Harlem North,22183,-1,265,-1,21918,-1
