area_id,area_name,b10002001,b10002001_moe,b10002002,b10002002_moe,b10002003,b10002003_moe,b10002004,b10002004_moe,b10002005,b10002005_moe
BK09,Brooklyn Heights-Cobble Hill,40,45,0,29,0,29,0,29,40,45
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,751,322,112,120,98,118,14,60,639,323
BK19,Brighton Beach,345,145,126,101,105,99,21,46,219,107
BK21,Seagate-Coney Island,782,221,345,141,224,114,121,90,437,179
BK23,West Brighton,60,52,40,46,19,32,21,42,20,34
BK25,Homecrest,439,235,155,99,102,89,53,64,284,216
BK26,Gravesend,531,293,122,70,58,61,64,54,409,284
BK27,Bath Beach,266,144,52,50,44,47,8,40,214,139
BK28,Bensonhurst West,797,239,230,114,163,99,67,82,567,218
BK29,Bensonhurst East,776,243,362,145,330,143,32,61,414,203
BK30,Dyker Heights,997,415,648,387,502,373,146,123,349,153
BK31,Bay Ridge,689,248,308,142,296,141,12,67,381,212
BK32,Sunset Park West,989,273,559,236,502,233,57,59,430,169
BK33,Carroll Gardens-Columbia Street-Red Hook,361,147,255,125,189,115,66,69,106,82
BK34,Sunset Park East,1460,336,808,284,523,216,285,191,652,201
BK35,Stuyvesant Heights,3208,604,1367,370,1108,349,259,133,1841,483
BK37,Park Slope-Gowanus,622,220,271,115,184,105,87,71,351,192
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,557,180,350,146,267,131,83,81,207,111
BK40,Windsor Terrace,226,135,127,106,98,101,29,46,99,88
BK41,Kensington-Ocean Parkway,359,167,197,146,181,144,16,44,162,94
BK42,Flatbush,2312,415,1269,320,1158,314,111,92,1043,283
BK43,Midwood,178,96,122,90,68,75,54,71,56,60
BK44,Madison,269,129,95,78,48,66,47,60,174,112
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,807,335,244,181,216,178,28,64,563,284
BK46,Ocean Parkway South,116,98,38,54,19,47,19,45,78,88
BK50,Canarsie,2127,328,991,241,823,227,168,95,1136,232
BK58,Flatlands,1994,351,1093,284,871,271,222,108,901,221
BK60,Prospect Lefferts Gardens-Wingate,2191,553,1052,384,901,376,151,103,1139,400
BK61,Crown Heights North,2483,450,1346,326,1066,286,280,173,1137,321
BK63,Crown Heights South,1203,362,249,121,177,99,72,79,954,351
BK64,Prospect Heights,283,181,115,125,100,122,15,42,168,140
BK68,Fort Greene,589,209,283,150,133,86,150,123,306,144
BK69,Clinton Hill,707,258,356,200,291,191,65,70,351,163
BK72,Williamsburg,318,164,207,138,105,77,102,122,111,93
BK73,North Side-South Side,616,201,274,140,216,127,58,72,342,148
BK75,Bedford,2107,421,1044,339,844,326,200,114,1063,262
BK76,Greenpoint,109,84,61,78,52,77,9,42,48,52
BK77,Bushwick North,1498,372,683,238,550,219,133,106,815,292
BK78,Bushwick South,2336,422,1151,333,826,288,325,175,1185,289
BK79,Ocean Hill,951,280,381,154,215,102,166,120,570,236
BK81,Brownsville,2145,504,1146,425,700,285,446,294,999,278
BK82,East New York,3780,605,1255,315,592,190,663,255,2525,533
BK83,Cypress Hills-City Line,1299,292,377,148,318,143,59,64,922,254
BK85,East New York (Pennsylvania Ave),1042,277,503,202,449,193,54,67,539,208
BK88,Borough Park,814,270,392,210,339,205,53,79,422,178
BK90,East Williamsburg,347,145,228,118,172,106,56,59,119,98
BK91,East Flatbush-Farragut,2372,440,754,229,550,191,204,139,1618,383
BK93,Starrett City,674,290,427,259,372,243,55,93,247,184
BK95,Erasmus,1385,433,555,194,481,186,74,70,830,394
BK96,Rugby-Remsen Village,1892,376,730,208,570,196,160,88,1162,321
BK99,park-cemetery-etc-Brooklyn,12,40,12,40,0,40,12,40,0,40
BX01,Claremont-Bathgate,978,280,413,175,317,158,96,80,565,216
BX03,Eastchester-Edenwald-Baychester,1271,412,599,305,416,229,183,203,672,289
BX05,Bedford Park-Fordham North,1456,397,743,287,671,277,72,84,713,299
BX06,Belmont,523,202,113,84,85,68,28,56,410,196
BX07,Bronxdale,591,220,391,152,238,116,153,107,200,164
BX08,West Farms-Bronx River,644,215,222,134,197,128,25,53,422,186
