area_id,area_name,b21001001,b21001001_moe,b21001002,b21001002_moe,b21001003,b21001003_moe,b21001004,b21001004_moe,b21001005,b21001005_moe,b21001006,b21001006_moe,b21001007,b21001007_moe,b21001008,b21001008_moe,b21001009,b21001009_moe,b21001010,b21001010_moe,b21001011,b21001011_moe,b21001012,b21001012_moe,b21001013,b21001013_moe,b21001014,b21001014_moe,b21001015,b21001015_moe,b21001016,b21001016_moe,b21001017,b21001017_moe,b21001018,b21001018_moe,b21001019,b21001019_moe,b21001020,b21001020_moe,b21001021,b21001021_moe,b21001022,b21001022_moe,b21001023,b21001023_moe,b21001024,b21001024_moe,b21001025,b21001025_moe,b21001026,b21001026_moe,b21001027,b21001027_moe,b21001028,b21001028_moe,b21001029,b21001029_moe,b21001030,b21001030_moe,b21001031,b21001031_moe,b21001032,b21001032_moe,b21001033,b21001033_moe,b21001034,b21001034_moe,b21001035,b21001035_moe,b21001036,b21001036_moe,b21001037,b21001037_moe,b21001038,b21001038_moe,b21001039,b21001039_moe
BK09,Brooklyn Heights-Cobble Hill,20492,965,651,155,19841,966,10230,663,635,155,9595,659,3953,461,45,44,3908,459,3486,371,73,80,3413,365,1462,237,78,53,1384,234,845,173,133,63,712,166,484,147,306,104,178,112,10262,563,16,37,10246,564,4051,418,16,37,4035,419,3320,345,0,29,3320,345,1339,256,0,29,1339,256,765,171,0,29,765,171,787,217,0,29,787,217
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,50300,1217,1957,246,48343,1209,22838,773,1839,232,20999,766,5822,525,106,76,5716,523,8274,524,220,99,8054,522,4210,368,314,107,3896,358,2301,283,365,112,1936,264,2231,268,834,152,1397,230,27462,823,118,79,27344,825,6662,543,27,57,6635,543,9128,574,68,77,9060,579,4744,398,0,55,4744,398,2989,299,23,56,2966,298,3939,386,0,55,3939,386
BK19,Brighton Beach,26284,979,488,142,25796,974,11837,658,443,129,11394,657,3588,463,6,36,3582,464,3848,377,85,69,3763,373,1932,280,86,71,1846,273,1026,187,87,56,939,183,1443,223,179,81,1264,205,14447,616,45,69,14402,612,3141,392,0,38,3141,392,4644,372,33,65,4611,368,2363,300,0,38,2363,300,1745,246,0,38,1745,246,2554,288,12,44,2542,281
BK21,Seagate-Coney Island,23548,923,709,194,22839,907,10632,731,694,192,9938,707,3303,541,73,75,3230,531,3072,362,111,74,2961,362,1750,314,168,91,1582,298,1361,245,80,58,1281,247,1146,225,262,127,884,192,12916,578,15,43,12901,578,2737,388,0,38,2737,388,4342,402,15,43,4327,402,2173,278,0,38,2173,278,1819,279,0,38,1819,279,1845,257,0,38,1845,257
BK23,West Brighton,14123,557,658,166,13465,572,5829,398,648,164,5181,411,796,198,1,24,795,198,1533,301,14,32,1519,301,1091,217,71,49,1020,212,1364,264,225,126,1139,232,1045,198,337,104,708,171,8294,424,10,29,8284,425,1069,234,10,29,1059,234,2049,313,0,27,2049,313,1619,261,0,27,1619,261,1707,276,0,27,1707,276,1850,266,0,27,1850,266
BK25,Homecrest,31759,940,968,200,30791,936,15612,623,958,200,14654,634,4750,480,71,68,4679,477,5532,427,67,73,5465,423,2347,274,173,70,2174,268,1642,242,299,117,1343,218,1341,196,348,113,993,174,16147,529,10,49,16137,529,4641,391,10,49,4631,390,5066,401,0,48,5066,401,2455,265,0,48,2455,265,2117,259,0,48,2117,259,1868,231,0,48,1868,231
BK26,Gravesend,22556,896,1321,270,21235,874,10315,575,1271,263,9044,560,2827,386,75,66,2752,377,3080,339,290,139,2790,335,1644,247,109,63,1535,238,1527,284,420,156,1107,256,1237,229,377,127,860,198,12241,551,50,48,12191,550,2912,356,0,36,2912,356,3732,346,22,41,3710,347,2120,288,12,37,2108,288,1976,293,4,35,1972,294,1501,239,12,38,1489,237
BK27,Bath Beach,23621,926,1158,208,22463,940,11367,609,1139,208,10228,627,3578,471,60,67,3518,468,3881,346,145,76,3736,351,1649,229,253,110,1396,208,1251,204,348,111,903,178,1008,177,333,102,675,149,12254,531,19,42,12235,532,3361,386,0,40,3361,386,4001,356,0,40,4001,356,1902,266,19,42,1883,266,1531,226,0,40,1531,226,1459,216,0,40,1459,216
BK28,Bensonhurst West,68442,1614,2017,275,66425,1618,33079,1062,1954,268,31125,1077,10933,848,100,82,10833,847,11749,614,245,126,11504,611,4921,412,366,128,4555,399,3035,325,514,139,2521,301,2441,301,729,157,1712,263,35363,937,63,72,35300,938,10816,670,0,64,10816,670,11578,580,46,71,11532,581,5201,393,17,64,5184,392,3837,342,0,64,3837,342,3931,387,0,64,3931,387
BK29,Bensonhurst East,49450,1236,1742,262,47708,1242,24106,783,1725,261,22381,796,7184,616,72,68,7112,616,8534,526,307,130,8227,519,3761,348,267,110,3494,337,2595,293,544,144,2051,259,2032,262,535,146,1497,230,25344,770,17,52,25327,769,7251,563,10,52,7241,563,8467,496,0,51,8467,496,4047,373,0,51,4047,373,2828,291,0,51,2828,291,2751,280,7,51,2744,279
BK30,Dyker Heights,35923,1087,1676,226,34247,1104,17526,749,1642,225,15884,774,5870,588,102,79,5768,585,5989,429,155,76,5834,422,2494,277,392,121,2102,259,1652,234,427,132,1225,198,1521,224,566,119,955,192,18397,656,34,49,18363,658,5089,478,8,51,5081,478,6404,424,13,49,6391,424,2806,297,4,50,2802,297,1943,232,9,51,1934,232,2155,245,0,51,2155,245
BK31,Bay Ridge,66450,1338,3011,320,63439,1357,31040,938,2728,301,28312,955,9771,664,381,156,9390,662,12101,634,480,132,11621,627,4850,410,636,159,4214,387,2364,268,453,122,1911,248,1954,228,778,141,1176,194,35410,862,283,115,35127,862,10740,635,128,90,10612,633,12350,624,82,81,12268,624,4904,398,19,72,4885,396,3552,317,19,70,3533,317,3864,341,35,67,3829,340
BK32,Sunset Park West,42105,1272,1167,232,40938,1264,22820,1005,1088,222,21732,1007,10947,767,247,132,10700,765,7868,574,300,126,7568,563,2279,302,308,112,1971,285,986,212,56,58,930,203,740,171,177,91,563,146,19285,726,79,72,19206,723,7829,566,3,49,7826,566,6458,438,64,73,6394,435,2329,274,11,50,2318,274,1301,196,0,49,1301,196,1368,243,1,47,1367,243
BK33,Carroll Gardens-Columbia Street-Red Hook,31720,1002,1135,218,30585,978,14427,760,1076,211,13351,765,5123,552,31,65,5092,552,5851,490,139,77,5712,487,1851,301,238,89,1613,296,910,213,314,124,596,175,692,170,354,113,338,130,17293,730,59,72,17234,728,6517,629,12,48,6505,629,6102,438,32,68,6070,438,2148,296,15,48,2133,294,1146,199,0,45,1146,199,1380,259,0,45,1380,259
BK34,Sunset Park East,53777,1550,791,191,52986,1546,27057,1061,750,184,26307,1054,11699,806,126,82,11573,804,9894,586,144,99,9750,578,3023,371,180,112,2843,357,1281,230,162,91,1119,215,1160,199,138,67,1022,190,26720,831,41,64,26679,831,9953,656,18,65,9935,655,10121,569,11,58,10110,569,3328,345,12,59,3316,345,1638,245,0,59,1638,245,1680,234,0,59,1680,234
BK35,Stuyvesant Heights,48035,1450,1827,292,46208,1460,20981,1058,1594,270,19387,1059,7797,703,111,102,7686,703,8524,665,604,171,7920,651,2522,342,416,154,2106,314,1510,255,228,95,1282,243,628,157,235,98,393,129,27054,917,233,113,26821,914,9841,676,70,81,9771,672,9177,538,128,88,9049,540,3964,380,27,56,3937,380,2451,292,0,51,2451,292,1621,239,8,51,1613,239
BK37,Park Slope-Gowanus,59830,1385,1599,266,58231,1380,28429,977,1554,263,26875,970,11387,794,104,112,11283,797,10832,655,266,142,10566,646,3520,361,242,100,3278,358,1653,236,374,116,1279,204,1037,212,568,159,469,143,31401,953,45,63,31356,952,12980,800,20,59,12960,799,11011,620,25,61,10986,619,4089,379,0,58,4089,379,1878,262,0,58,1878,262,1443,237,0,58,1443,237
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,28932,1054,718,156,28214,1045,13593,790,658,149,12935,786,5698,555,29,45,5669,554,5251,468,207,111,5044,464,1450,236,147,73,1303,229,706,158,111,51,595,155,488,135,164,76,324,112,15339,653,60,66,15279,650,6243,488,31,65,6212,483,5627,424,15,42,5612,424,1394,214,14,41,1380,214,1151,174,0,42,1151,174,924,181,0,42,924,181
BK40,Windsor Terrace,18388,684,585,144,17803,682,8631,475,560,141,8071,472,2687,362,36,48,2651,364,3669,332,70,51,3599,334,1299,229,166,82,1133,218,583,149,111,59,472,137,393,108,177,72,216,82,9757,459,25,39,9732,461,3215,390,0,32,3215,390,3591,295,16,37,3575,294,1353,221,9,34,1344,221,678,149,0,32,678,149,920,160,0,32,920,160
BK41,Kensington-Ocean Parkway,26465,949,449,146,26016,947,12794,668,443,146,12351,661,4680,512,24,50,4656,512,4987,481,44,48,4943,480,1530,252,114,86,1416,243,900,186,103,74,797,172,697,171,158,91,539,142,13671,600,6,40,13665,600,5001,475,0,40,5001,475,4339,380,0,40,4339,380,2231,279,6,40,2225,278,1046,190,0,40,1046,190,1054,194,0,40,1054,194
BK42,Flatbush,79449,1805,1495,251,77954,1823,35593,1254,1399,245,34194,1271,13068,889,194,117,12874,890,14035,776,293,160,13742,766,4817,464,321,121,4496,452,2498,297,340,113,2158,279,1175,204,251,88,924,192,43856,1176,96,87,43760,1177,15093,860,15,71,15078,861,16236,738,7,67,16229,738,6346,489,50,84,6296,487,3457,341,9,67,3448,341,2724,296,15,70,2709,296
BK43,Midwood,38200,1004,718,138,37482,1006,18392,724,689,137,17703,730,6369,538,41,58,6328,538,6000,443,42,61,5958,443,3285,318,109,82,3176,313,1468,200,121,62,1347,197,1270,186,376,95,894,167,19808,652,29,51,19779,650,5885,487,16,52,5869,487,6304,421,0,51,6304,421,3343,315,6,50,3337,315,1698,215,0,51,1698,215,2578,265,7,51,2571,263
BK44,Madison,31650,892,889,150,30761,901,15179,616,844,145,14335,625,4441,451,0,46,4441,451,5474,402,107,71,5367,402,2822,284,183,84,2639,278,1025,167,210,69,815,156,1417,200,344,87,1073,188,16471,586,45,54,16426,585,4042,390,0,46,4042,390,5870,396,15,50,5855,396,3045,292,10,48,3035,291,1247,159,9,47,1238,159,2267,253,11,48,2256,252
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,36108,978,1821,238,34287,981,16608,623,1742,232,14866,636,4864,455,198,106,4666,452,6159,436,257,103,5902,430,2916,294,415,120,2501,287,1386,225,291,84,1095,217,1283,192,581,121,702,162,19500,690,79,67,19421,689,5271,482,9,55,5262,482,6980,428,34,61,6946,427,3294,324,0,55,3294,324,1655,213,5,54,1650,213,2300,272,31,61,2269,269
BK46,Ocean Parkway South,13951,672,377,96,13574,673,6910,425,370,95,6540,425,2435,321,0,36,2435,321,2178,263,38,48,2140,261,1127,173,95,55,1032,164,582,123,112,47,470,117,588,118,125,53,463,110,7041,384,7,34,7034,384,2226,273,0,36,2226,273,1947,246,1,35,1946,246,1406,192,0,36,1406,192,595,118,0,36,595,118,867,143,6,35,861,143
BK50,Canarsie,64820,1539,1935,292,62885,1532,28144,992,1775,279,26369,994,10051,678,211,124,9840,675,10717,639,588,175,10129,627,4413,405,431,145,3982,385,1778,258,188,87,1590,249,1185,214,357,110,828,176,36676,1000,160,103,36516,1002,11115,707,47,80,11068,707,14676,613,92,92,14584,611,5964,445,14,70,5950,446,2802,295,7,71,2795,293,2119,276,0,70,2119,276
BK58,Flatlands,53978,1268,1552,221,52426,1275,24231,850,1332,207,22899,856,8782,637,116,99,8666,635,8266,515,226,115,8040,512,4005,353,366,108,3639,349,2022,256,269,87,1753,244,1156,188,355,101,801,163,29747,817,220,93,29527,817,8314,570,26,65,8288,570,10945,511,123,85,10822,510,5235,396,37,66,5198,396,3047,287,8,63,3039,287,2206,254,26,62,2180,254
BK60,Prospect Lefferts Gardens-Wingate,54130,1664,1473,370,52657,1558,23351,1118,1283,306,22068,1044,8966,718,224,131,8742,712,7868,684,384,208,7484,637,3223,392,274,120,2949,375,2082,327,249,120,1833,314,1212,242,152,98,1060,226,30779,1081,190,120,30589,1066,10143,816,116,110,10027,817,10202,645,59,71,10143,642,5108,468,15,61,5093,468,2939,338,0,58,2939,338,2387,354,0,58,2387,354
BK61,Crown Heights North,77251,1764,2237,339,75014,1753,33307,1326,2040,322,31267,1319,13997,900,280,133,13717,886,11811,778,715,219,11096,776,3650,415,333,135,3317,396,2619,337,440,154,2179,307,1230,212,272,115,958,188,43944,1199,197,101,43747,1195,15280,856,65,77,15215,854,15435,770,88,86,15347,767,5950,492,19,74,5931,491,3738,355,10,68,3728,355,3541,366,15,67,3526,364
BK63,Crown Heights South,30057,1050,657,161,29400,1051,13825,787,605,153,13220,784,5694,609,9,40,5685,608,4678,480,214,94,4464,474,1991,289,110,70,1881,283,807,169,127,74,680,161,655,161,145,72,510,147,16232,674,52,54,16180,674,5590,553,12,42,5578,554,5439,423,28,51,5411,421,2648,294,12,41,2636,293,1458,207,0,40,1458,207,1097,212,0,40,1097,212
BK64,Prospect Heights,17454,797,378,128,17076,791,8127,550,369,128,7758,538,3332,425,47,44,3285,428,3309,360,68,60,3241,354,903,216,127,100,776,192,396,122,80,48,316,115,187,91,47,46,140,86,9327,593,9,33,9318,593,4004,516,9,33,3995,516,3009,307,0,32,3009,307,1260,239,0,32,1260,239,598,145,0,32,598,145,456,142,0,32,456,142
BK68,Fort Greene,22202,870,749,167,21453,879,9250,641,666,153,8584,637,3954,474,57,52,3897,474,3240,376,202,98,3038,362,1073,200,172,92,901,183,534,129,103,53,431,123,449,131,132,60,317,118,12952,582,83,66,12869,584,5509,495,16,44,5493,495,3920,343,59,60,3861,344,1469,232,8,39,1461,232,1041,178,0,38,1041,178,1013,207,0,38,1013,207
BK69,Clinton Hill,30518,1172,930,214,29588,1154,14427,838,878,207,13549,817,6649,727,22,52,6627,723,4811,460,230,114,4581,443,1560,240,237,98,1323,232,904,193,194,89,710,175,503,159,195,105,308,122,16091,710,52,65,16039,709,7469,557,27,57,7442,556,4751,417,25,48,4726,417,1994,271,0,40,1994,271,1048,171,0,40,1048,171,829,176,0,40,829,176
BK72,Williamsburg,17130,638,184,98,16946,632,8387,463,184,98,8203,450,4268,358,4,35,4264,358,2228,286,101,81,2127,284,1113,193,28,47,1085,191,360,129,23,40,337,126,418,125,28,49,390,120,8743,390,0,36,8743,390,3893,343,0,36,3893,343,2349,267,0,36,2349,267,1180,200,0,36,1180,200,436,137,0,36,436,137,885,187,0,36,885,187
BK73,North Side-South Side,36999,1076,618,160,36381,1077,17872,813,618,160,17254,817,9162,712,81,65,9081,711,6027,500,153,89,5874,493,1318,247,144,92,1174,234,818,198,95,72,723,188,547,149,145,78,402,132,19127,784,0,48,19127,784,9508,678,0,48,9508,678,5995,496,0,48,5995,496,1771,274,0,48,1771,274,865,189,0,48,865,189,988,211,0,48,988,211
BK75,Bedford,48544,1452,1194,213,47350,1443,22033,1020,1086,205,20947,1005,10026,724,50,66,9976,724,7974,610,389,141,7585,594,1993,301,193,90,1800,289,1318,226,216,99,1102,209,722,176,238,102,484,145,26511,923,108,79,26403,920,10833,708,28,59,10805,707,9169,540,37,66,9132,538,3320,360,40,68,3280,357,1685,230,3,55,1682,230,1504,232,0,56,1504,232
BK76,Greenpoint,28184,956,582,154,27602,957,13765,675,534,144,13231,668,6438,603,76,84,6362,598,4681,440,56,59,4625,437,1755,263,200,91,1555,249,628,138,111,57,517,128,263,87,91,50,172,79,14419,668,48,64,14371,667,6958,579,0,42,6958,579,3842,373,43,65,3799,371,1809,239,5,40,1804,239,686,143,0,42,686,143,1124,213,0,42,1124,213
BK77,Bushwick North,46254,1409,751,197,45503,1399,23735,1078,693,188,23042,1067,12282,867,112,84,12170,866,7883,583,156,94,7727,575,2159,299,255,104,1904,284,855,182,81,64,774,175,556,137,89,64,467,131,22519,823,58,65,22461,824,10280,684,0,54,10280,684,7865,476,49,64,7816,475,2196,287,9,54,2187,287,1338,222,0,54,1338,222,840,146,0,54,840,146
BK78,Bushwick South,53355,1697,1202,244,52153,1672,24576,1191,1086,232,23490,1167,11325,923,91,75,11234,923,8184,628,377,145,7807,621,2746,381,298,146,2448,357,1516,247,107,77,1409,239,805,180,213,105,592,144,28779,1008,116,86,28663,1006,12176,764,24,68,12152,763,9289,575,69,73,9220,571,3396,408,0,56,3396,408,2128,276,23,59,2105,278,1790,269,0,56,1790,269
BK79,Ocean Hill,22549,969,1005,242,21544,927,9737,655,877,207,8860,625,3680,443,48,63,3632,429,3974,443,558,167,3416,417,751,173,153,91,598,149,942,188,81,55,861,186,390,110,37,44,353,105,12812,634,128,84,12684,620,4384,407,31,45,4353,404,5305,418,97,80,5208,401,1303,215,0,38,1303,215,1083,190,0,38,1083,190,737,148,0,38,737,148
BK81,Brownsville,38497,1209,780,195,37717,1211,13803,833,671,175,13132,820,5786,622,86,97,5700,609,4539,466,129,81,4410,464,1854,299,163,77,1691,289,1061,212,141,74,920,205,563,158,152,92,411,133,24694,861,109,80,24585,860,8715,639,27,62,8688,636,8952,517,19,53,8933,516,3189,357,40,68,3149,355,2177,272,14,51,2163,272,1661,239,9,52,1652,239
BK82,East New York,64628,1709,1431,242,63197,1698,26891,1139,1255,223,25636,1123,10135,794,75,77,10060,794,10240,702,368,130,9872,697,3422,410,388,133,3034,395,1893,280,250,109,1643,263,1201,220,174,79,1027,209,37737,1102,176,107,37561,1099,13521,791,84,87,13437,786,13649,676,70,81,13579,675,5074,437,0,65,5074,437,3400,343,22,73,3378,341,2093,329,0,65,2093,329
BK83,Cypress Hills-City Line,34044,1298,583,162,33461,1290,15750,848,521,149,15229,834,6215,539,58,66,6157,540,6265,508,188,106,6077,493,1968,292,83,64,1885,289,794,159,90,69,704,151,508,136,102,74,406,120,18294,762,62,66,18232,761,6856,564,43,60,6813,565,7422,472,19,56,7403,472,1969,257,0,49,1969,257,1143,191,0,49,1143,191,904,183,0,49,904,183
BK85,East New York (Pennsylvania Ave),19890,851,345,120,19545,846,8206,603,300,113,7906,586,3440,428,74,60,3366,419,2821,377,111,78,2710,368,1148,223,33,44,1115,221,564,143,37,42,527,139,233,74,45,51,188,69,11684,554,45,46,11639,558,4308,389,17,40,4291,389,4761,365,17,39,4744,366,1450,234,11,38,1439,233,719,135,0,36,719,135,446,118,0,36,446,118
BK88,Borough Park,65881,1620,831,161,65050,1620,33176,1050,798,155,32378,1050,13895,802,19,70,13876,802,10172,637,110,82,10062,634,4903,416,254,111,4649,407,1973,254,87,75,1886,250,2233,258,328,93,1905,247,32705,899,33,76,32672,899,12118,657,24,76,12094,658,9964,565,0,68,9964,565,4886,402,9,67,4877,403,1968,244,0,68,1968,244,3769,391,0,68,3769,391
BK90,East Williamsburg,28927,961,893,197,28034,952,13173,763,882,197,12291,746,6112,586,161,103,5951,585,3936,415,115,97,3821,412,1330,227,173,83,1157,222,884,204,141,78,743,194,911,189,292,98,619,159,15754,660,11,42,15743,659,7276,587,0,40,7276,587,4151,378,0,40,4151,378,1695,248,11,42,1684,247,1244,206,0,40,1244,206,1388,217,0,40,1388,217
BK91,East Flatbush-Farragut,41228,1264,1093,213,40135,1258,17892,817,1000,204,16892,815,6180,588,91,77,6089,582,6022,471,332,146,5690,454,3011,353,270,105,2741,341,1697,234,221,81,1476,226,982,188,86,70,896,182,23336,809,93,76,23243,808,7097,559,41,60,7056,560,8052,506,41,71,8011,507,3993,374,0,54,3993,374,2459,281,11,57,2448,280,1735,242,0,54,1735,242
BK93,Starrett City,10167,595,404,188,9763,587,3083,480,404,188,2679,456,1011,310,12,31,999,314,789,236,32,46,757,231,236,121,14,29,222,117,389,137,73,51,316,126,658,198,273,178,385,132,7084,432,0,24,7084,432,1667,396,0,24,1667,396,2340,392,0,24,2340,392,846,219,0,24,846,219,981,214,0,24,981,214,1250,245,0,24,1250,245
