area_id,area_name,b08105g001,b08105g001_moe,b08105g002,b08105g002_moe,b08105g003,b08105g003_moe,b08105g004,b08105g004_moe,b08105g005,b08105g005_moe,b08105g006,b08105g006_moe,b08105g007,b08105g007_moe
BK09,Brooklyn Heights-Cobble Hill,315,139,17,38,0,29,233,115,61,75,0,29,4,28
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,151,105,29,57,0,55,88,69,27,68,0,55,7,55
BK19,Brighton Beach,341,162,16,39,0,38,238,134,32,43,0,38,55,67
BK21,Seagate-Coney Island,80,67,4,37,22,44,54,59,0,38,0,38,0,38
BK23,West Brighton,16,30,16,30,0,27,0,27,0,27,0,27,0,27
BK25,Homecrest,83,68,16,51,12,50,55,62,0,48,0,48,0,48
BK26,Gravesend,71,70,0,36,0,36,71,70,0,36,0,36,0,36
BK27,Bath Beach,176,100,15,40,13,52,125,85,22,52,1,38,0,40
BK28,Bensonhurst West,263,120,55,68,8,64,164,86,27,66,0,64,9,64
BK29,Bensonhurst East,260,132,10,52,37,77,166,96,27,60,0,51,20,52
BK30,Dyker Heights,141,94,51,54,6,51,79,89,0,51,0,51,5,50
BK31,Bay Ridge,533,154,108,78,28,71,288,104,70,87,0,66,39,72
BK32,Sunset Park West,552,213,73,63,23,56,353,160,78,78,8,49,17,51
BK33,Carroll Gardens-Columbia Street-Red Hook,631,218,16,45,13,47,355,137,149,114,37,50,61,62
BK34,Sunset Park East,440,193,59,79,7,57,287,127,71,78,8,58,8,58
BK35,Stuyvesant Heights,419,158,121,82,0,51,254,110,0,51,0,51,44,70
BK37,Park Slope-Gowanus,1167,250,140,96,22,60,819,209,71,72,51,71,64,65
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,661,176,31,44,18,48,455,147,61,53,0,42,96,84
BK40,Windsor Terrace,227,114,44,47,0,32,155,101,15,37,0,32,13,37
BK41,Kensington-Ocean Parkway,352,141,21,50,0,40,316,135,15,42,0,40,0,40
BK42,Flatbush,890,259,176,103,35,75,572,210,84,84,0,68,23,71
BK43,Midwood,288,127,32,59,0,51,196,103,22,57,15,55,23,59
BK44,Madison,84,59,5,46,0,46,63,54,6,46,0,46,10,47
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,229,116,92,82,0,55,108,74,25,60,4,54,0,55
BK46,Ocean Parkway South,41,45,0,36,0,36,27,40,0,36,14,39,0,36
BK50,Canarsie,300,133,84,88,23,73,169,98,8,71,5,70,11,71
BK58,Flatlands,355,150,76,73,31,71,211,117,37,79,0,62,0,62
BK60,Prospect Lefferts Gardens-Wingate,564,265,23,59,39,80,412,191,90,136,0,58,0,58
BK61,Crown Heights North,820,232,50,77,18,68,659,220,0,67,47,77,46,88
BK63,Crown Heights South,62,56,28,51,0,40,26,40,8,40,0,40,0,40
BK64,Prospect Heights,256,96,9,33,0,32,211,88,20,37,16,39,0,32
BK68,Fort Greene,530,161,77,71,7,38,357,138,54,63,12,36,23,45
BK69,Clinton Hill,799,239,40,57,0,40,704,227,10,41,28,45,17,40
BK72,Williamsburg,94,94,23,51,0,36,60,67,11,38,0,36,0,36
BK73,North Side-South Side,646,223,20,49,104,99,375,150,67,81,19,55,61,73
BK75,Bedford,674,194,98,82,43,62,478,156,52,67,0,56,3,56
BK76,Greenpoint,397,171,0,42,0,42,341,157,39,59,11,43,6,41
BK77,Bushwick North,611,200,70,64,52,88,423,139,66,71,0,54,0,54
BK78,Bushwick South,749,275,128,145,34,59,479,188,65,72,26,63,17,61
BK79,Ocean Hill,98,64,15,43,43,52,40,47,0,38,0,38,0,38
BK81,Brownsville,124,78,13,52,0,51,111,76,0,51,0,51,0,51
BK82,East New York,437,186,166,106,43,70,172,109,56,76,0,65,0,65
BK83,Cypress Hills-City Line,242,108,57,59,8,50,145,77,17,51,0,49,15,51
BK85,East New York (Pennsylvania Ave),108,69,11,38,0,36,86,62,0,36,0,36,11,40
BK88,Borough Park,214,131,26,71,23,75,138,115,27,69,0,68,0,68
BK90,East Williamsburg,230,99,13,43,0,40,165,87,27,46,21,50,4,38
BK91,East Flatbush-Farragut,363,135,107,71,30,55,192,106,23,57,11,55,0,54
BK93,Starrett City,63,81,14,29,0,24,35,44,14,29,0,24,0,24
BK95,Erasmus,213,137,68,59,12,39,88,79,26,41,19,45,0,36
BK96,Rugby-Remsen Village,215,109,52,76,10,55,153,89,0,54,0,54,0,54
BK99,park-cemetery-etc-Brooklyn,28,52,0,40,0,40,20,49,0,40,8,40,0,40
BX01,Claremont-Bathgate,207,99,5,39,15,45,150,90,37,53,0,40,0,40
BX03,Eastchester-Edenwald-Baychester,296,155,198,134,0,40,48,62,17,45,0,40,33,63
BX05,Bedford Park-Fordham North,369,147,43,59,15,53,298,128,13,53,0,50,0,50
BX06,Belmont,403,259,28,40,0,34,190,144,157,139,28,55,0,34
BX07,Bronxdale,549,213,115,78,40,57,348,198,36,57,0,38,10,39
BX08,West Farms-Bronx River,825,308,189,97,24,52,462,216,58,53,0,40,92,107
BX09,Soundview-Castle Hill-Clason Point-Harding Park,596,278,191,114,35,52,342,207,28,53,0,50,0,50
BX10,Pelham Bay-Country Club-City Island,199,148,101,107,9,35,89,101,0,34,0,34,0,34
BX13,Co-op City,665,531,204,170,154,216,113,94,194,220,0,33,0,33
BX14,East Concourse-Concourse Village,385,161,95,84,27,56,200,109,44,63,0,51,19,53
BX17,East Tremont,448,201,100,72,12,47,297,190,39,48,0,45,0,45
BX22,North Riverdale-Fieldston-Riverdale,140,72,23,45,17,40,90,64,0,38,0,38,10,39
BX26,Highbridge,152,85,14,44,0,42,114,69,16,39,0,42,8,40
BX27,Hunts Point,378,139,77,78,11,40,205,88,85,74,0,38,0,38
BX28,Van Cortlandt Village,637,228,111,70,25,44,380,154,66,94,2,43,53,71
BX29,Spuyten Duyvil-Kingsbridge,472,199,128,99,8,39,271,156,0,38,27,56,38,69
BX30,Kingsbridge Heights,422,167,49,59,23,43,208,100,41,56,6,36,95,98
BX31,Allerton-Pelham Gardens,220,91,110,72,15,46,95,64,0,42,0,42,0,42
BX33,Longwood,172,78,20,35,8,34,124,64,9,36,0,36,11,36
BX34,Melrose South-Mott Haven North,217,153,44,60,0,42,125,84,48,66,0,42,0,42
BX35,Morrisania-Melrose,480,156,99,77,32,48,301,124,27,39,21,40,0,40
BX36,University Heights-Morris Heights,586,206,68,71,68,71,395,169,40,58,0,51,15,54
BX37,Van Nest-Morris Park-Westchester Square,430,156,110,77,3,41,212,104,69,70,11,44,25,56
BX39,Mott Haven-Port Morris,348,136,67,67,0,50,229,108,37,51,8,48,7,49
BX40,Fordham South,169,188,51,82,0,32,97,110,21,50,0,32,0,32
BX41,Mount Hope,493,162,50,71,9,51,370,142,33,51,18,50,13,53
BX43,Norwood,628,250,149,88,35,67,337,156,73,60,0,41,34,52
BX44,Williamsbridge-Olinville,368,142,87,78,16,58,255,114,10,55,0,54,0,54
