area_id,area_name,b08203001,b08203001_moe,b08203002,b08203002_moe,b08203003,b08203003_moe,b08203004,b08203004_moe,b08203005,b08203005_moe,b08203006,b08203006_moe,b08203007,b08203007_moe,b08203008,b08203008_moe,b08203009,b08203009_moe,b08203010,b08203010_moe,b08203011,b08203011_moe,b08203012,b08203012_moe,b08203013,b08203013_moe,b08203014,b08203014_moe,b08203015,b08203015_moe,b08203016,b08203016_moe,b08203017,b08203017_moe,b08203018,b08203018_moe,b08203019,b08203019_moe,b08203020,b08203020_moe,b08203021,b08203021_moe,b08203022,b08203022_moe,b08203023,b08203023_moe,b08203024,b08203024_moe,b08203025,b08203025_moe,b08203026,b08203026_moe,b08203027,b08203027_moe,b08203028,b08203028_moe,b08203029,b08203029_moe,b08203030,b08203030_moe
BK09,Brooklyn Heights-Cobble Hill,11346,374,8194,412,2801,319,290,102,43,58,18,39,2185,281,1737,261,421,132,9,31,0,29,18,39,5441,447,4299,420,1054,223,88,57,0,29,0,29,3456,361,1999,277,1249,232,165,82,43,58,0,29,264,119,159,98,77,64,28,40,0,29,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25070,401,9295,500,12174,551,3151,312,326,97,124,89,8325,467,4901,377,2978,329,422,105,24,54,0,55,9106,569,3393,396,4594,432,979,194,102,64,38,57,6508,479,905,221,4006,411,1371,223,158,76,68,83,1131,210,96,75,596,160,379,119,42,60,18,57
BK19,Brighton Beach,13764,343,8536,421,4180,395,820,173,140,96,88,56,5512,368,4678,347,742,176,50,46,17,42,25,44,4830,422,2881,351,1620,268,254,97,43,61,32,42,2792,316,749,176,1561,266,380,131,80,80,22,44,630,155,228,104,257,105,136,73,0,38,9,39
BK21,Seagate-Coney Island,11215,272,7838,356,2543,293,596,161,74,59,164,76,5032,376,4207,348,715,186,72,56,0,38,38,42,3871,374,2503,320,1013,193,287,116,38,50,30,44,1776,296,814,217,705,185,210,98,25,45,22,51,536,154,314,122,110,75,27,56,11,40,74,61
BK23,West Brighton,8026,219,4174,339,3362,316,435,165,46,48,9,28,3911,333,2744,307,1048,202,113,92,6,26,0,27,2537,330,1060,240,1323,246,122,81,23,47,9,28,1340,255,312,140,866,202,162,98,0,27,0,27,238,133,58,57,125,116,38,39,17,28,0,27
BK25,Homecrest,15435,318,6773,406,6422,393,1895,245,256,103,89,49,4913,357,3372,306,1415,222,108,54,14,48,4,47,6382,412,2250,283,2943,323,1061,193,106,77,22,48,3311,333,997,211,1677,252,517,139,89,69,31,49,829,180,154,95,387,119,209,92,47,62,32,48
BK26,Gravesend,11068,297,5687,388,4271,387,810,175,192,77,108,63,4608,372,3397,351,1135,225,73,52,0,36,3,35,3716,374,1698,269,1628,275,254,97,87,63,49,47,2083,280,430,135,1218,240,358,115,35,37,42,48,661,153,162,81,290,111,125,64,70,51,14,39
BK27,Bath Beach,10726,270,4637,373,4430,364,1399,226,208,79,52,49,3620,320,2283,288,1113,174,215,72,0,40,9,38,3650,327,1481,232,1734,257,411,119,21,40,3,40,2581,300,626,164,1261,251,541,128,136,63,17,48,875,216,247,114,322,120,232,134,51,54,23,40
BK28,Bensonhurst West,29717,419,15678,577,10467,544,2914,310,506,136,152,91,8211,450,5891,408,2000,237,286,97,25,62,9,63,11868,574,6254,470,4483,407,920,174,188,105,23,72,7399,487,2757,343,3262,342,1137,212,179,89,64,70,2239,300,776,198,722,161,571,146,114,82,56,80
BK29,Bensonhurst East,21737,342,11075,506,8311,495,2047,256,239,85,65,60,6283,392,4380,350,1700,233,185,78,18,49,0,51,8206,481,3962,397,3502,361,690,155,45,56,7,50,5521,421,2260,296,2373,303,737,153,100,74,51,59,1727,256,473,153,736,168,435,125,76,57,7,51
BK30,Dyker Heights,14966,279,5702,369,6148,411,2468,265,466,129,182,86,3898,316,2040,242,1448,224,398,111,0,51,12,50,5539,376,2018,259,2562,295,779,154,156,88,24,52,4292,381,1234,239,1631,254,1091,200,242,95,94,79,1237,208,410,139,507,138,200,83,68,62,52,57
BK31,Bay Ridge,34990,426,16515,609,13925,615,3981,361,395,110,174,81,9419,471,6559,430,2460,276,325,114,56,67,19,67,15997,603,7257,480,7023,483,1560,240,89,76,68,69,8152,478,2403,310,3827,369,1739,242,130,79,53,70,1422,227,296,125,615,164,357,115,120,83,34,68
BK32,Sunset Park West,17023,319,11118,464,4928,391,766,177,189,101,22,47,3451,329,2814,309,500,132,117,78,20,57,0,49,6730,447,4416,388,2014,275,276,111,10,50,14,48,4947,405,2631,321,2019,276,214,98,83,75,0,49,1895,281,1257,242,395,137,159,87,76,78,8,49
BK33,Carroll Gardens-Columbia Street-Red Hook,17628,387,10483,518,6077,457,889,195,122,92,57,59,4033,333,2950,312,924,201,137,82,22,54,0,45,7368,485,4689,455,2476,322,132,65,71,73,0,45,5706,432,2630,328,2509,313,511,156,29,63,27,50,521,155,214,108,168,93,109,78,0,45,30,52
BK34,Sunset Park East,20544,327,13657,490,5673,430,1076,216,68,64,70,68,4010,337,3283,319,676,171,42,62,0,59,9,58,7900,477,5187,406,2420,319,267,111,12,59,14,61,6057,422,3612,377,1853,267,545,162,37,60,10,59,2577,323,1575,266,724,179,222,95,19,59,37,62
BK35,Stuyvesant Heights,24360,452,16239,574,6721,509,1147,221,227,104,26,54,8562,508,7252,483,1139,225,144,89,27,58,0,51,9648,571,6304,507,2996,383,309,127,28,57,11,52,4972,426,2263,302,2085,306,513,153,96,77,15,53,1178,233,420,149,501,152,181,93,76,76,0,51
BK37,Park Slope-Gowanus,31068,489,17710,659,11415,622,1702,279,232,120,9,58,4299,404,2974,343,1163,221,153,84,9,58,0,58,12541,638,7988,552,4049,423,465,142,30,73,9,58,12591,624,6084,497,5531,466,878,213,98,91,0,58,1637,268,664,178,672,180,206,98,95,82,0,58
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,15085,316,10868,386,3647,308,524,156,24,48,22,46,3467,300,2985,286,467,113,15,46,0,42,0,42,6497,416,4774,379,1600,229,123,84,0,42,0,42,4813,370,2976,310,1512,230,279,110,24,48,22,46,308,116,133,79,68,54,107,86,0,42,0,42
BK40,Windsor Terrace,9510,205,4229,343,4196,328,915,184,114,61,56,62,1808,228,1229,204,549,141,30,36,0,32,0,32,3705,324,1619,261,1752,245,312,107,22,43,0,32,3476,304,1207,211,1702,251,456,138,72,53,39,58,521,155,174,89,193,107,117,78,20,36,17,39
BK41,Kensington-Ocean Parkway,12037,287,6952,398,3954,355,939,192,106,70,86,61,2707,271,1831,253,757,172,104,73,9,40,6,37,5435,419,3366,372,1764,265,298,127,7,42,0,40,2890,335,1380,262,1079,218,384,112,32,48,15,41,1005,203,375,139,354,131,153,79,58,59,65,59
BK42,Flatbush,37482,454,22495,709,12301,662,2222,303,330,136,134,90,8609,558,6806,508,1542,269,206,102,32,77,23,70,17019,725,10500,639,5662,490,755,180,65,85,37,70,9003,606,4095,456,3944,433,785,184,154,107,25,68,2851,352,1094,240,1153,227,476,170,79,78,49,82
BK43,Midwood,18430,320,8754,441,6649,435,2545,268,293,101,189,103,5573,367,4199,338,1176,188,155,70,0,51,43,68,7435,448,3113,344,3013,322,1090,190,133,85,86,84,4613,390,1256,242,2175,288,1041,181,86,61,55,61,809,172,186,88,285,111,259,103,74,56,5,50
BK44,Madison,15022,240,5722,349,6776,379,2250,247,219,82,55,55,4080,305,2557,245,1290,203,208,84,11,47,14,47,5991,385,2220,282,2986,318,740,166,26,47,19,50,4092,342,831,187,2069,252,1105,186,65,56,22,51,859,170,114,76,431,129,197,71,117,72,0,46
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,16432,289,2679,315,7469,441,5130,383,979,180,175,73,3921,326,1299,219,2067,263,495,112,53,59,7,55,6345,434,1097,223,3130,351,1897,262,196,81,25,61,5087,392,215,109,2003,283,2346,299,476,142,47,59,1079,185,68,78,269,101,392,113,254,100,96,63
BK46,Ocean Parkway South,6607,235,2409,249,2766,243,1153,190,228,92,51,48,1978,206,1112,159,688,131,170,69,8,36,0,36,2890,255,937,177,1349,202,462,133,126,71,16,42,1266,194,257,106,564,123,389,124,51,57,5,35,473,118,103,80,165,70,132,62,43,44,30,42
BK50,Canarsie,27669,396,9393,505,11803,563,5115,401,942,192,416,145,4758,361,2854,280,1613,236,239,95,22,73,30,82,11793,536,4535,394,5665,440,1355,226,197,107,41,76,8268,501,1595,264,3608,365,2555,311,386,138,124,94,2850,319,409,138,917,198,966,185,337,134,221,116
BK58,Flatlands,23279,315,7662,455,9689,512,4851,379,888,178,189,96,4427,348,2396,259,1669,225,333,119,29,64,0,62,9611,498,3737,368,4329,386,1268,201,204,100,73,87,6657,444,1204,218,2725,319,2312,280,369,129,47,74,2584,309,325,126,966,185,938,204,286,105,69,66
