area_id,area_name,b08135001,b08135001_moe,b08135002,b08135002_moe,b08135003,b08135003_moe,b08135004,b08135004_moe,b08135005,b08135005_moe,b08135006,b08135006_moe,b08135007,b08135007_moe,b08135008,b08135008_moe,b08135009,b08135009_moe,b08135010,b08135010_moe
BK09,Brooklyn Heights-Cobble Hill,382330,25369,3820,1233,8965,2242,13020,3213,32250,5743,24425,5620,94140,11584,81015,12525,58790,12460,65905,16264
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,410630,34472,1475,581,6315,1819,17495,4071,24220,6422,7750,3153,33300,8767,25740,8839,60065,12296,234265,31876
BK19,Brighton Beach,220475,26881,930,537,3490,1408,6585,2237,8260,3023,6000,2889,13020,5707,9340,3725,35490,9692,137360,24995
BK21,Seagate-Coney Island,79245,16514,895,609,1160,763,2440,2079,4000,2353,2550,2095,7500,3932,6930,4619,12025,7663,41740,13573
BK25,Homecrest,168325,17792,930,433,3070,1012,4285,1574,8780,2994,5775,2776,18750,5180,15610,4920,47355,9104,63770,14397
BK26,Gravesend,64975,12271,620,392,1300,953,1305,915,4340,2289,2550,1531,4950,2622,2720,2502,10005,5820,37185,11302
BK27,Bath Beach,79265,13597,275,180,720,383,1140,811,2200,1243,1350,1144,6150,2320,4490,2538,15920,4968,47020,11691
BK28,Bensonhurst West,443210,38611,1705,622,6070,1855,10695,2731,12840,3981,9795,3404,32850,7791,22375,5844,75720,13915,271150,31932
BK29,Bensonhurst East,49430,8788,315,290,1190,912,1770,1923,1640,1152,1575,1417,5640,2717,2870,2292,14885,5877,19545,7191
BK30,Dyker Heights,166115,19906,870,409,2230,1209,3555,1414,5020,2112,2700,1512,17630,4728,9285,3782,32295,7471,92530,17574
BK31,Bay Ridge,584160,30798,4210,1041,7475,1902,14945,3256,22920,4284,11425,3139,48615,8185,36380,6763,142775,16176,295415,28206
BK32,Sunset Park West,167155,17856,1270,619,3490,1295,2955,1485,6400,2794,5450,2594,20010,5749,14610,4853,45035,10506,67935,16296
BK33,Carroll Gardens-Columbia Street-Red Hook,455105,29308,3175,915,5410,1644,11940,3442,24670,5461,22725,6193,71300,12203,60300,10065,121800,15952,133780,25489
BK34,Sunset Park East,596065,50857,2335,743,8970,2408,13525,3393,20385,5061,8795,3424,66210,10537,41475,8963,80495,13222,353875,47330
BK35,Stuyvesant Heights,76030,13788,345,260,810,641,2010,1245,4960,2044,2550,1725,3720,1992,5280,3031,22090,7160,34265,12593
BK37,Park Slope-Gowanus,896995,42471,3680,817,11270,2594,16560,3405,30465,5547,27870,5795,122290,13688,186225,18243,282750,26659,215875,29762
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,247015,20511,1365,548,4960,1487,7740,2279,17380,3804,9080,2482,55460,7832,38000,7062,54725,10614,58310,14771
BK40,Windsor Terrace,238110,19100,1100,507,3760,1301,4320,2560,7540,2788,7650,2873,23190,5312,33275,8453,76400,12471,80875,15291
BK41,Kensington-Ocean Parkway,145065,17079,1095,478,2125,762,3450,1319,5000,2164,2150,1612,16410,4529,15320,5647,37380,8743,62135,14410
BK42,Flatbush,786235,42570,2905,948,10455,2682,25610,4202,27600,5241,28270,5504,86940,13274,96460,14416,163610,18455,344385,34808
BK43,Midwood,382320,28244,2430,638,7115,1942,16335,3370,20960,4660,13275,3947,44220,8154,45775,10650,74285,12043,157930,23660
BK44,Madison,175895,18232,1400,523,3805,1114,3750,1749,7520,2341,3375,2104,9870,3819,14110,4458,22345,6719,109720,16909
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,430090,28457,3855,979,10650,2750,18360,3966,22640,4613,13700,4268,45300,9300,35195,8604,49940,10516,230450,26162
BK46,Ocean Parkway South,44065,9191,470,253,1185,817,1470,1181,4140,1913,1650,850,2820,2194,3245,3489,4200,2873,24885,6947
BK50,Canarsie,81530,16368,255,236,370,344,765,481,2520,1446,1400,956,3270,1849,6905,3838,12280,4930,53765,15082
BK58,Flatlands,359320,26450,1295,557,5250,1458,13585,3021,14885,3344,16400,4514,48660,9682,29720,6737,64690,10897,164840,22057
BK61,Crown Heights North,373005,24642,1760,692,4470,1415,7155,2312,14000,3789,9735,3156,50860,9328,52705,9586,96160,15122,136160,19780
BK63,Crown Heights South,367860,31093,3755,1224,5975,1732,10265,2721,14360,4148,7460,2736,58650,10631,29645,8556,90895,17713,146855,24473
BK64,Prospect Heights,134700,15314,815,517,1280,731,2410,951,6840,2399,2925,1419,22110,4950,26300,5981,33580,7815,38440,12928
BK68,Fort Greene,28235,5431,995,439,695,483,1515,942,2880,1401,1400,1070,5520,1969,1800,1570,4580,2745,8850,3849
BK69,Clinton Hill,274840,29246,1615,577,5760,1784,6165,2157,13260,3717,6575,2568,32130,7799,42625,8447,77375,15461,89330,22059
BK72,Williamsburg,74020,9849,1220,488,3590,1378,5445,1822,4040,1997,4000,2157,9270,4621,13400,7017,16605,6153,16440,7811
BK73,North Side-South Side,584035,33582,4845,1255,10260,2194,23785,4546,45035,7329,27725,6134,156255,15434,95750,14849,111410,15307,108965,24564
BK75,Bedford,68730,11014,3010,1144,9230,3059,5865,1844,5420,2355,3475,2087,11340,4086,5650,3437,12500,5070,12240,6345
BK76,Greenpoint,260680,19288,1830,723,5270,1948,5645,1854,21785,5087,10375,3633,60000,9161,54590,10445,55135,10667,46050,11552
BK77,Bushwick North,743290,51593,4080,1150,11545,2789,15485,3597,25880,6008,20175,4990,110445,14188,77215,13009,171555,22543,306910,43050
BK78,Bushwick South,324280,29712,1725,734,4415,1575,7845,2924,21260,5520,9805,3291,51510,9136,32915,8328,73195,16148,121620,23389
BK81,Brownsville,91605,12341,645,366,1780,1128,3285,1362,1800,1175,2175,1471,10770,3696,6280,2931,17845,5723,47025,11302
BK82,East New York,76135,16657,515,473,870,616,975,864,1100,739,2025,1396,7980,3309,2305,2243,19650,11558,40720,12133
BK88,Borough Park,316575,26748,4230,969,15385,2718,20370,3622,20440,4559,8180,2501,35665,7810,21165,5552,57600,12127,133535,25034
BK90,East Williamsburg,211185,16149,1480,512,2360,967,6375,3618,19570,4505,10840,3415,71670,9232,36185,6845,35595,8255,27105,10042
BK95,Erasmus,78805,13029,455,330,825,657,2565,1263,4200,2015,350,472,9965,4321,2875,2528,20800,5885,36775,9739
BX03,Eastchester-Edenwald-Baychester,283910,33777,840,619,3190,1737,8580,2968,11440,3885,7075,3185,23400,6542,8905,4626,49160,13412,171320,31499
BX05,Bedford Park-Fordham North,195820,24951,910,511,2335,1293,3330,1634,11860,5361,5375,3607,16530,5023,19475,7795,56135,14052,79870,20803
BX06,Belmont,30665,7529,1120,633,1795,950,795,673,1800,1459,925,664,2190,1472,2285,2052,4605,2846,15150,6675
BX07,Bronxdale,73170,13108,285,276,930,802,3390,1447,1040,704,2375,1598,10470,3378,3620,2389,9545,4419,41515,11477
BX08,West Farms-Bronx River,304730,39242,1500,783,3880,1308,10665,3206,12700,4125,3900,2639,23190,6294,11950,4631,51675,12359,185270,36719
BX09,Soundview-Castle Hill-Clason Point-Harding Park,219920,23497,1140,599,3180,1336,5970,2378,8560,4126,4975,2748,32400,8210,11945,4548,19540,6194,132210,21054
BX10,Pelham Bay-Country Club-City Island,418735,44889,3095,967,8510,2640,20225,4859,19080,5488,8900,3587,40170,8486,33740,11014,56650,15975,228360,40050
BX13,Co-op City,871345,67054,2920,1094,9695,3064,18390,4360,33100,8270,8100,3269,84330,14272,32630,9753,98750,18813,583430,63129
BX14,East Concourse-Concourse Village,104985,14930,585,443,2440,1097,3635,1596,5000,2369,4575,2721,11580,4282,7760,5086,27625,7952,41780,13429
BX17,East Tremont,214035,38703,1340,787,1970,1141,5745,2291,8520,3214,5650,2845,18510,7031,12590,4989,48455,12329,111255,31062
BX22,North Riverdale-Fieldston-Riverdale,304835,29362,1565,602,4865,1521,8010,2493,11340,3220,11225,3982,29820,7920,14685,5205,54200,12217,169125,26641
BX27,Hunts Point,56015,9379,360,259,1310,636,1740,1062,720,798,1545,1317,4980,2260,2350,1910,7235,3512,35770,8881
BX28,Van Cortlandt Village,346110,37211,2725,1267,2840,1266,7215,2813,9265,4184,5475,2428,25020,7070,19465,7919,48445,11984,225660,35122
BX29,Spuyten Duyvil-Kingsbridge,222595,22164,1230,591,4085,1359,5690,2141,12000,3691,4300,2728,15630,4587,10285,3528,38875,12940,130500,23741
BX30,Kingsbridge Heights,116180,18694,615,508,1280,885,2790,1494,5700,2622,1150,974,11610,5548,10260,5753,27710,10231,55065,14441
BX31,Allerton-Pelham Gardens,258560,28228,2215,724,8885,2144,12320,2862,19970,4327,7100,3187,26670,5763,19960,6044,34435,9143,127005,24189
BX33,Longwood,69515,17747,675,364,1305,1277,2205,1137,3760,1981,1450,1099,6660,3345,5455,4390,10540,4126,37460,15644
BX34,Melrose South-Mott Haven North,129360,19732,1210,600,2380,1187,4335,1827,5280,2680,3425,2378,19260,6121,17295,5869,26815,8392,49360,14292
BX35,Morrisania-Melrose,157045,21839,420,300,2370,1137,2985,1500,4340,2073,2075,1450,15000,4348,8395,3882,24380,7200,97080,19587
BX36,University Heights-Morris Heights,83500,13738,990,509,450,409,1935,1093,4260,1819,1800,1482,11490,3907,7350,3463,10325,4675,44900,13321
BX37,Van Nest-Morris Park-Westchester Square,294250,30244,1345,753,6380,1595,8820,2829,12390,3355,6375,2300,31530,7155,17985,5837,53695,11641,155735,25961
BX39,Mott Haven-Port Morris,160775,23542,1315,808,1570,875,4890,2274,4460,1908,4145,2492,27810,10418,15835,7087,38370,13750,62380,15949
BX40,Fordham South,102855,21801,365,574,1970,1252,4260,2219,3180,2784,1700,1525,13680,6009,9045,6234,25860,13347,42790,18809
BX41,Mount Hope,117635,17073,540,284,1455,804,1935,1127,7540,3486,2270,1414,19670,6189,10155,4825,20810,7624,53255,15670
BX43,Norwood,570635,50097,3805,1039,10250,3035,13035,3372,18680,5714,14725,5154,51660,10302,23230,7246,123855,23547,311395,45822
BX44,Williamsbridge-Olinville,69420,11728,325,218,360,356,1080,912,2520,1529,1825,1548,7320,2847,4905,3416,10060,5167,41020,9533
BX46,Parkchester,242315,26949,460,325,2410,1480,4800,2020,8040,3677,3125,2246,19620,6478,15080,5138,29545,9938,159235,28154
BX49,Pelham Parkway,256015,28181,1345,668,3335,1476,6480,2895,11980,3770,11395,4967,21510,5897,25845,10582,42925,11635,131200,25591
BX52,Schuylerville-Throgs Neck-Edgewater Park,473470,39779,3585,1123,10215,2539,24120,5656,28480,5868,15125,5652,51930,9979,32320,10507,51395,12393,256305,36536
BX62,Woodlawn-Wakefield,454985,35533,2520,1331,4530,1381,11220,2715,18740,4417,8925,3257,55470,8979,34175,8730,49120,10475,270285,33063
BX63,West Concourse,298795,31358,1990,998,5140,1945,3930,1886,7740,2947,6930,3592,47370,11453,25835,8450,67090,15299,132770,29812
MN01,Marble Hill-Inwood,572970,44287,4385,1653,9430,3447,14745,4275,18770,5450,12325,4707,61590,11428,46315,12145,157805,24695,247610,36046
MN03,Central Harlem North-Polo Grounds,323615,33028,1465,715,3510,1664,7680,2747,18260,4236,9180,3674,61830,10541,54455,12261,51305,10567,115930,25670
MN04,Hamilton Heights,737600,55592,2530,956,7565,2197,20555,5249,38960,8069,28000,8332,129270,20088,111935,19325,163685,23182,235100,43341
MN06,Manhattanville,288020,37954,565,340,3690,1351,10575,4221,13160,4558,5400,2552,56730,14871,56985,13742,50435,12044,90480,25518
MN09,Morningside Heights,545310,39566,9420,1708,17610,3183,24300,4877,43860,7821,26255,6460,106545,16649,88860,17346,109085,15163,119375,26450
MN11,Central Harlem South,242090,23496,1270,545,3740,1569,6960,2584,26485,5905,11745,5303,52925,10074,34380,8409,55100,14069,49480,14713
MN12,Upper West Side,1998515,71695,10970,2101,32415,4952,82100,9586,236805,20841,158115,18111,505740,32756,291805,27091,337295,38139,343265,46277
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,816480,38671,10540,2085,48975,6209,75675,8762,132060,13566,64010,10289,192470,21809,56320,10790,81830,15335,154595,29892
MN14,Lincoln Square,832725,41948,7470,1887,20985,3846,48260,7460,125340,17301,69955,11555,231540,22809,92195,15314,100155,20207,136830,27225
