area_id,area_name,b22010001,b22010001_moe,b22010002,b22010002_moe,b22010003,b22010003_moe,b22010004,b22010004_moe,b22010005,b22010005_moe,b22010006,b22010006_moe,b22010007,b22010007_moe
BK09,Brooklyn Heights-Cobble Hill,11346,374,230,115,128,88,102,79,11116,383,1253,239,9863,412
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25070,401,4271,375,2217,271,2054,314,20799,516,4587,373,16212,546
BK19,Brighton Beach,13764,343,4240,311,3150,280,1090,203,9524,414,1591,234,7933,426
BK21,Seagate-Coney Island,11215,272,5195,374,2579,295,2616,333,6020,393,1283,216,4737,399
BK23,West Brighton,8026,219,1908,279,1200,201,708,192,6118,330,1911,272,4207,366
BK25,Homecrest,15435,318,2207,245,1154,172,1053,194,13228,378,2524,284,10704,430
BK26,Gravesend,11068,297,2802,309,1692,267,1110,229,8266,382,1905,270,6361,403
BK27,Bath Beach,10726,270,1637,232,851,150,786,195,9089,331,1687,224,7402,358
BK28,Bensonhurst West,29717,419,5421,413,2474,274,2947,340,24296,535,3744,334,20552,582
BK29,Bensonhurst East,21737,342,4286,339,2003,227,2283,280,17451,437,2731,281,14720,474
BK30,Dyker Heights,14966,279,2114,279,688,145,1426,246,12852,381,2422,263,10430,410
BK31,Bay Ridge,34990,426,3892,383,1624,246,2268,322,31098,538,4657,383,26441,605
BK32,Sunset Park West,17023,319,4368,375,1417,217,2951,326,12655,437,1816,253,10839,455
BK33,Carroll Gardens-Columbia Street-Red Hook,17628,387,2148,268,1261,228,887,197,15480,444,1732,286,13748,463
BK34,Sunset Park East,20544,327,6157,422,2302,276,3855,384,14387,495,2106,284,12281,501
BK35,Stuyvesant Heights,24360,452,8318,526,3077,337,5241,472,16042,603,3015,338,13027,583
BK37,Park Slope-Gowanus,31068,489,1352,246,661,177,691,184,29716,522,2916,356,26800,575
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,15085,316,3078,252,1477,215,1601,233,12007,369,1340,213,10667,398
BK40,Windsor Terrace,9510,205,624,175,339,118,285,139,8886,252,1116,193,7770,273
BK41,Kensington-Ocean Parkway,12037,287,2668,312,1314,251,1354,219,9369,396,1720,266,7649,416
BK42,Flatbush,37482,454,9497,591,2900,324,6597,553,27985,665,3928,366,24057,689
BK43,Midwood,18430,320,3785,323,1994,241,1791,249,14645,424,2393,283,12252,456
BK44,Madison,15022,240,2315,231,1411,174,904,163,12707,318,2058,253,10649,365
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,16432,289,1071,217,537,153,534,150,15361,345,2884,292,12477,400
BK46,Ocean Parkway South,6607,235,1007,182,400,110,607,153,5600,259,1183,176,4417,257
BK50,Canarsie,27669,396,4034,343,1564,223,2470,285,23635,486,3365,325,20270,537
BK58,Flatlands,23279,315,3555,341,1362,209,2193,289,19724,430,3242,308,16482,477
BK60,Prospect Lefferts Gardens-Wingate,26016,421,5417,507,1514,248,3903,466,20599,602,2872,355,17727,644
BK61,Crown Heights North,40818,573,10880,631,4050,403,6830,550,29938,749,4814,426,25124,776
BK63,Crown Heights South,14662,272,3494,362,1148,219,2346,307,11168,405,1592,217,9576,437
BK64,Prospect Heights,9394,270,680,181,199,83,481,169,8714,317,599,151,8115,344
BK68,Fort Greene,11560,313,2442,272,876,171,1566,239,9118,337,1207,201,7911,353
BK69,Clinton Hill,14937,368,1926,264,543,136,1383,234,13011,404,1474,212,11537,432
BK72,Williamsburg,8299,215,4501,328,880,197,3621,321,3798,327,945,188,2853,322
BK73,North Side-South Side,19172,372,4812,392,1609,279,3203,337,14360,495,1222,225,13138,510
BK75,Bedford,24225,451,8447,477,2800,314,5647,433,15778,566,2471,304,13307,570
BK76,Greenpoint,15124,380,801,182,414,117,387,147,14323,401,1282,202,13041,419
BK77,Bushwick North,18885,343,7011,462,2187,285,4824,428,11874,510,1497,229,10377,508
BK78,Bushwick South,24164,448,8727,545,3376,365,5351,473,15437,614,2532,326,12905,607
BK79,Ocean Hill,11686,319,3932,361,1381,246,2551,296,7754,419,1891,264,5863,418
BK81,Brownsville,20316,363,7961,504,2470,315,5491,465,12355,533,1861,276,10494,520
BK82,East New York,30771,490,8236,507,3093,339,5143,429,22535,618,3793,366,18742,663
BK83,Cypress Hills-City Line,13634,342,2869,306,723,160,2146,279,10765,401,1205,189,9560,417
BK85,East New York (Pennsylvania Ave),9841,248,3619,312,1045,198,2574,277,6222,352,952,170,5270,361
BK88,Borough Park,28325,452,8141,477,2348,265,5793,418,20184,539,4026,346,16158,561
BK90,East Williamsburg,14888,297,3019,330,1250,218,1769,292,11869,404,1781,246,10088,420
BK91,East Flatbush-Farragut,18217,316,2823,311,1087,202,1736,263,15394,403,2271,274,13123,448
BK93,Starrett City,6378,158,1967,325,1490,291,477,190,4411,345,1135,270,3276,347
BK95,Erasmus,10222,280,2549,301,476,136,2073,281,7673,372,809,159,6864,375
BK96,Rugby-Remsen Village,20055,391,3702,381,1227,210,2475,342,16353,488,2612,309,13741,515
BK99,park-cemetery-etc-Brooklyn,170,87,82,76,63,70,19,49,88,65,41,50,47,55
BX01,Claremont-Bathgate,9847,204,5283,343,2661,311,2622,320,4564,344,1288,234,3276,318
BX03,Eastchester-Edenwald-Baychester,11599,292,2569,330,978,223,1591,267,9030,397,1901,300,7129,437
BX05,Bedford Park-Fordham North,18253,328,7391,477,3265,384,4126,433,10862,512,1713,291,9149,531
BX06,Belmont,8319,249,3957,330,1661,245,2296,286,4362,339,1023,207,3339,323
BX07,Bronxdale,13479,269,4561,386,2368,310,2193,305,8918,411,2313,318,6605,447
BX08,West Farms-Bronx River,11448,307,4211,377,1448,234,2763,336,7237,407,1331,233,5906,418
