area_id,area_name,b19101f001,b19101f001_moe,b19101f002,b19101f002_moe,b19101f003,b19101f003_moe,b19101f004,b19101f004_moe,b19101f005,b19101f005_moe,b19101f006,b19101f006_moe,b19101f007,b19101f007_moe,b19101f008,b19101f008_moe,b19101f009,b19101f009_moe,b19101f010,b19101f010_moe,b19101f011,b19101f011_moe,b19101f012,b19101f012_moe,b19101f013,b19101f013_moe,b19101f014,b19101f014_moe,b19101f015,b19101f015_moe,b19101f016,b19101f016_moe,b19101f017,b19101f017_moe
BK60,Prospect Lefferts Gardens-Wingate,779,233,37,71,140,111,25,66,93,130,0,58,127,160,0,58,0,58,5,57,145,113,34,66,127,107,24,65,0,58,22,65,0,58
BK61,Crown Heights North,1322,250,242,127,195,125,170,108,66,86,95,92,75,93,30,75,101,92,16,69,156,102,67,85,61,81,48,86,0,67,0,67,0,67
BK63,Crown Heights South,337,143,0,40,58,66,0,40,100,92,31,62,22,52,0,40,38,58,0,40,15,44,0,40,42,52,11,42,20,52,0,40,0,40
BK64,Prospect Heights,250,140,15,32,4,30,65,98,0,32,0,32,25,50,0,32,26,45,0,32,0,32,11,34,0,32,66,86,8,32,11,34,19,39
BK68,Fort Greene,414,138,40,60,44,60,29,45,21,45,25,47,17,46,20,42,0,38,22,41,23,44,15,43,13,41,61,65,44,72,40,52,0,38
BK69,Clinton Hill,505,147,129,89,13,43,0,40,30,60,48,55,28,53,12,42,0,40,0,40,47,81,29,54,30,50,55,58,32,51,52,63,0,40
BK72,Williamsburg,319,126,73,78,35,50,25,48,23,51,0,36,43,48,57,69,0,36,14,42,11,38,38,52,0,36,0,36,0,36,0,36,0,36
BK73,North Side-South Side,761,183,96,76,102,70,113,79,61,55,8,48,83,68,56,72,29,56,57,61,36,50,24,48,61,78,0,48,0,48,14,52,21,56
BK75,Bedford,1550,259,267,129,229,120,110,82,101,82,208,106,67,73,123,98,57,71,102,88,75,73,44,68,73,71,35,61,38,69,21,59,0,56
BK76,Greenpoint,546,145,69,76,12,44,131,102,0,42,27,53,50,65,0,42,10,43,0,42,17,48,52,62,27,48,87,81,47,66,0,42,17,48
BK77,Bushwick North,6170,461,770,204,619,180,626,174,496,152,417,149,450,148,482,160,405,148,254,113,600,181,383,146,315,130,118,91,150,106,85,72,0,54
BK78,Bushwick South,3797,406,517,160,263,115,545,193,234,126,228,119,74,68,183,107,212,106,118,115,394,167,366,154,199,102,307,144,91,80,37,73,29,69
BK79,Ocean Hill,1006,210,242,104,72,77,90,62,21,51,69,79,0,38,62,63,50,57,66,71,62,62,66,69,75,64,72,67,11,40,17,43,31,58
BK81,Brownsville,1218,258,357,162,181,112,184,106,21,53,126,84,72,78,26,60,81,93,26,64,19,58,16,51,0,51,98,85,4,50,7,51,0,51
BK82,East New York,1633,278,329,137,57,79,115,91,143,99,134,90,161,114,182,107,10,65,13,66,115,91,111,84,120,95,68,79,50,88,25,68,0,65
BK83,Cypress Hills-City Line,1676,235,188,92,140,80,129,78,120,76,77,66,131,79,81,70,92,85,144,87,101,71,217,109,89,67,55,58,112,74,0,49,0,49
BK85,East New York (Pennsylvania Ave),900,202,275,107,75,70,125,91,66,58,36,54,22,50,48,49,27,47,28,44,64,68,55,63,79,73,0,36,0,36,0,36,0,36
BK88,Borough Park,1217,240,152,108,99,102,48,76,156,111,59,85,146,120,46,80,48,80,55,89,21,71,149,109,159,116,23,70,28,76,13,71,15,71
BK90,East Williamsburg,1005,201,72,68,156,93,212,95,31,51,80,89,80,82,27,48,54,62,55,66,27,54,62,67,57,62,59,57,15,44,0,40,18,44
BK91,East Flatbush-Farragut,264,124,0,54,0,54,24,63,38,68,7,55,1,53,0,54,29,63,36,66,58,85,10,55,43,70,8,54,10,54,0,54,0,54
BK93,Starrett City,264,201,0,24,0,24,32,53,0,24,0,24,0,24,0,24,133,181,52,80,47,79,0,24,0,24,0,24,0,24,0,24,0,24
BK95,Erasmus,250,110,22,41,93,61,0,36,0,36,0,36,54,70,0,36,14,40,0,36,43,73,17,40,0,36,7,38,0,36,0,36,0,36
BK96,Rugby-Remsen Village,235,126,0,54,37,78,52,72,0,54,0,54,32,68,40,70,0,54,28,68,0,54,0,54,10,54,0,54,0,54,36,70,0,54
BK99,park-cemetery-etc-Brooklyn,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BX01,Claremont-Bathgate,2660,297,669,204,448,139,106,74,155,90,188,97,136,103,129,84,89,66,156,98,156,88,103,75,218,104,75,67,32,54,0,40,0,40
BX03,Eastchester-Edenwald-Baychester,1308,247,174,111,47,71,189,114,134,120,37,50,43,61,119,82,39,50,77,90,114,93,63,67,81,71,92,81,61,68,25,42,13,45
BX05,Bedford Park-Fordham North,6652,463,1009,240,595,201,728,210,620,190,466,176,318,131,373,151,385,170,226,123,425,162,621,198,422,163,207,119,165,107,46,82,46,67
BX06,Belmont,2404,316,520,176,381,142,242,109,259,114,231,114,142,79,150,89,103,87,32,42,142,106,67,60,47,57,8,34,24,48,56,66,0,34
BX07,Bronxdale,2801,333,483,167,182,101,116,84,159,95,216,104,119,87,206,118,221,113,152,101,267,133,270,128,301,149,89,80,20,48,0,38,0,38
BX08,West Farms-Bronx River,3483,362,513,173,344,144,305,135,460,170,177,101,127,97,258,126,66,63,123,90,290,141,217,129,350,147,95,76,121,91,17,39,20,49
BX09,Soundview-Castle Hill-Clason Point-Harding Park,5378,470,624,200,466,169,347,154,313,132,386,182,304,140,186,123,279,121,304,153,352,159,329,138,743,219,331,145,176,98,177,98,61,66
BX10,Pelham Bay-Country Club-City Island,1183,294,26,53,21,48,44,79,71,85,49,65,17,46,20,45,126,80,84,79,146,109,197,122,71,72,117,86,40,70,133,128,21,45
BX13,Co-op City,1336,298,268,153,0,33,46,79,11,34,39,67,22,48,108,93,95,88,23,33,34,58,141,95,379,152,16,35,78,81,20,42,56,71
BX14,East Concourse-Concourse Village,5331,464,854,229,677,196,434,161,679,228,300,137,208,114,421,169,307,148,152,98,518,189,404,163,164,101,134,92,48,70,31,62,0,51
BX17,East Tremont,4639,390,1046,237,740,215,668,200,403,146,212,101,324,134,206,102,179,103,48,65,206,107,107,66,433,185,49,58,18,45,0,45,0,45
BX22,North Riverdale-Fieldston-Riverdale,453,145,50,67,27,52,0,38,0,38,37,53,15,43,21,50,12,40,38,48,37,51,106,97,67,57,18,47,17,44,0,38,8,39
BX26,Highbridge,3546,339,583,173,451,152,421,149,386,151,224,115,387,151,152,78,170,94,104,78,169,96,196,102,239,124,64,67,0,42,0,42,0,42
BX27,Hunts Point,2557,270,597,158,245,100,425,135,209,95,179,98,199,87,178,94,67,51,104,78,68,54,174,84,69,63,40,53,3,37,0,38,0,38
BX28,Van Cortlandt Village,5170,430,684,195,358,145,217,107,394,158,456,167,256,136,347,155,271,143,219,125,556,177,512,179,416,155,116,90,94,83,197,124,77,88
BX29,Spuyten Duyvil-Kingsbridge,1657,266,56,62,74,72,144,104,150,116,43,51,68,72,132,104,85,69,94,75,202,117,213,110,80,74,81,82,43,53,192,116,0,38
BX30,Kingsbridge Heights,3842,367,428,158,408,166,433,168,357,155,338,156,265,151,331,151,123,96,268,151,236,119,177,104,305,146,121,92,52,70,0,38,0,38
BX31,Allerton-Pelham Gardens,1368,231,207,111,15,46,31,45,96,71,32,47,32,47,100,73,62,64,13,45,99,70,187,110,92,70,205,115,62,68,80,62,55,69
BX33,Longwood,2764,316,583,157,249,113,476,170,129,82,226,119,178,95,194,93,33,46,94,65,210,87,181,87,62,57,89,67,60,50,0,36,0,36
BX34,Melrose South-Mott Haven North,3131,351,620,200,366,145,241,118,271,125,89,76,210,109,311,152,292,134,122,73,132,91,244,134,105,73,98,74,0,42,9,43,21,46
BX35,Morrisania-Melrose,3798,341,659,180,353,125,535,174,369,135,237,110,191,102,206,99,270,122,281,130,169,107,173,95,162,110,132,95,22,47,39,55,0,40
BX36,University Heights-Morris Heights,5816,421,726,182,761,191,658,179,701,209,469,160,364,153,303,140,159,98,411,167,428,171,315,119,368,150,82,70,7,51,41,78,23,62
BX37,Van Nest-Morris Park-Westchester Square,2760,295,324,127,175,92,160,97,171,94,217,114,173,105,273,111,92,71,21,48,87,79,244,117,375,139,340,144,65,62,43,63,0,42
BX39,Mott Haven-Port Morris,3747,362,886,210,469,164,268,107,336,129,258,110,354,134,222,105,135,85,112,77,228,108,157,90,195,97,94,71,33,69,0,50,0,50
BX40,Fordham South,2724,336,608,194,388,157,278,128,125,89,69,59,208,124,74,71,120,95,187,111,202,126,252,132,158,109,43,62,12,34,0,32,0,32
BX41,Mount Hope,5725,385,842,196,850,184,824,192,437,143,400,142,274,98,240,107,283,121,255,116,360,118,386,142,382,147,134,98,16,52,20,58,22,60
