area_id,area_name,b16009001,b16009001_moe,b16009002,b16009002_moe,b16009003,b16009003_moe,b16009004,b16009004_moe,b16009005,b16009005_moe,b16009006,b16009006_moe,b16009007,b16009007_moe,b16009008,b16009008_moe,b16009009,b16009009_moe,b16009010,b16009010_moe,b16009011,b16009011_moe,b16009012,b16009012_moe,b16009013,b16009013_moe,b16009014,b16009014_moe,b16009015,b16009015_moe,b16009016,b16009016_moe,b16009017,b16009017_moe,b16009018,b16009018_moe,b16009019,b16009019_moe,b16009020,b16009020_moe,b16009021,b16009021_moe,b16009022,b16009022_moe,b16009023,b16009023_moe,b16009024,b16009024_moe,b16009025,b16009025_moe,b16009026,b16009026_moe,b16009027,b16009027_moe
BK09,Brooklyn Heights-Cobble Hill,21086,1087,2147,552,60,71,60,71,0,29,0,29,0,29,0,29,2087,540,1392,357,387,212,214,102,87,58,7,28,18939,1003,1389,349,1071,327,144,79,121,102,38,53,15,33,17550,836,13731,801,968,259,1935,430,702,260,214,107
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,58093,1485,9133,935,1564,393,756,277,260,199,321,194,179,99,48,75,7569,733,2933,507,792,222,2844,439,826,251,174,128,48960,1543,6525,613,2873,417,368,235,2315,379,835,228,134,119,42435,1268,18411,1095,1682,399,15424,1062,6124,759,794,287
BK19,Brighton Beach,29987,1188,8178,968,1182,326,298,153,515,226,272,183,86,76,11,39,6996,762,835,239,1197,406,4544,561,346,252,74,80,21809,1228,2485,419,336,164,319,159,1464,327,250,157,116,75,19324,1051,3029,471,1613,470,12688,925,1522,372,472,229
BK21,Seagate-Coney Island,28042,1179,8894,1052,1771,435,1143,371,186,109,220,227,208,125,14,44,7123,831,3449,693,983,259,1940,318,678,206,73,66,19148,1203,3335,527,2093,445,527,278,295,142,243,107,177,146,15813,953,7112,725,3009,557,3766,536,1457,392,469,235
BK23,West Brighton,15101,661,1798,312,28,35,15,31,0,27,13,31,0,27,0,27,1770,305,352,136,18,30,1400,268,0,27,0,27,13303,749,888,198,243,128,31,54,601,183,13,32,0,27,12415,659,4101,511,42,55,7941,805,102,84,229,258
BK25,Homecrest,39157,1315,5480,843,1471,417,670,282,248,202,183,116,234,168,136,118,4009,527,1206,268,289,159,1461,266,521,304,532,181,33677,1294,5984,662,3486,551,235,150,1127,291,350,145,786,243,27693,968,10508,789,1714,427,9008,765,2515,517,3948,578
BK26,Gravesend,26291,1153,5169,764,1139,413,639,380,175,126,33,48,284,158,8,36,4030,528,1234,288,850,283,881,226,975,326,90,111,21122,1166,2596,461,1375,346,263,175,443,210,507,189,8,36,18526,954,6246,705,1349,372,7001,737,3643,615,287,169
BK27,Bath Beach,27293,1135,4253,715,872,293,231,162,74,84,99,87,452,215,16,45,3381,509,944,245,276,147,727,194,1371,348,63,60,23040,1160,3011,438,1200,321,279,163,473,165,797,222,262,138,20029,978,7781,697,1733,488,5122,612,4698,695,695,218
BK28,Bensonhurst West,81326,2036,14288,1361,3628,595,780,269,696,315,700,266,1207,298,245,179,10660,957,2093,354,1746,395,2538,403,3924,643,359,203,67038,2054,9393,754,2768,396,1184,356,1608,314,3400,475,433,215,57645,1689,16155,1037,6092,909,15138,1006,18888,1429,1372,348
BK29,Bensonhurst East,57643,1532,9125,1039,1731,388,359,189,330,181,331,167,711,227,0,51,7394,788,1399,289,692,242,2098,353,3057,582,148,102,48518,1575,6471,622,1434,307,849,267,1422,291,2503,405,263,172,42047,1314,10700,805,3887,662,12544,933,13885,1132,1031,333
BK30,Dyker Heights,42202,1386,5856,865,1077,262,199,120,109,79,196,128,457,186,116,80,4779,704,1363,350,460,261,793,342,1958,491,205,113,36346,1476,5484,640,1930,327,330,208,1036,303,2073,440,115,113,30862,1161,12432,774,1941,464,6538,662,9223,955,728,318
BK31,Bay Ridge,78414,1829,11845,1274,2600,526,898,287,358,203,267,133,180,137,897,368,9245,887,3656,479,1124,290,1652,390,1256,348,1557,451,66569,1849,9143,811,4596,555,1017,302,1253,267,840,234,1437,440,57426,1400,31621,1185,5261,662,10372,915,5526,732,4646,748
