area_id,area_name,b24081001,b24081001_moe,b24081002,b24081002_moe,b24081003,b24081003_moe,b24081004,b24081004_moe,b24081005,b24081005_moe,b24081006,b24081006_moe,b24081007,b24081007_moe,b24081008,b24081008_moe,b24081009,b24081009_moe
BK09,Brooklyn Heights-Cobble Hill,206294,19017,236171,23466,232602,22724,331754,166075,137652,67506,212168,57529,165279,128017,236490,219701,95116,40354
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,384838,23749,364508,34873,363896,35938,366639,122673,547641,97703,398385,65058,563646,168407,484329,91522,309415,159401
BK19,Brighton Beach,106522,11302,103953,18316,103335,14558,112443,107087,93714,20368,116855,15077,128472,17623,160327,193222,100548,166981
BK23,West Brighton,50235,13114,44174,15303,43792,15207,52045,50781,38333,20081,58036,30654,78750,84417,52007,42617,125476,192569
BK25,Homecrest,69067,7190,67880,8860,67586,7947,65526,151081,104974,76117,98073,47065,74099,18174,82560,86127,62316,38869
BK26,Gravesend,64758,10984,51726,11138,52493,13301,44950,23094,71893,23119,109023,58153,123954,40293,103527,140030,59667,144015
BK27,Bath Beach,45239,4406,39654,5403,40395,6756,38580,80156,48594,2881,52800,12344,56691,3482,75179,33304,82670,112816
BK28,Bensonhurst West,256389,18336,242961,15640,238407,16270,348686,292570,299721,61041,467864,68709,544077,130923,494347,170733,157854,63764
BK29,Bensonhurst East,201940,18306,191689,14959,192494,16084,213264,151330,228783,54787,317206,103304,361192,48074,289211,67224,83530,69306
BK30,Dyker Heights,113192,25047,105632,32538,106020,29337,133565,112185,121467,54391,235997,71864,119006,139438,130057,67329,125977,173045
BK31,Bay Ridge,519893,33012,492320,45545,485373,49691,542876,203212,475074,68642,618635,63101,682870,160798,830568,290768,371745,129699
BK33,Carroll Gardens-Columbia Street-Red Hook,327818,26909,379199,29855,379251,34569,333118,204483,295202,53984,331318,98123,292591,239425,423516,173293,185441,60675
BK34,Sunset Park East,69265,8259,60845,8370,60487,7710,102226,83758,137210,58608,131364,39849,171182,81470,131725,62546,67404,35214
BK35,Stuyvesant Heights,125586,10967,114518,16811,109384,17761,282273,434459,124120,30442,160100,27787,216601,101422,187026,27663,68152,46641
BK37,Park Slope-Gowanus,898690,35644,948522,71454,939747,72777,1033961,314095,894692,69654,1020522,71207,1215025,301873,1219948,385348,504366,89272
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,360986,24622,383137,28701,392579,27854,332003,123123,332953,57770,408341,101060,590913,184260,406121,206219,190939,155600
BK40,Windsor Terrace,178904,19673,166673,30072,167238,21915,154311,113894,161730,44169,247761,47278,271522,189859,256110,142725,138942,68047
BK41,Kensington-Ocean Parkway,87992,10623,77434,13397,76537,13514,90752,29713,121976,58633,124869,56758,63464,133259,179630,82556,80585,23824
BK42,Flatbush,168786,14644,160539,17735,159413,20154,302496,279376,252991,72048,186506,52706,198437,111459,299485,132080,112992,33874
BK43,Midwood,43607,11925,43913,15114,43804,16549,45167,33227,47292,25815,57989,22621,36875,30940,37778,66281,31250,15941
BK44,Madison,207131,16494,202881,17314,203377,16570,250754,73583,238037,58935,246012,78793,299142,186401,290468,196142,142355,229966
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,407377,41088,327281,47151,297499,52878,417912,163998,405141,152484,511188,83577,562909,191277,506185,81924,318098,150419
BK46,Ocean Parkway South,65190,11435,75017,30186,69832,28524,115366,60222,53963,41940,49347,70000,176458,262060,276181,106805,58250,22784
BK50,Canarsie,320901,16379,306719,25801,301605,25711,317528,312478,287829,147338,379663,42995,388326,57774,460287,85586,216323,194565
BK58,Flatlands,224397,28807,195852,21212,192241,23212,262914,148398,309812,47843,347078,69813,316585,72161,344914,129784,143384,43477
BK60,Prospect Lefferts Gardens-Wingate,96719,10826,94587,12666,95342,14634,72215,28568,120175,29333,107097,35753,88544,81107,161259,62032,56128,36948
BK61,Crown Heights North,170658,16586,146828,10808,147087,9489,159249,71199,183904,16100,224784,38591,204387,71344,265359,89575,171784,109167
BK63,Crown Heights South,64619,7400,61539,10393,62102,13190,51758,1843,64167,25261,85406,9417,127608,324041,55341,70280,72190,66123
BK64,Prospect Heights,272530,17911,273248,27698,273446,30877,414013,251459,256860,32008,283665,36397,262083,90789,582103,294495,162841,48960
BK68,Fort Greene,282048,25382,274518,38139,273338,33304,304813,263838,294222,57684,292907,24193,325718,115960,383235,78968,132942,59528
BK69,Clinton Hill,186940,22507,185761,27509,192402,27891,150559,91300,169406,26000,234751,59300,189215,137844,241053,152948,104957,65334
BK73,North Side-South Side,102597,9496,102989,16073,101719,18126,123250,49458,123139,58939,117145,12747,168370,69850,198872,71030,70665,30567
BK75,Bedford,115344,7318,105382,17240,106634,17562,223344,34417,111593,19758,126335,23510,152488,65542,122063,105532,67103,77014
BK76,Greenpoint,184950,10481,184665,15215,188023,14004,134527,56049,144612,30793,207356,112461,207897,173982,410599,172176,171757,123574
BK78,Bushwick South,56081,7466,46920,7301,47505,7575,30150,18948,72894,17565,88049,63556,79756,49870,95966,34334,42969,25972
BK79,Ocean Hill,25016,3094,20303,8633,17195,8440,71328,519,27277,33179,45568,12805,61146,25139,20750,38705,32750,41637
BK83,Cypress Hills-City Line,26157,9721,25163,11212,25272,11029,7250,64585,18958,25447,67833,31925,12396,24158,42583,33102,17679,1978
BK85,East New York (Pennsylvania Ave),59241,9029,49629,15332,44996,11138,90958,80401,51041,38237,91288,14808,96818,28912,113645,61169,33424,13244
BK91,East Flatbush-Farragut,106436,10604,93576,10582,96688,10287,81161,200516,116869,47903,117805,13575,122513,111846,161463,41911,88611,51268
BK95,Erasmus,59056,4487,55780,5568,56110,5566,45726,160811,86123,25741,86224,28403,137698,99865,75874,30582,42658,34540
BK96,Rugby-Remsen Village,43534,5510,44300,6283,43575,5827,53507,16059,52639,21624,42450,21529,80156,112339,61324,33669,4493,26098
BX03,Eastchester-Edenwald-Baychester,77930,9805,66293,10558,66258,9857,54765,70442,83026,25543,100309,14742,118154,35140,89754,15419,46438,34250
BX05,Bedford Park-Fordham North,33979,5428,29384,7835,29212,7623,42879,34121,40700,12366,44664,14219,34240,35429,23796,29204,18598,8186
