area_id,area_name,b07003001,b07003001_moe,b07003002,b07003002_moe,b07003003,b07003003_moe,b07003004,b07003004_moe,b07003005,b07003005_moe,b07003006,b07003006_moe,b07003007,b07003007_moe,b07003008,b07003008_moe,b07003009,b07003009_moe,b07003010,b07003010_moe,b07003011,b07003011_moe,b07003012,b07003012_moe,b07003013,b07003013_moe,b07003014,b07003014_moe,b07003015,b07003015_moe,b07003016,b07003016_moe,b07003017,b07003017_moe,b07003018,b07003018_moe
BK60,Prospect Lefferts Gardens-Wingate,68446,2160,30890,1340,37556,1403,61838,2192,27644,1330,34194,1388,4548,800,2182,415,2366,509,1225,382,681,253,544,206,496,214,287,144,209,109,339,177,96,85,243,125
BK61,Crown Heights North,98791,2365,43758,1565,55033,1578,88051,2353,38634,1472,49417,1542,6257,851,2601,414,3656,566,2107,442,1285,353,822,235,1595,353,829,234,766,220,781,377,409,228,372,188
BK63,Crown Heights South,40417,1574,19152,1066,21265,1000,36735,1621,17352,1079,19383,1001,2083,539,1011,281,1072,316,484,158,195,109,289,118,689,251,347,151,342,143,426,175,247,147,179,94
BK64,Prospect Heights,20244,945,9638,664,10606,661,16703,956,7978,649,8725,638,1801,401,844,233,957,219,1024,335,456,194,568,207,484,166,249,113,235,101,232,152,111,96,121,81
BK68,Fort Greene,26642,1081,11247,740,15395,725,22170,1065,9318,703,12852,671,2478,483,1030,276,1448,315,991,244,473,162,518,173,698,217,285,114,413,166,305,183,141,101,164,104
BK69,Clinton Hill,35842,1426,17120,959,18722,884,30416,1403,14809,914,15607,853,2511,500,1058,255,1453,313,1147,330,431,164,716,245,1351,378,655,217,696,232,417,159,167,87,250,113
BK72,Williamsburg,31730,1490,16359,1006,15371,776,30889,1514,15960,1010,14929,788,617,215,277,110,340,125,158,128,94,94,64,65,11,36,0,36,11,36,55,52,28,47,27,42
BK73,North Side-South Side,45458,1476,21999,962,23459,1018,39289,1484,18910,907,20379,993,2687,500,1200,251,1487,377,1879,384,1018,263,861,219,1159,281,686,225,473,149,444,155,185,93,259,109
BK75,Bedford,68641,1988,32430,1265,36211,1230,62279,2037,29277,1258,33002,1223,4015,628,1915,372,2100,360,1020,260,533,163,487,155,939,257,534,170,405,157,388,170,171,98,217,115
BK76,Greenpoint,31271,1155,15427,776,15844,762,27369,1150,13523,758,13846,728,2048,381,1012,251,1036,214,911,245,432,147,479,165,475,169,215,90,260,119,468,186,245,130,223,109
BK77,Bushwick North,61004,1878,31324,1305,29680,1134,53606,1958,27267,1293,26339,1151,4550,853,2451,505,2099,415,1310,386,700,263,610,214,967,297,613,224,354,139,571,221,293,172,278,121
BK78,Bushwick South,70525,2207,33596,1415,36929,1384,61412,2201,28884,1375,32528,1345,6099,911,3095,519,3004,536,1469,369,816,247,653,211,830,224,442,158,388,140,715,242,359,153,356,143
BK79,Ocean Hill,31245,1364,14064,856,17181,867,28154,1353,12653,824,15501,847,2264,542,1035,281,1229,327,594,261,257,143,337,191,201,139,98,79,103,77,32,48,21,42,11,37
BK81,Brownsville,54501,1759,21956,1126,32545,1200,49901,1673,20027,1070,29874,1162,3483,711,1473,350,2010,438,644,269,242,120,402,200,337,184,172,105,165,111,136,86,42,59,94,79
BK82,East New York,90562,2392,40073,1519,50489,1519,83390,2430,36641,1470,46749,1535,5170,913,2349,485,2821,561,1028,286,509,190,519,179,587,345,350,239,237,157,387,167,224,115,163,92
BK83,Cypress Hills-City Line,46711,1726,22291,1073,24420,1068,42986,1770,20502,1087,22484,1070,2206,548,1109,292,1097,328,976,392,420,192,556,238,232,161,121,105,111,93,311,192,139,91,172,123
BK85,East New York (Pennsylvania Ave),29489,1164,12942,762,16547,776,27112,1203,11808,752,15304,778,1682,492,915,305,767,250,416,162,172,91,244,126,197,91,47,52,150,78,82,77,0,36,82,77
BK88,Borough Park,103340,2788,53180,1670,50160,1515,97422,2799,50030,1661,47392,1506,4279,878,2252,506,2027,436,480,251,301,173,179,113,373,193,157,102,216,145,786,283,440,203,346,139
BK90,East Williamsburg,32864,1137,15438,845,17426,764,28741,1153,13283,758,15458,775,2347,449,1268,327,1079,248,1019,264,455,176,564,169,591,187,336,140,255,104,166,86,96,65,70,57
BK91,East Flatbush-Farragut,52086,1640,22848,956,29238,1070,49089,1698,21566,970,27523,1097,2566,659,1089,287,1477,423,109,67,26,54,83,63,181,100,90,75,91,79,141,94,77,74,64,71
BK93,Starrett City,12723,795,4412,619,8311,551,12232,865,4287,618,7945,584,387,181,125,77,262,137,0,24,0,24,0,24,55,81,0,24,55,81,49,77,0,24,49,77
BK95,Erasmus,29633,1506,13552,920,16081,936,27121,1430,12381,866,14740,903,1813,529,799,280,1014,296,341,173,237,138,104,81,6,36,0,36,6,36,352,193,135,98,217,139
BK96,Rugby-Remsen Village,55468,1797,24826,1049,30642,1196,51445,1777,22842,1028,28603,1163,2962,620,1386,332,1576,356,406,217,216,114,190,160,218,132,122,87,96,84,437,156,260,120,177,99
BK99,park-cemetery-etc-Brooklyn,416,260,180,121,236,152,269,235,110,109,159,139,64,80,25,50,39,55,7,40,7,40,0,40,76,127,38,72,38,71,0,40,0,40,0,40
BX01,Claremont-Bathgate,30182,1305,13622,876,16560,858,26279,1257,11780,820,14499,834,2472,563,1070,255,1402,381,1140,340,634,245,506,201,100,62,30,46,70,53,191,104,108,76,83,82
BX03,Eastchester-Edenwald-Baychester,36365,1778,16323,1095,20042,1125,32439,1779,14630,1052,17809,1117,2155,600,903,313,1252,363,932,482,489,275,443,269,386,350,152,153,234,209,453,372,149,137,304,307
BX05,Bedford Park-Fordham North,51771,1918,24572,1382,27199,1207,44883,1955,20913,1336,23970,1171,4962,985,2582,552,2380,565,835,272,498,182,337,146,503,275,274,160,229,162,588,241,305,156,283,147
BX06,Belmont,25435,1333,11980,837,13455,884,20681,1276,9507,779,11174,857,2893,620,1483,405,1410,333,704,272,385,161,319,139,634,187,371,146,263,108,523,285,234,150,289,181
BX07,Bronxdale,33299,1339,15845,975,17454,843,29442,1430,13930,974,15512,876,3266,652,1616,366,1650,358,227,115,115,65,112,76,201,125,85,90,116,73,163,103,99,82,64,72
BX08,West Farms-Bronx River,34620,1675,16860,1068,17760,1026,30817,1661,14958,1013,15859,1036,2747,650,1364,365,1383,361,718,451,372,284,346,202,121,93,35,54,86,83,217,149,131,108,86,95
BX09,Soundview-Castle Hill-Clason Point-Harding Park,53296,1852,23762,1156,29534,1279,48838,1831,21541,1133,27297,1246,2977,734,1469,384,1508,468,701,313,386,197,315,157,341,361,179,161,162,213,439,253,187,153,252,162
BX10,Pelham Bay-Country Club-City Island,25934,1297,12124,814,13810,843,22744,1394,10448,816,12296,877,2105,541,1112,330,993,282,518,298,311,222,207,110,396,249,200,151,196,140,171,120,53,59,118,93
BX13,Co-op City,43945,1752,19037,1261,24908,1189,41197,1759,17970,1250,23227,1170,1754,532,711,280,1043,362,516,234,225,143,291,133,156,114,78,69,78,62,322,231,53,57,269,226
BX14,East Concourse-Concourse Village,62664,2124,30413,1464,32251,1374,55338,2183,26864,1431,28474,1373,4794,918,2163,505,2631,537,1337,404,715,241,622,231,350,207,169,104,181,145,845,283,502,196,343,174
BX17,East Tremont,41375,1600,18648,1175,22727,947,37051,1599,16791,1146,20260,965,2868,586,1226,298,1642,363,641,242,285,120,356,183,248,139,119,94,129,77,567,420,227,173,340,256
BX22,North Riverdale-Fieldston-Riverdale,26423,1150,12637,739,13786,695,23443,1148,11217,748,12226,674,1021,326,455,163,566,198,1057,280,416,155,641,194,815,305,492,194,323,156,87,60,57,52,30,43
BX26,Highbridge,36340,1366,17028,879,19312,965,31587,1400,14794,853,16793,939,2460,590,1082,310,1378,352,1301,419,652,217,649,269,234,152,101,86,133,91,758,282,399,182,359,164
BX27,Hunts Point,27167,1207,12991,738,14176,747,23121,1228,10841,707,12280,773,2489,545,1300,283,1189,335,1107,290,639,151,468,195,248,236,101,84,147,166,202,112,110,78,92,74
BX28,Van Cortlandt Village,49152,1762,22339,1163,26813,1206,43955,1759,19942,1109,24013,1208,2746,628,1220,337,1526,391,1277,346,563,202,714,227,561,242,339,149,222,156,613,289,275,155,338,185
BX29,Spuyten Duyvil-Kingsbridge,29332,1047,13749,733,15583,709,25852,1106,12016,739,13836,697,1457,475,796,309,661,227,1334,355,602,186,732,243,405,180,188,111,217,110,284,174,147,122,137,95
BX30,Kingsbridge Heights,30210,1401,13555,971,16655,901,25533,1294,11205,893,14328,853,2739,690,1363,412,1376,343,1146,493,608,290,538,312,210,132,18,39,192,131,582,296,361,262,221,118
BX31,Allerton-Pelham Gardens,33134,1393,15933,885,17201,881,30384,1411,14670,872,15714,888,1962,566,855,292,1107,315,419,155,243,119,176,99,157,94,89,75,68,68,212,118,76,75,136,88
BX33,Longwood,25154,1296,11568,906,13586,750,21294,1184,9844,840,11450,684,2464,703,1210,380,1254,387,1007,421,429,185,578,292,154,85,29,46,125,78,235,118,56,45,179,107
BX34,Melrose South-Mott Haven North,38425,1684,16769,1076,21656,1086,33383,1716,14659,1071,18724,1064,3379,691,1399,368,1980,449,636,327,327,199,309,174,524,327,259,173,265,203,503,460,125,166,378,311
BX35,Morrisania-Melrose,37311,1469,16926,1002,20385,970,34031,1564,15446,991,18585,998,2149,451,929,227,1220,308,508,185,197,104,311,154,442,315,219,136,223,197,181,111,135,88,46,53
BX36,University Heights-Morris Heights,53021,1820,24869,1216,28152,1224,44490,1688,20886,1132,23604,1099,4610,832,1841,398,2769,554,2314,578,1384,396,930,294,715,271,402,206,313,137,892,363,356,187,536,250
BX37,Van Nest-Morris Park-Westchester Square,29680,1252,14413,861,15267,774,25251,1286,12250,830,13001,755,2981,645,1394,357,1587,390,888,363,490,253,398,159,238,130,132,100,106,87,322,128,147,94,175,103
BX39,Mott Haven-Port Morris,51099,1603,24805,1158,26294,1024,45770,1700,22201,1178,23569,1036,3465,674,1574,373,1891,391,1078,296,651,252,427,161,407,241,214,173,193,114,379,205,165,101,214,149
BX40,Fordham South,25981,1304,11705,892,14276,916,21864,1340,9925,877,11939,920,2314,658,1022,329,1292,410,1015,377,366,145,649,272,342,199,136,104,206,142,446,226,256,162,190,127
BX41,Mount Hope,51385,1698,25050,1178,26335,1056,44279,1668,21479,1090,22800,1027,3893,648,1800,385,2093,402,2029,608,1095,357,934,340,613,324,369,228,244,158,571,240,307,138,264,150
BX43,Norwood,40371,1997,18777,1253,21594,1168,35950,2024,16615,1255,19335,1152,2589,637,1442,386,1147,311,783,325,320,135,463,230,408,213,141,120,267,146,641,321,259,179,382,193
BX44,Williamsbridge-Olinville,60451,1904,26825,1183,33626,1199,54002,1886,23811,1150,30191,1176,4749,865,2275,448,2474,519,937,293,471,165,466,168,266,149,74,65,192,137,497,189,194,100,303,125
BX46,Parkchester,29960,1109,14232,772,15728,725,27492,1207,12871,804,14621,749,1304,424,636,221,668,260,755,385,475,252,280,168,331,147,211,114,120,79,78,62,39,48,39,44
BX49,Pelham Parkway,29703,1228,14263,877,15440,733,26431,1213,12736,845,13695,721,1892,548,909,295,983,301,411,162,235,118,176,87,458,265,208,123,250,160,511,250,175,127,336,176
BX52,Schuylerville-Throgs Neck-Edgewater Park,45697,1658,22092,1030,23605,1052,41465,1660,19998,1011,21467,1057,2366,583,1048,292,1318,362,728,220,436,158,292,137,962,407,505,229,457,222,176,132,105,92,71,91
BX55,Soundview-Bruckner,35296,1403,16882,975,18414,849,29040,1455,13644,940,15396,886,4369,931,2242,539,2127,488,925,426,535,237,390,216,419,283,182,132,237,185,543,246,279,150,264,143
BX59,Westchester-Unionport,27081,1452,12590,908,14491,927,23523,1466,11062,876,12461,909,2711,698,1124,340,1587,456,305,144,233,130,72,51,236,202,43,54,193,197,306,178,128,108,178,127
BX62,Woodlawn-Wakefield,45334,1652,20673,1036,24661,1114,42093,1716,19267,1058,22826,1094,2017,568,868,243,1149,376,590,228,328,161,262,120,377,190,128,99,249,139,257,147,82,73,175,118
BX63,West Concourse,38937,1523,18302,1022,20635,926,35214,1549,16440,1032,18774,906,2101,580,1073,374,1028,304,750,285,358,152,392,187,282,170,244,161,38,53,590,241,187,118,403,193
BX75,Crotona Park East,19945,1056,9273,668,10672,684,17793,1060,8351,660,9442,669,1668,593,676,302,992,367,153,96,88,67,65,61,259,193,112,100,147,136,72,77,46,52,26,47
BX98,Rikers Island,9741,583,8821,617,920,378,1643,224,1551,222,92,58,2065,244,1789,233,276,159,5722,409,5176,421,546,244,311,100,305,99,6,10,0,17,0,17,0,17
BX99,park-cemetery-etc-Bronx,1377,246,643,167,734,170,996,204,532,147,464,110,286,179,88,59,198,153,46,59,0,32,46,59,45,60,19,41,26,39,4,30,4,30,0,32
MN01,Marble Hill-Inwood,49647,1938,24480,1507,25167,1157,43436,1997,21296,1507,22140,1141,3219,808,1549,375,1670,532,1260,380,748,250,512,207,709,290,349,179,360,223,1023,427,538,250,485,228
MN03,Central Harlem North-Polo Grounds,77202,2247,35821,1507,41381,1513,68480,2251,31430,1451,37050,1486,4585,747,2082,423,2503,482,2665,600,1454,372,1211,371,839,234,508,184,331,140,633,228,347,159,286,125
MN04,Hamilton Heights,50834,1950,24207,1348,26627,1301,43880,1998,21112,1288,22768,1284,4319,1044,1974,556,2345,618,947,325,366,164,581,239,1153,381,462,206,691,269,535,246,293,172,242,132
MN06,Manhattanville,23582,1203,11167,718,12415,858,21582,1208,10223,736,11359,829,954,311,545,203,409,189,408,219,155,94,253,162,214,105,73,66,141,80,424,325,171,150,253,237
MN09,Morningside Heights,53928,2130,23253,1244,30675,1647,40798,1575,18283,1094,22515,1086,4401,744,1616,326,2785,544,1786,406,547,176,1239,327,4329,703,1596,350,2733,535,2614,601,1211,351,1403,415
MN11,Central Harlem South,45886,1648,21080,1100,24806,1105,41316,1663,18833,1104,22483,1089,1880,355,846,206,1034,235,1263,355,793,244,470,172,1061,270,446,145,615,191,366,178,162,105,204,121
MN12,Upper West Side,134115,2884,61973,1909,72142,2096,114964,2979,53080,1843,61884,2104,9799,1111,4768,700,5031,638,2705,746,1232,405,1473,493,4427,693,1912,423,2515,438,2220,571,981,317,1239,333
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,68574,1792,34577,1245,33997,1340,55149,1682,28234,1165,26915,1155,6271,902,3498,595,2773,475,1960,478,786,238,1174,394,3991,749,1510,387,2481,538,1203,336,549,191,654,206
MN14,Lincoln Square,59211,2196,28325,1593,30886,1336,50699,2149,24137,1530,26562,1288,4207,756,1858,376,2349,470,683,314,428,280,255,113,2582,590,1382,417,1200,318,1040,320,520,195,520,191
MN15,Clinton,42641,1428,22177,1154,20464,1060,33193,1419,17290,1072,15903,974,4334,701,2241,454,2093,474,1825,431,866,273,959,280,2450,483,1398,337,1052,289,839,281,382,167,457,208
MN17,Midtown-Midtown South,27999,1117,13988,826,14011,792,20133,1053,10349,753,9784,661,2644,467,1251,282,1393,298,1245,279,654,201,591,178,2593,525,1160,306,1433,381,1384,354,574,181,810,248
MN19,Turtle Bay-East Midtown,47697,1633,21898,1070,25799,1135,39432,1505,18479,1036,20953,929,3890,821,1733,425,2157,540,1237,364,462,206,775,248,2410,545,834,240,1576,445,728,237,390,161,338,152
MN20,Murray Hill-Kips Bay,49060,1920,22351,1438,26709,1422,36623,1716,17010,1281,19613,1166,4755,977,2210,591,2545,628,1767,433,870,289,897,286,4292,810,1583,450,2709,585,1623,506,678,295,945,311
MN21,Gramercy,25844,1239,11278,861,14566,829,19970,1097,9134,773,10836,682,2913,580,1012,259,1901,434,743,272,266,144,477,233,1462,479,423,192,1039,426,756,306,443,242,313,152
MN22,East Village,43607,1950,21461,1403,22146,1194,31795,1424,16255,1012,15540,899,4676,750,2210,495,2466,522,1899,421,964,287,935,272,3907,838,1360,483,2547,536,1330,489,672,341,658,277
MN23,West Village,66528,1936,31381,1250,35147,1394,51636,1795,24389,1137,27247,1187,7191,801,3389,503,3802,549,1486,354,798,261,688,231,4206,702,1752,382,2454,513,2009,418,1053,299,956,231
MN24,SoHo-TriBeCa-Civic Center-Little Italy,39524,1606,19734,1077,19790,1010,30935,1492,15519,929,15416,914,4535,717,2136,441,2399,453,1165,358,646,278,519,191,2121,526,994,312,1127,363,768,336,439,237,329,146
MN25,Battery Park City-Lower Manhattan,36856,1580,18414,1159,18442,981,25550,1503,12772,1047,12778,853,5061,943,2477,503,2584,527,1808,420,807,252,1001,282,3389,704,1838,490,1551,352,1048,320,520,223,528,215
MN27,Chinatown,46345,1786,23128,1133,23217,1038,40703,1759,19783,1072,20920,1004,2626,623,1502,357,1124,343,1370,359,909,296,461,180,797,243,466,184,331,158,849,276,468,179,381,184
MN28,Lower East Side,73701,2022,34656,1333,39045,1383,66785,2095,31109,1341,35676,1327,2979,670,1660,375,1319,463,2036,545,912,315,1124,351,1160,334,571,220,589,237,741,244,404,163,337,140
MN31,Lenox Hill-Roosevelt Island,80128,2492,35687,1684,44441,1708,64479,2416,28704,1525,35775,1611,7718,1036,3337,578,4381,617,1496,403,717,290,779,243,3949,825,2045,530,1904,454,2486,776,884,357,1602,531
MN32,Yorkville,77089,2036,33179,1347,43910,1619,63692,2074,28160,1327,35532,1404,6419,927,2381,472,4038,736,2499,775,932,306,1567,704,3408,659,1320,351,2088,526,1071,352,386,167,685,229
MN33,East Harlem South,59287,1919,28114,1456,31173,1260,50901,1835,24108,1395,26793,1143,4093,819,2059,507,2034,413,1802,598,606,188,1196,532,1510,375,688,214,822,262,981,340,653,283,328,121
MN34,East Harlem North,59557,2140,26952,1433,32605,1479,54124,2125,24486,1406,29638,1424,2623,583,1158,260,1465,425,1540,419,680,241,860,266,792,227,422,158,370,147,478,262,206,183,272,171
MN35,Washington Heights North,70264,2163,32897,1437,37367,1448,61179,2223,27622,1363,33557,1504,5132,964,2859,656,2273,469,1658,463,1164,339,494,196,1418,457,829,311,589,256,877,277,423,175,454,200
MN36,Washington Heights South,88817,2886,43748,2078,45069,1744,76749,2805,37257,1890,39492,1680,6731,1097,4009,761,2722,566,1921,472,1155,355,766,278,1653,349,667,197,986,261,1763,527,660,329,1103,364
MN40,Upper East Side-Carnegie Hill,58365,1744,26171,1026,32194,1116,52856,1745,23655,1014,29201,1080,2388,478,1141,261,1247,284,932,380,341,148,591,273,1487,353,692,223,795,218,702,295,342,167,360,167
MN50,Stuyvesant Town-Cooper Village,21804,1100,9625,932,12179,1008,17396,1187,7520,736,9876,1014,1991,601,992,372,999,378,870,399,497,319,373,253,1132,467,463,232,669,379,415,264,153,105,262,235
MN99,park-cemetery-etc-Manhattan,1483,509,1216,471,267,161,604,321,456,265,148,124,401,218,345,220,56,53,371,179,315,173,56,60,88,70,81,63,7,33,19,45,19,45,0,32
QN01,South Jamaica,36303,1555,16571,977,19732,951,32070,1529,14625,899,17445,952,2318,568,1213,361,1105,305,1239,507,509,285,730,287,479,272,155,87,324,213,197,105,69,58,128,76
QN02,Springfield Gardens North,26781,1540,11117,902,15664,1092,23696,1392,9792,832,13904,989,1758,665,687,326,1071,428,428,298,220,190,208,122,463,358,152,145,311,242,436,360,266,213,170,185
QN03,Springfield Gardens South-Brookville,19608,1110,9086,715,10522,644,17331,1102,8063,645,9268,632,1037,367,395,213,642,273,1003,372,479,220,524,225,154,103,105,74,49,63,83,69,44,62,39,41
QN05,Rosedale,27763,1364,11897,788,15866,909,25084,1335,10704,743,14380,911,1455,527,659,264,796,331,737,348,339,169,398,223,216,129,73,66,143,109,271,197,122,114,149,100
QN06,Jamaica Estates-Holliswood,24803,947,11022,575,13781,696,22894,960,10062,581,12832,684,1324,383,648,245,676,208,156,87,98,71,58,44,271,123,170,93,101,72,158,110,44,64,114,96
QN07,Hollis,21314,1020,9605,667,11709,663,19689,998,8760,639,10929,649,1107,372,550,203,557,229,212,114,155,96,57,58,202,114,79,65,123,89,104,86,61,63,43,68
QN08,St. Albans,50763,1587,23168,1002,27595,1046,46778,1553,21313,982,25465,995,2589,571,1236,298,1353,345,912,328,482,202,430,174,229,115,80,75,149,92,255,134,57,80,198,120
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,29251,1227,14245,796,15006,737,27179,1244,13240,783,13939,738,1227,381,535,190,692,238,587,213,342,148,245,113,106,78,60,70,46,48,152,140,68,75,84,85
QN12,Hammels-Arverne-Edgemere,34952,1583,16085,1039,18867,953,31278,1569,14555,1011,16723,921,2319,620,939,295,1380,386,989,353,387,169,602,227,154,119,81,78,73,62,212,186,123,126,89,79
QN15,Far Rockaway-Bayswater,49345,2101,22770,1290,26575,1276,43390,2048,19754,1211,23636,1242,3610,1046,1553,508,2057,611,1329,392,874,311,455,160,384,250,262,183,122,85,632,357,327,284,305,155
QN17,Forest Hills,83750,1903,37983,1146,45767,1313,75314,1931,34042,1123,41272,1293,4911,801,2235,445,2676,453,1756,393,870,233,886,263,886,452,411,243,475,241,883,284,425,161,458,171
QN18,Rego Park,27179,896,12927,662,14252,610,25286,966,12027,665,13259,627,1037,306,551,205,486,140,343,145,118,68,225,122,119,78,49,47,70,52,394,248,182,154,212,169
QN19,Glendale,31367,1273,14995,740,16372,809,28711,1287,13699,734,15012,798,1945,536,863,250,1082,365,342,231,202,144,140,99,215,180,111,117,104,78,154,163,120,127,34,58
QN20,Ridgewood,68923,1855,33842,1211,35081,1132,62052,1972,30306,1224,31746,1163,3567,715,1830,440,1737,363,1986,557,1057,304,929,288,412,165,164,101,248,114,906,313,485,181,421,196
QN21,Middle Village,38763,1255,18484,768,20279,852,35961,1250,17128,756,18833,830,2063,506,902,224,1161,316,243,126,153,95,90,85,117,79,68,62,49,61,379,251,233,155,146,117
QN22,Flushing,68871,2098,32910,1416,35961,1326,59227,2071,27907,1338,31320,1301,5414,927,2610,541,2804,516,1389,424,854,289,535,187,1097,476,708,338,389,176,1744,475,831,271,913,280
QN23,College Point,23903,1274,12109,815,11794,739,20687,1327,10440,795,10247,757,2490,636,1249,350,1241,358,245,109,195,94,50,39,148,120,54,65,94,80,333,251,171,191,162,107
