area_id,area_name,b25072001,b25072001_moe,b25072002,b25072002_moe,b25072003,b25072003_moe,b25072004,b25072004_moe,b25072005,b25072005_moe,b25072006,b25072006_moe,b25072007,b25072007_moe,b25072008,b25072008_moe,b25072009,b25072009_moe,b25072010,b25072010_moe,b25072011,b25072011_moe,b25072012,b25072012_moe,b25072013,b25072013_moe,b25072014,b25072014_moe,b25072015,b25072015_moe,b25072016,b25072016_moe,b25072017,b25072017_moe,b25072018,b25072018_moe,b25072019,b25072019_moe,b25072020,b25072020_moe,b25072021,b25072021_moe,b25072022,b25072022_moe,b25072023,b25072023_moe,b25072024,b25072024_moe,b25072025,b25072025_moe,b25072026,b25072026_moe,b25072027,b25072027_moe,b25072028,b25072028_moe,b25072029,b25072029_moe
BK09,Brooklyn Heights-Cobble Hill,6389,393,311,124,20,37,34,46,15,36,0,29,192,97,50,64,2516,294,702,175,529,166,407,147,122,78,657,165,99,79,2597,341,1220,264,295,120,320,128,100,60,559,165,103,87,965,202,283,123,126,83,98,64,31,39,382,138,45,46
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,12387,499,433,167,37,71,8,55,23,65,34,78,231,121,100,92,1960,303,481,162,346,151,107,98,197,124,490,170,339,153,6752,458,2029,305,782,230,531,196,583,181,2420,326,407,177,3242,300,413,123,176,92,345,123,354,112,1660,235,294,125
BK19,Brighton Beach,9717,388,290,127,10,40,56,62,13,42,14,40,126,92,71,74,1131,232,305,124,92,74,55,60,91,74,479,163,109,84,4521,383,836,190,482,155,313,130,321,125,2195,296,374,155,3775,291,217,96,170,86,630,159,508,152,2009,242,241,125
BK21,Seagate-Coney Island,9359,314,222,111,0,38,66,71,50,59,36,52,70,70,0,38,770,217,179,105,87,78,100,95,9,37,395,151,0,38,5190,383,1476,263,623,189,471,145,549,160,1804,279,267,147,3177,278,411,146,297,133,552,137,818,183,1049,227,50,45
BK23,West Brighton,4982,323,47,47,0,27,0,27,0,27,0,27,29,37,18,40,313,138,149,85,10,30,83,96,24,43,47,48,0,27,1836,284,665,185,251,105,154,84,158,81,553,190,55,45,2786,320,296,119,365,148,224,105,253,128,1620,261,28,39
BK25,Homecrest,9148,407,469,155,97,81,0,48,70,84,40,60,262,119,0,48,1698,273,388,137,177,104,322,135,151,94,488,136,172,92,4417,366,1203,222,253,96,379,128,468,158,1918,271,196,103,2564,272,248,87,101,73,289,103,211,101,1459,212,256,114
BK26,Gravesend,7063,382,146,137,16,40,0,36,0,36,0,36,53,68,77,123,890,224,197,109,122,95,88,69,129,102,252,124,102,90,3536,333,980,226,321,120,439,154,383,161,1272,268,141,83,2491,293,185,80,241,119,293,130,335,142,1205,218,232,110
BK27,Bath Beach,6253,335,216,94,10,41,24,44,34,54,0,40,90,62,58,63,1226,238,358,146,178,91,73,58,100,83,383,130,134,99,3135,316,798,197,396,139,328,117,288,115,1135,217,190,85,1676,215,146,79,116,75,197,81,168,72,980,188,69,67
BK28,Bensonhurst West,19185,553,785,197,95,85,143,100,46,76,38,71,355,133,108,102,3974,420,1040,221,496,157,372,143,288,126,1569,277,209,114,10374,539,2123,285,1173,221,1155,226,824,210,4548,409,551,170,4052,336,297,109,312,120,436,124,466,139,2326,275,215,98
BK29,Bensonhurst East,13862,481,408,144,24,55,26,64,45,64,8,52,197,107,108,86,2807,351,690,177,340,132,287,127,402,148,946,222,142,88,7353,475,1656,252,848,197,814,192,725,184,2871,325,439,139,3294,294,371,119,194,88,325,105,356,109,1781,235,267,98
BK30,Dyker Heights,7903,361,395,138,47,72,7,51,146,99,25,62,147,82,23,50,1787,272,715,196,207,107,169,93,179,112,463,145,54,67,4344,351,825,159,603,151,352,132,379,133,1989,264,196,93,1377,208,83,56,71,62,113,67,24,52,846,174,240,104
BK31,Bay Ridge,22586,572,811,204,55,77,79,81,56,70,31,68,566,182,24,69,5440,435,1728,265,759,170,726,205,551,172,1478,251,198,121,12066,582,3372,355,1369,242,1140,213,894,198,4671,437,620,160,4269,324,525,132,296,103,545,142,430,120,2313,263,160,92
BK32,Sunset Park West,13046,412,824,183,59,62,56,69,53,56,132,95,516,146,8,49,3976,363,923,209,340,125,450,150,266,112,1793,277,204,114,6718,430,1394,240,696,166,754,186,368,135,3142,350,364,134,1528,231,142,77,186,92,223,98,151,80,748,173,78,62
BK33,Carroll Gardens-Columbia Street-Red Hook,12960,472,335,146,15,45,0,45,61,84,49,62,192,116,18,46,4508,422,1599,277,857,198,500,147,392,141,1071,250,89,83,6657,454,2117,311,844,195,848,213,760,200,1903,291,185,124,1460,243,222,95,77,72,247,109,100,76,700,194,114,91
BK34,Sunset Park East,16347,431,799,173,118,76,86,76,69,75,96,84,299,116,131,96,3910,391,816,200,429,138,434,146,410,147,1675,267,146,95,9729,485,1613,267,927,192,763,193,776,187,5302,425,348,122,1909,243,281,122,85,70,170,87,109,78,1051,180,213,97
BK35,Stuyvesant Heights,18752,557,933,207,36,63,20,60,12,53,128,87,624,177,113,91,4241,447,875,212,441,172,585,174,466,159,1555,276,319,142,10400,578,2426,335,1275,254,991,233,853,193,4231,425,624,184,3178,303,485,145,262,100,403,123,449,140,1422,225,157,87
