area_id,area_name,b01002e001,b01002e001_moe,b01002e002,b01002e002_moe,b01002e003,b01002e003_moe
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,20,0,19,6,20,0
BK82,East New York,21,0,20,58,26,0
BX41,Mount Hope,17,5,13,8,18,44
MN35,Washington Heights North,24,0,20,0,28,0
QN07,Hollis,23,0,19,0,45,4
QN48,Auburndale,39,28,45,33,39,32
QN55,South Ozone Park,72,28,76,32,70,23
