area_id,area_name,b20017d001,b20017d001_moe,b20017d002,b20017d002_moe,b20017d003,b20017d003_moe,b20017d004,b20017d004_moe,b20017d005,b20017d005_moe,b20017d006,b20017d006_moe,b20017d007,b20017d007_moe
BX28,Van Cortlandt Village,61844,18602,75677,32254,99391,71801,87728,135370,52333,21748,84043,87704,19826,32463
BX30,Kingsbridge Heights,17547,1376,17159,9515,17159,13277,17500,16606,17901,3553,18726,6441,15598,16777
BX31,Allerton-Pelham Gardens,126069,57581,135025,69060,153237,53553,110318,32558,106104,27568,106943,47548,91637,45346
BX37,Van Nest-Morris Park-Westchester Square,27440,61116,88370,44988,89457,19813,17727,26126,25893,12651,22443,7436,55952,45830
BX41,Mount Hope,26528,6928,21806,27494,63309,1615,20741,21729,30069,7237,26736,28943,30833,36688
BX43,Norwood,81186,26462,84067,19904,87205,23620,34243,51629,80239,48865,169737,94177,35461,19955
BX46,Parkchester,26049,9759,25625,12619,36071,12387,4727,18926,26944,14079,29191,20416,13450,8522
BX49,Pelham Parkway,79706,16102,104125,48166,88577,68262,122544,92137,51196,21543,69128,45325,24956,34934
BX52,Schuylerville-Throgs Neck-Edgewater Park,38882,12290,38487,439,39583,15844,37981,46550,55536,21621,63167,8271,6532,547
BX55,Soundview-Bruckner,22500,5524,22143,5202,21607,9678,25294,25490,23750,26447,31950,83414,4850,1482
BX59,Westchester-Unionport,61257,18173,56815,29644,81379,40528,22134,12951,61596,22493,90261,50856,22627,5927
MN03,Central Harlem North-Polo Grounds,22697,15771,52063,57804,73240,22243,7250,13855,21750,6409,46328,36585,13214,19426
MN09,Morningside Heights,149458,51531,207128,78210,311847,68860,73809,72716,121993,61513,226663,177886,43033,84378
MN12,Upper West Side,418856,91640,526112,193597,646989,291937,173582,351180,328606,111802,421494,117946,261116,164224
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,603057,102436,622420,246095,803529,366528,518081,309381,550388,144875,677894,151449,231243,144797
MN14,Lincoln Square,218693,67948,206252,194257,348480,195051,91426,95539,240147,135763,303099,137020,59766,85635
MN15,Clinton,554288,108682,602717,184621,803214,236764,316002,291175,455435,153256,603764,176400,145235,118255
MN17,Midtown-Midtown South,164154,51762,193519,63168,277914,132032,63567,66406,137413,56025,133980,83320,129005,55124
MN19,Turtle Bay-East Midtown,504577,58639,606346,114788,755117,193354,424595,334527,438923,110623,529912,145385,212241,119505
MN20,Murray Hill-Kips Bay,341250,113369,338032,203269,451252,192417,84382,365416,295035,110714,414183,98376,100022,146387
MN21,Gramercy,162571,64164,186976,201650,332690,241273,45810,25768,159118,69671,203409,71880,49766,39495
MN22,East Village,257143,44156,438198,120039,556254,134569,58657,325116,212767,64717,320320,61368,143484,130761
MN23,West Village,76696,66647,186045,138139,234963,135019,57679,28034,61982,17703,120120,218734,37819,31896
MN24,SoHo-TriBeCa-Civic Center-Little Italy,81392,54640,109132,63185,227402,201188,24737,33275,93864,78751,143381,44033,19136,25198
MN25,Battery Park City-Lower Manhattan,230986,49649,284034,60150,375766,116486,87029,108200,237090,67424,286805,41155,109577,65325
MN27,Chinatown,197419,44809,255861,69955,323988,86306,108013,97276,176895,49632,263512,62656,114233,32372
MN28,Lower East Side,377746,74431,464212,156058,606295,204553,266180,276695,334061,59442,455806,86491,112573,101366
MN31,Lenox Hill-Roosevelt Island,242986,40666,249572,55687,274912,64718,132953,106227,224299,46967,263742,60511,81128,68562
MN32,Yorkville,174227,78840,268235,145251,331299,192103,64056,62803,136760,69220,225676,103564,59998,68199
MN33,East Harlem South,118154,58823,146663,92238,158076,133082,134988,113504,83645,74456,137666,275606,73355,119207
MN36,Washington Heights South,35058,5904,48529,26591,48750,17775,22266,82723,34408,5933,35876,3472,30288,6099
MN40,Upper East Side-Carnegie Hill,127813,39602,192074,122773,253117,113445,81912,157722,97105,43121,194412,212787,110946,86379
MN50,Stuyvesant Town-Cooper Village,109076,35225,217131,118250,254265,104851,87898,26755,97250,35368,122464,27506,20753,31185
QN05,Rosedale,23088,17677,4813,11480,40132,11591,2563,1940,23309,15389,23015,15557,45238,79321
QN06,Jamaica Estates-Holliswood,328639,66591,310816,72849,363504,90000,119126,56064,285550,145879,477060,95543,116975,91111
QN07,Hollis,57439,9035,60473,31240,85113,45809,44227,12186,54018,15225,62453,20655,29640,31945
QN15,Far Rockaway-Bayswater,9063,66237,6208,127732,7311,205296,4875,156,19259,66885,56680,66001,9805,15024
QN17,Forest Hills,855978,77465,980239,198098,1192156,192815,638528,324049,691010,117108,915409,123296,332121,153034
QN18,Rego Park,305488,64694,352066,59756,432814,71751,144082,65097,297457,46468,412497,102287,139920,87182
QN20,Ridgewood,119834,26462,110013,13786,124902,33962,97144,70293,155552,72411,213999,60258,54460,41932
QN21,Middle Village,69796,12331,63582,26405,82110,37849,17942,12920,67422,19499,76761,46711,12623,7695
QN22,Flushing,331133,39341,387410,112133,554913,97474,145746,23031,295128,44230,453711,50008,145503,45446
QN23,College Point,140710,20746,143583,36054,168936,28070,71262,38276,170179,33774,279977,115855,37061,65248
QN25,Corona,98007,35286,113610,40692,205080,44716,73140,27346,95338,28223,152763,44580,33761,25911
QN26,North Corona,110854,23279,115660,29268,138174,25030,78140,54761,96893,28050,128803,35548,49746,51539
QN28,Jackson Heights,366384,55653,406184,53896,521668,63516,205128,29904,289270,88838,541367,132656,248569,103013
QN29,Elmhurst,444178,36731,457376,40815,563456,55945,193029,38173,454618,70426,649022,83608,206452,43331
QN30,Maspeth,80725,15933,73533,23099,113015,60722,36314,22030,86395,24212,86683,29364,90930,63589
QN31,Hunters Point-Sunnyside-West Maspeth,439489,64925,456718,122102,619589,166438,289100,96274,382545,109899,713694,189136,214835,61518
QN34,Queens Village,328114,45060,347241,47977,398862,66849,127074,115667,273762,55754,436371,68224,141478,39147
QN35,Briarwood-Jamaica Hills,287473,22448,304521,43408,371279,63773,179998,85528,238703,48006,376946,82223,136328,31430
QN37,Kew Gardens Hills,276271,37977,303706,51805,335322,68176,264178,143543,244559,56289,324562,48936,117350,52991
QN38,Pomonok-Flushing Heights-Hillcrest,184337,31296,183407,54028,346748,82490,52259,15391,197435,50800,306969,67886,92546,46294
QN41,Fresh Meadows-Utopia,144604,23247,152957,47941,194914,33510,64990,42961,129849,29270,207921,66084,64309,18586
QN42,Oakland Gardens,155895,44282,194605,30795,220527,35804,53847,26799,121908,31956,173794,72023,65004,21383
QN43,Bellerose,187044,28417,189606,41710,225676,35507,80705,58761,191147,33554,255988,59164,110703,45015
QN44,Glen Oaks-Floral Park-New Hyde Park,169897,30086,190294,39043,214111,26151,85246,11677,149647,27482,228490,49736,53428,36266
QN45,Douglas Manor-Douglaston-Little Neck,162222,44602,192670,120214,211235,57974,239753,273530,138037,62695,219824,85669,37124,61227
QN46,Bayside-Bayside Hills,648062,84779,758684,129048,970630,139539,390872,152703,600900,126301,852668,167190,190689,68262
QN47,Ft. Totten-Bay Terrace-Clearview,210739,43409,241037,63625,353226,105384,179531,168702,168002,62470,239462,119461,274493,348266
QN48,Auburndale,272315,38139,311081,42366,355052,74584,199657,130766,253582,42494,321914,83038,150823,66931
QN49,Whitestone,136872,52523,146298,65340,182600,166778,76414,50604,153554,58836,206244,60369,38504,92700
QN50,Elmhurst-Maspeth,165105,14045,163104,19717,203767,24356,66372,26933,167383,21851,211461,45614,56460,15393
QN51,Murray Hill,393138,31945,414352,70378,507829,74367,179856,200138,360522,44258,461196,79448,166889,61529
QN52,East Flushing,322998,33490,370549,41494,463650,40408,169815,37734,278151,43978,387743,64007,106319,34437
QN53,Woodhaven,401238,73460,632716,312439,704908,164696,191602,85804,409916,98043,583060,130157,204566,59805
QN54,Richmond Hill,442011,48548,491345,106175,643959,187562,213218,67126,388735,72731,580528,88257,214503,85589
QN55,South Ozone Park,481466,41158,528225,77982,748392,113971,242935,89145,433071,74853,650288,97546,197329,66104
QN56,Ozone Park,91099,14123,105713,18478,116595,8775,53771,20661,70295,18521,105833,43957,24128,21187
QN57,Lindenwood-Howard Beach,54526,90545,52672,49761,29400,97582,53190,70434,79327,253396,203125,144609,18125,13524
QN60,Kew Gardens,215273,36899,254494,106891,321905,125092,51946,126103,227109,61234,244402,54686,91717,59961
QN61,Jamaica,241519,22466,278120,35096,332683,55680,329503,210285,200913,38798,315177,59536,106116,197615
QN62,Queensboro Hill,123039,14551,131073,21224,161968,41998,65476,13249,125528,14098,171039,28945,59129,53604
QN63,Woodside,346559,46395,382123,50912,444083,51744,228915,102228,326189,89494,459656,70411,137412,230972
QN68,Queensbridge-Ravenswood-Long Island City,17235,6465,17235,4810,45625,38483,6838,10941,20000,24344,37308,8224,3636,3817
QN70,Astoria,456488,63187,432551,191183,681933,160105,312667,105952,451339,84724,679316,156774,201799,81270
QN71,Old Astoria,91026,34356,100616,25417,118499,40439,48313,43313,90529,43993,140331,44587,70448,90467
QN72,Steinway,251220,80876,271206,86084,361656,91700,180238,111204,243938,92507,311144,48923,103075,53746
QN76,Baisley Park,38523,18519,47180,12410,45950,52897,41642,15026,38545,18058,74464,69142,19800,12813
SI05,New Springville-Bloomfield-Travis,128004,35034,122726,40604,187570,76205,50900,19724,135971,45966,152895,68721,99874,78889
SI07,Westerleigh,46600,8194,31750,13827,32100,12709,7235,75500,65729,53986,65521,61478,90192,154379
SI08,Grymes Hill-Clifton-Fox Hills,21875,9681,26500,15080,36315,16403,8675,2416,19426,10391,33808,19632,6524,4279
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,108768,30248,130975,35078,135939,32204,35633,18109,124798,53340,159620,95030,22614,17367
SI14,Grasmere-Arrochar-Ft. Wadsworth,48474,16569,50723,23907,92283,31696,102282,149131,44411,21153,73911,25016,25028,8270
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,30648,10362,31556,9818,36250,15306,16250,7286,22500,39530,67526,59960,14018,15310
SI36,Old Town-Dongan Hills-South Beach,139544,32192,136417,49926,187537,25919,44722,35712,149077,65350,187267,29447,48677,31667
SI37,Stapleton-Rosebank,74507,40061,74724,47538,90313,22031,29097,22191,67089,58886,104860,50955,23197,17949
SI48,Arden Heights,51641,10266,50625,12038,52587,2390,21800,26050,53875,27127,68831,19417,11591,7173
