area_id,area_name,b20017d001,b20017d001_moe,b20017d002,b20017d002_moe,b20017d003,b20017d003_moe,b20017d004,b20017d004_moe,b20017d005,b20017d005_moe,b20017d006,b20017d006_moe,b20017d007,b20017d007_moe
BK09,Brooklyn Heights-Cobble Hill,69924,73967,79399,117853,81974,253846,11444,208021,68306,135238,162489,117166,20802,17296
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,123264,26242,132719,26640,167288,43060,40504,33764,110761,55759,215736,65083,41690,19028
BK19,Brighton Beach,113577,19630,118631,29281,141923,75943,62764,49392,132208,108745,162988,45848,76746,350642
BK21,Seagate-Coney Island,61569,14852,58529,18885,75576,95961,32265,24938,66037,31051,145272,104886,34560,26663
BK25,Homecrest,74821,29948,73401,9365,87910,21168,32623,26346,97260,45238,128988,81353,57756,47261
BK26,Gravesend,184656,48145,238991,65641,261069,104675,124968,36142,160216,63540,297715,124720,79668,30269
BK27,Bath Beach,200745,36987,196328,45765,273096,68946,106707,43948,257484,65325,344993,56881,179937,166878
BK28,Bensonhurst West,591639,70587,652499,103567,870215,99429,348078,128587,559733,91129,820806,91483,314669,62159
BK29,Bensonhurst East,439741,43226,474583,52041,615849,84240,390063,415710,406105,63403,600426,90561,158467,99054
BK30,Dyker Heights,315396,75682,280165,65690,431381,173578,129102,85606,337301,95675,554070,210673,173137,77885
BK31,Bay Ridge,456548,89726,495619,134886,578575,135750,230075,363777,470973,111812,664922,169325,270857,141505
BK32,Sunset Park West,151897,40003,204436,71357,287931,246511,155970,68953,133293,43593,233829,92165,79205,42802
BK33,Carroll Gardens-Columbia Street-Red Hook,100795,98186,96519,86264,96546,73264,197917,107089,154920,55023,155782,86398,103041,209662
BK34,Sunset Park East,241681,17290,267006,26778,346127,41686,156734,28780,199258,22553,330103,46803,143782,22077
BK37,Park Slope-Gowanus,263583,125475,187361,152583,399427,133563,106744,36313,286086,152677,388907,101858,170085,78089
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,183125,78640,231688,167568,322875,118804,109784,160111,193021,67633,221761,106169,65136,40564
BK40,Windsor Terrace,66161,23935,70250,39802,115469,108120,60156,74763,66071,26186,65863,43489,108047,83396
BK41,Kensington-Ocean Parkway,125767,14538,131027,24507,173639,60434,94726,41295,169319,42396,197304,59906,109939,58839
BK42,Flatbush,169928,60770,217349,82427,298148,145336,124666,54330,126583,55973,204508,163021,93020,36925
BK43,Midwood,123503,46110,120733,74378,96797,90238,78859,92224,132484,89553,106919,112428,127907,106176
BK44,Madison,137994,19277,161939,32852,190309,90721,97994,41098,116424,26470,149141,54095,59419,20404
BK50,Canarsie,27457,20114,67875,39370,73519,36346,12864,15895,20940,14543,34000,102736,23821,3125
BK61,Crown Heights North,138637,77610,72813,63356,103218,107473,64031,16552,144432,26859,164087,78461,102055,33581
BK64,Prospect Heights,51961,65594,87083,23930,87024,6512,187656,395622,50245,21911,51201,71344,2981,15015
BK68,Fort Greene,251485,75893,229513,155531,363165,210225,106001,231017,246840,82989,244503,35671,199351,125344
BK73,North Side-South Side,52688,29759,54000,59167,90104,79999,30375,44754,43950,33583,81477,60433,43300,28020
BK75,Bedford,30733,20651,55804,75194,82898,122389,55179,9850,30345,25190,31164,15133,10341,40290
BK77,Bushwick North,85907,24479,112891,77083,132013,55377,54197,87304,84335,23016,99016,24608,39942,58044
BK78,Bushwick South,20038,19240,17250,18444,29250,34829,8068,20550,20238,28659,41875,19565,4914,2702
BK83,Cypress Hills-City Line,62674,35511,57770,33021,88678,49338,32997,61681,62194,68769,151655,40468,26058,6769
BK88,Borough Park,188894,66111,187984,75602,250144,94406,110244,24713,184534,76469,296924,96523,57852,24695
BK90,East Williamsburg,50317,9011,47740,22678,73273,63624,26085,14881,56826,19314,89296,43592,30486,13229
BX05,Bedford Park-Fordham North,25764,13372,25972,20891,27222,34244,11429,20845,14531,33747,13750,86727,28021,43092
BX07,Bronxdale,24167,15234,23542,35383,12159,98080,23854,41122,28333,28172,28333,20815,20000,41738
BX08,West Farms-Bronx River,8382,29566,7868,2120,9559,137651,5104,7513,39250,66353,46034,917,4609,1961
BX10,Pelham Bay-Country Club-City Island,20938,12091,47337,22237,62019,28452,45054,38992,15938,7630,21125,57552,12500,11648
