area_id,area_name,b08105b001,b08105b001_moe,b08105b002,b08105b002_moe,b08105b003,b08105b003_moe,b08105b004,b08105b004_moe,b08105b005,b08105b005_moe,b08105b006,b08105b006_moe,b08105b007,b08105b007_moe
BK09,Brooklyn Heights-Cobble Hill,608,211,70,66,53,63,299,151,121,79,0,29,65,79
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1495,329,282,144,88,100,908,221,144,106,50,92,23,65
BK19,Brighton Beach,223,142,115,121,0,38,90,74,0,38,0,38,18,42
BK21,Seagate-Coney Island,3089,454,386,160,196,120,1894,343,396,151,59,57,158,109
BK23,West Brighton,91,77,25,35,14,35,52,69,0,27,0,27,0,27
BK25,Homecrest,195,121,38,63,0,48,121,89,12,50,0,48,24,58
BK26,Gravesend,872,268,210,121,52,79,506,214,92,100,12,37,0,36
BK27,Bath Beach,271,174,91,96,0,40,156,117,8,40,0,40,16,47
BK28,Bensonhurst West,328,134,64,83,22,69,208,111,0,64,0,64,34,73
BK29,Bensonhurst East,315,157,59,70,10,52,244,140,0,51,0,51,2,50
BK30,Dyker Heights,336,167,98,116,10,52,203,128,12,53,13,53,0,51
BK31,Bay Ridge,968,251,211,119,24,70,553,158,177,173,3,65,0,66
BK32,Sunset Park West,1189,285,102,85,0,49,949,250,90,77,18,49,30,50
BK33,Carroll Gardens-Columbia Street-Red Hook,1567,348,136,121,29,56,1136,309,221,122,2,44,43,55
BK34,Sunset Park East,959,292,195,115,69,104,568,199,82,72,0,59,45,76
BK35,Stuyvesant Heights,18890,1023,3686,485,340,142,13129,833,1005,244,160,97,570,184
BK37,Park Slope-Gowanus,2739,435,494,164,70,83,1758,321,246,135,12,59,159,105
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2862,362,344,140,100,85,1977,280,306,135,79,60,56,60
BK40,Windsor Terrace,861,261,68,52,14,37,639,216,53,68,49,66,38,45
BK41,Kensington-Ocean Parkway,1384,399,326,175,62,60,854,234,8,38,100,92,34,54
BK42,Flatbush,23860,1143,4184,508,640,194,17371,1005,888,230,274,177,503,163
BK43,Midwood,1159,250,330,141,30,69,785,207,13,55,0,51,1,50
BK44,Madison,255,159,40,59,0,46,215,149,0,46,0,46,0,46
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,2791,423,1196,285,262,184,1262,275,40,72,31,73,0,55
BK46,Ocean Parkway South,83,60,0,36,0,36,70,57,0,36,0,36,13,40
BK50,Canarsie,34782,1186,12249,773,2478,359,18618,921,709,188,266,118,462,157
