area_id,area_name,b05009001,b05009001_moe,b05009002,b05009002_moe,b05009003,b05009003_moe,b05009004,b05009004_moe,b05009005,b05009005_moe,b05009006,b05009006_moe,b05009007,b05009007_moe,b05009008,b05009008_moe,b05009009,b05009009_moe,b05009010,b05009010_moe,b05009011,b05009011_moe,b05009012,b05009012_moe,b05009013,b05009013_moe,b05009014,b05009014_moe,b05009015,b05009015_moe,b05009016,b05009016_moe,b05009017,b05009017_moe,b05009018,b05009018_moe,b05009019,b05009019_moe,b05009020,b05009020_moe,b05009021,b05009021_moe,b05009022,b05009022_moe,b05009023,b05009023_moe,b05009024,b05009024_moe,b05009025,b05009025_moe,b05009026,b05009026_moe,b05009027,b05009027_moe,b05009028,b05009028_moe,b05009029,b05009029_moe,b05009030,b05009030_moe,b05009031,b05009031_moe,b05009032,b05009032_moe,b05009033,b05009033_moe,b05009034,b05009034_moe,b05009035,b05009035_moe,b05009036,b05009036_moe,b05009037,b05009037_moe
BK31,Bay Ridge,16761,1076,6193,611,5171,541,4894,515,277,135,2046,390,2136,358,1912,316,224,124,989,240,957,233,32,77,1022,334,1022,334,0,66,597,272,425,203,425,203,0,66,10568,845,8443,797,7418,737,1025,302,2275,357,4835,676,3876,597,959,288,1333,375,1274,363,59,113,2125,414,1996,406,129,91,1257,346,868,233,739,218,129,91
BK32,Sunset Park West,12464,901,5172,549,3109,469,2973,458,136,114,411,144,2319,432,2200,417,119,115,379,168,369,168,10,49,2063,392,1996,386,67,79,707,212,1356,341,1289,334,67,79,7292,666,4327,556,3588,503,739,202,704,202,3143,483,2484,421,659,190,480,211,410,195,70,76,2965,488,2751,473,214,106,1044,308,1921,384,1707,362,214,106
BK33,Carroll Gardens-Columbia Street-Red Hook,7511,663,2909,381,2118,324,2066,321,52,56,1330,257,267,129,240,121,27,52,521,180,508,179,13,48,791,213,780,212,11,47,630,194,161,94,161,94,0,45,4602,537,2185,374,2024,348,161,115,1433,306,361,179,260,125,101,104,391,141,340,128,51,65,2417,419,2132,380,285,241,1819,388,598,306,352,168,246,237
BK34,Sunset Park East,16274,1054,6121,617,4392,545,4304,542,88,76,925,297,3179,470,3091,466,88,76,288,113,288,113,0,59,1729,340,1610,320,119,87,424,162,1305,304,1196,284,109,87,10153,808,7102,723,5646,642,1456,283,929,281,5595,635,4172,550,1423,275,578,236,551,215,27,71,3051,441,2604,400,447,160,1081,282,1970,353,1543,307,427,157
BK35,Stuyvesant Heights,14616,1109,5299,579,1663,360,1663,360,0,51,931,276,399,175,399,175,0,51,333,163,333,163,0,51,3636,480,3591,480,45,60,2757,436,879,228,834,226,45,60,9317,822,2340,436,2058,406,282,148,1262,322,826,253,544,194,282,148,252,161,252,161,0,51,6977,757,6494,747,483,205,5139,674,1838,428,1421,367,417,171
BK37,Park Slope-Gowanus,12673,910,5548,583,4726,545,4568,539,158,110,3111,451,705,224,604,197,101,86,910,247,871,238,39,86,822,231,799,229,23,61,623,189,199,137,191,137,8,57,7125,680,5229,576,4885,564,344,175,3243,470,969,308,745,277,224,168,1017,231,962,226,55,68,1896,400,1797,393,99,99,1222,275,674,307,575,298,99,99
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,6100,589,2411,330,1432,253,1395,245,37,52,847,221,205,117,175,102,30,52,380,122,373,119,7,42,979,232,979,232,0,42,837,220,142,98,142,98,0,42,3689,485,1553,314,1431,313,122,75,909,244,335,171,268,162,67,61,309,124,299,123,10,43,2136,439,2084,433,52,91,1731,391,405,255,353,242,52,91
BK40,Windsor Terrace,4145,546,1929,383,1414,320,1394,315,20,41,772,181,268,140,248,138,20,41,374,234,374,234,0,32,515,232,515,232,0,32,362,207,153,99,153,99,0,32,2216,365,1682,295,1632,297,50,46,1088,267,242,101,203,94,39,45,352,178,352,178,0,32,534,229,485,222,49,59,381,164,153,153,146,153,7,31
BK41,Kensington-Ocean Parkway,9465,890,3420,476,2925,432,2786,427,139,118,1055,271,1531,348,1392,329,139,118,339,161,339,161,0,40,495,213,366,149,129,126,135,100,360,198,231,118,129,126,6045,701,5030,648,3982,553,1048,303,1655,402,2737,517,1689,375,1048,303,638,256,638,256,0,40,1015,384,863,351,152,123,229,111,786,366,634,331,152,123
BK42,Flatbush,24506,1398,8585,749,4663,583,4423,570,240,133,1391,343,2776,467,2545,444,231,132,496,191,487,191,9,69,3922,513,3805,504,117,91,1787,347,2135,411,2018,400,117,91,15921,1097,8844,918,6909,872,1935,368,2460,609,5750,720,3873,621,1877,366,634,236,612,232,22,68,7077,756,5835,685,1242,325,2442,522,4635,642,3424,539,1211,322
BK43,Midwood,13096,1025,4373,490,3909,471,3784,477,125,98,2425,397,970,275,884,269,86,88,514,163,475,155,39,68,464,181,456,181,8,52,184,98,280,159,272,158,8,52,8723,764,7623,720,6859,668,764,239,3993,504,2532,512,1839,440,693,223,1098,376,1027,334,71,96,1100,307,857,264,243,145,454,185,646,240,403,190,243,145
BK44,Madison,8201,715,2939,424,2640,406,2508,393,132,94,991,254,1258,297,1126,275,132,94,391,185,391,185,0,46,299,162,191,97,108,138,26,50,273,160,165,93,108,138,5262,546,4569,545,3983,520,586,201,1382,358,2697,413,2123,369,574,200,490,191,478,191,12,48,693,197,582,180,111,86,222,111,471,169,360,149,111,86
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,12038,838,4459,511,3684,463,3666,464,18,59,2194,368,780,225,762,224,18,59,710,223,710,223,0,55,775,276,739,270,36,63,542,220,233,170,211,162,22,60,7579,666,6009,634,5811,634,198,111,3514,552,1613,355,1473,343,140,105,882,245,832,246,50,63,1570,356,1357,320,213,161,1098,303,472,199,281,125,191,157
BK46,Ocean Parkway South,5373,682,1944,341,1863,338,1780,337,83,60,1245,281,289,135,216,122,73,62,329,167,319,164,10,37,81,64,79,64,2,35,33,47,48,53,46,53,2,35,3429,500,3182,497,3075,499,107,87,1931,447,670,217,563,200,107,87,581,227,581,227,0,36,247,117,201,110,46,52,154,98,93,71,47,61,46,52
BK50,Canarsie,20119,1081,6030,577,2947,431,2878,429,69,87,494,165,1698,343,1629,338,69,87,755,244,755,244,0,70,3083,406,2921,398,162,101,1574,295,1509,290,1369,283,140,99,14089,864,6972,676,6054,623,918,265,1136,287,4801,579,3984,515,817,256,1035,307,934,285,101,99,7117,673,6242,623,875,287,2565,425,4552,558,3699,496,853,285
BK58,Flatlands,15995,914,4823,492,2521,344,2486,347,35,73,865,212,1107,254,1072,259,35,73,549,177,549,177,0,62,2302,371,2207,373,95,73,1337,297,965,238,883,237,82,71,11172,766,6249,624,5813,604,436,156,2190,408,3185,472,2757,442,428,156,874,243,866,241,8,62,4923,568,4275,525,648,209,1927,368,2996,462,2369,403,627,207
BK60,Prospect Lefferts Gardens-Wingate,14078,1091,5410,644,2868,497,2726,478,142,117,874,265,1310,377,1211,355,99,106,684,272,656,269,28,71,2542,445,2434,439,108,97,1277,330,1265,332,1157,319,108,97,8668,801,3481,575,2944,533,537,219,619,263,1860,432,1351,371,509,215,1002,381,974,378,28,71,5187,715,4519,672,668,260,1976,458,3211,575,2585,519,626,255
BK61,Crown Heights North,21072,1205,6982,638,2307,385,2249,384,58,83,837,245,599,201,548,194,51,81,871,253,871,253,0,67,4675,542,4632,539,43,73,2941,435,1734,357,1697,352,37,73,14090,975,4276,670,3478,598,798,303,1286,411,2242,495,1444,385,798,303,748,243,748,243,0,67,9814,827,8869,798,945,291,5481,658,4333,599,3474,537,859,272
BK63,Crown Heights South,10619,960,3402,449,2382,399,2347,388,35,64,888,238,629,255,594,237,35,64,865,295,865,295,0,40,1020,250,954,240,66,82,551,175,469,190,403,174,66,82,7217,793,4352,713,3923,675,429,239,1066,309,1750,501,1321,437,429,239,1536,517,1536,517,0,40,2865,463,2576,447,289,143,1354,334,1511,346,1233,322,278,143
BK64,Prospect Heights,2867,381,1360,229,1007,202,1007,202,0,32,609,170,148,97,148,97,0,32,250,102,250,102,0,32,353,159,353,159,0,32,278,154,75,52,75,52,0,32,1507,324,772,252,745,251,27,36,405,145,103,75,103,75,0,32,264,206,257,206,7,31,735,235,723,233,12,35,410,179,325,157,313,156,12,35
BK68,Fort Greene,4147,479,1726,312,866,220,847,219,19,46,514,179,224,126,205,123,19,46,128,81,128,81,0,38,860,224,843,222,17,44,789,208,71,94,54,91,17,44,2421,366,710,214,656,207,54,60,264,116,223,120,169,107,54,60,223,139,223,139,0,38,1711,331,1686,331,25,52,1262,302,449,197,424,194,25,52
BK69,Clinton Hill,5653,615,2616,369,1584,267,1563,266,21,43,895,218,235,121,221,120,14,43,454,174,454,174,0,40,1032,275,1032,275,0,40,788,233,244,147,244,147,0,40,3037,464,1634,375,1588,366,46,57,902,312,288,142,280,137,8,40,444,179,417,162,27,56,1403,316,1321,276,82,102,1065,243,338,218,265,151,73,102
BK72,Williamsburg,15451,1162,7116,675,6557,661,6557,661,0,36,5679,650,180,127,180,127,0,36,698,248,698,248,0,36,559,208,559,208,0,36,513,206,46,50,46,50,0,36,8335,824,7202,784,7184,783,18,40,5416,736,611,314,611,314,0,36,1175,373,1167,373,8,37,1133,351,1133,351,0,36,923,315,210,167,210,167,0,36
BK73,North Side-South Side,8809,884,3389,462,2382,379,2356,378,26,59,1726,335,415,141,389,137,26,59,241,121,241,121,0,48,1007,279,953,265,54,77,630,218,377,196,341,169,36,74,5420,642,3393,583,3242,576,151,84,2221,519,771,251,625,227,146,83,401,177,396,176,5,47,2027,387,1873,388,154,117,1064,291,963,294,823,270,140,114
BK75,Bedford,20448,1117,8015,585,5218,462,5141,458,77,82,4008,422,509,169,432,157,77,82,701,223,701,223,0,56,2797,413,2786,411,11,58,2269,369,528,216,517,211,11,58,12433,845,6351,595,6101,577,250,145,3967,508,1094,293,866,258,228,142,1290,359,1268,358,22,65,6082,678,5679,659,403,228,4318,579,1764,438,1361,386,403,228
BK76,Greenpoint,3240,485,1174,258,1031,253,1031,253,0,42,312,121,451,188,451,188,0,42,268,111,268,111,0,42,143,77,143,77,0,42,97,67,46,57,46,57,0,42,2066,372,1482,332,1267,315,215,104,359,180,954,240,739,211,215,104,169,148,169,148,0,42,584,190,584,190,0,42,349,151,235,118,235,118,0,42
BK77,Bushwick North,14558,991,5661,596,2117,381,2092,378,25,65,395,173,1500,339,1475,332,25,65,222,111,222,111,0,54,3544,494,3523,488,21,62,1231,298,2313,423,2292,417,21,62,8897,756,3486,542,2782,493,704,217,579,234,2641,487,1957,428,684,214,266,167,246,162,20,60,5411,622,4733,569,678,230,2113,435,3298,506,2620,431,678,230
BK78,Bushwick South,16702,1070,5365,587,1813,369,1715,350,98,100,429,190,1100,305,1002,282,98,100,284,122,284,122,0,56,3552,506,3475,501,77,84,2116,375,1436,358,1359,352,77,84,11337,878,4413,671,3643,560,770,275,1232,352,2520,564,1779,404,741,274,661,246,632,245,29,61,6924,729,6270,687,654,291,4096,591,2828,533,2207,442,621,287
BK79,Ocean Hill,8776,774,2936,411,960,253,929,251,31,48,361,176,410,134,379,130,31,48,189,139,189,139,0,38,1976,338,1936,335,40,57,1328,261,648,230,608,224,40,57,5840,581,1833,339,1619,323,214,114,972,255,773,236,559,207,214,114,88,71,88,71,0,38,4007,522,3702,502,305,140,2664,452,1343,307,1038,263,305,140
BK81,Brownsville,15279,1046,5276,649,1139,287,1034,273,105,107,310,151,636,229,531,210,105,107,193,127,193,127,0,51,4137,603,4107,602,30,60,2940,547,1197,305,1167,303,30,60,10003,740,2041,439,1710,413,331,156,601,280,1112,308,798,253,314,154,328,209,311,208,17,56,7962,666,7583,673,379,177,5180,607,2782,469,2403,433,379,177
BK82,East New York,25191,1367,8554,795,2623,537,2550,534,73,79,957,323,1144,297,1081,295,63,77,522,304,512,305,10,64,5931,639,5881,636,50,75,4124,548,1807,374,1774,368,33,72,16637,993,5516,685,4957,646,559,195,1769,405,2822,478,2287,420,535,191,925,294,901,287,24,73,11121,885,10437,859,684,219,7324,781,3797,536,3156,487,641,214
BK83,Cypress Hills-City Line,13026,928,4636,563,1997,381,1911,375,86,71,659,226,1118,291,1032,283,86,71,220,136,220,136,0,49,2639,440,2578,435,61,62,1561,345,1078,271,1017,264,61,62,8390,726,4362,557,3450,511,912,262,1113,301,2910,464,1998,402,912,262,339,153,339,153,0,49,4028,596,3536,579,492,186,1748,434,2280,425,1788,393,492,186
BK85,East New York (Pennsylvania Ave),8949,708,2949,399,752,217,738,217,14,40,208,140,359,158,359,158,0,36,185,103,171,102,14,40,2197,357,2179,356,18,38,1452,318,745,219,727,218,18,38,6000,560,1327,300,1073,273,254,126,299,150,826,235,581,188,245,126,202,130,193,130,9,38,4673,530,4456,510,217,128,2821,446,1852,404,1635,370,217,128
BK88,Borough Park,39764,1976,15769,967,14341,951,14165,947,176,103,9624,801,2357,431,2192,413,165,102,2360,450,2360,450,0,68,1428,378,1410,378,18,70,928,311,500,220,482,221,18,70,23995,1428,21627,1414,20707,1400,920,260,13262,1187,3972,620,3162,567,810,231,4393,759,4283,752,110,134,2368,485,2009,451,359,163,1103,342,1265,348,934,313,331,160
BK90,East Williamsburg,4096,478,1548,285,842,223,842,223,0,40,479,180,269,125,269,125,0,40,94,68,94,68,0,40,706,203,706,203,0,40,463,161,243,138,243,138,0,40,2548,385,1084,248,993,228,91,80,284,141,636,174,565,157,71,76,164,121,144,103,20,45,1464,351,1377,339,87,73,894,254,570,251,483,235,87,73
BK91,East Flatbush-Farragut,10491,806,3558,471,1532,359,1498,358,34,64,267,161,864,270,830,267,34,64,401,189,401,189,0,54,2026,335,1980,329,46,67,1135,274,891,217,867,214,24,56,6933,607,2773,452,2481,424,292,135,571,212,1827,389,1592,361,235,125,375,147,318,138,57,71,4160,502,3682,495,478,203,1621,361,2539,420,2061,398,478,203
BK93,Starrett City,2560,453,773,304,72,70,72,70,0,24,47,56,22,39,22,39,0,24,3,24,3,24,0,24,701,298,701,298,0,24,619,283,82,81,82,81,0,24,1787,393,429,268,429,268,0,24,257,193,163,182,163,182,0,24,9,24,9,24,0,24,1358,428,1358,428,0,24,929,309,429,332,429,332,0,24
BK95,Erasmus,6772,729,2324,376,918,267,855,250,63,77,131,94,696,265,633,240,63,77,91,81,91,81,0,36,1406,314,1312,313,94,84,512,184,894,258,800,256,94,84,4448,576,1979,476,1516,417,463,183,149,102,1670,452,1233,394,437,180,160,117,134,112,26,45,2469,379,1866,331,603,185,786,199,1683,338,1099,275,584,182
BK96,Rugby-Remsen Village,11886,940,4335,538,1614,348,1579,344,35,64,222,129,945,264,910,258,35,64,447,193,447,193,0,54,2721,431,2673,429,48,68,1354,299,1367,329,1326,327,41,68,7551,722,2913,455,2558,432,355,142,353,158,1997,380,1672,354,325,135,563,218,533,214,30,67,4638,584,4079,543,559,202,1567,366,3071,469,2512,415,559,202
BK99,park-cemetery-etc-Brooklyn,116,145,28,60,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,28,60,28,60,0,40,28,60,0,40,0,40,0,40,88,106,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,88,106,88,106,0,40,88,106,0,40,0,40,0,40
BX01,Claremont-Bathgate,9096,827,3051,444,722,250,692,247,30,40,164,106,372,150,352,147,20,40,186,169,176,169,10,40,2329,388,2299,386,30,61,1677,351,652,222,637,221,15,43,6045,673,1687,475,1437,457,250,145,430,191,1043,406,822,385,221,139,214,143,185,133,29,61,4358,601,4218,593,140,123,2943,507,1415,382,1275,360,140,123
BX03,Eastchester-Edenwald-Baychester,9469,942,2517,496,1097,339,1059,336,38,71,432,250,592,229,554,225,38,71,73,87,73,87,0,40,1420,406,1400,405,20,51,774,263,646,296,626,294,20,51,6952,723,2889,577,2515,552,374,199,852,372,1681,462,1307,407,374,199,356,235,356,235,0,40,4063,573,3903,570,160,88,2188,489,1875,468,1723,464,152,87
BX05,Bedford Park-Fordham North,14303,1077,4935,587,1674,367,1644,365,30,52,295,152,1150,310,1120,308,30,52,229,138,229,138,0,50,3261,539,3239,539,22,55,1805,412,1456,405,1439,405,17,55,9368,909,2852,582,2486,555,366,164,673,353,2007,430,1641,390,366,164,172,109,172,109,0,50,6516,765,6151,741,365,189,3211,626,3305,534,2944,493,361,187
BX06,Belmont,6923,792,2437,450,777,249,717,242,60,84,126,116,478,209,418,200,60,84,173,88,173,88,0,34,1660,380,1635,376,25,50,943,258,717,293,692,285,25,50,4486,536,984,297,643,231,341,189,92,80,701,259,375,189,326,188,191,122,176,120,15,38,3502,495,3358,487,144,91,2209,405,1293,376,1149,361,144,91
BX07,Bronxdale,7440,687,2477,385,892,250,852,248,40,58,318,184,458,184,442,182,16,46,116,114,92,90,24,52,1585,338,1585,338,0,38,838,246,747,239,747,239,0,38,4963,515,2010,386,1474,330,536,213,440,182,1311,314,830,257,481,197,259,140,216,122,43,78,2953,465,2699,442,254,127,1460,324,1493,336,1239,311,254,127
BX08,West Farms-Bronx River,9498,930,3474,511,1039,281,1039,281,0,40,259,152,577,208,577,208,0,40,203,129,203,129,0,40,2435,475,2425,475,10,40,1177,322,1258,390,1248,390,10,40,6024,720,1635,378,1269,324,366,179,353,160,1129,328,794,269,335,176,153,104,122,94,31,49,4389,662,4001,646,388,178,2721,552,1668,411,1280,364,388,178
BX09,Soundview-Castle Hill-Clason Point-Harding Park,12928,1027,3833,526,834,267,813,266,21,58,368,160,298,210,277,207,21,58,168,107,168,107,0,50,2999,479,2988,479,11,49,2192,425,807,252,807,252,0,50,9095,794,2462,447,2372,443,90,76,1078,308,734,267,644,256,90,76,650,269,650,269,0,50,6633,743,6442,743,191,112,4864,700,1769,401,1578,384,191,112
BX10,Pelham Bay-Country Club-City Island,4239,596,1414,352,934,319,934,319,0,34,703,270,145,155,145,155,0,34,86,117,86,117,0,34,480,200,480,200,0,34,413,197,67,66,67,66,0,34,2825,514,1757,432,1727,423,30,53,1272,334,256,241,226,230,30,53,229,169,229,169,0,34,1068,302,1061,302,7,34,888,262,180,163,180,163,0,34
BX13,Co-op City,7508,858,2251,426,1183,330,1146,331,37,46,542,242,423,174,386,175,37,46,218,186,218,186,0,33,1068,322,998,309,70,113,764,274,304,171,304,171,0,33,5257,670,2156,490,2011,476,145,132,1263,417,710,280,565,254,145,132,183,143,183,143,0,33,3101,524,2953,513,148,129,1670,405,1431,465,1329,463,102,107
BX14,East Concourse-Concourse Village,16184,1149,5215,651,1574,382,1502,379,72,81,375,265,1058,275,986,270,72,81,141,105,141,105,0,51,3641,571,3612,571,29,59,1808,409,1833,458,1804,457,29,59,10969,907,3893,671,3210,614,683,312,794,325,2635,610,2005,529,630,304,464,243,411,230,53,93,7076,778,6291,770,785,291,3784,652,3292,599,2614,550,678,270
BX17,East Tremont,12360,921,4026,543,938,277,894,277,44,64,153,83,628,259,584,259,44,64,157,93,157,93,0,45,3088,501,3034,493,54,71,1978,392,1110,353,1056,343,54,71,8334,706,1759,435,1215,370,544,213,281,175,1303,381,759,304,544,213,175,116,175,116,0,45,6575,667,6295,664,280,135,4396,591,2179,452,1899,436,280,135
BX22,North Riverdale-Fieldston-Riverdale,4713,597,1869,392,1623,377,1623,377,0,38,1024,306,122,81,122,81,0,38,477,235,477,235,0,38,246,134,246,134,0,38,133,104,113,91,113,91,0,38,2844,472,1800,314,1714,304,86,74,939,231,371,196,316,180,55,65,490,178,490,178,0,38,1044,372,1011,370,33,52,692,340,352,158,319,153,33,52
BX26,Highbridge,10788,863,3513,497,1207,293,1197,291,10,42,322,155,708,226,698,225,10,42,177,146,177,146,0,42,2306,422,2265,417,41,50,1292,299,1014,298,973,292,41,50,7275,691,2479,516,2263,498,216,117,533,284,1551,378,1343,353,208,117,395,269,387,267,8,41,4796,618,4038,533,758,267,1755,382,3041,528,2283,439,758,267
BX27,Hunts Point,8023,640,2473,358,587,191,560,184,27,58,215,126,281,133,254,124,27,58,91,74,91,74,0,38,1886,314,1829,308,57,62,1429,278,457,155,400,146,57,62,5550,552,1218,289,1077,268,141,110,380,154,532,189,391,157,141,110,306,177,306,177,0,38,4332,558,4136,542,196,135,2828,473,1504,426,1308,402,196,135
BX28,Van Cortlandt Village,11586,875,3716,506,1423,331,1412,330,11,46,261,151,799,259,788,257,11,46,363,157,363,157,0,43,2293,441,2293,441,0,43,1257,327,1036,294,1036,294,0,43,7870,691,2756,508,2457,482,299,155,683,277,1637,407,1357,379,280,152,436,196,417,194,19,50,5114,608,4410,571,704,254,2315,489,2799,448,2095,377,704,254
BX29,Spuyten Duyvil-Kingsbridge,5473,524,2369,363,1698,322,1662,323,36,47,1064,265,213,112,177,109,36,47,421,193,421,193,0,38,671,201,643,197,28,58,405,165,266,129,238,121,28,58,3104,419,2000,367,1737,347,263,126,783,229,822,270,614,242,208,118,395,166,378,163,17,38,1104,278,992,269,112,98,550,210,554,209,482,190,72,76
BX30,Kingsbridge Heights,6829,683,2276,412,790,227,725,221,65,59,186,122,567,200,502,192,65,59,37,43,37,43,0,38,1486,337,1397,328,89,76,888,292,598,199,509,182,89,76,4553,558,1697,402,1307,369,390,163,255,195,1284,339,961,309,323,149,158,115,91,92,67,74,2856,474,2486,455,370,177,1172,315,1684,382,1314,353,370,177
BX31,Allerton-Pelham Gardens,7492,726,2100,351,1386,295,1386,295,0,42,265,112,713,231,713,231,0,42,408,183,408,183,0,42,714,221,706,220,8,42,500,195,214,109,206,106,8,42,5392,607,3261,474,3114,464,147,86,967,282,1717,359,1570,345,147,86,577,219,577,219,0,42,2131,445,1904,435,227,143,1395,402,736,227,540,188,196,135
BX33,Longwood,7867,747,2502,421,574,242,557,242,17,36,59,51,482,238,465,237,17,36,33,41,33,41,0,36,1928,362,1901,347,27,47,1302,265,626,279,599,259,27,47,5365,570,1099,265,963,257,136,69,346,162,658,208,522,196,136,69,95,84,95,84,0,36,4266,553,4133,545,133,93,2902,516,1364,360,1242,338,122,86
BX34,Melrose South-Mott Haven North,11542,983,4130,557,748,239,714,235,34,62,264,129,400,189,366,184,34,62,84,78,84,78,0,42,3382,547,3348,546,34,56,2207,440,1175,360,1141,359,34,56,7412,711,1399,366,1121,326,278,178,284,132,833,286,555,223,278,178,282,214,282,214,0,42,6013,678,5397,626,616,242,3554,569,2459,507,1843,396,616,242
BX35,Morrisania-Melrose,10576,767,3452,444,1034,279,962,264,72,92,154,85,661,242,589,225,72,92,219,118,219,118,0,40,2418,407,2397,406,21,45,1676,333,742,240,721,239,21,45,7124,649,1962,459,1598,432,364,151,347,258,1315,354,972,317,343,148,300,133,300,133,0,40,5162,593,4875,590,287,138,3068,450,2094,412,1807,401,287,138
BX36,University Heights-Morris Heights,13909,948,4543,532,1435,360,1366,345,69,77,235,139,1024,318,955,300,69,77,176,107,176,107,0,51,3108,463,3026,458,82,76,1599,346,1509,324,1427,320,82,76,9366,768,2756,483,2211,429,545,204,529,234,1906,390,1361,313,545,204,321,200,321,200,0,51,6610,720,6051,683,559,208,3395,550,3215,560,2656,501,559,208
