area_id,area_name,b25117001,b25117001_moe,b25117002,b25117002_moe,b25117003,b25117003_moe,b25117004,b25117004_moe,b25117005,b25117005_moe,b25117006,b25117006_moe,b25117007,b25117007_moe,b25117008,b25117008_moe,b25117009,b25117009_moe,b25117010,b25117010_moe,b25117011,b25117011_moe,b25117012,b25117012_moe,b25117013,b25117013_moe,b25117014,b25117014_moe,b25117015,b25117015_moe,b25117016,b25117016_moe,b25117017,b25117017_moe,b25117018,b25117018_moe,b25117019,b25117019_moe,b25117020,b25117020_moe,b25117021,b25117021_moe
BK09,Brooklyn Heights-Cobble Hill,11346,374,4957,365,2972,346,94,58,379,105,1389,218,13,34,18,41,0,29,64,69,28,40,6389,393,3451,356,47,45,996,196,1727,291,0,29,0,29,0,29,96,59,72,46
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25070,401,12683,487,10787,497,155,78,208,87,1382,188,12,55,7,55,14,58,87,63,31,58,12387,499,9229,525,212,101,587,142,1933,304,7,55,39,72,0,55,166,85,214,117
BK19,Brighton Beach,13764,343,4047,321,3060,307,44,46,222,92,652,153,0,38,0,38,7,38,8,38,54,54,9717,388,7082,421,129,77,535,161,1606,215,0,38,0,38,23,43,213,90,129,61
BK21,Seagate-Coney Island,11215,272,1856,212,1711,209,37,44,12,37,72,61,0,38,0,38,0,38,24,46,0,38,9359,314,5726,415,77,55,883,177,2186,309,0,38,5,37,15,41,180,85,287,101
BK23,West Brighton,8026,219,3044,303,1739,293,26,35,309,112,801,176,0,27,0,27,0,27,91,52,78,50,4982,323,2824,303,30,43,471,130,1273,248,35,40,0,27,0,27,174,73,175,77
BK25,Homecrest,15435,318,6287,358,5146,350,57,54,66,60,958,162,0,48,16,50,0,48,27,49,17,50,9148,407,5908,404,221,85,453,137,2239,271,23,50,0,48,29,52,174,81,101,62
BK26,Gravesend,11068,297,4005,333,3209,326,75,52,49,47,641,155,0,36,0,36,0,36,0,36,31,43,7063,382,4726,389,85,62,272,96,1734,269,0,36,10,37,4,35,155,94,77,49
BK27,Bath Beach,10726,270,4473,303,4022,296,105,52,61,49,261,88,6,39,7,40,0,40,0,40,11,41,6253,335,4574,349,93,63,126,62,1293,213,0,40,0,40,0,40,67,56,100,65
BK28,Bensonhurst West,29717,419,10532,482,9056,461,222,93,198,89,973,177,0,64,68,95,0,64,0,64,15,67,19185,553,13273,591,407,114,713,148,4341,382,74,89,0,64,12,65,128,74,237,87
BK29,Bensonhurst East,21737,342,7875,417,6943,414,187,71,159,77,581,133,0,51,0,51,0,51,0,51,5,50,13862,481,9975,499,358,93,313,98,2971,312,18,57,0,51,0,51,135,67,92,58
BK30,Dyker Heights,14966,279,7063,343,6255,339,124,78,117,76,531,123,0,51,25,57,0,51,0,51,11,52,7903,361,6593,378,115,63,200,93,922,172,0,51,8,51,0,51,33,50,32,50
BK31,Bay Ridge,34990,426,12404,491,9497,466,191,86,382,115,2255,236,6,66,9,65,5,65,33,67,26,67,22586,572,13568,595,362,107,1674,255,6484,450,68,88,4,65,0,66,192,83,234,88
BK32,Sunset Park West,17023,319,3977,331,3052,307,114,86,52,62,748,174,0,49,0,49,0,49,11,51,0,49,13046,412,9539,443,347,113,690,158,2199,299,41,70,22,59,0,49,128,74,80,63
BK33,Carroll Gardens-Columbia Street-Red Hook,17628,387,4668,357,3282,329,47,59,419,114,841,192,0,45,39,64,9,45,31,50,0,45,12960,472,8560,493,225,80,1257,244,2517,341,0,45,0,45,0,45,201,95,200,88
BK34,Sunset Park East,20544,327,4197,330,3298,305,114,67,81,74,684,153,0,59,0,59,0,59,10,59,10,61,16347,431,12948,489,168,74,675,176,2377,304,10,59,15,62,7,59,40,64,107,68
BK35,Stuyvesant Heights,24360,452,5608,430,4351,395,35,58,190,88,1004,196,0,51,8,51,0,51,11,53,9,51,18752,557,13575,592,182,83,1297,225,3273,369,20,59,17,58,14,55,128,80,246,113
BK37,Park Slope-Gowanus,31068,489,12042,567,8361,497,140,85,423,114,3060,371,0,58,9,57,0,58,24,61,25,61,19026,673,11597,627,577,147,1411,265,4944,487,0,58,0,58,0,58,251,111,246,107
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,15085,316,3675,281,2480,248,44,49,487,135,585,130,0,42,16,46,0,42,15,45,48,47,11410,359,6667,401,165,71,2225,291,2059,286,0,42,0,42,0,42,98,68,196,82
BK40,Windsor Terrace,9510,205,4287,308,3149,293,43,42,209,80,871,158,0,32,0,32,0,32,15,33,0,32,5223,326,3257,323,117,63,317,108,1389,218,0,32,0,32,0,32,83,67,60,47
BK41,Kensington-Ocean Parkway,12037,287,3441,326,2571,292,63,49,90,57,700,173,0,40,0,40,0,40,17,42,0,40,8596,397,5127,397,274,119,355,120,2616,337,23,46,0,40,0,40,57,49,144,78
BK42,Flatbush,37482,454,6585,413,4934,378,87,76,100,87,1423,204,9,68,0,68,0,68,32,70,0,68,30897,551,18900,705,697,189,1583,260,9155,603,17,72,27,79,25,71,272,108,221,99
BK43,Midwood,18430,320,6436,342,4931,334,206,101,64,55,1155,197,17,52,29,59,0,51,14,53,20,54,11994,412,7245,450,240,92,711,157,3289,337,0,51,0,51,25,52,212,85,272,98
BK44,Madison,15022,240,6796,324,5751,329,142,77,181,89,687,137,11,45,10,45,0,46,5,46,9,48,8226,335,6125,359,151,73,363,119,1410,200,7,46,0,46,0,46,66,55,104,62
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,16432,289,12144,371,11011,389,121,64,226,110,780,164,0,55,0,55,0,55,6,54,0,55,4288,372,3967,374,63,64,81,74,159,84,0,55,0,55,0,55,12,56,6,55
BK46,Ocean Parkway South,6607,235,2897,247,2344,241,26,42,83,55,437,106,7,35,0,36,0,36,0,36,0,36,3710,270,2304,253,62,39,190,85,1067,180,0,36,0,36,0,36,62,44,25,42
BK50,Canarsie,27669,396,13555,522,12475,516,194,91,322,113,530,143,0,70,30,73,0,70,0,70,4,69,14114,543,12043,550,202,91,664,156,909,184,0,70,0,70,11,71,149,90,136,91
BK58,Flatlands,23279,315,13871,468,11881,468,219,99,194,92,1563,214,0,62,0,62,0,62,14,62,0,62,9408,456,7400,457,110,78,521,141,1178,203,0,62,22,72,0,62,52,70,125,78
BK60,Prospect Lefferts Gardens-Wingate,26016,421,4256,355,3353,326,78,68,39,65,750,165,0,58,0,58,0,58,36,69,0,58,21760,505,13203,616,392,118,1125,236,6657,529,34,69,0,58,0,58,143,89,206,107
BK61,Crown Heights North,40818,573,6041,466,4729,430,63,77,213,104,1036,196,0,67,0,67,0,67,0,67,0,67,34777,680,25920,767,342,117,2361,297,5672,502,0,67,0,67,0,67,243,101,239,105
