area_id,area_name,b25104001,b25104001_moe,b25104002,b25104002_moe,b25104003,b25104003_moe,b25104004,b25104004_moe,b25104005,b25104005_moe,b25104006,b25104006_moe,b25104007,b25104007_moe,b25104008,b25104008_moe,b25104009,b25104009_moe,b25104010,b25104010_moe,b25104011,b25104011_moe,b25104012,b25104012_moe,b25104013,b25104013_moe,b25104014,b25104014_moe,b25104015,b25104015_moe
BK09,Brooklyn Heights-Cobble Hill,11346,374,64,45,103,61,273,135,230,103,183,114,291,115,202,84,287,111,448,175,313,135,1756,278,2294,333,4731,368,171,98
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25070,401,635,134,347,148,1018,218,816,173,700,162,1501,247,1552,264,1463,237,1367,243,1503,263,6455,454,2632,351,4593,421,488,165
BK19,Brighton Beach,13764,343,183,80,314,123,966,196,603,155,481,138,606,161,441,150,593,161,889,189,1049,213,4750,403,1121,221,1425,224,343,144
BK21,Seagate-Coney Island,11215,272,20,41,180,103,1936,284,909,187,777,182,835,195,891,218,768,197,625,179,487,148,1789,270,1058,221,743,169,197,125
BK23,West Brighton,8026,219,717,167,204,78,342,135,298,145,263,119,541,177,531,147,660,185,814,202,755,185,2119,340,388,150,352,149,42,42
BK25,Homecrest,15435,318,107,73,82,54,446,109,178,67,405,131,401,139,788,182,980,188,928,191,1433,232,5316,370,1737,274,2217,257,417,138
BK26,Gravesend,11068,297,139,70,248,130,740,180,415,163,564,170,750,191,685,176,819,210,790,191,1021,249,2729,336,749,183,1066,198,353,133
BK27,Bath Beach,10726,270,30,42,140,111,106,61,312,124,295,111,422,129,504,149,598,156,777,174,789,170,3342,336,1164,219,1897,224,350,136
BK28,Bensonhurst West,29717,419,94,75,77,72,454,140,388,115,661,169,1021,197,1431,235,1743,254,2429,306,2793,337,11038,561,2874,324,3891,347,823,202
BK29,Bensonhurst East,21737,342,28,55,153,84,246,80,382,110,395,120,910,188,1129,219,1491,234,1594,247,2009,282,8307,480,1788,254,2534,286,771,182
BK30,Dyker Heights,14966,279,22,51,12,50,46,52,99,92,298,105,239,79,792,172,774,161,1078,202,1248,211,4766,378,2005,275,3172,302,415,129
BK31,Bay Ridge,34990,426,94,76,219,86,669,154,593,151,460,129,601,139,1010,191,1287,218,1929,263,2147,271,13672,573,5791,448,6030,410,488,138
BK32,Sunset Park West,17023,319,114,75,109,84,464,132,293,106,465,134,721,176,789,194,867,187,963,190,1069,212,5618,402,2887,323,2358,281,306,118
BK33,Carroll Gardens-Columbia Street-Red Hook,17628,387,30,65,173,90,1146,231,519,182,485,162,605,174,970,239,520,159,666,187,521,161,2476,319,2947,333,6358,403,212,128
BK34,Sunset Park East,20544,327,30,60,145,103,721,172,517,140,471,131,783,181,1029,207,1047,206,1278,216,1733,283,7403,470,2992,346,1922,260,473,141
BK35,Stuyvesant Heights,24360,452,53,63,400,131,1454,246,898,212,1144,241,1054,218,1113,228,1711,281,1247,250,1345,270,7024,501,3047,354,3363,358,507,157
BK37,Park Slope-Gowanus,31068,489,80,73,160,90,257,101,399,146,294,106,444,148,552,143,895,208,1024,226,987,237,5817,489,5846,479,13854,607,459,167
