area_id,area_name,b19201001,b19201001_moe,b19201002,b19201002_moe,b19201003,b19201003_moe,b19201004,b19201004_moe,b19201005,b19201005_moe,b19201006,b19201006_moe,b19201007,b19201007_moe,b19201008,b19201008_moe,b19201009,b19201009_moe,b19201010,b19201010_moe,b19201011,b19201011_moe,b19201012,b19201012_moe,b19201013,b19201013_moe,b19201014,b19201014_moe,b19201015,b19201015_moe,b19201016,b19201016_moe,b19201017,b19201017_moe
BK09,Brooklyn Heights-Cobble Hill,6562,416,549,157,145,72,204,108,351,149,212,110,220,102,218,124,172,103,313,134,386,141,682,158,875,210,847,188,279,113,356,116,753,192
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,8547,472,1947,274,1003,212,703,163,465,134,405,117,587,181,254,105,345,129,328,118,432,132,755,197,629,177,404,132,127,67,132,78,31,56
BK19,Brighton Beach,5919,409,2498,315,387,119,265,107,488,146,558,180,146,93,240,92,192,94,59,47,112,67,290,118,437,134,152,99,33,45,24,45,38,46
BK21,Seagate-Coney Island,3788,320,1775,255,457,145,242,109,332,146,285,130,118,82,58,49,92,58,96,71,132,79,83,64,73,71,7,37,29,44,0,38,9,37
BK23,West Brighton,3377,306,840,184,505,175,376,144,235,142,96,55,190,82,93,70,129,73,57,45,305,138,272,128,95,76,48,63,54,72,82,71,0,27
BK25,Homecrest,4846,361,969,178,547,135,487,134,467,130,243,112,250,110,195,91,310,117,180,85,362,129,320,102,304,110,68,57,97,83,40,49,7,48
BK26,Gravesend,3591,382,1129,224,425,150,262,119,486,169,135,94,203,99,128,83,85,63,79,64,63,47,292,146,115,89,124,85,24,44,34,45,7,36
BK27,Bath Beach,3275,317,567,129,400,127,327,112,274,109,334,131,190,92,135,70,36,39,86,57,166,80,202,104,285,87,139,88,98,64,12,42,24,44
BK28,Bensonhurst West,8291,483,1609,243,1029,203,802,189,664,165,737,174,419,126,277,109,286,108,212,103,592,153,601,162,511,147,277,105,129,97,113,93,33,74
BK29,Bensonhurst East,5948,413,1049,170,749,167,740,180,552,149,371,114,290,110,310,124,319,122,106,79,295,113,537,149,338,110,140,84,112,81,17,51,23,55
BK30,Dyker Heights,4027,333,430,120,363,111,265,100,318,121,263,96,178,86,128,69,104,66,130,74,393,129,350,118,494,151,254,111,172,90,130,81,55,56
