area_id,area_name,b09018001,b09018001_moe,b09018002,b09018002_moe,b09018003,b09018003_moe,b09018004,b09018004_moe,b09018005,b09018005_moe,b09018006,b09018006_moe,b09018007,b09018007_moe,b09018008,b09018008_moe
BK09,Brooklyn Heights-Cobble Hill,2971,420,2855,415,2787,406,68,65,0,29,40,45,76,83,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,11255,845,10163,812,10020,810,57,68,86,82,751,322,281,157,60,82
BK19,Brighton Beach,5245,643,4627,612,4547,609,63,104,17,39,345,145,144,90,129,87
BK21,Seagate-Coney Island,6442,764,5569,733,5474,730,56,70,39,50,782,221,72,67,19,47
BK23,West Brighton,1287,245,1227,242,1203,240,0,27,24,42,60,52,0,27,0,27
BK25,Homecrest,10131,900,9552,873,9422,862,57,59,73,90,439,235,62,71,78,85
BK26,Gravesend,5203,703,4532,671,4318,647,107,83,107,124,531,293,75,65,65,87
BK27,Bath Beach,5682,628,5129,597,5057,594,5,39,67,76,266,144,287,118,0,40
BK28,Bensonhurst West,18118,1054,16871,1038,16701,1035,101,85,69,73,797,239,401,173,49,72
BK29,Bensonhurst East,11616,804,10446,782,10393,775,35,67,18,53,776,243,298,138,96,94
BK30,Dyker Heights,9278,779,7913,673,7780,673,89,73,44,58,997,415,308,134,60,82
BK31,Bay Ridge,17032,1084,15973,1040,15691,1030,140,92,142,130,689,248,317,172,53,73
BK32,Sunset Park West,12821,907,11025,870,10710,857,145,86,170,100,989,273,697,251,110,76
BK33,Carroll Gardens-Columbia Street-Red Hook,7662,664,7039,650,6765,641,186,94,88,86,361,147,262,245,0,45
BK34,Sunset Park East,17646,1108,14827,1026,14422,997,276,182,129,101,1460,336,772,254,587,265
BK35,Stuyvesant Heights,16199,1163,11798,1056,11311,1048,264,157,223,135,3208,604,896,306,297,182
BK37,Park Slope-Gowanus,12931,917,12125,890,11641,878,431,145,53,66,622,220,117,104,67,73
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,6343,605,5527,595,5411,592,106,68,10,43,557,180,158,100,101,82
BK40,Windsor Terrace,4183,546,3948,532,3789,529,93,63,66,73,226,135,0,32,9,33
BK41,Kensington-Ocean Parkway,9656,883,8809,829,8751,828,25,50,33,64,359,167,404,298,84,62
BK42,Flatbush,25506,1434,21249,1315,20800,1298,228,122,221,166,2312,415,1711,416,234,128
BK43,Midwood,13301,1035,12875,1018,12816,1018,39,59,20,50,178,96,143,129,105,108
BK44,Madison,8334,715,7824,706,7701,707,14,48,109,141,269,129,196,122,45,67
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,12194,844,11199,848,11015,840,71,71,113,87,807,335,174,145,14,57
BK46,Ocean Parkway South,5557,681,5297,688,5211,676,69,96,17,38,116,98,112,72,32,48
BK50,Canarsie,21143,1112,17461,1020,16625,995,253,134,583,208,2127,328,1382,356,173,112
BK58,Flatlands,16832,944,13876,883,13266,861,430,186,180,110,1994,351,681,193,281,143
BK60,Prospect Lefferts Gardens-Wingate,15250,1118,11993,1023,11508,1005,223,132,262,168,2191,553,815,259,251,170
BK61,Crown Heights North,22617,1278,18199,1146,17427,1135,592,242,180,134,2483,450,1553,386,382,276
BK63,Crown Heights South,11164,974,9528,962,9201,969,204,122,123,88,1203,362,326,175,107,74
BK64,Prospect Heights,2968,387,2601,362,2443,337,90,69,68,77,283,181,43,46,41,55
BK68,Fort Greene,4642,506,3705,495,3566,477,45,48,94,98,589,209,337,159,11,38
BK69,Clinton Hill,5884,627,4985,569,4716,554,192,157,77,91,707,258,160,93,32,43
BK72,Williamsburg,15653,1185,15256,1151,15062,1175,180,171,14,49,318,164,60,71,19,39
BK73,North Side-South Side,9027,877,8151,875,7838,853,194,144,119,76,616,201,179,106,81,112
BK75,Bedford,21512,1134,18296,1069,17843,1055,394,224,59,68,2107,421,878,264,231,179
BK76,Greenpoint,3278,488,3069,476,2978,476,87,97,4,41,109,84,75,88,25,48
BK77,Bushwick North,15368,1023,12443,883,11926,871,254,123,263,147,1498,372,1294,349,133,78
BK78,Bushwick South,17790,1115,14394,1057,13562,1021,315,156,517,272,2336,422,648,254,412,209
BK79,Ocean Hill,9234,784,7764,710,7384,734,257,187,123,90,951,280,473,195,46,52
BK81,Brownsville,16374,1080,13532,1009,13247,1000,186,110,99,80,2145,504,520,187,177,114
BK82,East New York,27118,1388,21853,1310,21301,1298,310,174,242,141,3780,605,1215,319,270,167
BK83,Cypress Hills-City Line,13419,927,11276,872,11030,882,108,89,138,96,1299,292,746,225,98,96
BK85,East New York (Pennsylvania Ave),9637,729,7894,698,7736,694,57,55,101,74,1042,277,445,167,256,159
BK88,Borough Park,40278,1983,38799,1977,38273,1980,331,288,195,171,814,270,436,152,229,120
BK90,East Williamsburg,4200,482,3775,473,3656,469,86,66,33,49,347,145,61,59,17,47
BK91,East Flatbush-Farragut,11410,818,8126,747,7787,739,196,156,143,105,2372,440,804,229,108,110
BK93,Starrett City,2655,438,1898,416,1889,417,0,24,9,24,674,290,83,84,0,24
BK95,Erasmus,7365,777,5331,672,5028,612,211,169,92,121,1385,433,541,205,108,81
BK96,Rugby-Remsen Village,12538,963,9792,848,9466,815,81,89,245,139,1892,376,720,207,134,113
BK99,park-cemetery-etc-Brooklyn,128,145,116,145,116,145,0,40,0,40,12,40,0,40,0,40
BX01,Claremont-Bathgate,9622,848,8098,807,7767,802,171,113,160,93,978,280,446,182,100,73
