area_id,area_name,b22002001,b22002001_moe,b22002002,b22002002_moe,b22002003,b22002003_moe,b22002004,b22002004_moe,b22002005,b22002005_moe,b22002006,b22002006_moe,b22002007,b22002007_moe,b22002008,b22002008_moe,b22002009,b22002009_moe,b22002010,b22002010_moe,b22002011,b22002011_moe,b22002012,b22002012_moe,b22002013,b22002013_moe,b22002014,b22002014_moe,b22002015,b22002015_moe,b22002016,b22002016_moe,b22002017,b22002017_moe,b22002018,b22002018_moe,b22002019,b22002019_moe,b22002020,b22002020_moe,b22002021,b22002021_moe,b22002022,b22002022_moe,b22002023,b22002023_moe,b22002024,b22002024_moe,b22002025,b22002025_moe,b22002026,b22002026_moe,b22002027,b22002027_moe
BK09,Brooklyn Heights-Cobble Hill,11346,374,230,115,42,56,0,29,42,56,0,29,42,56,0,29,188,104,82,65,0,29,0,29,0,29,106,85,11116,383,1759,208,1590,197,169,71,97,51,72,51,0,29,9357,374,2583,313,318,151,153,111,165,105,6456,412
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25070,401,4271,375,1353,260,541,163,804,213,237,148,567,191,8,55,2918,329,757,163,549,181,106,90,443,165,1612,241,20799,516,5615,461,4280,415,1335,275,346,147,989,246,0,55,15184,559,6504,413,1753,278,486,147,1267,238,6927,468
BK19,Brighton Beach,13764,343,4240,311,719,168,531,142,188,102,52,52,136,95,0,38,3521,277,956,162,296,105,23,48,273,101,2269,282,9524,414,2494,331,1940,301,527,169,189,112,338,144,27,48,7030,423,2382,288,1025,213,285,109,740,189,3623,359
BK21,Seagate-Coney Island,11215,272,5195,374,1527,268,478,158,1049,231,36,54,1013,231,0,38,3668,342,860,197,778,196,124,88,654,174,2030,274,6020,393,1844,273,1012,214,832,201,76,69,756,194,0,38,4176,370,1859,273,559,173,169,121,390,132,1758,263
BK23,West Brighton,8026,219,1908,279,191,99,84,78,107,65,0,27,107,65,0,27,1717,260,533,144,204,94,29,32,175,90,980,203,6118,330,829,181,608,171,221,118,16,29,205,117,0,27,5289,329,2308,302,584,168,132,77,452,150,2397,301
BK25,Homecrest,15435,318,2207,245,638,150,420,117,218,99,20,50,198,97,0,48,1569,205,610,135,204,85,72,71,132,63,755,155,13228,378,3934,349,3308,322,608,176,141,88,467,157,18,49,9294,416,4284,343,937,183,375,123,562,139,4073,350
BK26,Gravesend,11068,297,2802,309,865,204,495,142,370,148,0,36,370,148,0,36,1937,251,551,161,377,118,98,85,279,85,1009,207,8266,382,1988,297,1565,274,418,138,52,53,366,133,5,35,6278,392,2846,338,855,180,229,87,626,158,2577,339
BK27,Bath Beach,10726,270,1637,232,577,164,397,127,180,109,38,43,142,105,0,40,1060,170,391,109,120,67,12,41,108,67,549,127,9089,331,2582,291,2256,277,326,123,32,46,294,119,0,40,6507,361,2866,300,915,207,376,128,539,153,2726,296
BK28,Bensonhurst West,29717,419,5421,413,2492,309,1913,270,570,158,147,99,423,135,9,64,2929,295,1057,187,560,139,142,85,418,125,1312,216,24296,535,7756,497,6350,469,1406,252,504,168,902,200,0,64,16540,559,7501,465,2069,273,728,165,1341,227,6970,467
BK29,Bensonhurst East,21737,342,4286,339,1695,254,1213,219,482,141,95,68,387,130,0,51,2591,271,918,157,530,134,193,75,337,112,1143,192,17451,437,5160,388,4259,368,865,185,251,99,614,159,36,64,12291,479,5801,411,1721,264,715,186,1006,194,4769,390
