area_id,area_name,b19081001,b19081001_moe,b19081002,b19081002_moe,b19081003,b19081003_moe,b19081004,b19081004_moe,b19081005,b19081005_moe,b19081006,b19081006_moe
BK09,Brooklyn Heights-Cobble Hill,127378,19337,385736,35533,643891,47220,1075194,87496,2872934,281315,5198749,577405
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,193183,20602,544506,41044,1002255,54010,1598337,79375,2956654,135044,4244883,242452
BK19,Brighton Beach,59083,10912,166167,25294,344538,31127,596377,51550,1249506,90364,2018653,256452
BK21,Seagate-Coney Island,58058,7247,121970,9581,197711,14819,317018,22451,627805,52634,970002,142679
BK23,West Brighton,30250,3151,66017,8377,119908,11485,189553,19585,377111,33099,498214,45316
BK25,Homecrest,192688,19065,458803,28064,731663,37769,1141929,72013,2684001,245037,4930616,796525
BK26,Gravesend,88235,12004,196756,15375,321411,28561,526892,38041,1079878,86916,1653077,249209
BK27,Bath Beach,127061,16920,316459,27982,583620,50172,896747,51977,1870098,218317,3099402,752472
BK28,Bensonhurst West,312545,19950,696084,34859,1162420,54045,1882674,81088,3716969,141250,5580784,345074
BK29,Bensonhurst East,219179,15032,492750,24306,785782,39204,1285460,66890,2657475,171988,4414819,555365
BK30,Dyker Heights,271344,24464,621621,42549,1025415,58797,1553416,75930,3001799,174094,4557825,452860
BK31,Bay Ridge,373159,31097,942771,50450,1577398,61586,2517538,104652,5402595,289334,8841129,648601
BK32,Sunset Park West,125545,15904,312073,20427,523614,36270,848926,49728,1684613,97666,2565704,224758
BK33,Carroll Gardens-Columbia Street-Red Hook,239575,29376,634205,38390,1017973,55801,1540524,70168,3497611,330933,6197094,933901
BK34,Sunset Park East,117910,14270,294737,18134,488239,36109,820546,47800,1646377,89901,2540670,212895
BK35,Stuyvesant Heights,110750,14163,372234,27262,674634,39674,1132395,53871,2263555,109662,3436783,235690
BK37,Park Slope-Gowanus,490045,40424,1202741,52173,1905469,72059,2907961,105097,6152397,306450,10255692,790546
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,227284,32028,597089,42449,992817,57540,1553489,95233,3223666,234934,5196489,676408
BK40,Windsor Terrace,104722,14753,294608,27530,489280,27434,720202,41459,1355169,101592,2078703,254041
BK41,Kensington-Ocean Parkway,80976,8510,186020,17796,347608,31072,566311,33966,1133085,72808,1679742,127805
BK42,Flatbush,251926,22147,700514,40557,1225269,51027,1898455,66337,3681448,143967,5527345,301541
BK43,Midwood,130298,15766,360566,30253,722483,56812,1261324,80402,2683935,161137,4395752,416553
BK44,Madison,199690,18127,478741,40397,819577,50673,1270899,66519,2297047,110650,3183699,187856
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,309919,31598,795519,57368,1256330,58467,1781584,71259,3011481,142821,4399522,317547
BK46,Ocean Parkway South,86216,13657,234299,25848,415609,37009,660283,50347,1433598,157540,2344390,388471
BK50,Canarsie,425824,48284,1143788,65121,1819990,78887,2554564,89403,4294951,146519,5888542,273800
BK58,Flatlands,446748,36886,1029391,56975,1637889,75878,2423928,91931,3981089,141186,5466301,298216
BK60,Prospect Lefferts Gardens-Wingate,164251,17436,442433,27570,719736,33729,1101618,54529,2146041,105434,3127070,185102
BK61,Crown Heights North,179307,15942,523973,29326,943956,40135,1557562,58808,3194655,181746,5087050,586934
BK63,Crown Heights South,67707,9750,196526,19355,359757,26585,598153,33255,1189585,72978,1796361,155485
BK64,Prospect Heights,107180,15040,300264,31506,498569,34650,754036,51133,1535413,124667,2420488,308338
BK68,Fort Greene,135477,23966,363264,33657,596470,46671,927642,61391,1978027,180871,3339893,487932
BK69,Clinton Hill,103266,14836,327229,29005,604210,38884,1002705,64210,1975444,122203,2971894,311108
BK72,Williamsburg,55436,4761,94804,6535,150162,13914,269889,26862,715598,105661,1320792,358186
BK73,North Side-South Side,166031,18912,417268,29083,735922,51697,1219509,67684,2637530,188959,4266694,522360
BK75,Bedford,129191,13636,364989,25894,706713,42059,1151876,52477,2354895,138105,3783522,369126
BK76,Greenpoint,145246,17926,406443,36750,705250,38738,1017997,51526,2023024,189764,3097701,655846
BK77,Bushwick North,98269,15404,292791,22383,499045,27000,765737,36736,1552250,122305,2480874,370286
BK78,Bushwick South,157758,15587,398948,31597,749094,46634,1224088,56103,2273745,106480,3242048,188688
BK79,Ocean Hill,52466,12274,161942,22793,309073,25633,496546,35488,1098208,111894,1758284,325772
BK81,Brownsville,78411,11401,235168,19527,425174,25957,702640,45183,1459852,82624,2137859,154226
BK82,East New York,114388,17582,424621,35862,810529,45373,1291799,56663,2528810,114062,3792403,305648
BK83,Cypress Hills-City Line,58815,15607,261260,28542,479988,34082,745320,50136,1499448,104888,2247059,216365
BK85,East New York (Pennsylvania Ave),38869,11932,152559,16889,281714,29811,481565,32092,952001,61864,1383112,112694
BK88,Borough Park,293965,19045,634579,29849,1038707,50269,1764672,88824,3930818,196999,6273852,454341
BK90,East Williamsburg,110970,12757,305752,27741,529734,32716,804855,36064,1506141,103901,2328028,315260
BK91,East Flatbush-Farragut,258646,24556,626400,48063,1053165,57577,1567244,75395,2672920,107697,3553998,158013
BK93,Starrett City,11118,2920,25402,3730,49018,8807,91139,9389,180748,40780,304364,120301
BK95,Erasmus,63790,9686,172514,15407,290027,23854,447368,22180,889223,87151,1421149,246699
BK96,Rugby-Remsen Village,162076,20051,439847,33093,711830,39225,1049287,46302,1848427,87833,2709406,218468
BX01,Claremont-Bathgate,37421,6006,89489,10963,172262,17677,292746,25243,565865,39853,808727,79244
BX03,Eastchester-Edenwald-Baychester,75325,10199,201558,21343,336729,24804,513727,33709,835435,41981,1107254,85368
BX05,Bedford Park-Fordham North,63494,6645,151081,13601,273058,21944,450827,28835,952876,106306,1579563,367650
BX06,Belmont,22241,5051,61315,6422,110389,13038,179334,13920,368919,37491,573637,71004
BX07,Bronxdale,52630,5988,143191,14277,283690,21394,453787,29394,834229,41836,1152000,101657
BX08,West Farms-Bronx River,45525,5922,114152,12634,227853,21999,379486,25434,776663,62759,1186868,165051
BX09,Soundview-Castle Hill-Clason Point-Harding Park,114643,13231,281005,23174,463709,33351,733166,41215,1528414,243984,2649995,887251
BX10,Pelham Bay-Country Club-City Island,72205,10756,200590,21953,346264,35603,546110,36473,975895,69450,1474174,199756
BX13,Co-op City,30295,4608,75784,7432,130333,10012,212933,19580,423566,41617,655737,124028
BX14,East Concourse-Concourse Village,89355,8008,209430,19845,370109,23916,575828,30523,1119177,67251,1675219,137167
BX17,East Tremont,55143,7482,132333,10589,236831,22457,411353,30364,956516,95212,1540991,272764
BX22,North Riverdale-Fieldston-Riverdale,131725,20632,370089,35312,625526,47536,964705,66217,2341533,265017,4365228,768316
BX26,Highbridge,45411,5343,105469,10586,179545,13948,293370,22994,603452,54880,901360,176446
BX27,Hunts Point,39308,5557,83372,6730,139134,17554,250700,21998,533701,72991,889357,253953
BX28,Van Cortlandt Village,93557,10630,237345,17074,404375,26146,602942,30914,1123577,65564,1602882,123880
BX29,Spuyten Duyvil-Kingsbridge,127116,18071,335783,32295,586188,43353,852348,44057,1651590,159360,2673778,502141
BX30,Kingsbridge Heights,52404,9776,126613,10585,199555,13996,304351,20279,621161,63378,984626,176078
BX31,Allerton-Pelham Gardens,126487,19665,354847,35936,597829,44132,884747,61448,1597779,105988,2253134,216416
BX33,Longwood,29125,3608,60548,5152,103222,9395,192769,17469,431698,34264,669243,64388
BX34,Melrose South-Mott Haven North,56879,7339,121210,10856,203711,16472,332621,28393,688066,48191,1034164,95268
BX35,Morrisania-Melrose,44097,6151,116880,8861,204874,16534,344030,26221,690581,46505,1044161,100596
BX36,University Heights-Morris Heights,70589,6710,150225,11163,255557,22177,424634,29279,823620,48454,1191866,80223
BX37,Van Nest-Morris Park-Westchester Square,113422,15268,292653,27990,478495,38828,740084,46148,1279979,77733,1766193,157785
BX39,Mott Haven-Port Morris,55117,5638,122083,9337,205958,13630,345035,23335,782490,56865,1220460,124322
BX40,Fordham South,30530,4651,69590,6875,119855,13122,201286,19401,427513,55252,688426,188816
BX41,Mount Hope,86781,9873,222397,19216,383014,24384,604124,31478,1240366,149670,2078149,547307
BX43,Norwood,51347,6971,134131,13565,256346,21028,397818,21089,779081,75814,1251092,247362
BX44,Williamsbridge-Olinville,178892,21008,490509,31948,806227,41354,1265304,57541,2258425,106460,3313906,229098
BX46,Parkchester,60021,8078,148705,13501,237545,15973,337787,17869,573689,42221,827125,104452
BX49,Pelham Parkway,112506,15136,278004,22813,440872,28858,692341,45907,1206354,73800,1715676,210599
BX52,Schuylerville-Throgs Neck-Edgewater Park,160346,19821,422706,40265,712610,43533,1047022,52631,1834457,133608,2800455,400233
BX55,Soundview-Bruckner,70227,7380,153299,14532,258727,21697,425280,34181,905953,82956,1465498,228105
BX59,Westchester-Unionport,54202,9088,143828,18184,262698,21037,410629,33884,760694,51101,1094682,123014
BX62,Woodlawn-Wakefield,208445,21575,514054,36306,803747,42540,1224929,58767,2000960,74456,2703932,124570
BX63,West Concourse,50201,5723,117529,11881,205659,15476,320811,22665,592318,48962,884101,136512
BX75,Crotona Park East,28606,4929,64698,6020,115780,14053,197269,17275,396199,33063,588324,77476
MN01,Marble Hill-Inwood,82430,6521,181155,13160,302217,18013,463619,23767,933057,61716,1472109,172658
MN03,Central Harlem North-Polo Grounds,109595,8827,294946,20780,542537,29236,909810,43988,2168069,151298,3793731,455700
MN04,Hamilton Heights,55017,5588,144911,14876,271988,18891,444894,26717,1191675,177796,2303782,584333
MN06,Manhattanville,23344,3608,56237,7278,102789,11150,189467,18115,397470,42352,651542,112598
MN09,Morningside Heights,67757,14752,272967,33491,584572,69237,1074107,78055,2536572,215488,4378693,585479
MN11,Central Harlem South,75201,8396,239576,22478,470892,29324,818185,49774,2041086,192918,3675867,551451
MN12,Upper West Side,251495,20642,826438,40433,1541885,59381,2655443,96627,7854033,441364,15096606,1062820
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,240541,23799,792983,57738,1530363,92234,2675390,139122,7924799,542943,14444135,1149127
MN14,Lincoln Square,158166,24664,508462,35918,928116,61126,1645161,101754,4373470,275606,7913607,544934
MN15,Clinton,77321,11148,240852,20959,472806,31297,806263,51014,1993650,145944,3353792,371732
MN17,Midtown-Midtown South,218555,35090,647770,96946,1366341,164866,2634033,536154,6528450,524882,10628174,1148662
MN19,Turtle Bay-East Midtown,222577,25224,674062,47109,1146783,64300,1934541,110070,5037558,379294,9217645,952326
MN20,Murray Hill-Kips Bay,107864,17458,360766,28338,652432,43354,1077839,62696,2690278,228976,4663600,552074
MN21,Gramercy,72779,13596,225399,22330,397817,30307,628166,38951,1420115,124559,2477290,340869
MN22,East Village,77154,11140,267926,24653,516170,34495,793284,45101,1846444,160732,3252966,353873
MN23,West Village,297202,33123,896098,50711,1548644,83098,2619220,118145,7466914,512248,14205175,1143044
