area_id,area_name,b25075001,b25075001_moe,b25075002,b25075002_moe,b25075003,b25075003_moe,b25075004,b25075004_moe,b25075005,b25075005_moe,b25075006,b25075006_moe,b25075007,b25075007_moe,b25075008,b25075008_moe,b25075009,b25075009_moe,b25075010,b25075010_moe,b25075011,b25075011_moe,b25075012,b25075012_moe,b25075013,b25075013_moe,b25075014,b25075014_moe,b25075015,b25075015_moe,b25075016,b25075016_moe,b25075017,b25075017_moe,b25075018,b25075018_moe,b25075019,b25075019_moe,b25075020,b25075020_moe,b25075021,b25075021_moe,b25075022,b25075022_moe,b25075023,b25075023_moe,b25075024,b25075024_moe,b25075025,b25075025_moe
BK09,Brooklyn Heights-Cobble Hill,4957,365,11,33,0,29,13,35,30,43,7,29,29,43,28,43,8,30,15,36,59,49,0,29,46,50,73,79,0,29,0,29,0,29,13,35,146,83,173,86,487,146,634,163,1085,227,622,146,1478,239
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,12683,487,49,63,20,56,32,55,92,71,13,54,9,55,7,55,22,56,115,70,119,98,17,55,24,54,19,56,330,102,267,98,538,151,443,118,760,167,430,150,1007,182,2153,286,4259,381,1154,244,804,134
BK19,Brighton Beach,4047,321,24,52,0,38,11,39,26,42,10,40,0,38,0,38,0,38,82,87,26,41,58,57,63,69,15,42,91,71,24,42,106,70,80,60,189,85,229,99,501,147,359,113,1496,227,436,135,221,94
BK21,Seagate-Coney Island,1856,212,6,38,42,59,31,50,0,38,9,37,11,40,0,38,0,38,0,38,5,36,0,38,0,38,17,46,16,44,0,38,0,38,0,38,23,38,135,63,588,155,328,120,498,120,97,62,50,58
BK23,West Brighton,3044,303,0,27,53,50,20,38,259,125,108,75,9,28,0,27,0,27,15,32,18,34,0,27,49,58,0,27,60,66,11,27,130,100,60,44,340,129,537,172,699,165,215,127,403,142,0,27,58,48
BK25,Homecrest,6287,358,12,47,0,48,4,47,14,48,19,49,0,48,0,48,12,47,8,48,20,49,53,69,36,56,23,50,221,81,24,47,213,88,135,75,292,95,242,92,160,82,454,119,2162,258,1333,223,850,167
BK26,Gravesend,4005,333,24,40,29,44,46,57,14,38,21,40,4,35,0,36,8,36,46,44,42,50,25,37,0,36,0,36,7,36,36,46,144,68,65,66,212,110,264,113,522,156,457,132,1595,256,339,102,105,68
BK27,Bath Beach,4473,303,0,40,0,40,0,40,0,40,7,40,12,43,11,42,7,40,16,41,0,40,0,40,8,39,0,40,68,56,3,38,71,57,33,45,97,54,49,44,212,92,391,112,2219,247,890,167,379,127
BK28,Bensonhurst West,10532,482,18,64,0,64,15,67,0,64,0,64,22,64,0,64,51,70,61,70,77,69,13,63,48,63,18,64,133,107,49,68,77,68,93,78,132,80,178,96,647,166,830,170,4961,366,2519,289,590,136
BK29,Bensonhurst East,7875,417,12,50,29,54,13,52,0,51,8,51,52,62,7,51,81,64,12,53,18,51,38,57,10,53,15,51,15,51,0,51,16,51,62,62,86,65,111,69,549,142,1067,181,4040,341,1323,214,311,105
BK30,Dyker Heights,7063,343,20,51,17,52,0,51,0,51,0,51,0,51,0,51,5,50,33,53,12,48,102,70,12,53,3,50,78,75,6,50,52,57,6,50,103,69,46,58,213,84,471,126,3457,286,1785,239,642,121
BK31,Bay Ridge,12404,491,4,65,26,68,0,66,46,71,33,71,66,71,0,66,45,79,0,66,64,66,91,85,55,79,42,72,200,95,134,76,153,84,181,79,888,157,695,150,1142,195,660,140,3601,332,3036,311,1242,198
BK32,Sunset Park West,3977,331,12,52,6,49,24,61,68,81,28,58,37,58,35,61,45,62,16,50,21,50,54,70,57,69,21,58,40,53,29,50,0,49,16,50,72,66,71,69,266,96,302,113,1641,234,800,169,316,115
BK33,Carroll Gardens-Columbia Street-Red Hook,4668,357,0,45,8,45,18,50,0,45,0,45,6,44,0,45,6,44,45,60,12,46,7,44,32,67,0,45,30,46,0,45,31,49,33,62,0,45,36,52,198,84,336,134,911,180,985,201,1974,246
BK34,Sunset Park East,4197,330,19,60,0,59,0,59,0,59,0,59,32,62,0,59,87,74,11,59,31,58,40,59,23,60,0,59,93,71,26,66,79,70,44,66,111,72,299,110,271,107,300,91,1505,236,1094,173,132,78
BK35,Stuyvesant Heights,5608,430,8,51,7,51,7,51,14,54,0,51,0,51,0,51,37,68,58,61,18,52,87,74,16,55,0,51,25,53,15,56,31,52,12,53,144,89,104,77,405,130,844,188,2817,330,798,184,161,88
BK37,Park Slope-Gowanus,12042,567,8,57,0,58,22,63,0,58,0,58,0,58,0,58,0,58,0,58,0,58,84,92,38,64,0,58,43,60,19,59,22,61,15,60,147,82,225,111,542,157,889,211,2792,348,2080,268,5116,403
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3675,281,0,42,0,42,0,42,0,42,0,42,6,41,9,43,0,42,13,41,0,42,13,43,0,42,11,43,35,48,33,45,13,43,25,44,218,78,93,61,314,101,190,76,827,152,529,131,1346,204
BK40,Windsor Terrace,4287,308,0,32,0,32,15,32,0,32,5,30,0,32,16,39,9,33,5,31,0,32,14,39,46,41,0,32,72,52,10,32,47,40,15,36,158,85,251,97,496,115,347,112,1055,201,898,162,828,169
BK41,Kensington-Ocean Parkway,3441,326,0,40,0,40,0,40,0,40,0,40,14,41,0,40,0,40,9,40,23,39,32,46,0,40,0,40,87,58,11,42,102,66,120,73,307,114,379,125,263,101,428,142,1006,188,511,143,149,104
BK42,Flatbush,6585,413,8,68,13,70,20,74,5,68,0,68,0,68,0,68,10,69,6,67,19,69,7,68,10,68,72,78,160,91,55,75,341,115,142,97,340,115,419,126,670,154,496,144,1433,229,1246,214,1113,200
BK43,Midwood,6436,342,0,51,17,52,0,51,0,51,0,51,0,51,0,51,0,51,0,51,42,70,58,59,54,56,24,53,94,62,85,66,286,118,88,63,288,111,331,136,265,99,505,133,1989,243,1392,193,918,157
BK44,Madison,6796,324,5,46,0,46,19,55,11,45,0,46,17,47,2,45,7,44,44,57,21,47,100,73,28,48,5,46,78,63,44,61,127,82,77,61,146,70,78,55,205,68,1122,181,3313,290,898,158,449,134
