area_id,area_name,b10051b001,b10051b001_moe,b10051b002,b10051b002_moe,b10051b003,b10051b003_moe,b10051b004,b10051b004_moe,b10051b005,b10051b005_moe,b10051b006,b10051b006_moe,b10051b007,b10051b007_moe
QN99,park-cemetery-etc-Queens,0,48,0,48,0,48,0,48,0,48,0,48,0,48
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,0,34,0,34,0,34,0,34,0,34,0,34,0,34
SI05,New Springville-Bloomfield-Travis,166,106,0,43,0,43,0,43,166,106,28,52,138,99
SI07,Westerleigh,6,35,0,36,0,36,0,36,6,35,0,36,6,35
SI08,Grymes Hill-Clifton-Fox Hills,245,188,11,31,11,31,0,28,234,187,156,178,78,97
SI11,Charleston-Richmond Valley-Tottenville,69,66,0,32,0,32,0,32,69,66,21,43,48,57
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,306,148,51,58,39,45,12,39,255,143,195,110,60,71
SI14,Grasmere-Arrochar-Ft. Wadsworth,0,27,0,27,0,27,0,27,0,27,0,27,0,27
SI22,West New Brighton-New Brighton-St. George,173,85,95,73,66,67,29,49,78,56,51,51,27,41
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,55,69,55,69,26,55,29,56,0,38,0,38,0,38
SI25,Oakwood-Oakwood Beach,15,39,15,39,15,39,0,32,0,32,0,32,0,32
SI28,Port Richmond,86,70,25,47,25,47,0,32,61,56,43,47,18,39
SI32,Rossville-Woodrow,0,29,0,29,0,29,0,29,0,29,0,29,0,29
SI35,New Brighton-Silver Lake,160,165,85,80,85,80,0,27,75,101,29,52,46,60
SI36,Old Town-Dongan Hills-South Beach,0,32,0,32,0,32,0,32,0,32,0,32,0,32
SI37,Stapleton-Rosebank,277,147,151,100,151,100,0,38,126,83,94,83,32,56
SI45,New Dorp-Midland Beach,0,29,0,29,0,29,0,29,0,29,0,29,0,29
SI48,Arden Heights,0,29,0,29,0,29,0,29,0,29,0,29,0,29
SI54,Great Kills,0,42,0,42,0,42,0,42,0,42,0,42,0,42
SI99,park-cemetery-etc-Staten Island,0,17,0,17,0,17,0,17,0,17,0,17,0,17
