area_id,area_name,b06007001,b06007001_moe,b06007002,b06007002_moe,b06007003,b06007003_moe,b06007004,b06007004_moe,b06007005,b06007005_moe,b06007006,b06007006_moe,b06007007,b06007007_moe,b06007008,b06007008_moe,b06007009,b06007009_moe,b06007010,b06007010_moe,b06007011,b06007011_moe,b06007012,b06007012_moe,b06007013,b06007013_moe,b06007014,b06007014_moe,b06007015,b06007015_moe,b06007016,b06007016_moe,b06007017,b06007017_moe,b06007018,b06007018_moe,b06007019,b06007019_moe,b06007020,b06007020_moe,b06007021,b06007021_moe,b06007022,b06007022_moe,b06007023,b06007023_moe,b06007024,b06007024_moe,b06007025,b06007025_moe,b06007026,b06007026_moe,b06007027,b06007027_moe,b06007028,b06007028_moe,b06007029,b06007029_moe,b06007030,b06007030_moe,b06007031,b06007031_moe,b06007032,b06007032_moe,b06007033,b06007033_moe,b06007034,b06007034_moe,b06007035,b06007035_moe,b06007036,b06007036_moe,b06007037,b06007037_moe,b06007038,b06007038_moe,b06007039,b06007039_moe,b06007040,b06007040_moe
BK30,Dyker Heights,42509,1386,16079,940,2875,658,1565,399,1310,430,23555,1414,9130,794,14425,1066,20428,994,13427,861,1258,353,1094,335,164,106,5743,593,4527,523,1216,291,1525,272,1245,256,93,81,64,67,29,67,187,93,180,94,7,49,945,248,236,126,326,148,190,111,136,100,383,167,160,76,223,152,19611,1219,1171,243,1198,430,217,104,981,398,17242,1169,4263,556,12979,974
BK31,Bay Ridge,78577,1832,40910,1488,7765,921,4582,563,3183,633,29902,1756,15952,1195,13950,1032,41987,1447,31161,1319,3053,450,2510,418,543,220,7773,834,6702,777,1071,274,6382,598,5515,561,298,112,277,110,21,66,569,158,406,140,163,100,2129,374,639,189,904,254,530,165,374,196,586,195,433,169,153,108,28079,1370,3595,468,3510,602,1265,288,2245,476,20974,1236,8411,721,12563,933
BK32,Sunset Park West,50592,1547,12560,861,27920,1558,11326,897,16594,1194,10112,1013,3633,545,6479,750,18432,1064,7639,722,9138,756,6970,668,2168,377,1655,354,1239,300,416,149,3834,432,3053,374,522,196,365,177,157,95,259,117,243,115,16,54,4526,552,413,134,3901,528,1620,325,2281,367,212,123,173,118,39,59,23800,1347,1455,282,14359,1161,2371,394,11988,1043,7986,875,1978,365,6008,733
BK33,Carroll Gardens-Columbia Street-Red Hook,37024,1216,25997,1134,6728,865,4276,627,2452,539,4299,656,3245,522,1054,297,17894,1048,14061,988,2858,475,2561,473,297,144,975,254,840,239,135,100,10021,644,9217,623,386,150,363,148,23,47,418,114,405,115,13,48,2209,387,546,162,1579,350,684,253,895,250,84,55,54,50,30,49,6900,855,2173,377,1905,565,668,200,1237,458,2822,535,1946,388,876,276
BK34,Sunset Park East,65986,1899,9969,921,19880,1357,8182,751,11698,1128,36137,1719,8994,858,27143,1423,19850,1140,6339,723,6721,691,5234,588,1487,326,6790,735,4780,618,2010,338,2081,350,1520,303,281,125,175,101,106,81,280,135,184,109,96,80,2806,380,271,124,2357,362,925,250,1432,283,178,102,105,77,73,84,41249,1754,1839,399,10521,1121,1848,332,8673,1036,28889,1462,3925,537,24964,1340
BK35,Stuyvesant Heights,59453,1850,46575,1792,9751,1015,5535,726,4216,645,3127,556,1805,398,1322,324,34789,1619,30566,1596,3549,550,2959,509,590,182,674,213,494,178,180,108,8608,728,8180,718,300,153,243,126,57,78,128,86,98,79,30,59,2493,398,488,165,1934,361,790,238,1144,249,71,82,71,82,0,51,13563,1171,7341,818,3968,707,1543,348,2425,575,2254,449,1142,307,1112,302
BK37,Park Slope-Gowanus,67918,1684,50509,1568,9690,1116,5784,806,3906,588,7719,816,5917,692,1802,336,30710,1454,25134,1325,3784,657,3321,624,463,163,1792,342,1603,318,189,102,22150,1014,20446,968,515,155,391,137,124,91,1189,246,1091,239,98,77,2538,408,909,251,1504,322,861,242,643,187,125,93,125,93,0,58,12520,905,4020,505,3887,645,1211,302,2676,505,4613,549,3098,424,1515,320
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33228,1218,22250,1077,6536,712,4142,644,2394,344,4442,598,2757,432,1685,386,15153,966,11637,830,2702,523,2502,520,200,101,814,236,688,213,126,85,9376,647,8474,625,461,147,388,121,73,66,441,132,416,131,25,41,2518,391,445,165,1970,332,779,230,1191,214,103,81,92,78,11,43,6181,597,1694,305,1403,289,473,155,930,243,3084,478,1561,293,1523,366
BK40,Windsor Terrace,20882,837,13734,841,2444,534,1831,468,613,197,4704,600,2502,399,2202,417,10287,820,8064,745,1206,381,1092,346,114,81,1017,253,868,234,149,83,4753,464,4327,449,125,71,96,63,29,44,301,147,249,141,52,51,538,186,155,89,248,118,177,109,71,55,135,110,80,75,55,76,5304,587,1188,243,865,232,466,176,399,172,3251,501,1305,276,1946,393
BK41,Kensington-Ocean Parkway,33285,1345,12170,1042,4049,936,1907,532,2142,585,17066,1269,6774,871,10292,893,12105,959,7171,803,1345,425,1275,419,70,64,3589,603,2787,599,802,250,3018,421,2609,393,87,74,86,71,1,43,322,145,285,142,37,46,1118,322,233,108,423,171,213,122,210,111,462,264,308,214,154,105,17044,1138,2157,443,2194,604,333,156,1861,565,12693,1033,3394,495,9299,830
BK42,Flatbush,97622,2393,50476,2221,16468,1638,7678,939,8790,1257,30678,1791,13630,1180,17048,1213,36959,1857,26074,1676,5051,755,4007,622,1044,342,5834,770,4485,660,1349,372,7831,820,6970,798,287,134,223,124,64,84,574,172,392,144,182,110,2250,401,913,266,1027,271,403,178,624,197,310,142,171,121,139,99,50582,2058,16519,1329,10103,1295,3045,569,7058,1166,23960,1445,8582,851,15378,1090
BK43,Midwood,47702,1432,23343,1225,3048,709,1290,388,1758,570,21311,1287,8398,817,12913,893,24188,1239,18521,1109,995,341,846,316,149,102,4672,684,3828,603,844,238,2197,343,1835,312,59,77,59,77,0,51,303,108,196,92,107,77,1100,290,504,182,202,103,69,67,133,82,394,195,199,102,195,145,20217,1024,2483,380,1792,551,316,185,1476,542,15942,940,4175,470,11767,813
BK44,Madison,37587,1178,16076,1027,1817,521,1292,394,525,224,19694,1194,7675,753,12019,868,16602,949,12539,908,694,240,651,235,43,66,3369,468,2581,411,788,235,1111,222,839,184,37,49,37,49,0,46,235,118,148,84,87,89,681,195,251,115,181,132,176,132,5,46,249,121,185,98,64,59,19193,978,2447,431,905,311,428,198,477,198,15841,980,4761,580,11080,797
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,44739,1353,30232,1392,2436,529,1691,400,745,243,12071,1085,7059,744,5012,688,30304,1333,25751,1309,1069,327,902,305,167,90,3484,522,3031,454,453,242,1465,335,1356,324,39,60,23,56,16,58,70,71,70,71,0,55,583,163,191,93,270,122,218,104,52,65,122,85,117,83,5,54,12387,897,2934,417,1058,318,548,192,510,202,8395,803,3841,485,4554,601
BK46,Ocean Parkway South,17878,976,10357,930,1558,506,640,271,918,359,5963,678,3111,464,2852,457,10400,844,8385,822,425,173,357,164,68,51,1590,397,1282,305,308,257,1258,323,941,279,35,42,24,40,11,38,282,164,248,159,34,53,577,256,164,120,335,210,136,92,199,156,78,54,53,51,25,39,5643,535,867,183,763,329,123,91,640,313,4013,463,1528,266,2485,371
BK50,Canarsie,81155,1948,57780,1865,5886,793,3821,650,2065,411,17489,1520,8901,882,8588,1039,35437,1390,28577,1276,2459,450,2155,438,304,129,4401,615,3787,568,614,231,3892,507,3554,490,185,125,158,122,27,74,153,103,106,91,47,83,1704,322,441,151,1025,267,618,213,407,158,238,123,180,113,58,78,40122,1481,25208,1251,2217,419,890,237,1327,340,12697,1143,4828,542,7869,968
BK58,Flatlands,66568,1596,46593,1646,4503,712,2246,382,2257,554,15472,1278,7177,716,8295,877,31871,1287,26157,1259,1681,379,999,219,682,280,4033,533,2922,414,1111,320,3237,400,2864,377,80,73,80,73,0,62,293,129,268,126,25,67,1060,250,332,138,573,183,333,140,240,129,155,122,78,81,77,110,30400,1233,17240,1043,2169,453,834,210,1335,377,10991,968,3909,489,7082,753
BK60,Prospect Lefferts Gardens-Wingate,64562,2013,46486,2037,5883,812,3633,676,2250,459,12193,1338,6971,932,5222,767,24466,1486,20033,1370,1893,514,1537,464,356,167,2540,557,2331,520,209,114,6347,720,5458,669,303,123,214,105,89,85,586,238,569,236,17,62,1349,331,654,250,508,186,190,133,318,141,187,114,93,81,94,98,32400,1641,20341,1471,3179,597,1692,428,1487,394,8880,1040,3978,632,4902,731
BK61,Crown Heights North,93661,2244,74625,2151,9192,1143,5913,816,3279,674,9844,1091,5823,817,4021,658,42819,1736,37507,1676,3065,528,2455,451,610,246,2247,488,1880,453,367,127,15169,959,14107,909,720,226,538,184,182,141,342,125,243,106,99,94,2117,372,851,229,1151,285,547,178,604,212,115,88,82,85,33,70,33556,1720,22160,1425,4256,820,2373,519,1883,559,7140,863,3618,588,3522,632
BK63,Crown Heights South,38290,1496,25849,1351,2704,532,1379,348,1325,334,9737,1326,5970,1002,3767,804,18153,1269,13670,1073,719,247,594,238,125,72,3764,789,3225,745,539,261,4014,475,3538,442,67,54,58,56,9,36,409,164,357,156,52,63,1074,344,381,189,261,135,97,68,164,122,432,270,213,101,219,258,15049,1013,8260,855,1657,397,630,186,1027,330,5132,817,2175,433,2957,623
BK64,Prospect Heights,19236,921,15092,936,1888,392,1394,335,494,194,2256,457,1583,389,673,213,6516,658,5616,621,543,210,377,154,166,138,357,132,262,105,95,80,7462,593,6944,584,167,85,144,81,23,38,351,142,340,132,11,36,577,187,210,88,322,156,214,127,108,92,45,52,45,52,0,32,4681,550,2322,387,856,292,659,262,197,104,1503,390,936,333,567,201
BK68,Fort Greene,25342,1015,17867,911,3720,584,1853,377,1867,415,3755,559,2179,353,1576,388,11760,824,9805,735,1379,301,1198,279,181,93,576,186,413,127,163,137,6299,520,5650,492,188,81,162,75,26,43,461,155,442,153,19,42,1257,288,175,85,987,268,231,142,756,214,95,62,95,62,0,38,6026,692,2237,437,1166,356,262,114,904,333,2623,446,1229,263,1394,325
BK69,Clinton Hill,34222,1351,25403,1260,4306,648,2768,466,1538,416,4513,616,3045,441,1468,358,15665,1080,12233,995,1735,344,1537,333,198,118,1697,401,1063,237,634,279,10710,801,9996,773,334,134,298,128,36,45,380,145,344,143,36,44,717,186,264,107,348,110,192,83,156,79,105,99,79,94,26,47,7130,718,2910,450,1889,430,741,258,1148,361,2331,391,1559,292,772,211
BK72,Williamsburg,26665,1210,3126,564,3476,581,1805,427,1671,395,20063,1206,12839,1037,7224,713,20881,1185,2449,460,1558,365,1309,355,249,148,16874,1187,11212,1011,5662,652,778,218,540,193,85,67,42,56,43,58,153,72,135,70,18,34,1178,260,23,40,754,211,382,162,372,154,401,157,261,126,140,83,3828,430,114,57,1079,315,72,56,1007,306,2635,357,1231,256,1404,233
BK73,North Side-South Side,43053,1363,18702,996,15404,1121,8642,898,6762,722,8947,851,5713,684,3234,456,17405,1179,6209,610,6348,754,5536,717,812,251,4848,752,3132,582,1716,365,11139,843,10123,798,504,183,481,180,23,50,512,133,441,125,71,57,3502,423,475,165,2818,379,1203,258,1615,314,209,96,181,90,28,58,11007,879,1895,333,5734,710,1422,328,4312,577,3378,417,1959,313,1419,268
BK75,Bedford,62818,1840,38727,1637,10994,1176,6263,833,4731,737,13097,1070,8348,938,4749,701,37401,1565,23449,1382,4490,680,4192,651,298,122,9462,825,6284,794,3178,560,9388,686,8751,667,355,136,312,128,43,73,282,138,250,134,32,59,2700,451,531,183,1915,380,734,205,1181,286,254,160,155,114,99,87,13329,1094,5996,699,4234,767,1025,299,3209,685,3099,508,1659,348,1440,343
BK76,Greenpoint,30585,1115,16677,885,3743,571,1962,412,1781,353,10165,822,4644,578,5521,581,10976,815,7990,714,1356,284,964,290,392,199,1630,315,1347,289,283,123,7332,629,6774,604,291,116,291,116,0,42,267,112,203,89,64,58,843,199,235,102,443,153,196,90,247,118,165,93,111,77,54,63,11434,823,1678,313,1653,393,511,193,1142,284,8103,673,2983,410,5120,548
BK77,Bushwick North,56915,1747,13313,996,39207,1826,11410,1066,27797,1702,4395,673,1713,373,2682,491,19862,1132,6987,785,12215,922,6681,770,5534,707,660,246,614,244,46,50,4327,509,3461,428,692,210,533,187,159,103,174,85,144,74,30,67,4951,549,485,158,4363,526,1349,282,3014,446,103,77,47,66,56,66,27775,1639,2380,419,21937,1541,2847,548,19090,1476,3458,574,908,248,2550,484
BK78,Bushwick South,66662,2074,28186,1562,35256,1838,18423,1295,16833,1357,3220,556,1656,369,1564,338,30700,1579,16559,1236,13580,1083,11768,1069,1812,413,561,195,415,156,146,100,7337,688,6423,660,707,189,569,175,138,88,207,112,153,96,54,78,6893,656,740,186,6052,635,2377,377,3675,477,101,85,65,70,36,72,21732,1550,4464,663,14917,1383,3709,514,11208,1210,2351,445,1023,276,1328,295
BK79,Ocean Hill,29171,1283,23022,1202,4464,664,3037,510,1427,353,1685,443,1129,370,556,166,16710,1057,14222,995,2233,441,1626,363,607,239,255,156,150,117,105,69,3282,456,3176,449,91,61,59,55,32,45,15,38,15,38,0,38,841,228,214,108,627,203,457,178,170,76,0,38,0,38,0,38,8338,809,5410,688,1513,394,895,289,618,234,1415,370,964,333,451,153
BK81,Brownsville,50492,1605,40304,1557,8176,1000,4869,764,3307,634,2012,496,1307,384,705,265,29583,1379,25207,1375,3784,650,3076,579,708,283,592,227,572,224,20,55,4667,469,4539,463,116,85,80,72,36,67,12,53,12,53,0,51,1767,396,367,133,1396,372,870,302,526,215,4,49,0,51,4,49,14475,1084,10191,885,2880,550,843,241,2037,470,1404,353,723,224,681,262
BK82,East New York,84360,2204,59992,2153,19685,1409,12863,1148,6822,749,4683,744,2970,576,1713,390,46409,1827,36798,1787,8462,878,7425,828,1037,278,1149,307,941,272,208,119,7111,743,6412,709,589,215,438,193,151,94,110,78,85,76,25,68,3850,541,806,272,2973,462,1512,330,1461,300,71,95,20,73,51,89,26990,1539,15976,1273,7661,831,3488,534,4173,590,3353,550,1924,415,1429,311
BK83,Cypress Hills-City Line,43543,1622,14423,1113,24401,1538,16561,1316,7840,852,4719,859,2842,647,1877,440,18193,1189,7364,782,9847,980,8842,966,1005,236,982,284,898,278,84,62,1272,293,793,217,391,183,253,149,138,92,88,80,88,80,0,49,2826,426,322,144,2421,417,1652,349,769,186,83,73,72,75,11,47,21252,1374,5944,768,11742,1081,5814,751,5928,737,3566,715,1784,492,1782,436
BK85,East New York (Pennsylvania Ave),27168,1116,19120,1059,6714,864,4333,640,2381,405,1334,424,848,340,486,182,14212,927,11400,922,2589,443,2138,425,451,199,223,142,189,132,34,65,1635,264,1435,252,151,79,107,68,44,46,49,56,49,56,0,36,1367,424,284,119,1042,390,610,255,432,185,41,74,41,74,0,36,9954,931,6001,758,2932,507,1478,349,1454,315,1021,338,569,258,452,173
BK88,Borough Park,92472,2475,23889,1631,9481,1180,3428,601,6053,933,59102,2387,34458,1894,24644,1509,56554,2329,18749,1468,3035,593,2174,504,861,291,34770,2039,26208,1733,8562,951,2096,312,1352,234,112,92,72,80,40,82,632,189,586,184,46,80,2120,348,366,122,824,234,363,147,461,174,930,230,594,181,336,136,31702,1476,3422,481,5510,872,819,242,4691,822,22770,1267,7070,575,15700,1139
BK90,East Williamsburg,31814,1097,16161,894,9301,908,5132,690,4169,548,6352,614,2844,424,3508,414,13178,903,8036,730,3793,585,3374,576,419,163,1349,288,1211,259,138,110,7688,617,6785,586,492,155,470,152,22,42,411,128,396,126,15,45,2403,374,352,171,1947,330,672,198,1275,239,104,75,5,39,99,76,8545,722,988,259,3069,561,616,211,2453,491,4488,500,1232,287,3256,388
BK91,East Flatbush-Farragut,49588,1548,39361,1634,2582,484,1859,389,723,248,7645,1060,3618,586,4027,690,19193,1211,16612,1176,870,223,710,205,160,98,1711,395,1320,309,391,195,2251,342,2193,338,14,54,14,54,0,54,44,64,34,63,10,54,674,187,415,145,229,126,196,116,33,57,30,57,23,57,7,53,27470,1194,20141,1158,1469,367,939,271,530,215,5860,826,2241,408,3619,618
BK93,Starrett City,12196,758,6507,714,1917,649,1532,621,385,181,3772,664,1660,623,2112,409,6922,792,4977,664,1172,520,1102,519,70,83,773,433,727,434,46,47,821,268,814,267,0,24,0,24,0,24,7,24,7,24,0,24,440,189,0,24,366,172,90,61,276,159,74,79,41,68,33,43,4013,543,716,233,379,211,340,205,39,38,2918,539,885,444,2033,392
BK95,Erasmus,27828,1398,19056,1251,2487,642,1404,405,1083,395,6285,1156,3723,815,2562,515,8991,810,7260,690,660,253,502,226,158,108,1071,362,1000,356,71,62,1729,354,1411,327,132,105,111,100,21,47,186,113,173,111,13,39,437,135,222,96,137,82,47,49,90,73,78,70,21,42,57,66,16671,1103,10163,903,1558,440,744,243,814,325,4950,925,2529,586,2421,506
BK96,Rugby-Remsen Village,52387,1690,45015,1646,2303,526,1512,380,791,267,5069,779,2662,481,2407,514,19395,1149,17596,1090,813,272,757,265,56,77,986,277,842,260,144,87,3483,480,3415,480,19,53,12,54,7,53,49,65,40,64,9,54,734,193,519,157,197,118,68,71,129,88,18,54,12,54,6,53,28775,1320,23485,1273,1274,344,675,194,599,237,4016,657,1768,373,2248,492
BK99,park-cemetery-etc-Brooklyn,388,225,333,220,23,46,12,40,11,40,32,52,8,40,24,47,283,214,271,214,12,40,12,40,0,40,0,40,0,40,0,40,62,66,62,66,0,40,0,40,0,40,0,40,0,40,0,40,11,40,0,40,11,40,0,40,11,40,0,40,0,40,0,40,32,52,0,40,0,40,0,40,0,40,32,52,8,40,24,47
BX01,Claremont-Bathgate,28110,1201,11996,1025,13662,1029,7725,831,5937,584,2452,709,1335,443,1117,412,15440,1115,9233,960,5585,710,4973,699,612,198,622,366,445,255,177,152,1870,343,1577,310,293,158,279,150,14,42,0,40,0,40,0,40,2968,508,181,110,2782,486,1314,298,1468,305,5,39,0,40,5,39,7832,874,1005,287,5002,653,1159,277,3843,537,1825,491,890,308,935,347
BX03,Eastchester-Edenwald-Baychester,34381,1679,24966,1614,6824,858,5015,688,1809,349,2591,829,1661,554,930,434,15723,1199,12039,1140,3321,598,3079,555,242,164,363,206,326,193,37,58,2516,498,2309,484,203,99,203,99,0,40,4,39,0,40,4,39,2439,458,750,296,1646,348,878,232,768,228,43,49,30,46,13,43,13703,1239,9868,1121,1654,379,855,270,799,205,2181,723,1305,469,876,413
BX05,Bedford Park-Fordham North,48311,1851,13755,1187,28934,1697,16464,1189,12470,1109,5622,1058,2862,664,2760,645,21997,1372,9698,1082,11401,1003,10773,970,628,200,898,293,769,267,129,132,1529,277,1239,246,275,128,252,126,23,62,15,56,15,56,0,50,4108,553,344,139,3721,534,2025,393,1696,345,43,70,9,49,34,69,20677,1501,2474,515,13537,1244,3414,561,10123,1033,4666,903,2069,555,2597,613
BX06,Belmont,23638,1195,8809,781,12153,1140,6590,681,5563,785,2676,566,1510,410,1166,313,10916,831,5418,644,4884,641,4441,617,443,163,614,207,529,188,85,78,2699,503,2205,399,192,97,147,88,45,50,302,265,302,265,0,34,1973,409,197,114,1740,385,990,278,750,238,36,39,20,36,16,33,8050,885,989,298,5337,800,1012,293,4325,724,1724,412,659,239,1065,281
BX07,Bronxdale,31605,1298,13250,917,13588,1184,7782,881,5806,848,4767,731,2329,443,2438,452,14459,989,8050,750,5806,675,4806,634,1000,305,603,186,476,172,127,76,1653,326,1335,297,231,119,217,118,14,41,87,78,68,64,19,59,2744,429,254,119,2386,404,1340,337,1046,221,104,82,78,70,26,56,12749,1255,3611,590,5165,979,1419,610,3746,711,3973,666,1707,395,2266,414
BX08,West Farms-Bronx River,32044,1524,10515,1030,19153,1426,9484,941,9669,1138,2376,629,1052,386,1324,443,14048,1008,6774,796,7047,798,6599,771,448,214,227,141,133,104,94,101,1106,240,808,198,272,127,272,127,0,40,26,51,26,51,0,40,3792,580,435,145,3357,554,1333,342,2024,401,0,40,0,40,0,40,13098,1373,2498,516,8477,1189,1280,278,7197,1133,2123,590,893,358,1230,417
BX09,Soundview-Castle Hill-Clason Point-Harding Park,50522,1747,23152,1363,25013,1575,17471,1430,7542,741,2357,669,1832,550,525,210,29531,1499,17380,1216,11694,1142,10752,1131,942,241,457,226,382,201,75,81,2981,396,2629,366,313,144,237,116,76,81,39,66,29,65,10,51,7048,738,529,179,6418,722,3572,563,2846,456,101,109,101,109,0,50,10962,1105,2614,512,6588,866,2910,592,3678,541,1760,519,1320,410,440,174
BX10,Pelham Bay-Country Club-City Island,25031,1229,15046,1009,5751,848,4412,717,1339,346,4234,819,2479,604,1755,439,17544,1133,13148,1007,3080,575,2955,563,125,81,1316,459,1165,465,151,105,1283,341,1037,316,178,121,160,118,18,41,68,56,57,47,11,34,1402,324,205,96,1021,277,581,204,440,166,176,146,132,139,44,56,4802,702,656,209,1472,433,716,268,756,300,2674,574,1125,343,1549,405
BX13,Co-op City,42535,1650,30206,1818,9318,1130,6348,969,2970,608,3011,789,2157,694,854,247,24074,1769,18741,1566,4770,973,4005,817,765,392,563,259,536,258,27,36,4762,644,4447,620,291,160,224,145,67,81,24,34,24,34,0,33,3601,683,963,469,2540,519,1494,442,1046,308,98,133,98,133,0,33,10098,1117,6055,817,1717,504,625,270,1092,399,2326,631,1499,526,827,246
BX14,East Concourse-Concourse Village,58642,2010,21733,1431,30599,1854,15193,1234,15406,1381,6310,1008,3452,680,2858,589,26389,1636,14048,1208,10959,1074,9789,1036,1170,323,1382,529,1131,461,251,131,3879,464,3284,413,504,201,437,190,67,67,91,87,90,87,1,52,4789,676,814,324,3841,583,1512,366,2329,445,134,141,17,53,117,140,23585,1680,3587,641,15295,1539,3455,577,11840,1308,4703,744,2214,513,2489,524
BX17,East Tremont,38330,1506,12575,983,22859,1541,12735,1174,10124,1111,2896,686,1636,449,1260,401,19129,1094,9377,865,9295,882,8190,855,1105,280,457,234,392,227,65,70,1686,291,1328,239,305,115,249,104,56,65,53,84,53,84,0,45,5120,738,349,131,4699,702,2218,603,2481,396,72,70,72,70,0,45,12395,1271,1521,412,8560,1097,2078,381,6482,980,2314,552,1119,332,1195,391
BX22,North Riverdale-Fieldston-Riverdale,25205,1095,17488,990,3795,544,2923,484,872,219,3922,590,2435,426,1487,355,14853,897,11940,799,1972,417,1793,407,179,84,941,248,789,213,152,97,4031,477,3594,465,200,86,196,85,4,37,237,109,219,107,18,36,907,205,290,106,583,158,403,134,180,89,34,45,34,45,0,38,5414,549,1664,264,1040,246,531,164,509,182,2710,439,1393,293,1317,325
BX26,Highbridge,34082,1322,10465,1018,19939,1283,9398,928,10541,933,3678,712,2095,476,1583,450,15264,1076,7095,854,7165,806,6319,760,846,217,1004,315,850,292,154,134,1697,314,1422,281,252,135,157,99,95,96,23,49,23,49,0,42,2741,475,203,103,2477,465,999,295,1478,327,61,72,27,49,34,67,14380,1032,1745,423,10045,924,1923,459,8122,868,2590,524,1195,322,1395,385
