area_id,area_name,b07002001,b07002001_moe,b07002002,b07002002_moe,b07002003,b07002003_moe,b07002004,b07002004_moe,b07002005,b07002005_moe,b07002006,b07002006_moe
BK09,Brooklyn Heights-Cobble Hill,139,6,154,11,158,44,118,15,116,26,94,23
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,92,8,94,8,66,44,85,54,58,22,65,30
BK19,Brighton Beach,36,4,37,6,31,20,61,56,4,26,26,11
BK28,Bensonhurst West,59,11,57,7,82,13,82,80,80,2,45,6
BK29,Bensonhurst East,36,4,37,4,45,42,10,70,24,2,36,30
BK31,Bay Ridge,262,10,275,12,224,66,200,12,223,55,150,108
BK32,Sunset Park West,250,7,256,7,232,31,248,108,218,51,209,52
BK33,Carroll Gardens-Columbia Street-Red Hook,78,3,83,6,68,15,70,5,58,7,88,69
BK34,Sunset Park East,388,11,394,13,381,26,388,82,353,67,379,75
BK35,Stuyvesant Heights,94,6,101,8,98,36,79,18,78,28,58,110
BK37,Park Slope-Gowanus,373,8,403,12,338,26,317,21,322,40,320,25
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,214,7,225,8,203,26,184,17,159,32,162,40
BK41,Kensington-Ocean Parkway,64,3,66,5,70,27,59,6,47,13,67,41
BK42,Flatbush,71,4,73,4,72,18,58,5,75,36,55,9
BK43,Midwood,69,7,72,8,64,34,54,8,45,12,95,17
BK44,Madison,33,4,32,5,90,62,32,0,90,13,20,0
BK50,Canarsie,44,5,45,4,57,28,32,16,27,2,21,11
BK58,Flatlands,47,3,47,4,82,9,24,44,51,8,12,24
BK60,Prospect Lefferts Gardens-Wingate,73,6,76,7,55,27,65,36,68,30,29,9
BK61,Crown Heights North,241,11,250,11,211,51,230,8,203,49,230,108
BK63,Crown Heights South,99,7,102,9,76,27,84,24,83,29,142,33
BK64,Prospect Heights,103,4,110,4,92,3,83,8,84,26,110,70
BK68,Fort Greene,138,7,147,10,133,23,128,15,104,16,177,33
BK69,Clinton Hill,158,8,169,10,133,14,137,31,141,43,158,51
BK73,North Side-South Side,183,5,189,6,165,14,178,31,168,7,164,48
BK75,Bedford,135,7,141,9,113,23,109,42,105,24,102,115
BK76,Greenpoint,169,7,182,11,148,7,141,37,141,15,180,38
BK77,Bushwick North,175,5,182,6,166,18,151,18,155,24,148,29
BK78,Bushwick South,234,10,245,16,215,13,282,84,283,95,338,110
BK79,Ocean Hill,33,3,33,3,31,5,18,0,55,7,34,22
BK81,Brownsville,60,5,62,7,51,31,23,23,39,22,57,37
BK82,East New York,109,8,111,8,97,27,109,46,58,61,118,71
BK83,Cypress Hills-City Line,30,7,30,7,42,24,17,1,32,9,22,11
BK85,East New York (Pennsylvania Ave),24,3,23,3,18,12,26,5,26,3,60,0
BK88,Borough Park,61,7,60,6,71,30,77,56,65,38,71,31
BK90,East Williamsburg,142,7,148,9,145,31,105,16,102,22,112,87
BX01,Claremont-Bathgate,59,4,62,6,41,12,59,42,28,42,102,16
BX03,Eastchester-Edenwald-Baychester,71,4,76,8,68,17,54,21,92,5,97,10
BX05,Bedford Park-Fordham North,130,6,134,7,97,25,130,28,112,103,66,153
BX06,Belmont,74,6,78,9,70,10,62,38,62,29,73,24
BX08,West Farms-Bronx River,60,2,61,4,54,19,80,48,47,33,76,17
BX13,Co-op City,83,7,85,7,71,16,104,28,61,111,46,38
BX14,East Concourse-Concourse Village,56,6,60,5,51,6,52,23,84,14,75,44
BX17,East Tremont,52,7,53,9,51,14,70,25,73,73,18,15
BX22,North Riverdale-Fieldston-Riverdale,87,7,92,8,70,33,78,35,48,21,59,73
BX26,Highbridge,129,6,131,13,163,28,122,32,98,27,131,58
BX27,Hunts Point,57,4,58,4,55,5,70,7,36,17,98,26
BX28,Van Cortlandt Village,96,5,96,5,106,23,104,53,82,27,115,68
BX29,Spuyten Duyvil-Kingsbridge,198,10,210,12,190,39,181,64,164,101,121,74
BX30,Kingsbridge Heights,32,4,32,6,43,28,25,8,88,36,23,17
BX33,Longwood,85,5,87,5,83,23,99,53,144,99,59,35
BX34,Melrose South-Mott Haven North,59,5,62,6,57,10,47,53,51,14,55,13
BX35,Morrisania-Melrose,30,2,30,2,29,13,31,6,44,11,19,68
BX36,University Heights-Morris Heights,120,8,128,9,80,34,109,45,132,88,132,38
BX37,Van Nest-Morris Park-Westchester Square,68,5,70,7,38,16,46,30,70,37,97,10
BX39,Mott Haven-Port Morris,86,6,91,8,71,30,88,34,60,24,86,93
BX40,Fordham South,82,6,86,8,65,16,69,11,106,66,77,29
BX41,Mount Hope,156,10,158,11,162,30,159,39,128,20,154,72
BX43,Norwood,93,5,92,5,103,18,117,18,117,38,108,84
BX46,Parkchester,76,6,77,5,70,19,40,34,80,27,84,66
BX49,Pelham Parkway,68,3,68,4,62,9,50,11,67,16,63,49
BX55,Soundview-Bruckner,126,8,132,12,117,19,96,110,87,26,139,75
BX62,Woodlawn-Wakefield,69,5,70,7,45,20,73,27,48,27,95,36
BX63,West Concourse,58,3,59,6,52,10,52,40,84,41,42,46
MN01,Marble Hill-Inwood,179,6,183,6,174,31,154,17,154,35,139,58
MN03,Central Harlem North-Polo Grounds,222,10,232,10,182,38,247,77,158,22,200,118
MN04,Hamilton Heights,168,8,175,8,134,14,149,36,144,30,165,32
MN06,Manhattanville,66,3,68,3,59,15,59,16,51,9,55,23
MN09,Morningside Heights,302,10,340,14,262,38,259,41,245,15,248,27
MN11,Central Harlem South,267,9,270,10,290,38,341,65,218,17,237,65
MN12,Upper West Side,665,15,718,16,519,31,558,127,493,58,479,69
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,416,9,456,12,354,25,349,60,288,37,317,53
MN14,Lincoln Square,321,7,344,12,259,11,222,77,232,30,222,53
MN15,Clinton,257,7,274,8,210,15,234,51,191,17,225,59
MN17,Midtown-Midtown South,263,11,289,25,278,49,246,57,211,21,267,37
MN19,Turtle Bay-East Midtown,218,6,247,11,178,7,182,41,158,10,208,21
MN20,Murray Hill-Kips Bay,240,9,272,10,193,9,190,41,177,13,196,43
MN21,Gramercy,141,5,161,5,111,5,103,8,99,7,110,18
MN22,East Village,235,9,269,8,190,12,174,34,168,7,168,73
MN23,West Village,470,11,544,21,376,15,394,42,355,40,378,74
MN24,SoHo-TriBeCa-Civic Center-Little Italy,315,14,354,15,259,18,236,109,268,80,237,39
MN25,Battery Park City-Lower Manhattan,206,7,220,6,179,10,171,20,172,16,176,27
MN27,Chinatown,234,12,252,10,190,30,160,32,171,24,161,30
MN28,Lower East Side,276,10,291,10,298,85,268,92,193,19,254,70
MN31,Lenox Hill-Roosevelt Island,386,10,420,13,334,27,308,57,283,24,350,99
MN32,Yorkville,265,7,287,9,222,10,229,20,198,17,241,72
MN33,East Harlem South,209,8,220,13,177,16,203,72,167,38,165,76
MN34,East Harlem North,156,7,156,8,155,18,166,50,162,61,136,17
MN35,Washington Heights North,291,8,305,10,245,40,245,31,242,56,250,71
MN36,Washington Heights South,350,11,363,16,316,30,311,36,258,27,331,98
MN40,Upper East Side-Carnegie Hill,344,15,356,13,249,71,236,51,285,86,279,104
MN50,Stuyvesant Town-Cooper Village,78,6,96,13,65,7,53,5,50,5,58,27
MN99,park-cemetery-etc-Manhattan,46,3,50,5,45,6,38,3,49,8,35,46
QN01,South Jamaica,135,10,145,16,112,26,144,31,155,51,128,64
QN02,Springfield Gardens North,80,3,81,2,75,39,60,12,72,45,98,73
QN05,Rosedale,108,7,108,9,101,19,100,22,130,34,97,51
QN06,Jamaica Estates-Holliswood,36,3,37,3,49,42,21,1,24,1,21,23
QN07,Hollis,39,2,39,2,44,24,58,38,71,95,35,16
QN15,Far Rockaway-Bayswater,169,9,172,10,176,58,214,51,122,28,112,78
QN17,Forest Hills,192,8,211,11,155,12,147,16,114,107,171,39
QN18,Rego Park,120,8,120,7,118,31,159,71,122,70,137,59
QN19,Glendale,41,4,41,4,49,49,47,37,61,1,26,27
QN20,Ridgewood,171,7,177,9,164,53,131,15,198,55,196,45
QN22,Flushing,404,12,419,12,362,35,407,96,279,83,295,52
QN23,College Point,80,4,83,5,66,13,60,39,42,6,45,29
QN25,Corona,32,4,33,4,26,5,62,0,37,0,22,1
QN26,North Corona,60,3,61,3,53,8,56,24,54,56,49,36
QN28,Jackson Heights,296,10,305,11,273,48,209,47,202,37,287,41
QN29,Elmhurst,176,6,178,6,197,37,158,36,180,66,169,41
QN31,Hunters Point-Sunnyside-West Maspeth,254,9,263,8,224,19,239,29,192,37,236,75
QN34,Queens Village,151,6,157,11,93,16,107,17,154,42,235,67
QN35,Briarwood-Jamaica Hills,37,4,40,3,30,3,21,9,31,7,28,1
QN37,Kew Gardens Hills,145,10,151,12,118,34,155,75,91,16,81,45
QN38,Pomonok-Flushing Heights-Hillcrest,142,8,165,10,109,39,105,33,136,53,92,64
QN41,Fresh Meadows-Utopia,79,6,84,6,65,15,62,44,47,5,58,35
QN42,Oakland Gardens,129,6,136,7,106,19,87,106,100,65,105,44
QN43,Bellerose,37,4,38,5,28,5,33,1,16,0,28,6
QN45,Douglas Manor-Douglaston-Little Neck,41,2,43,2,40,8,32,6,26,0,20,9
QN46,Bayside-Bayside Hills,177,11,183,11,212,45,177,29,126,42,157,54
QN48,Auburndale,43,2,44,2,31,8,31,33,24,4,41,26
QN50,Elmhurst-Maspeth,75,3,75,3,74,25,71,43,74,79,80,69
QN51,Murray Hill,82,7,86,5,58,14,86,29,81,10,81,45
QN52,East Flushing,35,3,37,3,31,16,32,0,20,0,30,12
QN53,Woodhaven,128,11,137,11,126,20,117,21,96,15,117,57
QN54,Richmond Hill,110,6,111,7,102,24,93,30,97,36,136,45
QN55,South Ozone Park,106,7,109,5,76,36,118,72,106,42,124,91
QN56,Ozone Park,38,4,40,3,27,6,34,30,40,22,22,40
QN60,Kew Gardens,79,5,82,5,61,16,58,14,80,64,66,42
QN61,Jamaica,143,8,146,5,126,42,96,27,82,33,106,50
QN63,Woodside,108,6,108,6,98,52,126,38,81,48,107,36
QN66,Laurelton,84,5,87,8,77,10,78,22,94,39,69,74
QN68,Queensbridge-Ravenswood-Long Island City,107,10,113,14,87,17,124,12,69,31,86,29
QN70,Astoria,385,9,403,11,359,40,343,42,331,49,306,56
QN71,Old Astoria,65,4,68,4,87,28,59,2,58,17,42,12
QN72,Steinway,243,10,260,10,227,22,190,12,184,15,257,80
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,40,2,41,2,31,13,27,32,14,32,22,68
SI05,New Springville-Bloomfield-Travis,39,6,41,5,30,1,11,8,35,66,21,21
SI08,Grymes Hill-Clifton-Fox Hills,52,7,60,8,46,3,39,5,40,3,50,13
SI11,Charleston-Richmond Valley-Tottenville,38,2,39,2,36,4,33,5,25,7,16,34
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,44,3,45,3,28,5,59,30,75,89,66,70
SI32,Rossville-Woodrow,39,3,38,3,35,21,61,4,44,15,40,0
SI35,New Brighton-Silver Lake,42,3,44,2,34,9,32,15,26,3,2,34
SI45,New Dorp-Midland Beach,39,3,39,3,36,15,38,46,35,38,59,2
