area_id,area_name,b25014001,b25014001_moe,b25014002,b25014002_moe,b25014003,b25014003_moe,b25014004,b25014004_moe,b25014005,b25014005_moe,b25014006,b25014006_moe,b25014007,b25014007_moe,b25014008,b25014008_moe,b25014009,b25014009_moe,b25014010,b25014010_moe,b25014011,b25014011_moe,b25014012,b25014012_moe,b25014013,b25014013_moe
BK09,Brooklyn Heights-Cobble Hill,11346,374,4957,365,3108,334,1713,250,57,42,79,49,0,29,6389,393,3608,361,2600,327,111,69,70,60,0,29
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,25070,401,12683,487,7780,441,4423,378,415,139,65,70,0,55,12387,499,6546,466,5116,455,494,163,224,130,7,55
BK19,Brighton Beach,13764,343,4047,321,2349,271,1489,232,160,91,49,46,0,38,9717,388,3742,327,4644,393,566,177,676,175,89,88
BK21,Seagate-Coney Island,11215,272,1856,212,1065,195,746,175,32,50,13,41,0,38,9359,314,4984,346,3913,372,342,129,101,70,19,37
BK23,West Brighton,8026,219,3044,303,1856,256,1154,250,21,35,13,32,0,27,4982,323,3177,325,1671,267,86,59,48,64,0,27
BK25,Homecrest,15435,318,6287,358,3627,306,2362,259,229,86,69,55,0,48,9148,407,4502,355,3834,357,503,133,237,108,72,70
BK26,Gravesend,11068,297,4005,333,2561,290,1234,214,112,70,91,60,7,36,7063,382,3666,403,2802,344,420,162,123,75,52,50
BK27,Bath Beach,10726,270,4473,303,2697,271,1571,213,147,66,32,56,26,49,6253,335,3047,291,2592,299,357,136,132,76,125,84
BK28,Bensonhurst West,29717,419,10532,482,5474,373,4359,367,604,142,69,72,26,65,19185,553,8151,486,8669,534,1609,254,583,165,173,108
BK29,Bensonhurst East,21737,342,7875,417,4315,347,3060,315,384,119,98,70,18,52,13862,481,5941,432,6188,434,1154,233,512,162,67,58
BK30,Dyker Heights,14966,279,7063,343,4417,291,2209,244,279,104,130,83,28,59,7903,361,3506,323,2976,316,897,217,394,139,130,95
BK31,Bay Ridge,34990,426,12404,491,8515,437,3534,323,261,105,54,72,40,70,22586,572,12696,570,7746,533,1275,250,716,199,153,106
BK32,Sunset Park West,17023,319,3977,331,2256,260,1469,244,150,76,71,65,31,56,13046,412,4560,385,5483,416,1862,282,780,188,361,140
BK33,Carroll Gardens-Columbia Street-Red Hook,17628,387,4668,357,3121,315,1391,224,87,70,19,48,50,74,12960,472,7498,499,4933,437,281,141,236,113,12,48
BK34,Sunset Park East,20544,327,4197,330,1906,225,1691,249,473,135,93,67,34,66,16347,431,4645,385,7053,468,2872,336,1227,239,550,149
BK35,Stuyvesant Heights,24360,452,5608,430,3611,368,1636,261,260,109,34,57,67,75,18752,557,9514,566,7749,552,864,190,373,137,252,116
BK37,Park Slope-Gowanus,31068,489,12042,567,8285,499,3621,346,87,71,28,58,21,66,19026,673,10666,632,7509,534,426,149,256,112,169,128
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,15085,316,3675,281,2211,236,1335,188,93,72,36,54,0,42,11410,359,5903,368,4875,373,355,132,206,84,71,60
BK40,Windsor Terrace,9510,205,4287,308,2785,268,1435,223,32,44,26,36,9,33,5223,326,3102,319,1795,283,249,109,55,78,22,34
BK41,Kensington-Ocean Parkway,12037,287,3441,326,1850,247,1246,229,264,102,73,62,8,38,8596,397,3439,350,3583,354,1020,212,495,167,59,54
BK42,Flatbush,37482,454,6585,413,4400,334,1683,262,354,146,104,88,44,75,30897,551,12342,640,13193,661,3030,383,1724,294,608,178
BK43,Midwood,18430,320,6436,342,3743,291,2294,263,310,102,70,73,19,59,11994,412,5751,388,4856,391,760,179,508,155,119,81
BK44,Madison,15022,240,6796,324,4184,293,2351,275,197,96,52,51,12,48,8226,335,4018,338,3403,321,502,146,260,117,43,55
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,16432,289,12144,371,7673,381,4052,329,387,136,32,64,0,55,4288,372,2046,282,1900,300,233,119,91,84,18,60
BK46,Ocean Parkway South,6607,235,2897,247,1729,207,1057,187,81,62,30,44,0,36,3710,270,1897,224,1464,206,284,110,38,38,27,39
BK50,Canarsie,27669,396,13555,522,7084,444,5453,438,433,126,199,96,386,134,14114,543,6311,440,5613,432,864,190,450,152,876,191
BK58,Flatlands,23279,315,13871,468,7861,423,5231,384,567,147,125,93,87,81,9408,456,3879,372,4205,378,884,200,307,124,133,85
BK60,Prospect Lefferts Gardens-Wingate,26016,421,4256,355,2847,309,1128,225,247,132,34,63,0,58,21760,505,9575,577,9219,612,1678,298,1049,255,239,125
BK61,Crown Heights North,40818,573,6041,466,4205,405,1614,270,98,85,62,84,62,86,34777,680,18689,711,13289,687,1626,269,858,214,315,139
BK63,Crown Heights South,14662,272,2203,253,1127,182,721,179,291,119,59,74,5,39,12459,338,5786,412,5129,397,1145,229,284,129,115,81
BK64,Prospect Heights,9394,270,3078,275,1865,227,1121,186,51,41,41,54,0,32,6316,353,3676,345,2517,329,82,60,22,37,19,43
BK68,Fort Greene,11560,313,2531,289,1657,234,823,193,42,44,9,36,0,38,9029,378,4687,364,3867,356,109,61,161,106,205,102
BK69,Clinton Hill,14937,368,5018,374,3365,319,1461,255,115,72,21,48,56,55,9919,432,5590,416,3806,364,267,111,197,91,59,67
BK72,Williamsburg,8299,215,1147,179,407,118,414,117,213,89,44,47,69,65,7152,255,2067,250,2587,298,1214,191,520,146,764,208
BK73,North Side-South Side,19172,372,2866,320,1535,248,1051,202,129,78,52,63,99,100,16306,451,7421,486,6172,470,850,186,1381,285,482,162
BK75,Bedford,24225,451,4784,396,2906,321,1453,244,345,132,65,65,15,55,19441,507,8837,508,8130,506,1690,258,580,151,204,91
BK76,Greenpoint,15124,380,2859,302,2117,267,639,163,56,66,42,56,5,42,12265,434,7919,458,3785,384,253,102,178,104,130,88
BK77,Bushwick North,18885,343,1941,249,970,188,800,173,109,75,36,68,26,61,16944,406,5752,429,8004,476,2160,299,645,177,383,137
BK78,Bushwick South,24164,448,4090,399,1999,292,1583,261,329,131,150,94,29,63,20074,549,8301,497,9326,559,1543,296,571,167,333,140
BK79,Ocean Hill,11686,319,2588,269,1440,208,981,201,137,76,18,46,12,41,9098,383,4414,375,3800,352,615,166,179,88,90,76
BK81,Brownsville,20316,363,3182,290,1988,255,1097,190,95,71,2,50,0,51,17134,426,8849,509,7150,503,914,213,127,80,94,84
BK82,East New York,30771,490,7260,456,3885,355,2700,333,439,144,98,92,138,89,23511,581,9061,556,10867,597,2314,348,851,210,418,159
BK83,Cypress Hills-City Line,13634,342,4368,357,1700,217,2102,279,396,131,149,93,21,58,9266,436,2364,287,4502,393,1608,255,582,171,210,113
BK85,East New York (Pennsylvania Ave),9841,248,2174,248,1020,166,1075,193,36,43,30,47,13,40,7667,311,2937,303,3680,328,730,181,202,105,118,78
BK88,Borough Park,28325,452,8682,440,4928,346,2564,287,982,194,201,102,7,68,19643,567,6221,443,8261,518,3415,355,1544,255,202,96
BK90,East Williamsburg,14888,297,2396,267,1612,221,650,162,27,59,79,66,28,58,12492,372,6034,408,5264,407,359,123,495,149,340,148
BK91,East Flatbush-Farragut,18217,316,8272,407,4962,356,2894,326,369,132,36,61,11,55,9945,415,4573,380,4302,387,626,173,336,129,108,73
BK93,Starrett City,6378,158,115,67,115,67,0,24,0,24,0,24,0,24,6263,165,3833,347,2132,356,206,128,0,24,92,133
BK95,Erasmus,10222,280,2199,247,1188,208,871,183,67,49,73,66,0,36,8023,343,3419,331,3357,345,732,172,404,163,111,73
BK96,Rugby-Remsen Village,20055,391,6000,390,3536,313,2153,289,202,85,52,66,57,73,14055,483,6333,466,6398,460,870,202,324,129,130,83
BK99,park-cemetery-etc-Brooklyn,170,87,27,58,0,40,27,58,0,40,0,40,0,40,143,76,60,60,64,60,0,40,19,49,0,40
BX01,Claremont-Bathgate,9847,204,527,118,313,99,186,88,17,41,0,40,11,42,9320,227,3664,341,4438,344,884,188,241,100,93,66
BX03,Eastchester-Edenwald-Baychester,11599,292,4160,333,2501,265,1482,257,167,111,10,41,0,40,7439,372,3660,381,2975,380,628,207,93,80,83,93
BX05,Bedford Park-Fordham North,18253,328,962,208,529,154,392,145,0,50,0,50,41,66,17291,354,6846,492,7714,524,1667,287,782,200,282,115
BX06,Belmont,8319,249,385,123,252,97,127,83,0,34,6,32,0,34,7934,263,3447,333,3359,327,730,197,322,130,76,55
BX07,Bronxdale,13479,269,1629,239,1101,220,449,118,65,57,14,40,0,38,11850,348,5372,402,5289,437,666,188,384,144,139,81
BX08,West Farms-Bronx River,11448,307,1578,240,798,178,669,169,67,52,10,42,34,65,9870,351,3787,340,4740,412,897,212,307,134,139,92
BX09,Soundview-Castle Hill-Clason Point-Harding Park,18657,296,5068,362,2769,284,1982,289,296,123,11,51,10,50,13589,410,6802,436,5816,462,595,184,325,147,51,73
BX10,Pelham Bay-Country Club-City Island,11247,321,4647,412,3480,378,1124,271,33,41,10,37,0,34,6600,465,4318,441,2226,357,30,58,10,34,16,39
BX13,Co-op City,18258,352,8945,612,5967,563,2649,459,254,150,50,66,25,38,9313,626,5911,554,3202,455,40,49,108,85,52,73
BX14,East Concourse-Concourse Village,21343,360,2321,274,1608,237,576,166,96,89,30,66,11,52,19022,417,7439,538,8537,526,1807,338,781,219,458,184
BX17,East Tremont,14245,288,1031,196,530,134,384,142,94,75,0,45,23,54,13214,331,5765,405,5893,416,954,203,477,153,125,79
BX22,North Riverdale-Fieldston-Riverdale,10909,339,5531,361,3640,313,1746,272,78,61,67,75,0,38,5378,356,3356,311,1867,266,128,92,27,49,0,38
