area_id,area_name,b25109001,b25109001_moe,b25109002,b25109002_moe,b25109003,b25109003_moe,b25109004,b25109004_moe,b25109005,b25109005_moe,b25109006,b25109006_moe,b25109007,b25109007_moe
BK09,Brooklyn Heights-Cobble Hill,608700,68311,642100,97972,642300,135552,612500,302066,663900,279740,446400,669881,98300,404142
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1771900,96163,1360800,450832,1786800,166897,1811000,186387,2159800,481541,1446700,136865,1581600,303929
BK23,West Brighton,483400,260942,277400,2499788,586600,339835,530400,279111,271000,616703,355300,547067,586300,510139
BK25,Homecrest,610800,60220,625000,59219,593800,161069,584600,168086,632800,172668,166700,857085,667600,231276
BK26,Gravesend,870200,115815,581000,160045,696700,203719,997600,99364,765400,423089,1090500,549184,929900,80117
BK27,Bath Beach,1203600,66314,964600,663659,1030100,256927,1228800,63379,1296600,354709,541800,794057,1387000,223122
BK28,Bensonhurst West,1250000,140933,1288100,474024,1345700,425345,1256600,731285,1306600,515868,1333900,143624,1248800,108655
BK29,Bensonhurst East,1787600,74597,1298400,716345,1690300,155131,1902200,148546,1649200,259061,1984300,318905,1746900,133117
BK30,Dyker Heights,1300700,46093,1362500,1023129,1324700,135255,1281700,75367,1441800,169697,1234200,89563,1231300,98172
BK31,Bay Ridge,4703700,396063,5020500,2106217,4238500,672563,4719400,710179,3914400,1453635,5258500,778602,6032800,751110
BK32,Sunset Park West,1220700,202973,1200000,791461,984900,472112,1292900,384373,1348300,295344,1192400,810550,1439300,421572
BK34,Sunset Park East,643800,83471,537500,301824,620500,134506,588800,239473,849100,244446,625000,457197,784100,151023
BK35,Stuyvesant Heights,1197700,41615,1085100,224670,1241600,51483,1207300,95280,1252200,221610,1362600,687710,1009100,355051
BK37,Park Slope-Gowanus,838500,52693,594500,103991,800900,95166,914200,67963,894400,150387,912000,164429,833300,366842
BK40,Windsor Terrace,428800,114598,385000,712983,392500,210285,409700,118208,604700,57966,373800,192210,281300,164469
BK43,Midwood,1839400,302445,1929300,1937595,1926800,1128996,2038300,942768,1639100,954024,2145600,1462766,2076000,888204
BK44,Madison,517700,47037,270800,484841,503300,71659,561400,87033,625000,75734,245000,480104,456300,329159
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4682400,164623,4417100,1160959,4739700,276890,4832700,233095,4439100,325556,4987400,422864,4786000,905698
BK46,Ocean Parkway South,677500,190202,525000,824597,258800,302334,715200,186535,845600,341953,737500,456887,921900,595016
BK50,Canarsie,439800,21651,420000,68100,460800,33639,429900,44720,419400,64582,407900,485954,541700,467470
BK58,Flatlands,1455900,76718,919100,922998,1503500,144799,1475300,103682,1440600,175105,1867500,365234,1137900,344455
BK60,Prospect Lefferts Gardens-Wingate,597100,158891,721600,982594,334500,190704,862800,117098,775600,215498,276800,246849,625000,114188
BK63,Crown Heights South,687200,60092,584200,387231,720700,142398,673800,63395,737500,294485,600000,602668,854600,94746
BK75,Bedford,634000,45058,693800,808088,541000,138654,647500,103841,663000,315965,714300,375142,657900,71590
BK82,East New York,423600,72078,369200,60761,396300,375420,525000,250640,410000,129873,500000,157855,421700,70565
BK85,East New York (Pennsylvania Ave),427800,30095,391700,347014,388900,49724,391700,495240,435000,92739,459600,57093,465300,35921
BK88,Borough Park,763600,93363,910700,284731,766100,1090542,691900,73914,756000,178253,858200,51013,400000,279189
BK90,East Williamsburg,1243300,114677,995100,313749,1220600,155070,1201100,229073,1539700,1003128,571800,826713,1579200,211002
BK96,Rugby-Remsen Village,497000,52289,431800,73581,554900,77140,571700,87795,320600,154536,535400,92998,164200,8736
BX03,Eastchester-Edenwald-Baychester,421100,39807,411100,79002,384800,60477,548800,133158,369600,109932,445800,20347,371200,54634
BX09,Soundview-Castle Hill-Clason Point-Harding Park,770800,41920,735000,268161,769400,125116,806200,60702,746500,75061,781200,52442,723900,111872
BX10,Pelham Bay-Country Club-City Island,487200,43388,422000,102475,459300,54853,542900,78282,428600,59996,510100,112659,596100,74674
BX13,Co-op City,73900,29548,219300,55258,34100,29285,73000,35938,82200,86154,109900,37849,115800,76666
BX22,North Riverdale-Fieldston-Riverdale,409700,117513,517900,806329,287500,311973,529200,216370,557700,149415,245800,272072,415000,281905
BX29,Spuyten Duyvil-Kingsbridge,1068400,80980,956600,1006128,1091400,158865,1289400,213301,909700,548154,845200,253283,1107700,545613
BX30,Kingsbridge Heights,136000,14168,105100,32314,120500,9662,164100,26998,152800,19880,110000,141166,146600,53892
BX44,Williamsbridge-Olinville,1234700,41179,1383800,450500,1205600,72251,1327300,65023,1216500,142528,1218400,130231,776800,440311
BX52,Schuylerville-Throgs Neck-Edgewater Park,1350300,63308,1367400,550452,1500600,140782,1227300,177193,1064200,463545,1389400,160990,1226300,95804
BX62,Woodlawn-Wakefield,749300,38109,400600,385042,769700,66009,755100,149372,729000,113121,732600,71188,839300,332664
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,745300,121210,519400,1056464,855300,99850,852800,251249,306600,129595,859600,251971,1236200,1650045
MN14,Lincoln Square,604200,44876,552900,119195,635200,66601,624500,83784,462300,145427,468800,190688,767400,629251
MN19,Turtle Bay-East Midtown,1268800,84040,1281700,727878,1283300,84279,1409700,214995,1454700,463623,1024100,414213,1148600,587124
MN20,Murray Hill-Kips Bay,703900,88221,497200,150941,728600,138158,726800,223732,687500,549611,693200,193363,514700,298618
MN21,Gramercy,2090900,149830,1927600,763350,2015800,237320,2251400,639871,2026500,831460,2109900,337514,1947900,701903
MN28,Lower East Side,606000,41849,569000,86357,707400,80175,540900,151748,601600,61935,588100,106136,486900,63909
MN35,Washington Heights North,687100,220913,409500,90211,772700,227492,866200,528008,809200,1316511,775900,479648,682500,744534
QN01,South Jamaica,825700,53048,622500,383771,802400,166894,832000,108309,843800,112314,719600,216543,849100,199551
QN02,Springfield Gardens North,398100,30449,343800,65645,406500,59683,408300,93208,415800,72694,444200,83213,383300,33733
QN05,Rosedale,421200,18179,414500,70407,403300,59621,435400,25948,432400,24541,375000,157584,342100,96333
QN06,Jamaica Estates-Holliswood,174500,23563,139300,7135,177600,27625,168000,46645,218800,309859,602300,644217,137500,277864
QN07,Hollis,415400,30297,391200,84340,437800,40143,450000,88841,426800,123507,379300,63007,357700,185511
QN08,St. Albans,2292100,75338,2614600,300092,2320400,135766,2214400,129325,2390600,297562,2202700,465171,2532200,536373
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,1564300,60611,2085900,963232,1640200,100161,1565100,169373,1564100,194601,1510600,160879,1706300,516597
QN12,Hammels-Arverne-Edgemere,24800,5451,14300,694643,130600,238886,22700,2086,21100,769565,22300,2155,325000,324900
QN17,Forest Hills,2798000,115323,2488100,1305335,2732300,135678,2846300,298969,2885600,570697,3143200,1149820,3373500,936731
QN18,Rego Park,257400,22607,129600,20094,255100,22659,282200,98459,208200,21030,346500,78530,305800,189188
QN19,Glendale,1037000,81869,1130300,280895,1088000,90061,927400,74379,1049200,283761,1164900,74955,872500,350736
QN20,Ridgewood,485700,33478,511400,145750,503300,87145,447100,34843,490400,116303,556300,104958,474100,120731
QN21,Middle Village,3439700,87624,3424500,767947,3473400,178021,3392100,175064,3266200,184238,3731200,522519,3342600,283605
QN22,Flushing,697500,32456,1040700,536079,687700,33479,966800,272395,825300,548692,818100,237971,662700,166963
QN23,College Point,1609400,72007,1480900,351217,1612000,157861,1668800,160073,1523100,221766,1855600,213945,1490000,147838
QN25,Corona,324500,91342,97900,40510,320800,176595,456700,157422,148900,32333,378600,374029,97900,658646
QN27,East Elmhurst,1007800,51023,1010800,425767,1015900,56257,912600,158583,917200,136348,1149500,139688,1312700,494708
QN28,Jackson Heights,435400,41789,504600,430181,381800,38000,478800,247202,406500,580476,553700,258617,1157900,376533
QN29,Elmhurst,1107400,145441,1289600,295602,922200,172204,1054200,179567,1177000,352381,1169700,473622,1422700,105491
QN30,Maspeth,1599700,96606,1770900,1126788,1703800,92720,1574900,128820,1394600,513311,1528400,372450,1453100,780504
QN31,Hunters Point-Sunnyside-West Maspeth,561900,81044,562500,261867,373100,232031,644000,144978,508000,207867,781300,138072,441700,189046
QN33,Cambria Heights,788600,36832,908300,532057,784000,55211,817800,66048,800000,108210,940700,138516,413500,478570
QN34,Queens Village,1230900,47023,1145900,87204,1219000,56263,1308600,158648,1228900,128112,1258300,278623,1318100,100892
QN35,Briarwood-Jamaica Hills,483600,132698,148200,565525,188400,305964,565700,95038,585800,262502,558800,606858,231100,103483
QN37,Kew Gardens Hills,1722500,151930,1511600,994554,1436300,184452,1865100,342628,2352300,212789,2008500,890204,1813400,310377
QN38,Pomonok-Flushing Heights-Hillcrest,609900,22017,594800,64666,603600,37216,631800,26380,604200,168301,633900,77219,515600,96074
QN41,Fresh Meadows-Utopia,625000,20869,600000,60055,632600,45618,651600,25113,602900,44134,568800,89355,724100,180799
QN42,Oakland Gardens,1807100,166040,1060800,467429,1783600,215747,1768100,326148,1909900,890812,2063200,752926,2735700,698548
QN43,Bellerose,702300,39429,614300,152620,699200,70257,707500,235966,921500,357461,703800,304769,899800,81038
QN44,Glen Oaks-Floral Park-New Hyde Park,770300,41428,925700,61322,775600,61518,733800,71658,723500,93832,1005900,269002,957100,287805
QN45,Douglas Manor-Douglaston-Little Neck,2163400,166777,1696000,1097315,2392400,220117,2300600,443287,1936900,220576,2302400,442823,2099200,275900
QN46,Bayside-Bayside Hills,5463800,140798,4374100,917469,5218300,462163,5548500,372169,5212300,308364,6011400,364910,5241500,490823
QN47,Ft. Totten-Bay Terrace-Clearview,751400,171229,526000,334187,643300,210639,574800,144048,850300,120339,694900,380263,805600,73203
QN48,Auburndale,1272900,35118,1396700,225137,1109700,138147,1313400,86828,1231300,82320,1227600,74788,1391800,148457
QN49,Whitestone,2445400,115629,1892000,1245031,2654700,368157,2755600,304034,2484400,261175,2436200,172958,2718500,338818
QN50,Elmhurst-Maspeth,981100,149796,815100,658016,1002800,149720,1093400,489896,955400,359846,1197600,231672,1118300,408205
QN51,Murray Hill,1192500,70200,909600,496198,1268400,176972,1001400,332551,1176700,248127,1417300,292071,1113000,527549
QN52,East Flushing,296100,234092,212500,142959,214600,103225,557100,354212,618600,69869,195500,731090,593800,385004
QN53,Woodhaven,630200,86796,599900,95763,582400,97635,779300,77453,662900,103703,514300,366349,454200,186716
QN55,South Ozone Park,2305200,74982,2562600,643926,2403600,139993,2314200,260123,1984400,593063,2178600,264707,2311200,195228
QN56,Ozone Park,1958300,52737,1723600,168276,1991100,83101,2004300,141580,1930400,403207,1956500,523267,1979400,150332
QN57,Lindenwood-Howard Beach,639800,140737,308500,258303,690700,160693,676600,558736,600300,206349,413100,319549,669200,196920
