area_id,area_name,b13002h001,b13002h001_moe,b13002h002,b13002h002_moe,b13002h003,b13002h003_moe,b13002h004,b13002h004_moe,b13002h005,b13002h005_moe,b13002h006,b13002h006_moe,b13002h007,b13002h007_moe
BK09,Brooklyn Heights-Cobble Hill,5136,399,353,134,349,134,4,28,4783,404,2070,273,2713,336
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,9356,635,231,102,214,101,17,56,9125,635,5090,423,4035,448
BK19,Brighton Beach,4596,467,192,114,151,100,41,64,4404,464,2303,312,2101,343
BK21,Seagate-Coney Island,1356,269,50,53,34,49,16,43,1306,268,683,166,623,188
BK23,West Brighton,2655,408,113,85,113,85,0,27,2542,409,1219,260,1323,253
BK25,Homecrest,7567,503,418,135,393,133,25,53,7149,501,4173,352,2976,352
BK26,Gravesend,2573,338,150,88,130,84,20,40,2423,334,1106,213,1317,243
BK27,Bath Beach,3192,393,204,95,166,81,38,60,2988,386,1511,252,1477,304
BK28,Bensonhurst West,9254,624,342,114,220,95,122,86,8912,617,4000,369,4912,481
BK29,Bensonhurst East,6546,560,244,96,191,88,53,62,6302,553,3167,333,3135,440
BK30,Dyker Heights,4842,392,222,91,203,89,19,54,4620,392,2311,255,2309,304
BK31,Bay Ridge,13978,763,653,160,604,153,49,79,13325,764,5940,467,7385,594
BK32,Sunset Park West,2699,330,113,71,104,70,9,50,2586,334,825,177,1761,284
BK33,Carroll Gardens-Columbia Street-Red Hook,7325,535,292,101,281,100,11,47,7033,532,2675,288,4358,485
BK34,Sunset Park East,2343,327,201,102,186,98,15,61,2142,312,966,181,1176,244
BK35,Stuyvesant Heights,1125,266,39,59,35,60,4,50,1086,264,301,123,785,227
BK37,Park Slope-Gowanus,16072,839,773,182,671,173,102,78,15299,833,5597,441,9702,761
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,5321,372,291,97,238,83,53,66,5030,367,2091,262,2939,315
BK40,Windsor Terrace,4087,372,264,103,239,97,25,51,3823,384,1672,232,2151,326
BK41,Kensington-Ocean Parkway,4440,436,252,109,252,109,0,40,4188,432,2009,258,2179,352
